global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
1029.2900473043956	n/a	1059438.0014798848	n/a	1601.1972673924272	n/a	n/a	2563832.689104976	1062.6891742304235	n/a	n/a	1129308.2810265394	1189.4185104370115	1013.2737263621456	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	n/a	0.0	n/a	7.671529999697668e-05	n/a	5.88523725362613e-09	n/a	-0.059149515941641	n/a	0.0034986652361304	n/a	-0.0002669999846983	n/a	7.128899182889243e-08	n/a	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0
1010.0234945275016	-19.266552776893946	1020147.459497546	371.2000559048398	1489.2403300517317	-111.9569373406955	12534.35581870842	2217836.7606525905	1062.0304507375683	-0.6587234928551879	0.4339166400393388	1127908.6782938426	1165.0638486729113	952.7413739677096	3.024508	34.444492	0.2050259563049941	0.1349255267134226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.717298672574088e-05	4.717298672574088e-05	2.225290676626925e-09	2.225290676626925e-09	0.0571884267081657	0.0571117114081687	0.0032705161493552	0.0032617475799699	0.0646170498300051	0.1237665657716461	0.0041753631287333	0.0153181628029072	-7.10000020889038e-05	0.0001959999826093	5.041000296624344e-09	3.84159931828836e-08	1.0152999774248885e-08	1.0152999774248885e-08	1.0308340441589791e-16	1.0308340441589791e-16	-0.0002859999871599	-0.0002859999871599	8.179599265546297e-08	8.179599265546297e-08	1.0	0.0
1005.1037758133556	-4.919718714146029	1010233.600154264	24.203632226318657	1465.2288594485249	-24.011470603206817	576.5507205286651	2146895.610560825	1060.869708534378	-1.1607422031902388	1.3473224622669295	1125444.5384858164	1157.4279255977897	943.7251898856784	1.161964	13.232977	0.1041966240912044	0.0537266010240876	-0.0731629485	0.02200259	-0.2021587184	0.0331567894	-0.0430969505	0.4430772214	-0.1184654406	0.2596361109	-0.084214197	0.086164965	-0.1184331822	0.1949021291	-0.0319670619	0.2834176909	-0.0025581416	0.0154571681	-0.3109770471	0.0220815998	-0.0795889217	0.0070455744	-0.0087623117	0.2067088045	-0.0224740878	0.0328311402	-0.0251233265	0.0043895936	-0.113781732	0.056098532	-0.1034353472	0.0075686671	-0.0456374245	0.1135123291	-0.0360231033	0.157380222	-0.0453964871	0.0353520691	-0.1880671989	0.0781293343	-0.0788677786	0.1785631719	-0.1258452135	-0.1727375678	0.3071678476	-0.1868737	-0.0044343868	0.2420799056	-0.1072222657	0.0236638133	-0.1229787313	0.1074500592	-0.0200302986	0.0492695209	-0.1857436508	0.222294799	-0.1595273591	0.056677259	-0.1158825008	0.0697748849	-0.0040062281	0.0896738157	-0.0769016048	0.059295395	-0.0887490974	-0.2229797375	0.0965491114	-0.012129206	0.082681464	-0.1698937207	0.2657239915	-0.1340685652	0.0866098105	-0.0299436807	0.2013356486	-0.0431460763	0.0881423922	-0.0633269841	0.21174399	-0.1897043348	0.0118986432	-0.0100590742	-0.1000988338	0.0310223562	0.0059035196	-0.2021682869	0.0953294949	-0.2491082351	0.0038987085	0.1301773761	0.1301427735	0.1300851093	0.1300043937	0.0	0.0	0.0162608446005378	0.016213671613812	0.0002644150671228	0.0002628831472005	0.0609513782724775	0.0037629515643117	0.0037150705133146	1.4159804475356617e-05	0.1151902811444642	0.050573231314459	0.0132688008701407	0.0025576517255857	0.0004000135543984	0.0004710135564873	1.6001084370244173e-07	2.2185377039481858e-07	0.000127957598925	0.0001279474459252	1.6373147122651166e-08	1.6370548918788572e-08	-0.0002120255976	7.39743895599e-05	5.4722103107598415e-09	4.495485403763712e-08	0.0	0.0
1001.4440626859698	-3.6597131273857713	1002890.2106889806	13.393500174759742	1455.3154215573345	-9.91343789119037	98.27625082248896	2117942.976222602	1058.9528826637563	-1.9168258706217784	3.674221418284939	1121381.207701879	1154.3978091838749	933.2842508332626	0.996048	11.343458	0.1182145808102182	0.0550244211785781	-0.028996996	0.0402873739	-0.1344342091	-0.0217050684	-0.0750469367	0.154874636	0.043581228	0.0382054499	-0.1530513972	0.1083447276	0.0362495774	-0.0007584284	-0.025103393	0.0240033282	-0.1381272134	0.018465956	-0.1806525923	0.044681557	0.0278011751	-0.0680368741	0.0313371286	0.1098284201	-0.0179709752	-0.07216489	0.0152383123	0.022771546	-0.0897336807	0.1303653617	0.0661590216	0.0800801732	0.0453478749	-0.0665955263	0.0399540203	0.2422904263	-0.0611699815	-0.0068261489	-0.0080145521	-0.0870178088	0.0067188936	-0.0952292473	-0.0223797009	-0.1657572343	0.0876893087	-0.1032344087	0.0757635896	0.0254680023	-0.0795424007	-0.0451356984	-0.0500992673	0.0632725203	-0.1308642314	0.1001238672	-0.1381672458	0.0182946665	0.0605969549	0.0823059222	-0.0320661149	-0.0138740119	-0.146395144	-0.0138516726	0.0023546196	0.0193683433	0.085001708	-0.2188031241	0.1711002438	-0.0351081461	0.1205973687	-0.0609777543	0.1775749749	-0.1572816724	0.0974112969	-0.1133216143	0.1553534577	0.0293317041	-0.0573458911	-0.1091124119	0.0478882466	-0.1686045325	0.0513594435	-0.0523214482	-0.0125648954	0.1482844638	0.0073197433	-0.104365863	0.1173805246	0.079139823	0.131272037	0.1300851093	0.1297738696	0.1292556884	0.1285313919	0.0	0.0	0.01625328074077	-7.563859767800718e-06	0.0002641691348382	5.7211974586954326e-11	0.0795646091453363	0.0186132308728588	0.0063305270284501	0.0003464523635263	0.0717457424659926	-0.0434445386784715	0.0051474515619965	0.0018874279409852	-0.0002659262169414	-0.0006659397713398	7.071675285676453e-08	4.434757790521052e-07	0.0002880671896743	0.0001601095907493	8.298270576684914e-08	2.5635081049908333e-08	-0.0005089611834933	-0.0002969355858933	8.817074216979738e-08	2.5904148630290064e-07	0.0	0.0
997.5961073487256	-3.8479553372442297	995197.99339733	14.806760277426353	1450.3595696526604	-4.955851904674091	24.56046810106182	2103542.8812830504	1054.7881694097446	-4.164713254011758	17.34483648814121	1112578.08232676	1150.7180469424225	928.4935073985224	1.242908	14.154807	0.0619250570304054	0.0339145043672065	0.1505822201	-0.0300622695	0.0054071705	0.014229198	-0.0527991835	0.0179056901	-0.013536631	0.0878029675	-0.1012268927	0.1196068888	-0.1134986718	-0.1250905862	-0.0226149461	-0.1763099455	-0.0003559554	0.1158429412	0.0623461328	0.1560945015	0.1307057203	-0.1461763968	-0.0462988254	-0.0028604412	-0.0997155541	0.119269357	-0.2062345692	-0.0370289854	-0.0347315513	0.1840655182	0.0906037939	0.1076995121	-0.0291202618	-0.0123411119	0.1513910305	-0.1248659471	0.0885088735	0.0591232611	-0.0434723907	0.0040219972	-0.0525424024	0.0436260028	0.0542085564	-0.0521460394	-0.090753004	-0.1565708505	0.0047966805	-0.0435402519	-0.2407181078	-0.2176750935	0.0130104182	0.0759665252	0.0310714275	0.1486836404	0.038396578	-0.0866003981	0.0441523443	-0.0936292507	-0.003427176	-0.0393538441	-0.0074951258	0.0316519468	-0.008740948	0.0768979583	-0.074368844	-0.1821030428	0.0967672758	-0.1190619611	0.1974697381	-0.0638947936	-0.0871775598	-0.1075894968	0.0889081325	-0.0688529231	0.0483219695	0.1942907177	-0.0267351819	0.0297995733	0.0538657941	0.0833507594	-0.0590204142	-0.0703987952	0.0218993411	0.0340829132	-0.0290152032	0.0557605615	-0.0587639192	-0.0605661947	-0.0957189137	0.129900641	0.1290371077	0.1276021352	0.1256020782	0.0	0.0	0.0011084822932474	-0.0151447984475226	1.2287329944430148e-06	0.000229364920016	0.0750155307531628	-0.0045490783921735	0.0056273298541787	2.069411421813984e-05	0.081100071555312	0.0093543290893193	0.0065772216062767	8.7503472711287e-05	-0.0007383887672177	-0.0004724625502763	5.452179715532748e-07	2.2322086141358534e-07	0.0003522328146938	6.41656250195e-05	1.2406795574711685e-07	4.1172274341430844e-09	-0.0006298700302253	-0.0001209088467319	1.4618949218062248e-08	3.967362549760203e-07	0.0	0.0
999.3984673486364	1.802359999910777	998797.2965388034	3.2485015692783774	1447.0017307826452	-3.3578388700152573	11.27508187698534	2093814.0088879704	1055.9873184164876	1.1991490067430275	1.43795834037279	1115109.2166564444	1148.9482193436734	927.7166346276324	1.11523	12.700748	0.079171868639254	0.0604372003876976	0.1202477227	-0.0999821269	0.1088298646	0.0256538813	-0.1897931744	-0.0901004888	-0.0669193114	0.0882364839	-0.1414085907	0.0885216636	0.0382824757	-0.0449466894	-0.0564761812	-0.0891540599	0.0943372686	-0.0026579549	0.0308308844	0.1418741175	0.0358588424	-0.0041762398	0.0299682703	0.1399079754	-0.0407720199	0.0193912909	-0.1952991573	-0.0439775279	-0.0427832694	-0.0138635252	0.1072755664	-0.2270571392	-0.0248650001	-0.1135607648	-0.1032774495	-0.0535223239	0.0082290968	-0.0233005752	0.0751328179	0.0873150588	0.1281774473	-0.0384820173	0.1303944234	0.0955414705	-0.0207217971	-0.1382326732	0.096168632	0.0131494684	-0.1525719376	-0.0645475629	-0.0596005355	0.1549629763	-0.0015463518	0.0249054022	0.1341480964	0.0080015215	0.1623425941	0.0121681441	0.0257246938	-0.1068838411	-0.0203888526	0.0312336302	-0.0517769022	-0.2302542219	-0.0789751384	-0.2254746397	0.096431724	-0.0193814052	0.1137301199	0.0023310175	-0.1753994812	0.0187417519	0.0321191419	-0.0628401453	-0.0637879222	0.0259025021	-0.0367257073	-0.094379749	0.0526492444	0.106031742	0.0867853147	-0.0334903503	0.0442385294	0.04944905	0.0551192956	0.0784070397	0.0288403811	-0.0262158215	-0.0714823301	0.1296241021	0.127934576	0.1251349925	0.1212496427	0.0	0.0	0.013587020599644	0.0124785383063966	0.0001846071287751	0.0001557139182642	0.0162384843021357	-0.0587770464510271	0.0002636883724307	0.0034547411895061	0.0811178166184873	1.7745063175297893e-05	0.0065801001729505	3.1488726709531327e-10	-0.0007383650728981	2.36943196000065e-08	5.451829808758166e-07	5.614207813072523e-16	0.0003452885181165	-6.944296577299984e-06	1.1922416074308857e-07	4.822325495350027e-11	-0.0007808728157015	-0.0001510027854762	2.280184122157129e-08	6.097623543015888e-07	0.0	0.0
999.6350055563138	0.2365382076774267	999270.1443335715	0.0559503236912494	1446.4957344909433	-0.5059962917018765	0.2560322472160505	2092349.9099004932	1056.8069869092926	0.8196684928050217	0.6718564380972559	1116841.0075802978	1151.4319718826648	931.1009382961108	1.113522	12.681302	0.1164376073760994	0.0763113066139427	-0.0044166149	-0.1635380488	0.0207458567	-0.0848392345	-0.1697115383	-0.1277668229	0.00914879	-0.1765341314	0.0583529855	0.1304659672	-0.0473486815	-0.0350224171	0.0184699821	0.0338572217	0.0454785322	0.0179716278	-0.0714065632	0.0278873742	0.1120014031	-0.1050966159	0.0993723561	0.0555918692	-0.1516618353	0.1178959091	-0.034003591	-0.1005997248	0.1108695198	-0.1367336077	-0.1072533426	0.0328824851	0.0421328072	-0.114021408	0.0001010698	0.0508746054	0.0692917553	-0.1264055516	-0.1433534339	-0.0963243582	-0.0335799904	-0.0008772077	0.0040684059	-0.0982242473	-0.0502991713	0.0981517348	0.1072848282	-0.1021061984	-0.1670881359	0.094988893	0.0859548391	0.0311064246	-0.0489148253	0.0850247736	0.2007776639	-0.168238658	-0.0364818543	0.0838848678	-0.0013129194	-0.0114123435	-0.0097845303	-0.0820744877	-0.0037102051	-0.0285392525	-0.1020056008	-0.0801676334	0.128938245	-0.0732951995	0.0642482214	0.0016803854	-0.1074388876	0.0981485057	-0.0060924702	0.0860616713	-0.132790055	0.0464766111	-0.1428541667	-0.0035064868	-0.0664647434	0.1063998223	0.0134950142	0.0512382564	-0.0484006679	0.0532826593	0.1531289621	0.0524278263	0.030841519	-0.092987944	0.0782053279	0.1292556884	0.1264693999	0.1218699908	0.1155234003	0.0	0.0	0.0187374513866132	0.0051504307869691	0.0003510920844656	2.6526937291360163e-05	0.0102317052581639	-0.0060067790439717	0.0001046877924899	3.608139448309876e-05	0.0142117813999789	-0.0669060352185084	0.0002019747305607	0.0044764175486602	-0.0003679578235518	0.0003704072493463	1.353929599129776e-07	1.372015303682921e-07	0.0001421080040315	-0.000203180514085	2.0194684809816816e-08	4.12823213038449e-08	-0.0005869733325998	0.0001938994831017	3.759700954710645e-08	3.445376931833155e-07	0.0	0.0
999.1716607047769	-0.4633448515369309	998344.0075555416	0.2146884514457805	1450.0908223155843	3.595087824641041	12.924656466882254	2102763.392963888	1055.588953797799	-1.2180331114936962	1.4836046606950148	1114268.0393799318	1150.3027144143748	929.7028827435038	0.955083	10.876923	0.0659154135247514	0.0360558907210549	-0.1200168608	-0.064905201	0.0536672004	-0.1187133907	-0.1593092271	-0.0082634976	-0.0953975341	-0.0537819871	0.0718928321	0.0412446983	0.015075936	-0.1361907839	0.0414850802	-0.0245830554	0.0315424093	0.0361230939	-0.0237229813	0.1084575172	0.0793364372	-0.0969735851	-0.0911534548	-0.0237011427	-0.1155270497	-0.0045345601	0.0161022055	-0.1153028979	-0.1946062792	-0.011943796	-0.1493683332	-0.0086600544	-0.0808351144	0.0059720196	0.0834370275	-0.0686222782	-0.0082691049	-0.0301224634	0.0828008315	0.0351913641	0.0402289399	0.0275876285	0.0073704039	0.0024499132	0.0541921565	-0.0850721355	-0.0140401918	-0.0478274784	-0.1202108734	-0.062286063	0.1229297565	-0.0644889083	0.0392323952	-0.0424404286	0.1262187734	-0.1287120839	-0.1108145581	-0.0594804291	-0.1750617658	-0.0450843358	-0.0345562217	-0.0354217969	0.0538055703	-0.0076875509	0.0812976889	-0.1285943105	0.0817266306	-0.0617476229	0.036183776	0.0147238524	-0.1055149951	0.1335919992	-0.1179456262	0.0471983255	-0.051622809	0.0234910702	-0.0935988173	0.0118055993	-0.1014270673	0.0892219734	-0.0170657212	0.0435630085	-0.0710188819	-0.097817577	0.0108114416	0.0355800392	-0.0097636835	0.0030148757	-0.0613817983	0.1287956613	0.1246457325	0.1178279478	0.1084882316	0.0	0.0	0.0160717788509288	-0.0026656725356843	0.0002583020754331	7.105810067502083e-06	0.0159922113131756	0.0057605060550116	0.0002557508226852	3.318343000982644e-05	0.0423345916961892	0.0281228102962103	0.001792217654083	0.0007908924589566	-0.0004523163995287	-8.43585759769e-05	2.0459012528260657e-07	7.116369340850411e-09	0.0005031649837319	0.0003610569797004	2.531750008539232e-07	1.3036214259037508e-07	-0.0007288862696794	-0.0001419129370796	2.0139281710558512e-08	5.31275194127151e-07	0.0	0.0
999.19442794787	0.0227672430931988	998389.5048420712	0.0005183473580648	1450.8786010742188	0.7877787586344311	0.6205953725556054	2105048.715055082	1056.2766172119768	0.687663414177905	0.4728809711988129	1115720.292068777	1149.8625505136888	922.6058426832116	0.933637	10.632685	0.0455410653118168	0.0244370864683166	-0.1252731187	-0.0363627359	0.0894307771	-0.2265844568	-0.01045774	0.0096524771	-0.0731406009	-0.1692022337	0.024634071	-0.0725315971	-0.0310009757	-0.09290349	0.0754531994	-0.0634538126	-0.0630145769	-0.0300816487	-0.0157690926	0.0839556675	0.0626804467	-0.0077673284	-0.0618810841	-0.0889133126	-0.1011480488	-0.0700501418	0.0789686103	0.1573974069	-0.0826276328	0.0452216443	0.1682835313	0.0850582111	0.1299083321	-0.088493629	-0.0183743093	-0.0865153931	-0.0643537778	-0.0101040442	-0.0401577293	0.0430170943	0.095777413	-0.0917020107	-0.0122684091	0.0743331663	0.0702119908	-0.0485254669	-0.027154009	-0.1249925983	0.0210717413	-0.0111930988	0.0944434977	-0.1234557924	0.0314135339	0.0484723757	-0.1577966953	-0.2104744434	0.1059615007	0.0587949198	0.0315184085	-0.0246464263	-0.0287884306	-0.1408908981	0.0078959075	-0.1020319768	-0.0518481274	-0.1398305701	0.0666314124	-0.0144848957	-0.1199783438	0.0280110975	-0.1346396335	0.1236431995	-0.1127674861	0.039522612	-0.022536208	-0.0210661281	-0.0334173715	-0.0886065848	-0.0668967118	-0.0158888811	-0.1387796738	0.0290870961	0.0646024037	-0.1318236504	-0.1763700705	0.0848459845	-0.0009316187	0.2233893557	-0.0821892646	0.1282443466	0.1224687433	0.1130346355	0.1002238479	0.0	0.0	0.0209874408831467	0.0049156620322179	0.0004404726748235	2.416373321498861e-05	0.0226286645891065	0.0066364532759309	0.0005120564610862	4.404251208361397e-05	0.0610253433561922	0.018690751660003	0.0037240925317411	0.0003493441976159	-0.0005918481730007	-0.0001395317734719	3.502842598842665e-07	1.9469115808241512e-08	0.0003887310594004	-0.0001144339243315	1.511118365425573e-07	1.3095123037907481e-08	-0.0007808845387492	-5.199826906980001e-05	2.7038199862553203e-09	6.097806628575509e-07	0.0	0.0
998.4941525626264	-0.7002753852436854	996990.5727017574	0.4903856151781919	1452.2555904903927	1.3769894161739558	1.896099852255092	2109046.300110599	1055.463014578145	-0.8136026338318061	0.6619492457780519	1114002.1751423855	1150.5920253576237	928.031811125382	0.983171	11.196804	0.0811688285699365	0.0431895604350785	-0.1668266429	0.0106104315	0.0408574831	-0.0925316181	0.0436572733	0.0650601693	0.0138068723	-0.2208568035	0.0744774801	-0.1313380366	-0.0761162901	0.0508080273	0.0108581903	-0.0629639452	0.0398770774	0.1335758359	0.0063263981	-0.0221662001	0.0696422796	0.0245864176	-0.0920575624	-0.0100704514	-0.0015736905	-0.0723336551	0.1820347699	0.0830708374	-0.0859482071	0.0489339567	0.0742310871	0.0270072178	0.0231393877	0.052900593	0.0549120583	0.0152009013	-0.0975926478	-0.0587834697	0.0423579941	-0.115507147	0.0825947913	-0.0708902249	0.1678466426	-0.0229065894	0.0065080983	-0.0150234878	-0.1408590104	-0.0950462832	0.0578175323	0.065910396	0.1143122165	-0.0622826745	-0.0096184747	0.1419541696	-0.0810277679	-0.0734545637	0.097802555	-0.0887385159	-0.0887025856	-0.0834629375	0.0768480744	-0.0654059979	0.0481228421	0.0224220707	0.0426272494	-0.0267031634	0.104994179	-0.0037716323	-0.0831459249	0.0902325361	-0.0411812413	0.1120957321	-0.1266126981	0.0337206263	-0.0681328494	-0.0600215973	-0.0620517945	0.1143665937	-0.0940130294	0.0500687439	0.0496137615	0.084528406	-0.0248505822	-0.1198011753	-0.076140904	0.0907164787	-0.0953358359	-0.0048964643	-0.0050099148	0.1276021352	0.1199446031	0.1075206159	0.090823888	0.0	0.0	0.0130670911883896	-0.0079203496947571	0.0001707488721256	6.27319392872389e-05	0.01586101810841	-0.0067676464806964	0.0002515718954353	4.5801038887683706e-05	0.0248691817698443	-0.0361561615863479	0.0006184762019015	0.0013072680206581	-0.0006914346474307	-9.958647442999998e-05	4.780818716676163e-07	9.91746588939704e-09	0.0004236069429328	3.487588353240004e-05	1.794428421008725e-07	1.2163272521655322e-09	-0.0003088534805489	0.0004720310582003	2.2281331990569505e-07	9.539047244716975e-08	0.0	0.0
