global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
1015.0433327586342	n/a	n/a	1030312.9673777552	1281.2720411869518	n/a	1641658.043527378	n/a	1045.0309764610236	n/a	n/a	1092089.7417630805	1090.9349490802854	876.8646274533479	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0215912428340772	n/a	n/a	0.00046618176712	0.0273296707055976	n/a	0.0007469109008763	n/a	-0.1923020654649434	n/a	0.0369800843820833	n/a	0.000683765257182	n/a	4.675349269291666e-07	n/a	-0.0015348781199415	n/a	2.3558508430751537e-06	n/a	0.0003450249320645	n/a	1.1904220374611285e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1001.0799973495576	-13.963335409076535	194.97473574637056	1002161.1610933904	1206.1045276128757	-75.16751357407611	1454688.131528278	5650.155096908917	1041.529462520534	-3.501513940489531	12.26059987544252	1084783.6212983124	1078.5573302074006	841.4812179167375	1.72176	27.896662	0.177037798876843	0.1377567527497163	-0.0365172893	0.0972573266	-0.0210483669	7.38893e-05	0.0538169951	-0.2269007862	0.025347018	-0.3623674113	0.0311317759	-0.0125066705	0.0609536569	-0.0691639928	0.0762594379	-0.1762071254	0.0291196563	-0.1922521962	0.077754309	-0.0181594072	0.006962465	-0.0373908837	0.0869258399	0.0020050345	-0.1980833974	0.1211940864	-0.0611339282	0.1191096457	0.0018927614	-0.0333355875	0.0131840458	-0.0452343593	0.158877352	0.0879147655	-0.039412126	0.1951258334	-0.1567640863	0.0295781143	-0.0183385877	0.0070007441	-0.0571809642	0.2167418941	-0.049321158	0.0001576171	-0.237452229	0.0749188227	-0.1694546157	0.0569819497	-0.0427800566	0.0333769368	-0.0732770824	0.0308616029	-0.0343387403	0.2096477165	-0.1431735723	0.0550059389	-0.1365637575	0.1989007252	-0.1749033722	0.002001317	0.1198089869	-0.1245419774	-0.0603577564	0.1043264032	-0.2380777291	0.0562952918	0.1296294506	0.1295955703	0.1295391098	0.1294600787	0.0	-0.0117140668334627	0.0098771760006145	9.755860574711504e-05	0.0001372193617788	0.0051666352623556	-0.022163035443242	2.669411993421632e-05	0.0004912001400584	-0.0567616423129919	0.1355404231519515	0.003221884038068	0.01837120630821	0.000698860507547	1.5095250365000016e-05	4.884060090088505e-07	2.2786658358203316e-10	-0.001496828090058	3.805002988349995e-05	2.2404943311866804e-06	1.447804774135239e-09	0.0004810229374367	0.0001359980053722	2.313830663402314e-07	1.8495457465216943e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
999.5308689059632	-1.5491284435944408	2.3997989347533344	999061.9578959098	1191.6065893340528	-14.497938278822858	1419926.263744334	210.1902143365571	1042.2391236545404	0.7096611340064101	0.5036189251192639	1086262.3908761845	1077.5305515155517	827.354238642817	1.079392	17.488758	0.3319810190252542	0.2335229228547019	0.0222221687	0.0543812992	0.1222748888	-0.03432206	0.0739939298	-0.0488787658	0.0095668995	-0.2221329967	0.0710214689	-0.0418865758	0.0267237042	-0.1147001479	0.1125675993	-0.0481988814	-0.1162941763	-0.1969277387	0.1705430411	-0.0481008998	-0.1297017225	-0.0842473993	0.1276693938	0.0251985842	0.0344852479	0.1232076066	-0.0483277659	0.1202560373	-0.0518200151	-0.0252629431	0.0356922383	0.0122742222	0.2472135996	-0.0106441673	0.098703723	0.0870675188	-0.1905981015	-0.0558426507	-0.1570428208	0.0680883074	-0.0675165496	-0.0418591959	-0.1212698967	-0.0084431226	-0.2693383903	0.1129759296	-0.0350431999	0.1913165745	-0.0163458167	0.0436924765	0.1436796124	0.1334476654	0.0065526451	0.1382123132	-0.1681288002	0.0935502122	-0.1101237065	-0.1579571665	-0.0822206732	-0.0263096088	0.0258054792	0.1100092397	-0.0631568682	0.099436677	-0.1351959485	-0.0181965754	0.1295391098	0.1292343642	0.128726986	0.1280177706	0.0	-0.0207080150012188	-0.008993948167756	8.089110364428328e-05	0.0004288218852907	2.5227929839388707e-05	-0.0051414073325162	6.364484439811192e-10	2.6434069358851465e-05	0.124365627880735	0.1811272701937269	0.0154668093981694	0.0328070880078313	-0.0010529049740356	-0.0017517654815826	1.1086088843489074e-06	3.0686823024643184e-06	-0.0007371364743267	0.0007596916157313	5.433701817827977e-07	5.771313510124333e-07	0.0002581121681255	-0.0002229107693111	6.66218913344464e-08	4.968921107491101e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
996.9359775002432	-2.594891405719977	6.7334614074794	993881.3432343656	1185.0345116330866	-6.572077700966247	1404306.793761468	43.19220530753779	1042.605852197027	0.3667285424864985	0.1344898238742715	1087026.9630354887	1076.498955197167	812.2894091199792	1.199768	19.439129	0.2190003846995133	0.100879680964998	-0.0505350063	-0.1151631355	0.1604634914	0.0155747773	0.0578338452	-0.0199780246	0.0302635452	0.0212665746	0.1173162124	0.0042597345	-0.0112997765	-0.0963509044	0.0654229621	-0.0894890423	-0.3086926154	-0.0543226507	0.0323076364	-0.1687152919	-0.0068013237	0.0777325083	-0.0945589696	-0.1225596101	-0.1069683129	-0.0364073594	-0.1007103985	0.0316819491	-0.0760198901	-0.0656572548	0.0079037458	0.0309406149	0.133105798	0.1314758146	0.1654341124	-0.0892326416	-0.2019081929	-0.067603454	-0.0260219543	-0.0749752405	0.2451325577	0.0550191979	-0.0801510053	0.1524526214	-0.1727010424	0.1130967587	0.028662918	0.208398559	-0.060583733	0.0455650211	0.1904702909	-0.029148727	-0.0707235996	0.0091447059	-0.031567673	-0.1174670416	-0.0938982834	-0.0369035971	0.000183971	0.0864096889	-0.1411818654	-0.1263055123	0.0953182965	0.0101342981	0.1055076851	0.1263075283	0.129358491	0.1285129588	0.12710783	0.125149223	0.0	-0.0220775671986643	-0.0013695521974455	1.8756732215277992e-06	0.0004874189734115	0.0548646491568547	0.0548394212270153	0.0030101297271047	0.003007362120514	0.0454294933939962	-0.0789361344867388	0.0020638388700351	0.0062309133277085	-0.0023720030055707	-0.0013190980315351	5.626398258436433e-06	1.7400196167997756e-06	-0.000638998993298	9.813748102870004e-05	4.083197134358574e-07	9.63096518265846e-09	-1.7578550769760393e-06	-0.0002598700232024	3.090054471650437e-12	6.753242895925546e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
996.508178338121	-0.4277991621222554	0.1830121231125037	993028.5494947602	1185.3464008353608	0.3118892022741875	1405046.0899733438	0.097274874495229	1039.680026476424	-2.925825720602916	8.56045614734157	1080934.5574540177	1076.035295184603	817.4970828147557	0.963977	15.61875	0.3777720584191467	0.2580571362589668	-0.0865374863	-0.1205409453	0.0577323689	0.0389279997	-0.0703077961	-0.0059487446	-0.0046773076	-0.0006215441	0.0081601395	0.0693152317	-0.1031021491	-0.112789092	0.0939447005	-0.0990613186	-0.1195207818	0.0301249599	-0.1025301962	0.0368328279	0.0330158381	0.0934468663	0.0956843139	-0.0081623691	-0.1158271037	-0.016654056	0.0238600575	-0.0847422801	0.0590761937	-0.046400811	-0.0937440383	0.0406124827	0.0987887624	0.1637339917	0.0770071183	-0.0850289763	0.0212925642	0.08220619	0.0660954932	0.0627433813	-0.0175459247	0.1323799712	0.0241828842	0.103291156	-0.1690664863	0.0166530671	-0.0570561637	0.1564728941	-0.0662388083	0.0550450025	0.1546451514	-0.0692599174	0.0290009205	-0.0874222116	0.0840107206	-0.1024843463	-0.0485374791	0.0867409334	0.0945809165	-0.2656823427	-0.0350309392	-0.0497732111	0.0322282462	-0.1505699608	0.1497008337	-0.0493295058	0.1290877201	0.1274333647	0.1246917927	0.1208863942	0.0	-0.0327207571871497	-0.0106431899884854	0.0001132774931309	0.0010706479509004	0.118126921459833	0.0632622723029783	0.0139539695735775	0.0040021150969361	-0.1571043234457363	-0.2025338168397324	0.0246817684453425	0.0410199469636703	-0.0006810002764109	0.0016910027291597	4.637613764717222e-07	2.8594902300258915e-06	-0.0003050001391815	0.0003339988541164	9.302508490073441e-08	1.11555234551135e-07	-1.0385259426384796e-07	1.6540024827121913e-06	1.0785361335331428e-14	2.7357242128180925e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
998.6525028226724	2.1443244845514755	4.598127495046951	997306.8213939876	1176.85037320678	-8.496027628580805	1384976.8009169374	72.18248546560838	1039.3259068421455	-0.3541196342785042	0.1254007153815416	1080198.3406332482	1074.227430932638	837.3847668457031	1.016952	16.477064	0.1403643276857282	0.0829519948324941	-0.0071847956	-0.0300471354	-0.090279231	0.0830723426	-0.0060926723	0.0764083873	0.046625787	0.1103667563	-0.0170546571	-0.0159048413	-0.1040316853	0.0170339896	0.0673104342	-0.0946338683	-0.0224346576	-0.0227850098	-0.0686786998	0.1057309165	-0.010657335	0.1945169909	-0.0281277261	0.0059508057	0.0258603472	0.0893036161	0.1172824234	-0.1364029994	-0.0044337199	0.0321864146	-0.0736872361	0.073066294	-0.0188973889	0.1496524997	-0.0079155747	0.0182365221	0.0337947104	0.0955516449	-0.0181955075	0.160798314	0.0699565612	0.0587955178	-0.0088229388	-0.0259099068	-0.0740065405	-0.0089693003	-0.0966457519	0.0491574925	-0.0823532573	0.0396483342	0.017658641	-0.1293413612	-0.0377733252	-0.0330683145	-0.0051204457	-0.1196674259	0.0476167629	0.1366128633	-0.0446819686	0.0199837624	0.0356084369	-0.0333747331	-0.0503718749	-0.0033480239	0.0451306832	-0.1478764793	0.128726986	0.1259985909	0.1214940211	0.1152767764	0.0	-0.0327290201027636	-8.262915613899136e-06	6.827577444241813e-11	0.0010711887568871	0.0645970426943165	-0.0535298787655165	0.0041727779248513	0.0028654479206508	-0.0892294245933982	0.0678748988523381	0.0079618902132689	0.0046070018942151	-0.0003940000130771	0.0002870002633338	1.5523601030475497e-07	8.236915115367056e-08	-0.0003969999752984	-9.19998361169e-05	1.5760898038693026e-07	8.463969845536457e-09	-7.820899976905138e-08	2.5643594494796583e-08	6.116647644875479e-15	6.575939386135618e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1002.1582313832236	3.50572856055112	12.290132740263823	1004321.1207291506	1186.4028718290274	9.552498622247413	1407551.7742841635	91.25022992803872	1041.948978116285	2.62307127413942	6.8805029092154	1085657.6729975704	1075.8659200415436	845.5502284041695	0.982817	15.924008	0.2809263659545596	0.1741256660938394	0.0556960584	0.0579726231	-0.0324854689	0.1789512788	0.0999426808	-0.0469501805	-0.0315083298	0.0862404884	0.090009819	-0.0789360544	-0.0007365478	-0.0426751445	0.0411314305	-0.0056130099	0.0996146024	-0.008513625	-0.0249509066	0.0429856432	0.0329372316	0.0771624386	-0.001628657	-0.0293151837	-0.0440281839	0.0539434113	-0.1663141586	0.0692267805	-0.1068590817	-0.0168056265	0.0158228437	-0.0446935062	0.0520604579	0.0311567545	-0.0342669524	0.073927155	0.0863123081	0.1334044295	0.0054054602	0.0533164458	0.040420095	0.0191648077	-0.0935918859	-0.0180282721	-0.0396162865	0.0339915136	-0.0188831253	0.1412443873	-0.0906696175	0.0567348696	-0.0826449976	-0.0807372482	0.0106178605	0.1084881569	-0.1083759965	-0.0273743125	0.0535409017	-0.1159287196	0.0167731518	-0.0031400804	0.1328702202	0.005668027	0.0048975218	-0.0104379305	0.0277044537	-0.0487298569	0.1282765399	0.1242126365	0.117534563	0.1083828658	0.0	-0.0243094579796405	0.0084195621231231	7.088902634512917e-05	0.0005909497472639	-0.0335649064586931	-0.0981619491530096	0.0011266029455808	0.009635768261518	0.0335642454885345	0.1227936700819326	0.0011265585752146	0.0150782854121905	-0.0011239994757916	-0.0007299994627145	1.2633748215797916e-06	5.328992155634587e-07	-9.600000310050484e-05	0.0003009999721978	9.21600059529694e-09	9.060098326313369e-08	-5.3951982278456496e-08	2.4257017490594884e-08	2.910816391774884e-15	5.884028975390263e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
999.5770035515508	-2.581227831672777	6.662737119002146	999154.186029097	1191.472825167472	5.06995333844452	1419607.493112557	25.704426854004737	1041.7869144803446	-0.1620636359402851	0.0262646220941852	1085319.975182477	1076.8940965637782	851.0111233454165	1.048465	16.987661	0.2686417636393881	0.1823800476504551	0.0263795758	0.1255454338	-0.0462119336	0.0761160084	0.0341352211	-0.1005871341	-0.0453553596	0.0802675813	0.0690577495	-0.0259819419	0.025985278	-0.0010645015	-0.13119453	-0.0231018378	0.0272724676	0.0845450366	0.1216542295	0.0750435482	0.0262750516	-0.1302307696	0.0890294258	0.0145453526	0.0474959568	-0.046629867	0.1547249355	-0.063206582	-0.0550401745	-0.0534536053	0.0022928705	-0.1098694377	-0.0904001243	-0.0531313612	-0.0582664803	0.0035074839	0.0137222625	-0.0773721681	-0.0582013007	-0.1567412629	-0.1163363377	0.0316136634	-0.0027443753	0.0171845833	0.1034656897	-0.0048122236	0.0223121745	0.0867441428	-0.1141399115	-0.0258195565	-0.0891439145	0.0879733986	0.0108786768	0.0448713355	0.109989977	-0.0035155177	0.0518279961	0.0664445778	0.0543315596	0.002507384	0.0877162044	-0.0550817779	0.154729256	-0.0823514081	0.0759150915	0.0043518442	0.1277366958	0.1220804792	0.1128382417	0.1002814672	0.0	-0.0296556123957003	-0.0053461544160598	2.8581367040355703e-05	0.000879455346564	0.0468038761395206	0.0803687825982137	0.0021906028216835	0.0064591412163189	-0.1221596150294033	-0.1557238605179378	0.014922971544132	0.0242499207346101	-0.0007759996457592	0.0003479998300324	6.021754502184039e-07	1.211038817025793e-07	-0.0002920001511805	-0.0001960001480799	8.526408828943488e-08	3.8416058047380055e-08	-1.1329601342036305e-07	-5.9344031141906565e-08	1.2835986656947083e-14	3.5217140321715758e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
995.2070511194066	-4.369952432144146	19.096484259202537	990437.0745977852	1183.0201069792809	-8.452718188191056	1399536.5735172692	71.44844476897589	1039.8761451926382	-1.910769287706444	3.6510392708421904	1081342.3973407007	1075.2889564324894	819.9934074667226	0.917702	14.868989	0.0367131606779105	0.0211214513154173	-0.0626599982	0.0979559316	0.0912274948	-0.0309880424	0.024259318	0.034531158	-0.0217733545	-0.0606131588	0.0292828897	0.0243274331	-0.0456564968	-0.0728258542	-0.1711663761	0.0770121958	-0.0267412412	0.0168240052	0.0674463094	-0.0398610054	-0.0458701448	0.0036926855	-0.0238165649	-0.1110657881	0.0140655613	-0.1417106544	0.0625691593	-0.1965692003	-0.027164463	-0.0332010689	-0.095140032	-0.1118107428	-0.0352627024	-0.1391324542	-0.0247742062	-0.098055457	-0.0585327906	-0.0803372371	-0.0361887716	-0.0573885204	0.0428246727	0.10910159	0.0171028811	0.0717157331	0.0876083005	0.0044736629	0.0750159305	0.0249533846	-0.0663297667	0.0195303636	-0.0246494956	0.1135203635	0.0590749306	-0.0781246654	0.0039531689	0.0292891401	-0.01452762	0.0637795433	0.1463436444	0.0307683443	-0.0216382463	-0.0378637677	0.0572734617	-0.1080428834	0.1231382345	-0.0494508966	0.12710783	0.1196080616	0.1074345	0.0910628379	0.0	-0.0361326724826653	-0.006477060086965	4.1952307370155066e-05	0.0013055700207395	0.0510186837411197	0.0042148076015991	0.0026029060906763	1.77646031184976e-05	-0.1266707434753158	-0.0045111284459124	0.0160454772525892	2.0350279855520844e-05	-0.0008930459271884	-0.0001170462814292	7.975310280677891e-07	1.3699831996403496e-08	-0.0002918598873762	1.40263804300001e-07	8.518219385924818e-08	1.9673934796708984e-14	-0.0003131300416486	-0.0003130167456351	9.805042298285397e-08	9.797948304803874e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
999.1846018191956	3.977550699788935	15.820909569391448	998369.8685125844	1183.831381992987	0.8112750137061084	1401456.7409914257	0.6581671478638464	1039.6319174918103	-0.2442277008278779	0.0596471698516714	1080834.5238676984	1076.1735306242983	825.7791777237602	1.119669	18.141338	0.3276594303999776	0.2110522174685559	0.0183963207	-0.0049979401	0.0722018038	-0.1410589021	-0.0916133729	0.0588280897	-0.1317336202	-0.0444210653	-0.034651989	0.0742738225	0.0498206548	0.0772012768	-0.0660600781	0.0233147498	0.0038787518	-0.0390760529	-0.0372810686	-0.188108062	0.1667421785	0.0602564691	-0.0647066541	0.2163255834	0.0256357772	0.0537149474	0.1058569053	0.0620222982	0.0937865851	-0.0204004547	0.0360456765	-0.0641638666	-0.0615429055	-0.0955774206	0.1699158703	0.051704565	-0.0215646681	0.0506646454	0.1430090541	0.0063848116	0.0266967469	-0.1740423323	0.1284150581	0.0400855029	0.1297308107	-0.0124123012	-0.0285795081	-0.0864115606	0.1260312279	0.0293371036	-0.002908397	0.1067463779	0.0490924042	-0.2163857368	0.0601440641	-0.1774742024	-0.0722879792	-0.0019223948	0.0473097681	-0.0393570427	0.0090624571	-0.0922501622	-0.0227940749	0.1146909936	0.0436587101	-0.0330939332	0.1263903806	0.116802275	0.1013572156	0.0808296822	0.0	-0.0613206024163019	-0.0251879299336365	0.0006344318143417	0.0037602162806981	0.1000283783532154	0.0490096946120957	0.010005676475974	0.0024019501659708	-0.2675832215959559	-0.1409124781206401	0.0716007804796704	0.0198563264900998	0.0010349803889454	0.0019280263161338	1.0711844055015717e-06	3.7172854757044713e-06	-8.872402754489528e-05	0.0002031358598313	7.871953063787336e-09	4.1264177549403495e-08	-0.0004329544203556	-0.0001198243787069	1.8744953010545358e-07	1.4357881732518552e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
