global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
1680.591653331877	n/a	n/a	2824388.3052487723	2089.897596503023	n/a	4367671.963869113	n/a	1775.3957249678213	n/a	3152029.980234016	n/a	1802.219410970831	1368.814540548564	n/a	n/a	n/a	n/a	-0.1063331985	0.0563970782	-0.0553827378	0.1704685076	-0.0210339777	0.0482174223	-0.0809523021	0.0294339886	-0.0302012564	-0.1973027806	0.3119289401	-0.1455881645	0.0912883983	0.2607580535	-0.0131052173	0.0224251084	-0.0769368062	0.0508533096	-0.0381220185	0.0201497597	-0.0098367703	0.0510963161	-0.0601922518	0.024425983	0.175663059	0.1175530143	-0.0870475875	0.0603806824	-0.0516610443	0.1197177786	-0.1578373899	0.0547609092	-0.1328727111	0.1099588435	-0.0147437754	0.1163733315	-0.1830957722	0.0510674048	-0.0499542722	0.01219966	-0.0523126177	0.2287699278	-0.0534559797	0.0147951476	-0.0407510942	0.0033525065	-0.1463513736	0.2037597804	-0.1098840014	-0.0686331537	0.0353350732	-0.113133492	0.1043717973	-0.0185820804	0.1783676196	-0.104810626	0.0839421927	-0.2012295625	0.0678814852	-0.0263829983	0.0796857822	-0.0120529139	0.0725695114	-0.0616426038	0.1121875941	-0.0016066616	0.0689120103	-0.1028901526	0.1157724288	-0.1003859376	0.0444372826	-0.2848672789	0.0222826241	-0.0619092733	0.0132117759	-0.1476898432	0.1270878644	-0.1167441154	0.0439716291	-0.0650338729	0.0051576589	-0.0771862575	0.1178599606	0.1290883846	0.1290552057	0.1289999139	0.1289225186	1.837621660172317e-05	n/a	3.3768533659344615e-10	n/a	-0.1285336846400326	n/a	0.0165209080871433	n/a	-0.069283973610041	n/a	0.0048002689991968	n/a	0.0003200123205511	n/a	n/a	1.0240788530449997e-07	0.0003119873391077	n/a	n/a	9.733609976350301e-08	-7.904987403457384e-05	n/a	6.248882584881991e-09	n/a	0.0	0.0	0.0	0.0	0.0	0.0
1679.5110643741546	-1.0805889577225116	1.167672495551824	2820757.415355205	2074.05044847038	-15.847148032642965	4301685.262800185	251.13210076849973	1773.9374347006567	-1.458290267164557	3146854.0222323467	2.126610503306875	1799.1921729858982	1372.6906447837855	0.979486	12.816255	0.2764565395324581	0.164679136377023	-0.0625493729	0.1107317828	-0.0154766687	0.137249495	0.1350638583	-0.0230668009	-0.1213686906	0.0449881466	0.12498535	0.0170244939	0.2046212511	-0.1012466921	-0.0784793495	0.0961687479	0.0898665957	0.0489331589	0.0290606449	0.1434928048	0.1054414821	-0.0391964637	0.0355693552	0.0814592209	-0.1283318459	0.0606180776	0.021938443	-0.0556681588	0.1086273727	0.1938807398	0.0137995671	0.1120244905	-0.0729072467	0.0901273988	0.0044253071	0.1228377193	-0.000737898	0.0797224048	0.0398250333	0.0155413466	-0.1059421397	-0.1755225697	-0.1366600699	0.1104975231	0.0139465848	-0.1194972055	0.0640554358	-0.0528839524	0.0058011844	0.0839870901	0.0129649711	-0.012132511	-0.1709107881	0.0079694666	-0.0433552489	-0.1458669372	0.1030342613	-0.0185398193	-0.1559556318	-0.1387162428	0.080447442	0.0464975654	-0.0612760566	-0.2125557473	0.0211466273	-0.0088194534	0.153894614	0.0248662644	0.0904726689	0.0347755955	0.2325555922	-0.1004570331	0.043188623	-0.255827765	0.0473172186	-0.0532626145	0.0153818935	-0.0661398272	-0.1007346064	-0.0834870653	0.1145140286	0.0279161746	0.107009503	-0.1142372224	-0.0811413394	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0159977325948688	-0.0160161088114705	0.0002559274481769	0.0002565157414608	-0.2216067746202839	-0.0930730899802513	0.0491095625576053	0.0086626000784719	0.056341487868579	0.12562546147862	0.0031743632552452	0.0157817565717162	-0.000162943126414	-0.0004829554469651	2.332459637532595e-07	2.6550462445568792e-08	0.0002830322473832	-2.8955091724500008e-05	8.383973367742088e-10	8.010725305878493e-08	-0.0004019769205873	-0.0003229270465527	1.615854446848485e-07	1.0428187739526657e-07	0.0	0.0	0.0	0.0	0.0	0.0
1683.3522911608757	3.841226786721109	14.755023227023772	2833674.936156569	2077.971268083582	3.920819613201729	4317964.590980889	15.372826439267358	1776.9282593155306	2.9908246148738726	3157474.0387541214	8.945031876935449	1801.9125725413053	1384.3428497861364	1.043972	13.660034	0.2795880909245993	0.175045007261854	-0.0239011958	0.1186320229	-0.0364034765	-0.0550126702	0.0939202692	-0.0288376778	0.0868945337	-0.039909002	0.0575101932	-0.0929600148	0.1730697462	-0.1228908413	0.0733185613	-0.0935491314	0.028734534	0.0059750736	-0.0598973963	-0.0169580501	-0.0725534603	0.0425058236	-0.0454327441	0.0018411433	-0.1872323635	-0.0932127597	-0.1527410469	-0.0008298294	0.0673774531	0.0545397344	-0.0477436483	-0.1453995606	0.0284323678	-0.0872010711	0.1307854477	-0.1208438492	0.049349352	0.0985862045	-0.0593334822	-0.0180241842	-0.0879651465	0.0079611543	-0.06378258	-0.1202221196	0.0239458638	0.0953792336	0.1374011955	-0.1098062564	0.2068904853	0.0466882137	-0.0072123651	0.0276193039	-0.0491850909	-0.0254783107	0.0185167675	0.0511590509	-0.02666809	0.0287687142	-0.0253768162	-0.0096635724	-0.0125611173	0.0832859184	0.1031617563	-0.0390489107	0.1799109498	-0.0216793566	0.0960216493	0.0149645954	0.0804664543	0.157157267	0.0367532486	0.0398472992	0.1049658012	-0.2057463672	-0.0244791208	0.1918112966	-0.0263738444	-0.1486775185	0.0857576612	0.1064782852	0.0152479211	-0.0434602919	-0.0163709469	-0.0836637009	0.0300871907	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0002007893127995	0.0161985219076683	4.031634813449545e-08	0.0002623921119932	-0.1843720740310033	0.0372347005892805	0.0339930616824937	0.0013864229279733	-0.0677226486926514	-0.1240641365612304	0.0045863571459482	0.0153919099806836	0.0016065818729936	0.0017695249994076	3.131218723528467e-06	2.581105314631624e-06	0.0004842344871622	0.000201202239779	4.048234129208622e-08	2.3448303855723886e-07	-0.0003308895224455	7.108739814179997e-05	1.0948787606421107e-07	5.053418174570786e-09	0.0	0.0	0.0	0.0	0.0	0.0
1683.297971130563	-0.0543200303127378	0.0029506656931767	2833492.059612269	2086.337467059418	8.366198975836141	4352804.026455908	69.99328530328171	1775.3014537186766	-1.6268055968539556	3151695.2515756465	2.6464964499553547	1801.8185148345608	1396.117399666899	1.276158	16.698107	0.2156911823088784	0.1466456319733579	0.1302971003	0.033493286	-0.1804480838	-0.0860170903	-0.0150578646	-0.1071776879	0.1228505205	-0.0001939617	-0.1691012278	-0.1491394904	-0.0551786159	0.0315716388	0.1525545505	0.0702251069	0.0350169959	0.1036235808	-0.0198236431	-0.1039508799	-0.1359557043	-0.2017901491	-0.0024320662	-0.0959658129	0.0479163543	-0.1725951433	-0.0769001656	-0.0482899385	0.0568940854	-0.0515346424	0.1005121469	0.0365828116	-0.0887824172	-0.0186228115	0.0114455453	0.0753588075	-0.1397876788	-0.0376502859	-0.1385459993	0.0018353519	0.0196312912	0.1612596233	-0.1373081406	0.0160249359	-0.04680661	0.1130296002	-0.2467791907	-0.0181872827	0.1101289357	-0.0495292527	0.1481752894	0.0448914338	0.1250672487	0.1109248053	-0.0751012485	0.0505195174	0.1025835716	0.0007096696	0.0331340871	-0.1073660451	-0.031202476	-0.1046362006	0.185668294	-0.0382053654	-0.0390859209	0.0853714806	0.0473438958	0.0017385386	0.1331326146	0.0312083083	-0.1178033995	-0.1006950894	-0.1116393419	-0.0075623895	0.1130771571	-0.0520755627	0.0495986462	0.0809035097	0.2196783777	-0.1269677785	0.0554244537	-0.111104213	0.1392384983	-0.0344269611	-0.0414826135	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0143550335052964	-0.0145558228180959	0.0002060669869381	0.0002118719779118	-0.0428723878135883	0.141499686217415	0.0018380416368387	0.0200221611996269	-0.0871384902424239	-0.0194158415497724	0.007593116481729	0.0003769749030858	0.0008740970501981	-0.0007324848227955	5.365340156257551e-07	7.640456531650198e-07	0.0004843240894853	8.960232309997108e-08	8.028576304911611e-15	2.345698236557649e-07	-0.0004027117317988	-7.182220935329997e-05	1.6217673892838862e-07	5.15842975638925e-09	0.0	0.0	0.0	0.0	0.0	0.0
1679.2758303871972	-4.022140743365753	16.177616159442813	2819967.3145226105	2082.77664138564	-3.560825673778254	4337958.5379016455	12.679479479038356	1772.642421686612	-2.659032032064715	3142261.155162976	7.070451347546208	1798.6262477649643	1390.0468651761291	1.422124	18.608028	0.3735997310658389	0.2470375973636739	0.101981479	-0.1037839537	0.0672692057	-0.0153591676	-0.0675629454	-0.0549159031	-0.1665142621	0.1180818217	0.1019456931	0.0654865965	0.0377431842	-0.0385534886	-0.1723074796	-0.1396511312	0.0192815248	0.0989565945	-0.0870871546	0.1657499889	0.0859003948	0.1162155686	0.0933984324	-0.0562513877	-0.007964176	-0.0949524888	-0.0915705236	-0.1246258855	-0.0447614708	-0.0189709127	-0.1477515066	-0.1074024226	-0.15376062	0.0424323927	-0.0743215793	0.02716822	0.0911146143	0.0851274865	0.2158601482	-0.1462784519	0.0606952583	-0.0744523138	-0.0561709587	0.0577061324	0.0978586342	0.0251777569	0.1985067742	0.1035242597	0.0717300122	0.003501498	0.03277783	0.1220007032	0.022229972	0.0754731758	0.1109691944	-0.0003356665	-0.0723974609	-0.0148397804	0.0668233056	-0.2079729918	0.0727952071	0.0698876584	-0.1238004655	-0.1963783903	-0.0580735491	-0.002730764	-0.0818696385	-0.0256369162	0.1041252629	0.356991413	0.0693400163	0.0635088178	-0.0770478513	-0.1384812923	-0.0650657699	0.0326794244	0.0294030137	-0.0104349104	-0.010021008	0.1112626281	0.114734458	0.178914207	0.0202143711	0.0836884753	-0.0561408766	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0082400085016871	0.0061150250036093	6.789774010787569e-05	3.739353079476692e-05	-0.2102339073174164	-0.1673615195038281	0.044198295785948	0.0280098782106302	0.0976276104609326	0.1847661007033565	0.0095311503243115	0.0341385119691228	0.0011811031047179	0.0003070060545197	9.425271751181433e-08	1.3950045439742624e-06	0.0004842627371792	-6.135230609996805e-08	3.764105463784177e-15	2.3451039862029095e-07	-0.0004027860420738	-7.431027500000124e-08	1.6223659568947697e-07	5.5220169705758096e-15	0.0	0.0	0.0	0.0	0.0	0.0
1685.1686848602214	5.892854473024272	34.72573384024217	2839793.496433528	2086.6383157854702	3.861674399830463	4354059.460904024	14.912529170305964	1776.9086735857663	4.26625189915444	3157404.4342643274	18.20090526703887	1803.2633336020049	1385.7568916539565	1.320817	17.282463	0.4207644905064953	0.2591754197985252	0.0202112568	-0.147737679	-0.0743078187	-0.095460063	-0.1327777636	0.0340842024	0.0759029909	-0.1414264446	0.1073982364	0.0409982461	0.0223707051	-0.2208747789	0.0228638552	-0.0903272356	-0.1891294908	0.1652778414	0.0854240002	-0.0577141682	-0.0871810261	0.039002842	0.0832711066	0.0072605936	-0.0431137179	0.0920670265	-0.0912262094	0.1184284365	0.0687899015	0.1504120849	-0.0285399752	0.0199096177	-0.06180938	-0.0243934851	0.0774927227	-0.00620575	0.262634494	0.2327251649	-0.0900377433	0.049061828	0.1111940971	0.0887699185	0.0243407497	-0.029729225	0.2066296541	-0.0190178148	0.063461226	-0.1508385692	0.0804977741	-0.0872561525	-0.0107350383	-0.1280913219	-0.0761124366	-0.1243850489	-0.0073164336	-0.0983858348	0.1045932732	-0.0150762917	-0.0587112456	0.0427310457	0.0542246297	0.2026208775	0.1775556279	-0.0334116826	0.093710809	-0.0983318279	-0.1190581669	-0.0758672008	0.1094545231	0.1672044167	-0.1593968498	-0.0091302298	0.1575151505	0.076789605	0.1273443421	0.1730978097	-0.1943853921	-0.2234560894	-0.1256492219	0.0806172397	-0.1657289443	-0.1146320115	-0.0955749358	-0.1348119987	-0.0813411689	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0140356928464058	-0.0057956843447187	0.0001970006736786	3.358995702361743e-05	-0.2926511320329439	-0.0824172247155275	0.0856446850801635	0.0067925989298097	-0.1163110959389115	-0.213938706399844	0.0135282710385106	0.0457697700960386	0.0027511177015212	0.0015700145968033	2.464945834175429e-06	7.56864860762329e-06	0.0010897189189422	0.000605456181763	3.66577188035031e-07	1.1874873223005572e-06	-0.000205999319712	0.0001967867223618	4.243571972180679e-08	3.872501409790016e-08	0.0	0.0	0.0	0.0	0.0	0.0
1682.9345922164762	-2.234092643745271	4.991169940836734	2832268.841678837	2083.488989748548	-3.149326036922048	4340926.370403426	9.918254486835131	1775.3894120615143	-1.5192615242519878	3152007.564460129	2.3081555790724733	1801.5359009859856	1394.9292313719309	1.409517	18.443062	0.4599671452510576	0.3335027977965886	-0.1092346282	-0.0432997647	-0.2368015063	-0.1038238601	-0.0480359624	0.1312968823	0.1046076661	-0.0333111676	-0.202102043	-0.1460650399	-0.0119221333	0.0616928079	0.1517269808	-0.1523751997	0.1729452273	0.1136028252	0.1638030988	-0.1877743986	-0.0834071402	-0.1071683956	0.022006745	0.062532436	0.0021429244	-0.0082965208	-0.0057903673	-0.0105412598	-0.0580680527	0.0591927012	-0.0129071664	0.0017175394	-0.0066056665	-0.1875155908	0.0008330325	-0.2164282493	-0.117049226	-0.0884353197	-0.1940663896	-0.0383392246	0.1963072879	0.0193940508	-0.1349068046	-0.1902147308	-0.0536466551	-0.0381042262	-0.1387302758	-0.0999243744	0.0525201216	0.0109078757	-0.0579823849	0.1109391838	0.0410488162	-0.0395128183	-0.0414455579	-0.0113055269	-0.0122418736	-0.0319075624	0.0884252837	0.0443190665	-0.2822967425	-0.1648775433	0.2089096243	-0.0302423711	-0.1312096216	-0.1149802971	0.0004649176	-0.0206718484	0.1431636551	-0.0714573811	0.0066463462	0.0875916381	-0.2832909542	0.1512281318	-0.0237247014	0.1484026357	-0.0405928947	0.1108573953	0.1403330599	-0.0275875415	-0.0709287042	-0.0808101431	0.0838563539	0.0906191219	0.1372741949	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0206637364743187	-0.0066280436279129	0.00042699000508	4.39309623335168e-05	0.0283071050608754	0.3209582370938193	0.0008012921969274	0.1030141899583723	-0.0940947147531261	0.0222163811857853	0.0088538153444721	0.0004935675929921	0.0010061669787482	-0.001744950722773	3.044853024906015e-06	1.012371989123281e-06	0.0008282979621085	-0.0002614209568337	6.834091667184724e-08	6.860775140330942e-07	-0.0004029173069761	-0.0001969179872641	1.6234235626087281e-07	3.8776693708144255e-08	0.0	0.0	0.0	0.0	0.0	0.0
1680.5937742387207	-2.340817977755478	5.479428804983245	2824395.4340099483	2080.2314140281487	-3.2575757203994726	4327362.735909551	10.611799574136144	1774.5740912062531	-0.8153208552612341	3149113.2051804992	0.6647480970239102	1800.293038740873	1378.5286739239982	1.451264	18.989315	0.3027934066500401	0.1986769791574814	0.0263860576	0.121644638	0.0109126252	0.0885367222	0.1189284757	-0.0002536282	-0.0339104944	0.2143619013	0.0119282565	-0.0581790153	-0.2253730701	0.0616812376	0.1108659631	-0.0038588146	0.0003147169	0.024558205	-0.0825565993	0.1517845195	0.0554272272	-0.1570607545	-0.1486804112	-0.0645234738	0.093542404	-0.0800024904	0.1676235517	0.101618043	0.1125707037	-0.041061505	0.0185384394	-0.1311034813	0.0034347719	0.0304635785	-0.0414165364	0.0191916218	0.1522812738	-0.0814172439	-0.0185284288	-0.1523528097	-0.1571566159	-0.0301884994	-0.0977515627	0.0197355525	0.0664348783	0.0294436269	-0.1390855383	0.1532323873	-0.1396881897	-0.0175215768	0.1669803648	-0.0697992817	-0.015273264	-0.0908548164	-0.0977349218	0.1490677433	-0.0318034893	-0.0113839997	0.0767891025	0.0257206025	0.0713795177	-0.1675993023	-0.1704104418	0.0255820856	-0.0330368736	0.1058510483	0.0805610732	0.0821239425	0.0661363835	-0.0260393967	-0.0659025196	-0.0389277265	-0.1713186159	0.1369851035	0.1195534568	-0.1489007465	-0.1299324588	-0.0170418785	0.0053004671	0.0099726696	0.135339455	0.0138685538	-0.2057579201	0.2836337511	0.1016997963	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0186092503941779	0.0020544860801408	0.0003463042002332	4.220913053492315e-06	-0.0363495854628439	-0.0646566905237193	0.0013212923633205	0.00418048762948	0.0752732478912037	0.1693679626443298	0.0056660618480906	0.028685506770291	2.309603106569541e-05	-0.0009830709476825	9.664284881773778e-07	5.334266509875675e-10	0.0004779953423519	-0.0003503026197566	1.227119254083371e-07	2.284795473101101e-07	-0.0004020055263782	9.117805978999904e-07	1.616084432386137e-07	8.31343858706864e-13	0.0	0.0	0.0	0.0	0.0	0.0
1676.1313376813405	-4.462436557380215	19.913340028643383	2809416.26115744	2083.603060161648	3.371646133499325	4341401.712314985	11.367997649540952	1771.7432163783485	-2.8308748279046085	3139074.024782696	8.013852291263946	1797.514471562095	1388.440265901627	1.382138	18.084826	0.2930849048982473	0.1892826760886428	0.0961511997	-0.0936120098	0.0754502429	-0.0280668206	-0.1013595472	-0.1397554273	-0.0945208723	-0.0563327393	0.0470324308	0.0669545762	0.1194421457	-0.0118798884	-0.1533159834	0.0230879747	0.021062655	0.0826214137	-0.0287345712	0.04705067	-0.1248943059	-0.0486410949	0.018974839	-0.1558905292	-0.0978125224	-0.0908791659	0.0473438802	-0.0027872612	-0.061518148	-0.0476705322	0.1500115322	0.0380894679	0.1322738662	0.1286921012	0.0370516373	0.0257054029	0.0961055923	0.0586580552	0.1737154404	-0.0188376156	0.0508029832	0.0218062439	-0.066682399	0.1038001549	0.0108972349	0.0715760223	-0.0881700571	-0.0020495981	0.1773065546	0.057284796	-0.0125312723	0.0288580633	0.0214308245	-0.0074595727	-0.1335070487	-0.0365903896	-0.1085576698	0.2035783465	-0.0209991087	-0.0173066862	0.0041370092	0.090058729	-0.001374814	-0.1193314575	0.1226715178	0.025282046	-0.1046836808	-0.0946550152	0.0650197742	0.0326901316	0.0705676813	-0.0248281829	-0.1040338007	0.1987299448	-0.0144723494	-0.0305945518	0.1134924025	0.109855383	0.0292907476	0.0210333957	-0.1038457909	0.0644025088	-0.1349832029	0.0587414295	-0.2175058728	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0183512801207683	0.0002579702734096	0.0003367694820709	6.65486619630239e-08	-0.2042484354548435	-0.1678988499919996	0.0417174233857513	0.0281900238286359	-0.0030727526027192	-0.0783460004939229	9.441808557517616e-06	0.0061380957933937	0.000578195021175	0.0005550989901093	3.081348888203699e-07	3.343094825115588e-07	0.0007033402574432	0.0002253449150912	5.07803307575052e-08	4.946875177402668e-07	-0.0005532033039559	-0.0001511977775776	3.060338955077239e-07	2.2860767944435635e-08	0.0	0.0	0.0	0.0	0.0	0.0
1676.102364450894	-0.0289732304465815	0.0008394480825107	2809319.136117877	2075.1260182749684	-8.477041886679672	4306147.991721724	71.86023914852164	1771.0326666011551	-0.7105497771933642	3136556.7061683983	0.5048809858695396	1797.5176529344378	1383.9398702532587	1.264242	16.542196	0.2467926436302462	0.1475435733848652	-0.0895427839	-0.0907773838	0.144563707	-0.1062260457	0.0156396345	-0.0247018812	-0.0475636205	-0.2881059187	-0.0326373085	0.0746579889	0.0722974486	0.0036940728	-0.1920641773	0.0529582347	0.0978158454	0.0133128897	0.2494353375	-0.1282022671	0.1303068781	0.1674546101	-0.0263332574	-0.1644717139	0.0615975833	-0.004743727	0.0498836761	-0.0477046394	-0.0559820002	-0.0910404737	-0.0543316634	-0.0321850114	-0.0174352557	0.0130925729	0.1497387226	-0.118336281	-0.0782507718	0.0134618725	0.0524375147	0.2706662052	0.1919158417	-0.0698188751	0.0118431633	-0.0548591659	-0.0716699622	-0.1786775617	0.0612904473	0.1870266237	0.0783242504	0.0083386704	0.0335846114	0.0268978003	-0.0095888015	-0.0402658661	0.0570618698	-0.045829357	-0.154678074	-0.081810881	-0.0583460483	0.1372418932	-0.2055233989	0.2141624036	0.0251216935	0.0698644898	-0.0395539234	-0.1514431149	-0.0764170036	0.0539129299	0.0623980047	-0.0355755268	0.1069066315	-0.2187628946	-0.0100409439	0.1675348653	-0.0180690339	0.0896883581	-0.0072589899	0.0760009139	-0.1037126715	-0.067320403	0.0634969913	0.050337617	-0.0702140649	0.2099514363	0.0325739037	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0182275017619133	0.0001237783588549	0.0003322418204805	1.5321082120836977e-08	-0.3149238890098615	-0.110675453555018	0.0991770558690955	0.0122490560196089	-0.0806986206999624	-0.0776258680972432	0.0065122673828764	0.0060257753978505	0.0014471122512101	0.0008689172300351	7.550171526518709e-07	2.094133867602364e-06	0.0005552081391044	-0.0001481321183387	2.1943124483540232e-08	3.082560777277709e-07	-0.0004029017799472	0.0001503015240087	1.6232984428462198e-07	2.2590548119337832e-08	0.0	0.0	0.0	0.0	0.0	0.0
