global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24
1738.9737943140638	n/a	3024029.857311052	n/a	2270.592743719509	n/a	5155591.407831688	n/a	1850.6012536829169	n/a	n/a	3424725.000132784	1944.3052291615804	1430.5847993976008	n/a	n/a	n/a	n/a	-0.021341161	0.0419530538	-0.1520395814	0.0069276575	0.0858331406	-0.0069982144	0.0703216397	-0.1837094419	0.2261180904	-0.0288854811	-0.0366182402	0.0341932025	-0.0710986738	-0.0816180472	0.0388408223	-0.2353321239	0.0132940735	-0.1806802397	0.0130373254	-0.1435658229	0.0889038225	-0.0565564006	0.080844661	-0.0316804931	0.0017068977	-0.0389673375	0.0891717203	-0.111912474	-0.1443947052	0.0557889524	-0.1876982832	0.1965608207	-0.0790783566	0.0930866656	-0.1423078978	0.017954197	-0.0034004339	0.0817057027	-0.0080519001	0.1465636325	-0.0572729019	0.0649486302	-0.0610933784	0.0317601899	-0.0105524459	0.0945028022	-0.0563931414	0.0038009976	-0.1034929703	0.1493850025	-0.0022177694	0.1487729872	-0.0706110919	0.0031939384	0.0631941811	0.0002505141	-0.1450773376	0.057234694	-0.069181632	0.0503920237	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0451328115221798	n/a	0.0020369706758966	n/a	0.0399339979769735	n/a	0.0015947241944249	n/a	-0.0201415820747712	n/a	n/a	0.0004056833284747	0.0008619364879067	n/a	n/a	7.429345091849367e-07	0.000309676870944	n/a	9.589976439766685e-08	n/a	0.0004103665918189	n/a	1.684007396810597e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1746.7339658820338	7.760171567970019	3051079.547565978	60.220262764330265	2256.261977549724	-14.330766169784964	5090718.111336592	205.37085901305323	1853.2355249578304	2.6342712749135444	6.939385149834631	3434481.9109657253	1944.6628749593096	1439.694491852809	0.930306	15.463407	0.2128770034927769	0.1320213934506894	0.0030313914	-0.0187871335	-0.104992083	-0.0613866475	0.0589224198	-0.1191136552	0.1422705799	0.0552773307	0.0945993087	-0.0007231536	-0.0913534321	0.0234732436	-0.0587596907	0.0645447013	0.1131942628	-0.0645477129	0.0207676258	-0.0504420679	0.0636759072	-0.1234698815	0.0785422644	-0.0862208531	0.0038920032	-0.0503081046	0.0601634956	-0.1129245249	0.024496351	0.0579517396	0.0280675336	0.0417808071	-0.1011733664	0.0573364065	-0.1560384099	0.0883786766	-0.0603724879	0.1477087444	0.0243316841	0.1619215436	-0.0228748585	0.0616353612	0.0156782623	0.0362886158	-0.0118944385	0.0523979519	-0.0559044666	-0.0138744049	-0.0257567717	-0.0218451596	-0.0553697614	0.1411508338	-0.0638112339	0.1654192609	0.0483923108	0.1045563018	-0.0418076659	-0.0131171262	-0.2041970846	-0.0145993058	0.0041282012	-0.0740274909	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0262386609697529	-0.0188941505524269	0.0006884673294856	0.0003569889250977	0.0251236070989904	-0.0148103908779831	0.0006311956336644	0.0002193476779586	0.0480081761597119	0.0681497582344831	0.0046443895474184	0.0023047849781819	-0.0008559997366774	-0.0017179362245841	2.951304871738272e-06	7.327355491917782e-07	0.0004020001871385	9.23233161945e-05	1.6160415045938904e-07	8.523594713149626e-09	1.7205603982327865e-07	-0.000410194535779	2.9603280839669654e-14	1.6825955718301225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1743.303273873193	-3.4306920088408788	3039106.3046969925	11.769647659524663	2273.3587798405943	17.096802290870073	5168160.141878315	292.3006485731002	1854.6712343042548	1.4357093464243462	2.0612613274102234	3439805.387355668	1948.6690819803875	1455.7775318953245	0.972391	16.162931	0.0823507304859602	0.0615903876534244	-0.0242584409	0.1547719998	-0.0322354557	-0.0816585283	0.0083095315	0.153701153	-0.033196577	-0.0265941424	-0.1490853576	-0.01797868	-0.1274189509	-0.050293922	0.0335281883	-0.0700908726	0.0900697846	-0.2342057484	-0.0791333479	0.0341087095	0.1022874704	0.1691201041	-0.0592539946	0.1161710868	-0.1352849719	-0.0208547186	0.1408041012	0.083697978	0.0656039948	-0.0307774179	-0.2043494276	0.1801463951	0.0177774563	0.001473396	-0.0306630596	-0.1440347278	0.1793270036	0.1307404272	0.0406936981	0.1320367805	0.0435713638	0.0899008967	0.0230895237	-0.0020734748	0.0429030373	0.0881205813	-0.1568315831	-0.1469741181	-0.0150605416	0.0973652217	-0.0292605571	0.1074468154	0.0476787986	0.09528225	0.0911307078	0.1117493454	-0.0682051149	-0.1265306531	0.0232934341	0.0624522913	0.0352856789	-0.0795251928	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0262973595929594	5.869862320649968e-05	0.0006915511215614	3.4455283663386233e-09	0.0223385180191115	-0.0027850890798788	0.0004990093872901	7.756721182860695e-06	0.0962813214888171	0.0482731453291052	0.0023302965599649	0.0092700928676329	-0.0013770007083248	-0.0005210009716474	2.714420124575349e-07	1.896130950727001e-06	0.0005049995280372	0.0001029993408987	2.550245233177948e-07	1.0608864225566611e-08	8.476925691158809e-07	6.756365292926022e-07	7.185826917342825e-13	4.564847197145535e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1739.6827761345255	-3.620497738667382	3026496.1615791298	13.108003875695625	2265.142483906975	-8.216295933619222	5130870.472400261	67.50751886880775	1850.0653247833247	-4.605909520930027	21.214402514993868	3422741.705965629	1946.1691358184808	1430.6590160871074	0.835051	13.880095	0.0833866492014526	0.0481702745024687	-0.0404457905	0.1144969028	0.0289806844	0.0394440923	-0.0388134539	0.0240400151	-0.1385926905	0.0924916491	-0.0392516214	0.0115710816	-0.0251289798	-0.118472398	0.0931612662	0.0214788662	0.058435473	-0.0259046516	0.0424477307	0.0615025222	-0.0447031803	0.0617163555	0.0496006681	0.1710733891	0.1262507181	0.0609285068	0.0724447338	0.1075057272	-0.0600927179	0.0447806481	0.0104081545	0.1059484558	-0.0535600474	-0.0818579749	-0.0519450763	-0.1346866384	-0.0072273289	-0.0333586679	0.016564652	0.1108139376	0.0936738552	0.1096760511	-0.0217822118	0.0110784131	0.0195864082	0.037391117	-0.1219518752	-0.0867434193	-0.0050251376	0.1473656403	-0.0054862648	0.0795498568	0.1168995572	0.0952641169	0.1258575713	0.1252626899	-0.0491216215	0.0185401234	-0.0125655615	-0.0295847177	-0.0936727891	0.0709491174	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0481446634686335	0.021847303875674	0.0023179086205079	0.000477304686636	0.035704504369022	0.0133659863499105	0.0012748116322375	0.0001786495911059	0.0577597307828483	-0.0385215907059688	0.0014839129505181	0.0033361865001071	-0.0013440337151189	3.296699320590006e-05	1.0868226410378608e-09	1.8064266273763125e-06	0.0004819074596968	-2.309206834040002e-05	2.322347997114229e-07	5.332436202377047e-10	0.0001378239964208	0.0001369763038516	1.899545398940069e-08	1.8762507816868892e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1739.951245009675	0.2684688751494377	3027430.335010718	0.0720755369240043	2252.785232477313	-12.357251429662028	5075041.303667861	152.70166289588423	1847.674650365656	-2.390674417668833	5.715324171296216	3413901.613603849	1942.3355480448408	1427.5874382910067	0.950721	15.802742	0.1946688790538721	0.1290284430435698	0.0289062122	-0.0287053024	0.0926149157	0.108031575	-0.0691644558	-0.1023020787	-0.1079856764	0.1006626923	-0.0041504876	-0.0659389829	0.0499137508	-0.0175919235	0.0484240701	0.0475338708	0.069343915	0.0738746632	0.1706571094	-0.0016906816	-0.048334916	-0.0485358299	0.0738436594	0.0924360152	0.1064675236	0.0565790847	-0.0349649132	0.0185814802	-0.1367381236	0.0329696799	0.1556652646	0.0619873821	-0.0353719698	0.0183513184	-0.0674416265	-0.0151886685	-0.083433406	-0.0089449602	-0.0080876975	0.0080968434	-0.0138218449	0.0892225133	-0.0704544374	0.029582201	0.0219324275	-0.0877676371	-0.044332449	0.0198583899	-0.0287657055	0.0321628786	0.0414990873	-0.0376907889	0.0288335222	0.1619750369	0.0479645605	0.0141699617	-0.0711318302	0.0625646274	-0.0755092333	0.0023456157	-0.1037546782	-0.0825103654	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0598915593158579	0.0117468958472244	0.0035869988772849	0.0001379895620455	0.0313753302670818	-0.0043291741019401	0.0009844113493684	1.874174840490972e-05	-0.0387270262628192	-0.0964867570456675	0.0093096942851896	0.001499782563161	-0.0002000757452846	0.0011439579698343	1.3086398367474131e-06	4.003030385118814e-08	0.0003209524886096	-0.0001609549710872	1.0301049994469541e-07	2.5906502717681393e-08	0.0004750320966801	0.0003372081002592	2.2565549287629185e-07	1.137093028804861e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1743.6874104925405	3.7361654828655446	3040445.785510181	13.958932515355928	2253.028653207304	0.2434207299911577	5076138.112173119	0.0592536517894281	1849.591949636286	1.9172992706301104	3.676036493158752	3420990.3801593576	1941.5165112813315	1428.7143582114338	0.899235	14.946946	0.1861103987984523	0.1130113078424463	0.0442931994	-0.1229433842	0.0485969891	-0.0777023034	0.0103484743	-0.155980983	-0.0193952617	0.0940648484	-0.0249751615	-0.0662935335	0.0340043612	0.1323050866	-0.1066491025	0.0416551173	0.1304927288	-0.0015012443	0.054189721	0.0519829848	-0.0347525866	-0.0386578592	-0.1895420314	-0.008848548	-0.0265860392	-0.0242157885	-0.069732496	-0.1417456495	-0.0930913952	0.036815281	0.0650155369	0.1296682586	-0.022045652	-0.0321351873	0.0001956589	0.0810522845	0.0754133696	-0.1509732373	0.0222992334	0.0707295594	-0.0811858143	-0.024575725	-0.0057708324	0.0049598043	-0.0080118489	-0.0231519851	-0.0395857833	-0.1044929576	-0.0004262482	-0.0518874549	-0.0145229	-0.0149940678	-0.0213320936	0.1158595131	0.1041634241	0.063771056	-0.084200112	-0.0248651281	-0.0608306437	0.0135902008	0.0300238089	-0.0662420226	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0234205020226454	-0.0364710572932125	0.0005485199149927	0.0013301380200847	0.0243532244803361	-0.0070221057867457	0.0005930795425896	4.930996968024745e-05	0.0538465331420923	0.0925735594049114	0.0085698639008946	0.0028994491314224	-0.000635000294228	-0.0004349245489433	1.891593632736199e-07	4.032253736696466e-07	0.0004120001793816	9.1047690772e-05	1.697441478104706e-07	8.289681994913736e-09	1.3081012384559814e-07	-0.0004749012865562	1.7111288500500722e-14	2.2553123197278566e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1733.9647582901268	-9.722652202413656	3006633.782992138	94.52996584909911	2263.817361223645	10.788708016340934	5124869.044977588	116.39622066185912	1845.1645571968768	-4.427392439409232	19.60180381253803	3404632.2431355463	1939.682869211833	1400.848961043532	1.214449	20.186378	0.1999904823082923	0.1184032953753127	-0.0785281061	-0.0147867174	-0.1443772993	-0.082876355	-0.0361502673	0.0738545847	0.0230598378	-0.131783926	-0.1419014195	-0.0060521102	0.0813659506	-0.0538532731	-0.0156900934	0.054776433	-0.0845213959	-0.1378256263	-0.1100269066	0.0059057208	0.0876197602	0.0671034184	-0.037818861	0.0148335997	0.0149711253	0.028143431	-0.0727413386	0.0417437655	0.1708977532	-0.0134042545	-0.0619248835	-0.0003658271	-0.0032225876	0.0153147138	0.0296730465	-0.0661235319	0.0694637938	0.0155844057	-0.0340979103	0.0195293878	0.0881961816	0.040039841	-0.0421892634	0.0492909964	-0.0030053076	0.0463327303	-0.0037205531	0.0008210892	0.0488504393	-0.1167015099	-0.006879746	0.1031385924	0.0299400463	-0.0075941043	0.0722626085	-0.0909911862	0.1258309785	0.0251333228	0.0211278829	-0.0146969942	-0.0783274565	0.0062495949	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0130036094824816	-0.0104168925401637	0.0001690938595728	0.0001085116501933	0.0627036144659314	0.0383503899855953	0.0039317432670921	0.0014707524120472	-0.0417737707330019	-0.0956203038750942	0.0091432425131653	0.0017450479212534	-0.0001410000706608	0.0004940002235672	2.440362208844436e-07	1.9881019926350595e-08	0.0010299996788596	0.000617999499478	1.0608993384508792e-06	3.8192338135505853e-07	7.261502026600626e-08	-5.8195103579591885e-08	5.2729411682325e-15	3.386670080639428e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1740.346060533023	6.381302242896254	3028804.410412813	40.721018315192765	2249.109755736772	-14.707605486873035	5058494.693350323	216.31365915749785	1848.9600493691185	3.7954921722416657	14.405760829547756	3418653.264163053	1941.1151166534423	1421.43218156021	1.014861	16.868858	0.1336227091079259	0.0761195769392988	-0.0383951439	-0.0101261761	-0.0383683321	0.0113590112	-0.0182833542	-0.1060309264	0.1133910026	-0.0187651513	0.0213863758	-0.0526179872	0.0241781168	-0.0060342465	-0.0793939412	0.1429234787	0.0743213036	0.0770140015	-0.0594683332	-0.1772751832	-0.0261073021	0.0289447288	-0.0241979691	-0.1377795421	-0.0612342421	0.024669421	-0.0315336411	-0.0784220086	0.0535347915	0.077954283	0.0796306639	-0.0184012411	-0.0519729347	0.0792550857	0.0844788823	-0.0988309588	-0.0321261615	0.1174020825	-0.0590368633	0.0029240231	-0.0369183036	-0.0591661693	0.0248176915	0.056393456	0.0076734842	0.0445230166	-0.0165897777	0.141259002	-0.0676643274	-0.1053309749	-0.0663519042	-0.0151144192	-0.0429028781	-0.0269156106	0.0039566965	0.0215073712	-0.051822939	0.0739567337	0.0188642225	0.0465994077	-0.0076973747	-0.018388583	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0135695956342942	-0.0265732051167758	0.0001841339256782	0.0007061352301782	0.0431774356206915	-0.0195261788452398	0.0018642909467789	0.0003812716602962	-0.1083185034825788	-0.0665447327495769	0.0044282014567126	0.0117328981967054	-0.000121943984186	1.905608647480001e-05	3.6313443173505564e-10	1.4870335279155417e-08	0.0007740089335794	-0.0002559907452802	5.9908982926072e-07	6.553126166911227e-08	-0.0001444524011514	-0.0001445250161716	2.0866496198404996e-08	2.088748029942032e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1737.833542116747	-2.51251841627618	3020065.4201060394	6.312748792126962	2260.272739060581	11.16298332380893	5108832.854940421	124.61219668763628	1847.5039929476648	-1.4560564214536953	2.120100302456541	3413271.003957565	1939.7973491668704	1420.0854116234466	1.076606	17.895184	0.3064181839081238	0.2311558839005782	0.0506882364	-0.069373257	0.0866045737	0.0320578939	0.051604891	0.0197003561	0.0097961747	-0.0103217605	-0.098156954	0.0263594277	0.0560095716	0.0168969996	0.0445036349	0.077080362	0.1085278031	-0.0432232913	-0.1219247682	0.1046869063	-0.0669162678	0.1533050396	0.0514920067	0.0589732669	-0.0161696674	-0.0669406449	-0.0638909927	0.026659267	0.0139877088	0.0683500106	-0.0695601173	0.1188986581	0.0450743069	-0.1119458689	0.0856034957	-0.1252085383	0.0518210655	0.0535621204	0.0505898364	0.0074285595	0.0026541792	-0.1296620931	-0.0523697849	0.0066293206	-0.0007130837	0.0749472202	-0.1011900089	-0.1047752196	0.0961554032	0.0575149148	0.1339913163	-0.0834489872	-0.0051774694	-0.0874327099	-0.0709459348	-0.0021103828	0.0067533046	0.038374002	0.1113527906	0.0478530719	0.1356906823	0.0414427244	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0012086821840284	0.0123609134502658	1.4609126219876629e-06	0.0001527921813249	0.0532207731906879	0.0100433375699964	0.0028324506990146	0.0001008686295449	0.1088156246255778	0.2171341281081566	0.0471472295892893	0.0118408401626546	-0.0008482517982406	-0.0007263078140546	5.275230407567715e-07	7.195311132184115e-07	0.001060699038339	0.0002866901047596	1.1250824499332791e-06	8.219121616707043e-08	-0.0004690505779313	-0.0003245981767798	2.200084446576865e-07	1.0536397636883521e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1735.6644989856345	-2.169043131112403	3012531.2530390536	4.704748104625897	2259.195224545408	-1.077514515172879	5103963.062608777	1.1610375304082452	1845.468628103083	-2.0353648445818635	4.142710050559754	3405754.4573126747	1940.8191049194336	1394.497692748578	0.992798	16.502136	0.1851277537032214	0.1264368607450044	-0.0050138802	-0.1176954056	-0.024739058	-0.0175757698	-0.027450695	0.0401373288	0.0450231788	-0.0913577296	-0.0564308847	0.0554941244	0.0550423286	-0.0378544957	0.0735860532	0.0661295451	-0.0224537797	0.0319781518	-0.0305354652	0.0967305128	-0.0173344085	-0.1114270845	0.0199993987	0.0048915903	0.142000219	0.0173882889	-0.0361178624	0.0639861416	0.0835182717	0.0932106394	0.0432319187	-0.0234564705	0.0433171257	0.012084477	-0.0313812557	0.0617196959	-0.0606581653	-0.198033535	-0.0006046049	-0.0125244195	0.0604448788	-0.003494753	-0.0414696341	0.0412195388	-0.0120196763	0.0174330278	0.042447176	0.0020634638	0.0897136114	-0.0650874124	0.0240724747	0.0254995259	0.062572547	-0.1089109805	0.0678469685	-0.0217433124	0.0445315037	0.0319443393	-0.0155105203	-0.0187191584	0.1250681728	0.0999041411	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0016211963207126	-0.0004125141366842	2.628277510292072e-06	1.7016791296431092e-07	0.0543846327914963	0.0011638596008083	0.0029576882838658	1.3545691703938863e-06	-0.0076791939228257	-0.1164948185484035	0.0135710427486254	5.897001930436317e-05	-0.0005419959512467	0.0003062558469939	9.379264381795109e-08	2.937596111678152e-07	0.000479004042085	-0.000581694996254	2.2944487233376842e-07	3.383690686669411e-07	-1.5870192832693304e-05	0.0004531803850986	2.518630205468699e-10	2.0537246143812146e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
