global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
986.6419113215984	n/a	n/a	973462.2611763368	1366.7434854793958	n/a	n/a	1867987.7551003676	991.9405696873564	n/a	983946.0937916772	n/a	1063.3995737694993	821.8529838169136	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0154679890725049	n/a	0.0002392586859471	n/a	-0.0453163862072756	n/a	n/a	0.0020535748588869	0.0742309000324468	n/a	0.0055102265196271	n/a	-0.0034080110593936	n/a	1.1614539380949087e-05	n/a	0.0010849965377124	n/a	1.1772174868478953e-06	n/a	3.8488467986534224e-06	n/a	1.48136216795047e-11	n/a	0.0	0.0	0.0
971.7856424336168	-14.856268887981628	220.70872527201087	944367.3348401173	1289.6159289446	-77.12755653479576	5948.659977028116	1663109.2441876435	991.392269176544	-0.5483005108123962	982858.631383017	0.3006334501571345	1049.9353615790362	785.7261942739899	2.002014	30.077744	0.159297886713237	0.087531781833101	0.0041481435	-0.0827389127	0.0098199331	-0.1280648463	0.066572352	0.0339558394	-0.3520459994	0.379396552	-0.1884487745	0.0162533445	-0.2962147927	0.1688080323	-0.1192101773	0.1904945819	-0.138447556	0.1532765613	-0.1819242417	0.0560279759	0.1102234403	-0.048799216	0.1654000885	-0.187622927	0.005287213	-0.0503507359	0.1017986957	-0.0017078304	0.009423871	0.2280187644	-0.0226274016	0.1546257388	-0.0186484792	0.0126609704	-0.1405771598	0.0184078092	-0.0196327032	0.155238918	-0.0223930724	0.0614988246	-0.0594395344	0.0309565349	0.1712286418	-0.2037481314	0.1894607752	0.1449001363	-0.1545062438	0.1948981092	-0.1570920773	0.125634545	-0.1746611745	0.0676059111	-0.2231171956	0.1198448427	-0.0779894115	0.0945172799	-0.0562488457	0.1331972539	-0.1892320113	0.0916041075	-0.0982525931	0.1327158447	-0.081638173	0.1064352256	-0.0005654269	0.1340805403	-0.0658216172	-0.3547607749	0.0119816195	-0.2199778445	0.0126199369	-0.1180011023	0.1627879328	-0.0121377084	0.1345927251	-0.0239878783	0.0878423735	-0.074769376	0.0357466024	-0.1022706513	0.0946697069	0.043247602	-0.0177064652	0.0941162014	-0.0007659287	0.0819551045	-0.0147806388	0.090556556	0.1296294506	0.1295955703	0.1295391098	0.1294600787	0.0	-0.0156797327660456	-0.0002117436935407	0.0002458540196146	4.483539175425826e-08	-0.0025389692276576	0.0427774169796179	0.0018299074034481	6.44636473899223e-06	0.1087793463931774	0.0345484463607306	0.0118329462017268	0.0011935951459402	-0.0020463967680466	0.001361614291347	4.18773973227157e-06	1.8539934784003927e-06	0.0010202104195304	-6.478611818200005e-05	1.0408293001183945e-06	4.197241109092077e-09	-0.0002049563372593	-0.0002088051840579	4.2007100182747926e-08	4.3599604889475816e-08	1.0	0.0	0.0
969.6654776974672	-2.1201647361496043	4.495098508412322	940251.1386382572	1273.4052607327571	-16.210668211842858	262.7857638744525	1621560.958061861	992.308078238255	0.915809061711002	984675.3221368988	0.8387062375119858	1047.9686748261945	783.7677789288898	0.9173150000000002	13.781502	0.1133991405031833	0.0688471325494261	0.0065679864	-0.0023104439	-0.1550756469	-0.0990522142	0.0422984258	0.0110115999	-0.0084823597	0.2037031955	-0.0623505286	-0.0201695888	-0.1651607867	0.0567127362	-0.0029000589	0.043645409	0.0943277129	0.089198771	-0.1264271475	0.1165647516	0.0748340082	-0.0633565252	0.2552695254	-0.1363336264	-0.0615615162	0.1619353174	-0.0611577594	0.0386790238	0.0321162985	0.1183812686	0.1111506975	0.0038180522	0.0331647484	0.0054164248	0.011328986	-0.1654631936	-0.0380545812	0.0876859426	-0.0424540358	0.0540945392	0.1852062233	0.115150776	0.0297132554	-0.0860066555	0.1198284239	0.2378932426	0.0056779408	0.0441968425	-0.097788188	0.1314688736	-0.0570336104	0.1241972912	-0.2486974253	-0.0123893192	0.0363264373	0.0075265871	0.0566639953	-0.0122504948	-0.0748008421	-0.0274608802	-0.0258126646	-0.0630493557	0.0724756496	0.112221535	0.011306275	0.1212353169	-0.0643126757	-0.3517808013	0.0048345125	-0.1295301505	0.1077725912	-0.1774439854	0.0595125367	0.0632340367	0.0698412099	-0.0477736338	-0.0415108907	-0.0305875347	-0.01118623	-0.0559560688	0.0003082187	-0.0322770109	0.0405931612	-0.0400814637	-0.0861265387	0.0333809551	-0.071092359	-0.0535694228	0.1295391098	0.1292343642	0.128726986	0.1280177706	0.0	-0.0158354124132529	-0.0001556796472073	0.0002507602862978	2.4236152554589543e-08	0.0036372665728947	0.0061762358005523	3.814588866402392e-05	1.3229708122297156e-05	0.1485453301471011	0.0397659837539237	0.0220657151085112	0.0015813334639173	-0.0008098657878483	0.0012365309801983	6.558825943271477e-07	1.5290088649901689e-06	0.0010866005706724	6.639015114200011e-05	1.1807008001855857e-06	4.407652168657619e-09	-0.000248060031949	-4.310369468970001e-05	6.153377945053892e-08	1.8579284959028726e-09	0.0	0.0	0.0
969.257486294933	-0.4079914025342077	0.1664569845418299	939460.074738772	1270.169019052399	-3.2362416803580345	10.473260213686595	1613329.336960534	992.4084738984686	0.1003956602136213	984874.5790654876	0.0100792885897289	1047.8139727594023	796.8217917660938	0.9138170000000002	13.728948	0.0886212911276022	0.0576010139566798	-0.1305590455	0.0816530121	0.0063425112	-0.1239039973	0.0312111046	-0.039020891	0.0758613027	0.0038344422	0.1014201911	0.0268610442	-0.0818655452	0.0599580115	-0.0737694589	-0.0269349068	0.0373581649	0.0690233647	-0.2119135587	0.0935758173	0.0568405442	-0.0165942798	0.0330668313	-0.0572767164	-0.0935016816	0.0298907622	0.1014975932	0.1116157959	0.0046194346	0.1431626052	0.1499723774	0.0826670438	-0.0389947762	-0.0100760139	-0.0510487395	-0.0591974983	-0.1426616042	0.0004142791	-0.0038764312	-0.0222783022	0.1453048354	0.0433862674	0.0780451068	-0.0973920801	0.0777935884	0.2036005548	0.0555413897	-0.0284362565	0.0278069468	0.0440709357	-0.097614949	-0.0005195449	-0.0410722126	-0.0696434733	-0.0407653169	0.1612110323	-0.047224566	0.0859577337	-0.1019322767	-0.0361263635	-0.0797088524	-0.0731845851	-0.0008801356	-0.0540457705	-0.0091537863	0.0838881787	-0.1127621152	-0.369186169	0.0494604295	-0.1473323967	-0.0013658983	-0.1603794633	-0.0230942609	-0.0677415183	0.0936195775	-0.0902131242	0.0827619848	-0.1405358995	-0.000496213	0.0276252017	-0.0092582743	-0.0829462395	-0.0068363776	0.0152495112	0.0399607521	0.0176129037	0.0532598973	-0.0272111746	0.129358491	0.1285129588	0.12710783	0.125149223	0.0	-0.0159973643757211	-0.0001619519624681	0.0002559156669695	2.6228438147301053e-08	-0.0031152505838605	-0.0067525171567552	4.5596487952273336e-05	9.704786200243184e-06	0.1112559533549273	-0.0372893767921738	0.0123778871569137	0.0013904976215487	-0.0001278002771931	0.0006820655106552	1.6332910850633197e-08	4.652133608253388e-07	0.0012110211077815	0.000124420537109	1.4665721234923312e-06	1.5480470054516908e-08	-0.0003299228885088	-8.186285655980001e-05	1.088491123619901e-07	6.701527284130392e-09	0.0	0.0	0.0
969.0299183318076	-0.2275679631253524	0.0517871778410217	939018.9826221496	1275.3884536677676	5.219434615368527	27.24249770410721	1626615.7077490594	992.8380184103548	0.4295445118862062	985727.330801	0.1845084876915591	1048.5237950236335	789.4209863909851	1.0971	16.48254	0.0656342134357377	0.0330574250210969	0.073313013	-0.0527384768	0.0646405589	0.0030554577	0.0775686037	0.0576169372	-0.0670894341	-0.0677608685	-0.0375814859	-0.0120289095	0.0406527915	0.0734043213	-0.0442428465	-0.005935752	0.0895467972	0.0632744123	-0.1959243757	-0.0266413422	0.0441342443	-0.0997857276	0.1269243241	-0.0036669681	0.0996398682	-0.1432554097	0.0477950628	0.0699639705	-0.0920366573	0.0281820916	-0.0736583893	-0.0457122126	-0.1409487955	0.0258108719	0.0353217171	-0.006087719	-0.0320611492	-0.0203928231	-0.0898454673	-0.0064952355	-0.041891071	-0.154899109	0.0541961568	-0.0864357935	0.1794720903	0.0594955807	0.0202669459	0.1341083563	0.0083504523	-0.014494743	0.0304705472	-0.1490668541	0.0215363671	0.0577705111	-0.0519451508	0.029200166	-0.0676821162	0.0926605585	0.1442269369	-0.0114802775	-0.0415267811	-0.0673649361	0.1123381307	-0.0505263224	-0.0097174281	0.056106153	-0.084430865	-0.1162377143	-0.0741423388	-0.0727267888	0.0014570056	0.0301237606	0.0068985918	0.0024047348	0.043107148	0.0998431413	0.0244818295	0.182564055	-0.0947898206	-0.0080811865	-0.0221273139	0.0505046569	-0.068533734	-0.1419050736	0.034842503	-0.1071884866	-0.0136764424	-0.0696779832	0.1290877201	0.1274333647	0.1246917927	0.1208863942	0.0	-0.015817607095343	0.0001797572803781	0.0002501966942226	3.231267984893151e-08	0.0160447196470983	0.0191599702309588	0.0003671044592512	0.0002574330285539	0.1154143243383032	0.0041583709833759	0.013320466262467	1.7292049235382674e-05	-0.0005347906510597	-0.0004069903738666	2.860010404608578e-07	1.6564116442007485e-07	0.0009071238397737	-0.0003038972680077	8.228736606857814e-07	9.235354950260456e-08	-0.0004617575454549	-0.000131834656946	2.1322003078453401e-07	1.7380376772095858e-08	0.0	0.0	0.0
968.7476785872866	-0.2822397445210072	0.0796592733872834	938472.0647682569	1272.686600582794	-2.7018530849736635	7.300010092781703	1619731.183302988	993.544041086148	0.7060226757931787	987129.7615777934	0.4984680187341599	1048.9769878045186	794.233299407452	1.016697	15.274587	0.1870248638194728	0.1054688074366934	0.0172118578	0.0126128534	-0.1094702777	0.0929251756	0.0597441354	-0.0207961421	0.0248368237	0.0203570209	-0.0393956685	0.0752831944	-0.0196934981	-0.1042727911	-0.0687260277	-0.1350078387	0.0899069742	-0.0308071637	-0.0118105139	-0.0153656402	0.0382372098	0.0516351784	0.0945747947	-0.0022788504	-0.0569062935	-0.0033910314	-0.0717530874	-0.0546723391	-0.0549721673	-0.2157702403	0.0280784406	0.1192653972	-0.1488327654	0.0327978639	-0.0745409286	0.0195503448	0.0901960412	-0.168699968	0.0329758848	0.0869540719	-0.03239654	-0.037701728	0.0198045746	0.0174328427	0.0481154126	0.0134022522	0.0390958258	-0.1118091508	-0.0399350323	-0.003720108	0.0650518157	-0.0514266819	-0.1334898527	-0.0912882503	0.0204555394	-0.0577520294	0.0869437589	0.0827055339	0.1487658283	0.1808835586	0.0689809015	0.1395638542	0.0286575944	-0.0459346907	-0.0219360257	-0.0067456135	0.0006371327	0.1230842979	-0.0587141731	0.0057149907	-0.0024808119	0.0387789421	-0.0868824888	0.2049984437	0.0685746135	0.1205316373	-0.0972721612	0.2138952025	0.0961306936	-0.1283327544	0.0745172486	0.1009385248	-0.0001202197	-0.0379545833	-0.142100828	0.0359405348	-0.1140628468	-0.0596858408	0.128726986	0.1259985909	0.1214940211	0.1152767764	0.0	-0.0161182470929901	-0.0003006399976471	0.0002597978893506	9.038440818524962e-08	-0.0030539411478116	-0.0190986607949099	0.000364758844159	9.326556534296832e-06	0.0173410672648373	-0.0980732570734659	0.0003007126138836	0.0096183637529981	-0.0015868707365732	-0.0010520800855134	2.5181587345923703e-06	1.1068725063340932e-06	0.000568866103997	-0.0003382577357767	3.236086442767257e-07	1.144182958127798e-07	-0.0004610492476761	7.082977787999708e-07	2.125664087826978e-07	5.016857434529723e-13	0.0	0.0	0.0
969.3575713877776	0.6098928004910249	0.3719692280907851	939654.1012068104	1270.5538379849284	-2.132762597865621	4.548676298854515	1614307.0552182316	993.1485612512072	-0.3954798349408293	986344.0647153428	0.1564042998448255	1048.47654009721	797.1563796648552	0.970427	14.579445	0.1721066041431204	0.0861436425546046	-0.0894157274	0.0997300264	-0.0138948183	-0.0707650287	-0.0481588744	-0.0062021745	0.0509679957	0.046477065	0.0707757194	0.0166665429	-0.0321492001	0.0032901315	-0.0779171392	-0.0128202924	0.0409055278	0.0038932074	-0.0651349344	0.0464581129	0.0688693966	0.0195970347	-0.0146546443	0.0520164875	0.1151247153	0.0267182118	0.0405588876	0.0020766816	0.0049616431	-0.0357898393	-0.1067044951	0.0040171487	-0.1490549431	-0.0246490204	0.1191203957	-0.1402038483	-0.0411210434	-0.0331130177	0.1289939126	-0.0468905991	-0.1454972774	-0.0792723579	0.0459006499	-0.0284492628	0.0411649249	0.0534206721	-0.0149950506	-0.0910537865	0.0340969024	-0.0546819584	0.0905108895	-0.0163836098	0.0243713998	0.0409460892	0.0578903443	0.0611178338	-0.0233460155	0.0610127597	0.1999320864	-0.0513513263	-0.0036485333	-0.0574117086	0.0623674974	-0.1435639305	-0.0010183324	0.0362473871	-0.0812158459	-0.005456957	0.0802024074	0.0540342437	-0.0949671212	0.0164835717	-0.1189436092	-0.031992904	0.0120515436	0.1300994145	-0.1169700558	0.2032955939	0.0667935812	0.0473223502	-0.0697419582	0.0310899202	0.0185818676	-0.0640978176	0.1008236009	-0.0554387797	0.1226836375	-0.0120562567	0.1282765399	0.1242126365	0.117534563	0.1083828658	0.0	-0.0161848234737647	-6.65763807745981e-05	0.0002619485108769	4.432414477044275e-09	-0.0399613383525263	-0.0369073972047147	0.0013621559684265	0.001596908562925	0.0810814339372285	0.0637403666723911	0.0065741989293171	0.0040628343435308	-0.0003558866229957	0.0012309841135775	1.266552884272835e-07	1.5153218878801833e-06	0.0006525620094837	8.36959054867e-05	4.2583717622140476e-07	7.0050045952386205e-09	-0.0003478839890355	0.0001131652586406	1.210232698272519e-07	1.2806375763193897e-08	0.0	0.0	0.0
968.8339392437244	-0.523632144053181	0.2741906222857313	938639.2018305128	1271.3918381064746	0.8380001215462016	0.7022442037114487	1616437.20600376	993.7543605398228	0.6057992886155716	987547.729091912	0.3669927780871326	1047.5316660198068	793.7560520552322	0.973082	14.619338	0.0690423707061945	0.0489136008815354	0.0068857341	-0.0417390827	0.138465937	-0.0596506626	0.0536950192	-0.0002794063	0.0420086825	-0.05690317	0.0146615072	-0.1541872525	-0.0120866185	0.0137487557	-0.0971614338	-0.1931284719	0.0306240277	-0.0926134105	0.0942672265	-0.0127705961	-0.0324574256	0.0758158451	-0.0612099585	-0.0502330625	0.0081666141	-0.0845832428	-0.0531448972	0.1056269223	-0.0559979621	0.0365834726	-0.1139196477	-0.0533718451	0.0149142606	-0.02296651	0.0056120365	0.0248448409	0.1826873976	-0.0040511912	-0.1895031777	-0.128746234	-0.1067334339	-0.0513431265	-0.0881016861	0.1388786547	-0.0260117304	-0.0130670482	0.0213454273	-0.0385692978	-0.0403652382	-0.0467841657	-0.0494208984	-0.0786580591	0.0613092415	0.0032195031	-0.0627693064	-0.2031229421	-0.0443217079	0.110186834	0.0547775891	0.0747216282	-0.0718018752	0.0030381019	0.0546654521	-0.0611078297	0.0050217016	0.0423380795	0.0396278889	0.1201839345	-0.0266349248	-0.0821796589	-0.1006957408	0.1122555565	-0.0640098264	0.0587034349	0.008231651	0.0710230779	-0.0350774872	0.1644593598	0.044905094	0.0494580756	-0.0290487525	0.0901387439	-0.0042357632	0.0254582893	-0.0825303398	-0.0166853635	-0.0232137208	-0.1190505427	0.1277366958	0.1220804792	0.1128382417	0.1002814672	0.0	-0.0137770041873324	0.0024078192864322	0.0001898058443777	5.797593716115342e-06	-0.0399002243826771	6.111396984919554e-05	3.734917310728381e-09	0.0015920279057879	0.0670430451747705	-0.0140383887624579	0.0044947699063063	0.0001970763590459	-0.0013129129007725	-0.0009570262777768	1.7237402850148606e-06	9.158992963553169e-07	0.0006276834048182	-2.4878604665500055e-05	3.939864566841683e-07	6.189449701022411e-10	-0.0002790878977287	6.87960913068e-05	7.78900546586253e-08	4.732902179093562e-09	0.0	0.0	0.0
969.1112086503008	0.2772694065763517	0.0768783238232022	939176.5347316468	1270.972006867372	-0.4198312391024501	0.1762582693262986	1615369.8422404754	993.3997172212077	-0.3546433186151034	986842.9981751752	0.1257718834383338	1048.4772581066238	793.7775313291835	0.868793	13.052521	0.1336666804365132	0.0916304154825944	0.0843275425	-0.0163970396	-0.0418563742	-0.0591399392	0.0297453321	0.0512916694	0.0093647606	-0.008517549	-0.0277801571	0.034842508	0.1203117225	0.0904628134	-0.0524936661	-0.0979448599	0.0729602233	-0.0323207665	0.0584329113	-0.0053471152	-0.0482174296	0.0541110234	-0.1140792623	0.0276360338	0.0198953674	0.0416232806	-0.0702102381	0.0676706109	-0.0718257323	-0.0399370634	-0.0706334731	-0.0632820122	-0.0697548542	0.0170779486	-0.0197923685	0.0192239171	0.0105629158	-0.0619451352	-0.0516916374	0.0334579351	-0.2061459278	0.012884367	0.0428418699	-0.0077101274	-0.1165219097	-0.0950793153	-0.0339868229	-0.0281704184	0.0430996837	-0.0366372273	-0.0069415175	-0.0413866308	-0.0040573463	-0.0866450233	0.0005128945	-0.0684744586	-0.0556134057	0.0739553016	0.1661803388	-0.0584772481	0.1622215013	0.0260747201	0.0071330378	-0.1047548109	-0.0276686771	-0.0145164989	0.0007328808	0.1047197865	0.0199873356	0.0510633835	-0.113062615	0.1441599465	0.0036429947	0.16610798	0.0477512747	0.0999290082	-0.0449861527	-0.008687166	0.0514730049	-0.0662903691	0.061572819	0.0571683385	-0.058979747	0.073879232	-0.0642544787	0.0272986978	0.0846459218	0.0680656709	0.12710783	0.1196080616	0.1074345	0.0910628379	0.0	-0.0159469008110448	-0.0021698966237124	0.0002543036454773	4.708451357598475e-06	-0.027420560190194	0.0124796641924831	0.0001557420183571	0.000751887121144	-0.0252684760490922	-0.0923115212238627	0.0006384958818435	0.0085214169506636	-0.0015759678454538	-0.0002630549446812	2.4836746499042927e-06	6.919790392128179e-08	0.0004996076241323	-0.0001280757806859	2.496077780911216e-07	1.6403405598302756e-08	-0.0001361066551668	0.0001429812425619	1.852502158069421e-08	2.0443635724544883e-08	0.0	0.0	0.0
968.9999187876552	-0.1112898626455489	0.0123854335276651	938960.8426104824	1266.2162026335752	-4.75580423379688	22.617673910200327	1603303.4718117912	994.3584724715756	0.9587552503679716	988748.7717760052	0.919211630108152	1047.6477905572142	797.00766479771	0.901973	13.551012	0.1318000202442184	0.075458999064605	-0.0853434806	0.075303783	-0.0661731863	0.0005703592	-0.0255372873	-0.0412320352	0.1771179233	0.0103970113	0.0789472072	0.0002001797	0.0170670954	-0.0151716932	-0.0222211601	-0.1013100195	-0.002412874	-0.0641234687	0.0473095794	0.0119694995	-2.637e-05	-0.0183696392	-0.055285545	-0.0464865636	-0.1007666993	-0.0099358251	-0.0426846054	-0.0371984246	-0.0392970051	-0.1757263132	-0.1061522534	-0.0040141772	0.0088784732	0.0697277789	0.050529586	0.0376679708	0.0708718116	0.0136919766	0.0382168436	-0.0621022783	0.0282578648	0.0493823635	-0.0835714808	0.0902262689	-0.0311473353	0.0520659305	0.0615339787	-0.0775099348	0.0535082729	0.0112090233	-0.0066655876	-0.0563483537	0.0823688511	-0.0740277167	0.0939419487	0.0042626649	0.0045819623	-0.0154080782	0.114615801	0.0016000536	0.0409170495	0.050319587	0.0734197191	0.0637186868	-0.0131483789	0.017370727	0.0084832154	0.0715198327	0.0323491371	0.0569282578	-0.0772547411	0.0121628207	-0.0943545926	0.0517313419	-0.0545572079	0.0799298177	-0.0612171475	0.0563910988	0.0288783569	0.0255317457	-0.0459772455	0.0363102915	-0.0402625758	0.0078370927	-0.0228716056	-0.0103772577	-0.0467663539	0.0784091063	0.1263903806	0.116802275	0.1013572156	0.0808296822	0.0	-0.0136782245009356	0.0022686763101092	0.0001870938254979	5.1468922000507e-06	-0.019819344307109	0.0076012158830849	5.777848290126366e-05	0.0003928064087637	0.047410101172332	0.0726785772214242	0.0022477176931707	0.0052821755869305	-0.0009584236585817	0.0006175441868721	9.185759093291312e-07	3.813608227395231e-07	0.000814091174939	0.0003144835508067	6.627444411135615e-07	9.889990372799027e-08	-0.00018910993408	-5.30032789132e-05	3.576256716774194e-08	2.8093475755504714e-09	0.0	0.0	0.0
