global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44
1010.041929331152	n/a	1020184.699006996	n/a	1465.0541130360616	n/a	2146383.5541238813	n/a	1039.9236895494057	n/a	n/a	1081441.2800860486	1131.596925109497	785.6886973019303	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0139421887664639	n/a	0.0001943846275997	n/a	-0.0705990366291757	n/a	n/a	0.0049842239729676	0.1548766037519016	n/a	n/a	0.0239867623897235	-0.0006750759292816	n/a	4.5572751029541596e-07	n/a	0.0004273798785905	n/a	n/a	1.8265356062403054e-07	0.0003551448155004	n/a	n/a	1.2612783997681317e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
993.9188127224596	-16.123116608692385	987874.6062836236	259.95488917749225	1364.8284106602484	-100.22570237581316	1862756.59054538	10045.191416725082	1038.912362885811	-1.011326663594673	1.0227816204975329	1079338.897756979	1110.5142917191768	738.205829383587	1.566416	30.435034	0.2051818859918514	0.1129547632176779	-0.0073018366	0.0760265153	-0.0276366379	0.2250907844	-0.3527702606	0.0667765451	-0.0409642817	-0.0415991513	0.0233770457	-0.0977038527	-0.0241901934	0.0946574258	-0.1296230275	0.0206225209	-0.1421468246	0.0719298533	-0.0569325278	0.0499877383	-0.0409368923	0.0495898421	-0.0021802674	0.0554298691	-0.0022775399	0.1005724648	0.0084950406	-0.1224225285	0.0054771316	-0.1749401004	0.2571806897	-0.0966770763	-0.0878787629	0.2022884133	-0.2818344013	0.0856771017	-0.1937769574	0.1096903213	0.0241518298	-0.0355957343	0.1237918835	-0.0516104313	0.0298926769	-0.0500897408	0.1475264289	-0.1168975889	0.1601823561	-0.0662235262	0.1198172776	-0.0077595226	0.1667352467	-0.0729418502	0.0013804446	-0.0384733644	0.1443316746	-0.0851037348	-0.1167002631	-0.0096517239	0.0272635696	-0.0104562676	0.1883444801	-0.0705003996	0.1296294506	0.1295955703	0.1295391098	0.1294600787	0.0	0.0113369215856238	-0.0026052671808401	0.0001285257910385	6.787417083562529e-06	0.0213865003556463	0.091985536984822	0.008461339014386	0.000457382397462	0.1239657976411479	-0.0309108061107536	0.0009554779344166	0.015367518984806	-5.200000028603998e-05	0.0006230759289955	2.704000029748158e-09	3.882236132936802e-07	-0.0001880000032221	-0.0006153798818126	3.786923989396896e-07	3.534400121150961e-08	-4.888000152805839e-09	-0.0003551497035005	1.2613131189653058e-07	2.389254549382991e-17	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
990.7735494452704	-3.1452632771892013	981632.2262803796	9.892681082834956	1342.7077148175547	-22.12069584269375	1802864.00743058	489.3251845649685	1038.0464621960275	-0.8659006897835297	0.7497840045675926	1077540.457677689	1107.0549203959304	741.0001360202658	0.719217	13.974185	0.120202396208081	0.0686256998694315	-0.0398692593	0.0278482981	-0.0637746517	0.0593003931	-0.1431980371	0.0777699708	-0.0724529284	-0.0108258292	0.0727667187	-0.0696367811	0.0406406823	-0.0525764742	-0.1203339206	-0.0155955866	-0.1866713696	-0.0432229603	0.0129103985	0.0764869866	-0.0467512334	0.0125236952	0.0643048123	0.0083384567	0.1108728061	0.1227922887	-0.0230719483	-0.0757226561	0.006460817	-0.0535919383	0.1998485766	0.0312599895	-0.0649619924	0.1286633806	-0.0450677648	-0.003681981	-0.055732706	0.1237624534	0.0403876942	0.0201052805	0.0741661588	-0.1357644532	0.126422235	-0.069662338	0.1718366072	-0.0009591706	0.0892247158	-0.0690165706	0.0743105836	0.0047115112	0.1829233988	-0.017062249	0.0261662673	-0.0055490468	0.0363403149	-0.0650170028	-0.0814374417	-0.0250292512	0.0123173802	-0.0277882424	0.0827374388	-0.2485340548	0.1295391098	0.1292343642	0.128726986	0.1280177706	0.0	0.0097420009591928	-0.0015949206264309	9.490658268891344e-05	2.5437718046150496e-06	-0.028326551040152	-0.0497130513957983	0.0024713874790812	0.0008023934938303	0.1370084097431174	0.0130426121019694	0.0001701097304424	0.0187713043403379	0.000943999659045	0.000995999659331	8.911353562770763e-07	9.920153213875478e-07	-6.699993283487693e-05	0.0001210000703872	1.4641017033712941e-08	4.488990999878021e-09	3.162395922906569e-08	3.6511959381871536e-08	1.3331231779034364e-15	1.000074797321609e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
989.7862100420064	-0.987339403264059	979676.7415893188	0.974839097237828	1339.3340836553614	-3.373631162193305	1793815.7876409465	11.381387218521754	1038.807344420527	0.7608822244994826	0.5789417595592811	1079120.6988220273	1106.0996617543565	731.3695493237726	0.630904	12.258292	0.0813175133810672	0.047828790024765	0.0002993177	0.0499711023	-0.0508088661	0.0423563374	-0.0521184748	0.0558725327	-0.1237720681	-0.0857044652	0.0440439712	-0.0427728782	0.0368022457	0.073827537	-0.1065385796	0.015755114	-0.1129342863	0.0262082309	0.0538382392	0.2002196157	-0.0938990836	-0.0339162713	0.0264798126	-0.0314815828	-0.0478368334	0.1304978595	0.0479430355	-0.0910541358	0.0357003429	0.0077651567	0.1289632911	-0.047995508	0.0368919956	0.1202128037	-0.0085845577	0.0014443473	0.0950811305	0.1229872137	0.0069739475	0.0014326007	0.1372127745	-0.0525799732	0.0616590258	-0.0569728936	0.1077759865	-0.0382296785	0.0667233572	-0.1060084049	0.0309176407	0.0371443806	0.1873904723	-0.0022571457	-0.0939538234	0.0489913899	0.0653681267	-0.065702968	-0.1054958189	0.0110336306	-0.0857678429	0.0133410164	0.0255929389	-0.0194221833	0.129358491	0.1285129588	0.12710783	0.125149223	0.0	0.0038721871101614	-0.0058698138490314	1.4993833016100096e-05	3.4454714622280824e-05	-0.0689789875730184	-0.0406524365328664	0.0016526205960587	0.0047581007265986	0.148943785618755	0.0119353758756375	0.0001424531972927	0.0221842512744456	0.0009200003419602	-2.3999317084800065e-05	8.46400629206885e-07	5.759672205367763e-10	-0.0004999999820818	-0.0004330000492469	1.874890426478378e-07	2.499999820818004e-07	2.3000009814300005e-07	1.9837613891393442e-07	3.9353092490400585e-14	5.290004514578965e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
988.5067412822284	-1.2794687597779557	977145.5775604104	1.6370403072477402	1334.7650874714996	-4.568996183861827	1781597.8387327995	20.875726128143945	1037.6181521133635	-1.1891923071634665	1.4141783434167683	1076651.4295951512	1104.1402695368986	737.729524954434	0.50293	9.771793	0.1371746485154263	0.0946105044052369	-0.0119865405	0.034711565	-0.0744039685	0.0007833204	-0.0294305127	0.0225173295	-0.1038958513	-0.0388758052	0.0270067064	-0.0107391672	0.0367029909	0.0800372859	-0.1500380139	-0.0447132927	-0.1186356573	-0.0200860277	-0.0121798942	0.0743555238	-0.0075718479	0.0968471568	-0.0570079011	0.0003116665	-0.0375885209	0.0445841828	0.0106123615	-0.0448041488	0.0052704754	0.0004459056	0.1225138388	-0.0630676871	0.0214764182	0.0536849917	0.0901154955	0.0350720255	0.0251066998	0.1153812026	0.0149824984	-0.0032792658	0.0745715618	-0.0654204787	0.0969887647	-0.065307295	0.1268385275	-0.0667834156	0.1627528585	-0.0391827694	0.0438181784	0.0054240938	0.1381437683	-0.0600154519	-0.0244346187	-0.0366250068	0.0217340406	-0.0816217096	-0.0328111305	0.0633062373	0.0541408757	-0.0200959855	0.0457628757	-0.0477860519	0.1290877201	0.1274333647	0.1246917927	0.1208863942	0.0	0.0001927116301061	-0.0036794754800553	3.7137772378150314e-08	1.353853980832818e-05	0.0216857303448847	0.0906647179179031	0.0082200910751329	0.000470270900591	0.1604181843403722	0.0114743987216172	0.0001316618260226	0.0257339938670616	0.0003750000491922	-0.000545000292768	1.4062503689415244e-07	2.970253191172057e-07	-0.0005819999421405	-8.199996005869999e-05	6.723993449628394e-09	3.3872393265154534e-07	1.0912500782902093e-07	-1.208750903139791e-07	1.4610787458412607e-14	1.190826733368388e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
987.4504017650246	-1.05633951720381	975058.2959459084	1.1158531756063783	1335.0428878063808	0.277800334881249	1782339.5122824006	0.077173026060134	1037.6583960304797	0.0402439171161859	0.0016195728648544	1076734.9468525478	1104.527031016738	732.2462052707015	0.592064	11.503641	0.1801853193832837	0.1063241152700018	0.0138782238	0.0241750637	-0.1143703554	-0.0001647303	-0.0216087034	0.0568843233	-0.0662033665	-0.0489215673	0.0327742408	0.0427911041	-0.0128164681	-0.0607937509	-0.0934858396	-0.0487487288	0.0583836516	-0.100994844	0.0708411985	-0.0376198248	0.0521054098	-0.0534337311	-0.1542850306	-0.0518711714	-0.124304367	0.0755581911	0.0169267891	-0.0479621685	-0.0382043009	-0.0073685736	0.0621949199	0.0430672056	0.0381651718	-0.0574690007	0.1088451916	-0.0840724235	-0.0315300255	0.0073279579	-0.0125775349	-0.0016429309	0.0293126344	-0.0307581336	0.0685647177	-0.0186621079	0.1364161661	0.0055497217	0.0529391742	-0.0345216815	-0.0404524204	0.1019196635	0.087207712	-0.0150192649	-0.1013420155	0.0656284634	-0.0155903331	-0.0032813426	-8.72e-08	0.0510682979	-0.0995627046	0.0505972548	-0.0087239796	0.1076008872	0.128726986	0.1259985909	0.1214940211	0.1152767764	0.0	0.0270632269195516	0.0268705152894455	0.0007324182512991	0.0007220245919203	-0.0694692905172473	-0.091155020862132	0.0083092378283757	0.0048259823249697	0.1701408483270938	0.0097226639867216	9.453019499869344e-05	0.0289479082694631	-1.8525001046207424e-06	-0.0003768525492968	3.4317566376198616e-12	1.4201784391151273e-07	-0.0005000007962983	8.19991458422e-05	6.723859918850385e-09	2.500007962989341e-07	0.0005899998147685	0.0005898906897606	3.479710258663201e-07	3.480997814268643e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
987.9657826748528	0.5153809098281954	976076.3877363343	0.2656174822153385	1335.1510413173953	0.1081535110145068	1782628.303130925	0.011697181944765	1036.59741150762	-1.0609845228595989	1.1256881577476103	1074534.1935442984	1104.4821572585706	732.9914475539636	0.765533	14.874099	0.199550067501173	0.1103120928659047	0.0010863067	-0.020927466	-0.1337072032	0.0134545708	-0.0429839093	0.0905860833	0.0534300043	-0.0095739196	0.0171759529	0.1107053186	-0.1119749035	-0.0336925664	0.006247332	-0.0691321591	0.0849441856	0.1308141464	0.0100339276	-0.2860125663	-0.1150561483	0.0944795783	-0.2042594834	-0.0235602097	-0.0768579489	0.1138141038	-0.0139193602	-0.0334569397	-0.1175513734	-0.0803481352	-0.0113767309	0.0645491885	-0.0261482309	-0.1018000199	-0.0771579909	-0.0832414326	0.0726678166	-0.1515212259	-0.0221907313	-0.0072319681	-0.1619507766	0.0426644626	-0.106404394	0.0499380947	0.1914763984	0.1222802222	0.0614939366	0.0604835703	-0.0529021649	0.1099321471	-0.0975373984	0.0030624051	-0.0246666001	-0.0449767773	-0.1717396265	-0.0168572609	-0.1293579113	0.0704286628	0.1470408978	0.1655361958	0.067182223	0.2081964334	0.1282765399	0.1242126365	0.117534563	0.1083828658	0.0	0.104563610441005	0.0775003835214534	0.0109335486284582	0.0060063094459723	-0.0499709437967226	0.0194983467205247	0.0003801855248337	0.0024970952239352	0.1611538434831629	-0.0089870048439309	8.076625606483778e-05	0.0259705612693957	-0.0011551733392822	-0.0011533208391775	1.3344254437883888e-06	1.3301489580812757e-06	-0.0005017551762611	-1.7543799628000172e-06	3.0778490538741894e-12	2.517582569048076e-07	0.0013062112439334	0.0007162114291649	5.129588112664286e-07	1.7061878137780402e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
987.8704790967516	-0.0953035781011522	975888.0834708456	0.0090827719988824	1331.039137287713	-4.111904029682364	1771665.184991619	16.907754749318066	1035.8224887901629	-0.7749227174572297	0.6005052180312975	1072928.2282834472	1101.1240023863857	733.3348857485015	0.697606	13.554305	0.2544102767674379	0.1241514377333915	0.0211083442	0.0132605946	-0.1256923848	-0.0104329669	0.0534976651	0.0261737471	0.1036796714	0.0483408602	-0.1016779168	-0.0181758359	-0.1173317097	-0.1841895642	0.0628657582	0.0782827843	-0.0843019447	-0.0114099838	0.1382027942	-0.1575039361	-0.0096636942	-0.0240866119	0.0109616904	0.1063462597	-0.1662822298	0.0862621097	0.007958767	0.0949072202	-0.0096005875	-0.1211367923	-0.0601631335	0.1604607949	0.0245679482	0.0429456298	0.0288879152	-0.1239882465	0.0659793008	-0.1296907969	-0.0448956825	0.0128434391	-0.0620700545	-0.0032919356	-0.0551595166	0.0736970792	0.058403739	0.1579934162	-0.0904763455	0.0457811732	-0.1419300698	0.1340322847	0.0595172067	0.0551034695	-0.0815681666	-0.0333501256	-0.1324776988	0.1656465654	0.0090123158	0.0326002727	0.0521937668	0.0589135989	-0.0486512671	0.0925929785	0.1277366958	0.1220804792	0.1128382417	0.1002814672	0.0	0.0634365103740179	-0.041127100066987	0.0040241908484328	0.0016914383599199	-0.1265884469724909	-0.0766175031757682	0.0058702417928888	0.0160246349069071	0.1919814502284254	0.0308276067452624	0.0009503413376405	0.0368568772318093	-0.0015899093306037	-0.0004347359913215	2.527811679540705e-06	1.8899538215028732e-07	0.0008437305223791	0.0013454856986402	1.8103317652453069e-06	7.118811943941091e-07	0.0009696715983067	-0.0003365396456266	1.1325893307854481e-07	9.402630085626702e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
993.2792259386144	5.408746841862808	986603.6206812132	29.254542399360897	1332.3952646542004	1.3561273664874989	1775277.141272937	1.839081434136319	1039.4195149166485	3.5970261264856163	12.938596954620117	1080392.9279895609	1104.9569334342325	751.3107399377329	1.057053	20.538261	0.6367410522658197	0.3356451935063503	-0.0319356352	0.0929809632	-0.0695886755	-0.083688811	-0.0445262382	-0.0987510973	0.0240728887	-0.0675626997	0.0990762876	-0.1749724044	0.0013395776	-0.090333859	-0.0306899103	0.0738039281	-0.1481383348	-0.0715463516	0.1256874804	0.0295844622	-0.0267818902	0.1164084612	0.2924923726	-0.1718225852	0.1174074028	-0.1348012837	-0.0235261881	-0.0969548401	0.1672530585	-0.0471146352	-0.0048364728	0.1057373394	0.0363760946	0.0865820406	0.1291888815	-0.1206427205	0.1716876877	0.0104945003	0.0757912879	0.0159863001	0.216792359	-0.1082850244	0.0775686584	-0.0153508447	-0.0784614108	0.1914543068	-0.3029766064	-0.0649296338	-0.2239967867	0.0149643729	-0.0154152259	0.0418285943	0.1487796395	-0.0856878214	-0.0001131665	0.112430923	0.0465699936	-0.035371522	-0.0270955812	-0.2407915674	-0.1209642021	-0.0438606127	0.12710783	0.1196080616	0.1074345	0.0910628379	0.0	-0.0646122038437511	-0.128048714217769	0.0041747368855464	0.0163964732128238	-0.1726846603627621	-0.0460962133902712	0.0021248608889214	0.0298199919246024	0.0018568846319908	-0.1901245655964346	0.0361473504432329	3.448020536523609e-06	0.0020380414596449	0.0036279507902485	4.153612991231514e-06	1.3162026936465438e-05	0.0002792068217902	-0.0005645237005889	3.18687008526586e-07	7.795644933418453e-08	-0.0002872850920827	-0.0012569566903894	1.579940121514674e-06	8.253272413296541e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
992.6424734907442	-0.636752447870208	985339.0801778228	0.4054536798687019	1334.2303208772717	1.8350562230712055	1780170.5491482674	3.3674313418323587	1038.2499258121975	-1.1695891044510065	1.3679386732505068	1077962.9084490335	1104.269620867601	766.0154608759386	0.932543	18.119061	0.1752080989302454	0.0822386156847755	-0.1022432048	0.0613324844	0.0510639702	-0.0491124984	0.028009158	-0.1576669422	-0.0958037735	-0.040363014	0.0523383852	-0.1723940134	0.0702301749	-0.0575544549	0.1388141616	0.0018472489	-0.0818875905	-0.0102485971	0.14761928	0.125814749	0.0370395995	0.0727381484	-0.0695108552	0.0604165318	0.1784885469	-0.081897374	0.0044760839	-0.0369129473	0.1900601592	0.1033058172	-0.0151845953	0.0693524785	-0.0710621966	0.0851084198	0.0213131354	-0.1180105527	0.132954808	0.0852207071	0.0803134332	0.0729645089	0.1426887821	-0.0475510359	0.0710247004	-0.0191863401	-0.0203187119	0.154810165	-0.2451515998	-0.02080361	0.0426966587	-0.0442461296	-0.0206015909	0.0027074932	0.0697273143	0.0778758336	-0.1490906817	0.1963776621	-0.0247832496	0.0340020934	-0.1872524751	-0.0460275605	-0.0967322193	0.1127636319	0.1263903806	0.116802275	0.1013572156	0.0808296822	0.0	-0.0159961920451507	0.0486160117986004	0.0002558781599453	0.0023635166032016	-0.1215433533316883	0.0511413070310737	0.0026154332848465	0.0147727867391116	0.0277423115183097	0.0258854268863189	0.0006700553250869	0.0007696358483789	0.0015079928177163	-0.0005300486419285	2.274042338283946e-06	2.809515628103531e-07	-1.1345286341946093e-05	-0.0002905521081321	8.442052754003434e-08	1.2871552218074854e-10	-0.000457991406307	-0.0001707063142243	2.9140645716045455e-08	2.097561282510636e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
