global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
1670.277628080929	n/a	2789827.354867654	n/a	2027.7567796652029	n/a	n/a	4111797.557478194	1741.8484707767016	n/a	n/a	3034036.095147134	1800.1042093233928	1252.803689432816	n/a	n/a	n/a	n/a	-0.0958649854	-0.1604890346	0.044490423	-0.1242187959	-0.094403333	0.0569897265	-0.0184681682	0.2016569588	-0.1494144138	0.0967057488	-0.0063363204	-0.0606138885	-0.046042581	0.0778583997	0.1166102324	-0.0121138745	0.1293291386	-0.0040356075	0.0194006623	-0.0332736881	0.1278747082	-0.0290329979	0.0987592047	-0.0954187166	0.0848913173	-0.043277528	-0.0523831057	0.0006142715	-0.1700062876	0.0055389703	-0.0127734315	0.0418283554	-0.1548468621	0.0149002926	-0.0333941	0.0197920565	-0.0190243401	0.1586456512	-0.1040209259	-0.0594301742	0.1249502902	-0.0712995681	0.0479823987	-0.1449079942	0.2379823311	-0.0113949885	0.1391566287	-0.0213894775	0.138467328	-0.0197676702	0.0233813139	-0.0959475861	0.0166243395	-0.0255149788	0.046610316	-0.0954301791	0.0418963952	0.0253790864	-0.0175141974	0.0798690351	-0.1732608171	0.0032402139	-0.2043450721	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0438689274398882	n/a	n/a	0.0019244827947261	-0.0298868690014302	n/a	0.0008932249387086	n/a	0.0430939599202844	n/a	n/a	0.001857089381611	0.0029589906349922	n/a	n/a	8.755625577971544e-06	-0.0046099071192939	n/a	2.1251243648516585e-05	n/a	0.0004208235122765	n/a	1.7709242848472953e-07	n/a	0.0	0.0	0.0	0.0
1671.4548009132643	1.1771728323353727	2793761.151496	1.3857358771884836	2028.734659713128	0.9778800479250548	0.9562493881299076	4115764.319521341	1745.0935280995827	3.2450573228811663	10.530397028784682	3045351.421815049	1802.4751704611888	1251.306649041128	0.8072829999999999	11.253844	0.0539929837957494	0.0271661471370772	-0.0561564849	-0.1116352026	0.0664794037	-0.1205808137	-0.0263712084	0.072760559	0.0076119386	0.1510438132	-0.0109099582	0.1730163593	-0.0369251161	0.0526764791	-0.0188126243	-0.033889158	0.0874005559	-0.1089204367	0.0325071348	-0.1376488251	0.1175119777	0.0191222354	0.0458559582	0.1167537634	0.0211435834	-0.0481613283	0.0592957308	0.0495679467	-0.0096922003	-0.0290402915	-0.1473839451	0.0423082655	0.043335852	-0.006933447	-0.1076309325	-0.0522321706	-0.044611825	-0.1528986631	-0.0728395593	-0.0402778224	-0.050582864	-0.0527057606	0.1227160782	-0.0775509066	0.048643795	-0.1424534823	0.1727436467	-0.0326265467	0.0736594068	-0.035125466	0.0213018115	-0.0870937661	-0.0665336668	-0.0359632637	-0.0777705019	0.0087565156	0.0423100408	-0.005697555	0.0218983015	0.1134483939	-0.0108276838	0.0475641889	-0.1575271586	0.0293370897	-0.138752421	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0601908418893231	0.0163219144494349	0.0002664048912946	0.0036229374473454	-0.0296633456395767	0.0002235233618534	0.0008799140745329	4.996269329428995e-08	0.0393208805107434	-0.0037730794095409	1.4236128230702238e-05	0.0015461316441401	0.0032176941441416	0.0002587035091493	6.69275056462135e-08	1.0353555605243144e-05	-0.0043030188439376	0.0003068882753563	1.851597117128208e-05	9.418041355116434e-08	0.0003129259652838	-0.0001078975469926	9.792265974879801e-08	1.1641880647041898e-08	0.0	0.0	0.0	0.0
1669.4435058652427	-2.011295048021566	2787041.619275633	4.045307770196073	2027.6503752780093	-1.0842844351186611	1.1756727362405943	4111366.044365052	1744.2988143293826	-0.7947137702001328	0.6315699765457095	3042578.35367089	1803.451600528676	1259.5212354149137	0.857353	11.951833	0.0490303864903611	0.0433553126218426	-0.0561016992	-0.1265083126	0.0133731193	0.0012993407	-0.0654527349	-0.0115154959	0.0513391213	0.0766161185	0.1690246502	0.0653579939	-0.0075649142	0.0480273788	-0.0134542547	-0.1250362567	0.062664544	-0.0988615161	0.132927014	0.036863125	-0.0432886147	0.0038540948	0.1006241664	0.1646060158	-0.1014459556	0.0079338045	-0.0440800958	0.0668482158	-0.0379258105	-0.1453603157	-0.012824261	0.0249734628	-0.0407951658	-0.1168395462	-0.1738659625	0.1168334178	-0.0853340213	-0.1260563824	-0.1324154809	-0.0213083334	0.0699041226	-0.0471429504	0.1299618067	-0.0847114082	0.0551111554	-0.1324145016	0.1951706071	-0.0457404482	0.0258561073	-0.0291377307	-0.0408982543	0.013584564	-0.0172946292	-0.0609263668	-0.0905430158	-0.0336870195	0.0474021196	-0.0349451244	0.0199501545	0.1139188384	-0.0515871105	-0.0043254856	-0.0380978676	-0.0536895421	0.0353010904	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0601143122039218	-7.652968540130395e-05	5.856792747622555e-09	0.0036137305317505	-0.0298735682201396	-0.0002102225805628	0.0008924300782033	4.41935333785247e-08	0.0816444291428553	0.0423235486321119	0.0017912827688147	0.0066658128100627	0.0031630367523088	-5.465739183279977e-05	2.987430481964207e-09	1.00048014964562e-05	-0.0043031442507057	-1.2540676810023077e-07	1.8517050442381523e-05	1.5726857485345057e-14	0.000239307052039	-7.361891324480003e-05	5.726786515559666e-08	5.4197443873453934e-09	0.0	0.0	0.0	0.0
1668.3139416620822	-1.1295642031604984	2783271.407944073	1.275915289061612	2026.064393324659	-1.585981953350256	2.515338756352693	4104936.9258980183	1740.887970472362	-3.410843857020609	11.633855816975224	3030690.92573538	1800.0474990979494	1250.9918658066565	0.804481	11.21478	0.0897338669152484	0.0530607084231153	-0.024579185	-0.0950192636	0.0062520654	-0.0191723099	-0.0271456317	-0.0564226778	-0.0328544341	-0.0295471572	0.0907070519	0.0475454757	-0.0990911677	-0.0773203661	-0.0599832565	-0.0016823221	-0.1071164666	-0.1510166402	-0.0520348294	-0.1300549922	-0.1141618466	0.028607253	0.1857832665	0.2112181189	0.0024070661	-0.1030410538	0.1644746491	-0.0588753905	-0.0872301039	-0.0649822408	0.0448010876	0.1426741489	-0.0770086974	0.0053242442	-0.0151870617	-0.0825838619	-0.1790379398	-0.1576310546	-0.1987249834	0.1108226113	-0.0394681752	-0.0418341391	0.1149629615	-0.0906727495	0.0344733562	-0.1161111754	0.1384126554	-0.0009811761	0.0032929268	-0.0267897236	-0.1046595922	-0.0010960573	-0.0276745099	0.0280259841	-0.047463789	0.0631657087	-0.0259563893	-0.0207580928	-0.0366447554	0.043297833	-0.0122338581	-0.0190967744	0.0686818457	-0.0659057868	0.0831818462	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0578449633332098	-0.002269348870712	5.149944297001829e-06	0.0033460397830203	-0.0302638687104348	-0.0003903004902951	0.0009159017493224	1.5233447272467346e-07	0.0328921854812591	-0.0487522436615962	0.0023767812620396	0.0010818958657335	0.0025182910937697	-0.000644745658539	4.156969642050177e-07	6.341790032959793e-06	-0.0043030633687519	8.088195380031443e-08	1.8516354355494448e-05	6.5418904505561984e-15	0.000360919989399	0.0001216129373599	1.3026323874777426e-07	1.4789706533327278e-08	0.0	0.0	0.0	0.0
1671.1541068258134	2.840165163731172	2792756.048760782	8.066538157272113	2022.2352136159907	-3.829179708668335	14.662617241277312	4089435.259188512	1743.978374658872	3.090404186510113	9.550598035999236	3041460.5712778014	1802.0060947706468	1260.454452556863	0.8404239999999998	11.715841	0.0664603107617717	0.0392724724130901	-0.0256426643	-0.0732164613	-0.0413741512	0.0499937332	0.0183844524	-0.0580077385	-0.0335068607	-0.0450912047	0.0329762702	0.1053612227	-0.1432740502	0.0075574597	-0.032645318	-0.0230357969	0.0577392525	-0.0601410928	-0.2624061563	0.0967761424	-0.0872628525	-0.0002325961	0.1230946832	0.0829062424	-0.1517627523	0.1408551014	-0.0825452135	0.0068437419	-0.0461185492	0.0031040531	0.0287742977	-0.0239731201	-0.1380881188	-0.1701003073	0.159463698	0.0253902896	0.0535850358	-0.1976675054	-0.008770841	-0.0063406933	0.1223393311	-0.0424039672	0.0999444104	-0.0833705168	0.0391288201	-0.0964884457	0.1118456626	0.0243554175	0.0053410382	-0.0171100603	-0.0571173683	0.0468370093	0.0171480135	0.1152517236	0.0179654095	0.1167285187	-0.033592956	-0.0590371534	-0.0349126261	-0.0631060064	-0.0774172631	-0.0593766456	0.1135918568	0.0233036471	0.1267799788	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.053392673688279	-0.0044522896449308	1.982288308235804e-05	0.002850777603583	-0.0336779593890668	-0.0034140906786319	0.0011342049486116	1.1656015161921906e-05	0.0202116808846852	-0.0126805045965739	0.0001607951968237	0.0004085120441843	0.0017799047634361	-0.0007383863303336	5.452143728235203e-07	3.1680609669025194e-06	-0.0043038566644675	-7.932957156002451e-07	1.852318218828132e-05	6.29318092389705e-13	0.0001818310986155	-0.0001790888907834	3.306254842371968e-08	3.2072830802064396e-08	0.0	0.0	0.0	0.0
1675.0171245294791	3.863017703665719	2805682.367467005	14.922905778834762	2022.660092921616	0.4248793056253817	0.1805224243487065	4091153.85149768	1746.336805369756	2.3584307108837947	5.562195418039842	3049692.2377890446	1803.4844689186705	1283.2836877975906	0.831735	11.594714	0.0401967613599633	0.0288067916179577	-0.0414298432	-0.0241698721	-0.0480844515	0.0708007674	0.0688742643	-0.0127397259	0.0595525344	-0.1259762816	0.0178000603	0.1600393582	-0.0502834052	0.068571189	-0.0022473204	0.0668161666	0.0015256754	-0.0574458785	-0.2623531777	-0.0338933271	-0.0382230077	0.0415569564	0.0743699189	-0.1213445017	-0.1304530414	-0.0757464947	-0.1319354516	0.0562790057	0.0003303807	0.0584664127	0.0174231648	0.0100660729	-0.1584837303	-0.0706301831	0.1762844129	-0.1031747627	0.0670979374	-0.1964760165	0.0342875275	0.0628907385	-0.0112389651	-0.049953912	0.0900275215	-0.0556121754	0.0528893859	-0.0887604734	0.0479574216	0.0271687008	-0.0224446434	-0.0476190652	-0.0527903018	-0.010409653	0.0173979516	0.1708158641	0.02709532	0.0761717922	-0.0317328436	0.0668187274	-0.0365429475	-0.0725028426	0.0060238537	-0.0622351458	0.0342730767	-0.0493641325	0.0712244795	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0597490029129943	0.0063563292247153	4.040292121296984e-05	0.003569943349097	-0.0305770377307936	0.0031009216582731	0.0009349552363903	9.615715130747809e-06	0.0175619092076004	-0.0026497716770848	7.021289940680794e-06	0.0003084206550159	0.0023039830194664	0.0005240782560303	2.746580184437609e-07	5.30833775398951e-06	-0.0043032682906154	5.883738521004697e-07	1.8518117981015983e-05	3.461837898355455e-13	0.0002189592447309	3.712814611540001e-05	4.794315085312616e-08	1.378499233966493e-09	0.0	0.0	0.0	0.0
1675.6038926743663	0.5867681448871735	2807648.405145489	0.3442968558543351	2028.915287965984	6.255195044367838	39.12746504308396	4116497.245742091	1747.29696421166	0.9601588419041036	0.9219050016866296	3053046.681143283	1805.986268347683	1280.864362886494	1.059287	14.766874	0.032182890458917	0.0207456340770343	-0.0684141362	-0.0790496722	0.0730884433	-0.0189562039	-0.0522164907	0.1072146146	0.0766721878	0.0756133857	0.0366164565	0.1042507388	0.0934057477	0.1264325414	0.0309885683	-0.0458703199	0.1171697981	-0.0870266373	0.0651536136	0.0099429796	-0.089746102	-0.0060175007	0.0114907285	0.1508918264	0.0055382798	0.1806283982	-0.0791619031	0.1340719679	0.0386426867	-0.0862256559	-0.087579073	0.0453367698	0.0012804741	-0.1100727048	-0.0618426862	0.0032516171	-0.0755150617	0.0777670484	-0.0695653039	-0.1107638765	0.2088816273	-0.0495418831	0.0656398226	-0.0317061077	0.0413582674	-0.0671314861	0.002843233	-0.0202670819	-0.0255721262	-0.0706091063	-0.0050835022	-0.025046653	-0.0804835246	0.0147005062	-0.0416867369	-0.102149904	0.012173242	0.0845722123	0.064548879	-0.0309891597	-0.0104355975	-0.0347388556	0.0025204526	0.0362129573	0.0690977016	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0560827266355801	-0.0036662762774141	1.3441581742330115e-05	0.0031452722268812	-0.0309908415193973	-0.0004138037886037	0.0009604322580803	1.7123357546277606e-07	0.0185028509081917	0.0009409417005913	8.853712839116494e-07	0.0003423554917307	0.0019561446687615	-0.0003478383507049	1.2099151822110506e-07	3.826501965124039e-06	-0.0043414548200493	-3.818652943390032e-05	1.88482299545293e-05	1.458211030206135e-09	6.17467510235437e-05	-0.0001572124937073	3.812661261963495e-09	2.4715768177685546e-08	0.0	0.0	0.0	0.0
1670.494117206201	-5.109775468165253	2790550.595620525	26.10980533506343	2018.6041743107608	-10.311113655223153	106.31906481092936	4074762.812544828	1742.48516469459	-4.811799517070085	23.153414592475904	3036254.549180732	1800.91364968911	1275.0877317614718	1.022024	14.24741	0.0590957269085332	0.0351025010853264	-0.0407376059	-0.0430860872	-0.1101530953	0.0561767496	-0.0263891715	-0.04798406	0.1307989637	-0.0397173666	-0.0378754525	0.1765396283	0.0685870285	-0.0049762802	0.0194306584	-0.0007268719	0.0743944209	-0.0241572415	0.0317395133	-0.0793275242	-0.0282296342	-0.0277410672	0.1281693798	-0.0894845609	-0.026820068	0.1647414968	-0.0658305701	0.0032795055	0.0074155996	-0.047961328	-0.0272217001	-0.05522414	-0.130593386	0.0033277563	-0.0667247815	-0.1033111769	0.0263068768	0.0150672894	-0.0201199121	0.0607275541	0.1762625513	-0.0490943011	0.0563534106	-0.0293691123	0.0116238316	-0.0495763903	-0.0438140374	0.028013129	-0.1040974815	-0.0936887291	-0.1339588991	0.0217450257	0.0215728558	0.146740299	0.0360709096	-0.079424425	0.0251735184	0.0542884104	0.0271278342	-0.0769653966	-0.0332639101	-0.0260075317	0.1266868598	0.0419418444	0.0647979002	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0486574414144342	-0.0074252852211459	5.513486061536777e-05	0.002367546604999	-0.0625978235289608	-0.0316069820095635	0.0039184875105629	0.0009990013117528	0.0159028250458845	-0.0026000258623072	6.7601344846663e-06	0.00025289984444	0.0021120936591378	0.0001559489903763	2.432008759938731e-08	4.460939624970101e-06	-0.0041699782098851	0.0001714766101641	1.7388718270916543e-05	2.9404227833404957e-08	3.990367525371101e-05	-2.1843075769832697e-05	1.592303298753628e-09	4.771199590866521e-10	0.0	0.0	0.0	0.0
1671.65399664028	1.1598794340789027	2794427.084483421	1.3453203015991957	2019.2730896348896	0.668915324128875	0.4474477108544379	4077463.810523633	1741.4770619849637	-1.0081027096262003	1.0162710731556877	3032742.357419781	1798.5344405094704	1275.9725879826535	1.014741	14.145893	0.0687366742258737	0.0337290062147099	-0.0140615096	-0.0074785381	-0.0866407576	-0.0670630973	0.0021184807	-0.0447971403	0.1061247563	-0.1131644361	-0.0880862728	0.0413540225	-0.0222309691	-0.0754397157	-0.0555763504	0.1626230151	0.1259548709	0.0667237073	-0.0929674604	-0.11597194	0.0366668891	0.0806336587	-0.0074191612	0.0506671389	-0.0281365289	0.0370874925	0.0349697091	-0.0773592443	-0.0408992473	0.1020410629	-0.1432687701	-0.0269292614	-0.1202584506	0.0481843322	0.0795120886	-0.093336252	-0.0039039933	-0.0093850106	-0.0712980585	-0.0441172947	0.0107954244	-0.0429530836	0.0372892599	-0.0183175302	-0.0126967879	-0.0242816089	-0.1332439402	0.073927868	-0.1025360744	-0.0954058092	0.0644656585	-0.0891446797	0.0261635754	0.1198873614	0.0471740226	-0.0350857913	-0.0110649168	0.0869766082	-0.0365261889	-0.1187263995	0.092886726	0.0592579266	-0.0221771488	-0.0115156067	-0.1445472239	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.03938496390397	-0.0092724775104642	8.597883918206437e-05	0.001551175381717	-0.062870332913036	-0.0002725093840751	0.0039526787605959	7.426136440904075e-08	-0.0098414294080697	-0.0257442544539542	0.0006627666373899	9.685373279401913e-05	0.0018390242853323	-0.0002730693738055	7.456688291052797e-08	3.3820103220419768e-06	-0.0038050038542145	0.0003649743556706	1.4478054330587198e-05	1.3320628029716985e-07	8.998747182207786e-06	-3.090492807150322e-05	8.097745084929256e-11	9.551145791047879e-10	0.0	0.0	0.0	0.0
1672.6646390364149	1.0106423961349265	2797806.99468282	1.0213980528653457	2026.691479809712	7.418390174822434	55.03251278590203	4107478.3543332806	1740.846693232288	-0.6303687526756221	0.3973647643498196	3030547.2093377924	1798.8059465971733	1273.7004643561136	1.018531	14.198717	0.0904839383507422	0.0496422980072785	0.0168618997	-0.0114745922	0.0911433255	-0.0307955302	-0.0186488668	0.0636642903	-0.0339412986	0.0938417643	-0.0721014188	-0.0304003913	0.0315316646	-0.0501742696	0.0024612214	-0.0255401405	0.0810403077	0.0852748716	0.1006618985	-0.0699427099	0.1523841366	-0.0317157252	-0.150525436	0.0662068606	0.0035442404	0.0130575945	0.114942332	-0.0393385184	0.0117074311	-0.0286647012	-0.138702016	-0.0567159522	0.1353451116	0.0500749865	-0.0471472463	0.0496063596	-0.0474033794	0.0248408144	0.0096837449	-0.1004761477	-0.0684347254	-0.0284598077	0.0074230395	-0.0138706753	-0.0096466008	0.0341358833	-0.2593722966	-0.0324591069	-0.1250840323	-0.0826996962	0.1120675835	-0.0157125599	-0.1337542287	0.0574331036	-0.0127767414	0.0748800549	-0.1089690549	-0.0566236789	-0.072761854	0.0118112734	0.1192944499	0.0722003192	-0.0204026132	0.0684992801	0.0304094946	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0362317417496313	-0.0031532221543386	9.942809954612385e-06	0.0013127391102119	-0.0208167386918489	0.042053594221187	0.0004333366097647	0.0017685047869202	-0.0318931209884425	-0.0220516915803727	0.0004862771015558	0.0010171711663834	0.0017443327914934	-9.469149383889994e-05	8.966479005442426e-09	3.0426968874791576e-06	-0.0035420971019595	0.0002629067522549	1.2546451879709888e-05	6.911996038127187e-08	-9.791161462076457e-05	-0.0001069103618029	9.586684277645118e-09	1.142982546084245e-08	0.0	0.0	0.0	0.0
