global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
1655.3139399372606	n/a	n/a	2740064.2397506167	2153.103447223532	n/a	4635854.454445857	n/a	1802.8645471366149	n/a	n/a	3250320.575322112	1877.934423146168	1335.7159042015503	n/a	n/a	n/a	n/a	0.0127682352	-0.0741873824	0.0206449298	-0.1601163617	0.0716514398	-0.0189125856	0.0241894823	-0.0306404176	0.1273303333	0.1061002895	-0.1451742935	0.1123435986	-0.0807370931	0.0807817535	-0.0467957516	0.0374956926	0.0300880155	-0.0569588931	0.0590466478	-0.1040577552	0.0051878505	-0.0147556867	0.0578360323	-0.1064185835	0.0127689024	-0.0606689527	0.0317905789	0.0162433112	-0.1133441949	0.0674127024	-0.0957340471	-0.0950330022	0.0405020486	-0.0452311283	0.0090129748	-0.0245354994	0.0080557261	-0.0802195656	0.036407004	-0.0009601105	0.1155077288	-0.0703990044	0.1783242901	-0.1335744943	0.0632075011	-0.0553058883	0.0780524929	-0.0269625908	0.0003048527	-0.0673646481	0.0515412933	-0.1285942781	0.1101651143	-0.0429817804	0.0638236523	-0.0842775706	0.0231056354	-0.137882015	0.0678653198	-0.0254683912	0.0058152043	-0.034342802	0.1216944207	0.0836950258	-0.1426544853	0.1121089597	-0.0780744845	0.0554625388	-0.1181056964	0.0650553277	-0.0301358217	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0194286674895067	n/a	n/a	0.0003774731204178	0.0271667005695945	n/a	0.000738029619838	n/a	-0.0858311478013575	n/a	n/a	0.0073669859328984	-0.0020261044825361	n/a	4.105099374152877e-06	n/a	-0.0004360212580032	n/a	1.901145374306931e-07	n/a	-0.0004729416662501	n/a	n/a	2.2367381967542098e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1659.5774443222322	4.263504384971611	18.17746964067216	2754197.293703112	2146.857513778511	-6.24593344502091	4608997.18446725	39.01168459963077	1802.792207620383	-0.0723395162319775	0.0052330056086765	3250059.7438567737	1872.9979539924493	1354.5812678133505	0.850678	12.711022	0.1418886333651169	0.083239335180911	0.0441390479	-0.0662329294	0.0179707638	-0.0743599033	0.0943124917	-0.1433192593	-0.1166094928	0.0416599978	0.0088649153	0.062177939	-0.0480573629	0.1111454782	-0.0766139919	0.1123903448	0.0048193845	-0.1817172968	-0.0888770799	-0.0762594626	-0.019483183	-0.0572415637	-0.0638101512	-0.0213435894	0.0955090104	-0.1695407323	0.0181377475	-0.0410816664	-0.0207477446	0.1008666664	-0.1202289903	-0.052285984	0.0307881427	0.062919633	-0.1152825961	0.0141196404	0.0779209105	-0.0026316108	-0.1217628994	-0.0968552183	-0.0540740602	-0.0775276531	-0.0337248943	-0.0967069173	0.1707736868	-0.194311924	0.0242416103	0.0826726969	0.0535518253	-0.03939634	0.0166986712	-0.0819581705	0.1054560954	-0.0181661554	0.1137711916	-0.0192102222	0.1882451613	-0.1342205686	0.0923155666	-0.1090617352	0.1581377478	-0.0186542817	-0.0536108494	-0.0292768302	0.0982320817	0.1229282219	-0.1898989735	0.1558307155	-0.0471331714	-0.053900306	-0.0945117994	-0.0134695614	0.0197338725	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0193916768718054	3.699061770130047e-05	1.3683057979237631e-09	0.0003760371319005	-0.0167823085135268	-0.0439490090831213	0.0002816458790431	0.0019315153993882	-0.0224232241109376	0.0634079236904199	0.0040205647867301	0.0005028009795293	-0.0021849883471284	-0.0001588838645922	4.774174077086897e-06	2.5244082427784306e-08	6.198059223438968e-05	0.0004980018502375	3.841593813725686e-09	2.480058428400626e-07	-0.0004399331816025	3.30084846476e-05	1.0895600587308448e-09	1.9354120427489827e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1663.9300546497925	4.352610327560342	18.945216663584947	2768663.226766861	2148.437783778399	1.5802699998880598	4615784.910766639	2.4972532725462084	1805.2175138196567	2.425306199273791	5.882110160235882	3258810.2722012224	1873.5848495739133	1357.6250023831142	0.897918	13.416889	0.3963628170523617	0.196699119765678	0.050000143	-0.055882182	-0.0654848297	-0.0214247925	-0.0157772077	-0.2293606333	-0.0914973954	0.13506711	0.0283310199	0.1103250255	-0.0540592205	0.0711141105	0.0347115923	0.1107090659	-0.0960857588	-0.1046056432	-0.2324524494	-0.0590132969	-0.1015358978	0.0826889107	0.0892086898	-0.1265001572	-0.0258746731	-0.1084216567	-0.0898236589	0.061301701	-0.0544033164	-0.137218316	-0.0605962074	-0.0354402652	-0.1076800961	-0.0090583373	-0.2635913213	-0.0218036583	0.0298322494	-0.0695867847	-0.1655560203	-0.0332865574	0.0275407609	-0.0770460545	-0.0848147813	0.052761732	-0.0469862252	-0.1408220938	0.0371848878	0.0969813923	-0.124773113	-0.0358888427	0.0820152789	-0.131640153	0.1223301563	0.1141262879	0.1195989381	0.0028090661	0.2605676693	-0.0650084236	0.0153592728	0.0251203849	0.1983829045	-0.1188269516	-0.1189334811	-0.2075696444	0.0505284422	0.1085495023	-0.0024152044	-0.0182134038	0.1718821515	-0.1861112576	0.0733265392	0.0204640677	0.1026669479	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0061724872721669	0.0255641641439723	0.0006535264883799	3.8099599125062376e-05	-0.0318349146256196	-0.0150526061120927	0.0010134617892204	0.0002265809507658	0.1327245498450366	0.1551477739559742	0.024070831763494	0.0176158061315676	4.808695567745885e-05	0.0022330753028058	2.3123553063258917e-09	4.986625308001478e-06	-0.0001549730723633	-0.0002169536645976	2.4016653157720623e-08	4.706889258236684e-08	0.0011220033078004	0.0015619364894029	2.4396455969282555e-06	1.258891422715039e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1661.7539288607047	-2.1761257890877914	4.735523449932963	2761426.120083988	2146.1460655475485	-2.29171823085062	4605942.934665222	5.251972449613095	1807.109473105589	1.8919592859322163	3.5795099396251424	3265644.64778796	1876.857916362059	1358.7742572141497	0.966309	14.438806	0.3774048591762128	0.2829441110201773	0.0999947098	-0.0267237294	-0.1085736843	0.0763594009	-0.092236855	-0.003511539	-0.020359962	0.1881394239	0.1025190272	-0.0101080286	-0.046449321	-0.0743530719	0.0353488406	-0.1164775905	-0.1758203594	-0.0053910629	0.005381952	0.004322762	0.0059401506	0.1468159718	0.0899086528	-0.1259384527	0.0420624473	0.0681655911	-0.0056127674	-0.0731554341	0.0206569114	0.0625126191	0.0618734716	0.0099736151	-0.0379536239	-0.1278506036	-0.1015725704	-0.0025300932	0.11912922	-0.0227042755	-0.0338108542	0.156717335	0.0275486012	-0.0428042739	0.0146924401	-0.0188629077	-0.0793554803	0.082920967	-0.0640853224	-0.091809179	-0.060075388	-0.0947613077	0.0303978232	0.0583763209	-0.0038548789	0.0200706679	0.1119400332	0.0971937272	0.2377793111	0.0185412882	-0.0010052741	0.1010151048	-0.107925678	-0.0814142125	-0.0906906221	-0.1396813363	0.1524509015	-0.0062243376	0.0126738123	0.0267266298	0.007068309	-0.1668072554	-0.1620867613	-0.1342047356	0.2063158806	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0177300260527886	0.0115575387806216	0.0001335767026655	0.0003143538238325	-0.0654660586232438	-0.0336311439976242	0.0042858048316619	0.0011310538465889	-0.1344944773883583	-0.2672190272333948	0.0714060085155618	0.0180887644479676	0.0009922107348329	0.0009441237791554	9.844821423176432e-07	8.91369710366752e-07	-0.0004109930554982	-0.0002560199831349	1.689152916677465e-07	6.554623176439448e-08	0.0010222040867993	-9.979922100110004e-05	9.959884512426408e-09	1.0449011950691909e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1656.702677083584	-5.051251777120797	25.51514451586601	2744663.7602559137	2146.027888857085	-0.118176690463315	4605435.699752398	0.0139657301688621	1801.867604635976	-5.241868469612882	27.477185052721698	3246726.86463659	1875.2747583144203	1343.3154924542716	0.997413	14.903566	0.3386226204665603	0.137526273118333	0.06508849	0.0152854923	-0.127135965	0.0879386968	-0.0936191591	0.1468677388	0.0284862031	0.0748069394	0.0853768491	0.055812506	0.0677061299	0.0306685445	-0.0378122391	0.0257879521	-0.0012114701	0.0609511606	0.2104560984	-0.0720953509	-0.0705791849	0.1355256416	-0.0099752534	-0.0240837542	-0.032430848	0.0312246309	-0.0011126817	-0.0304033604	-0.0979940935	0.1720577691	0.1711182548	-0.0687917605	0.0380523951	-0.0633773818	0.1444853287	0.0015470963	0.1046623421	-0.1078119676	0.0694223653	0.1440227138	-0.0074191653	0.0677727341	-0.00449193	-0.0603773109	-0.090608742	-0.0560211334	-0.0105966846	-0.2249403623	0.0391136959	-0.0563810218	-0.0205425218	0.0913470767	-0.0785153513	-0.0930434858	0.0599003085	0.1189693362	0.0311756175	0.0208505421	0.039199816	0.0417056946	-0.3245419584	0.0033819631	0.0623204565	-0.0870152363	0.0568692887	-0.1075984734	-0.0375840839	0.002967579	-0.0114571407	0.0179218293	-0.0480933365	-0.1277128268	0.1354691096	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0577599535647692	0.0400299275119806	0.0016023950966144	0.0033362122358042	0.0117036455971657	0.0771697042204095	0.000136975320264	0.0059551632494654	-0.2218474075358614	-0.0873529301475031	0.0076305344053545	0.0492162722303825	-1.7993031802140093e-05	-0.001010203766635	3.237491934328248e-10	1.0205116501236225e-06	0.0001040012044515	0.0005149942599497	1.0816250527362702e-08	2.652190877811392e-07	-0.0001339990583493	-0.0011562031451486	1.3368057128515144e-06	1.7955747638499104e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1654.3104560386373	-2.3922210449466093	5.722721527885447	2736743.0849587643	2140.2638037670617	-5.7640850900234	4580729.149715452	33.22467692503007	1800.0391923089212	-1.8284123270548207	3.3430916377260247	3240141.093848153	1870.051558885628	1332.8252936545382	0.975122	14.570498	0.2945392855149481	0.1461742595806888	0.0323787592	0.0266023586	-0.096576027	0.0284429071	-0.0348697253	0.0647217868	-0.0904813608	0.0281527022	0.09698485	0.0685760264	0.1206980042	0.1329279967	-0.0091168691	0.1511461441	0.0798260592	-0.0416510044	0.1642170706	-0.0551826762	-0.1635771382	-0.075598646	-0.1054226134	-0.030921592	-0.0967613484	0.1467529913	0.094278636	-0.0586973225	-0.0402687925	0.1490691076	-0.0553141492	-0.0801991407	-0.1645650159	0.087384239	0.029273536	0.0454295222	0.0963203588	-0.1731074293	0.079631754	0.0460025817	-0.1406433604	-0.0296734682	-0.0111378587	-0.0195335645	0.0488992567	-0.0198671989	-0.1368557208	-0.0485414314	0.21327953	0.0188269056	-0.0336688722	0.0628243503	0.0194928966	-0.0384043391	-0.0796286376	-0.0649107991	0.0921024393	0.0468569517	-0.0569736395	0.1623038992	-0.2319680185	0.1425802786	0.0763791886	-0.1060527361	-0.0198919691	-0.1665887894	-0.3189663835	-0.2200291597	-0.1811701756	0.036340726	0.1300867087	-0.0990974133	-0.3451203464	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0544398747563974	-0.1121998283211666	0.0125888014752992	0.0029636999634922	-0.0171875165082724	-0.0288911621054381	0.0002954107237221	0.0008346992478027	-0.1484111552065599	0.0734362523293015	0.0053928831561728	0.0220258709897456	-0.0007709996307376	-0.0007530065989354	5.944404305975156e-07	5.670189380403485e-07	-2.3476910637754145e-07	-0.0001042359735578	5.511653330930937e-14	1.0865138183558546e-08	0.0006089992243382	0.0007429982826875	5.520464480765741e-07	3.708800552445293e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1657.655511220747	3.345055182109718	11.189394171359078	2747821.793880516	2148.328595742412	8.06479197535009	4615315.755284564	65.0408696056712	1801.359652841018	1.3204605320968312	1.7436160168254466	3244896.598883513	1875.6979652447408	1336.8681954201688	1.161951	17.362133	0.3499764848534528	0.1812202733302682	0.0065630533	-0.0441796661	0.0371778603	0.0037574711	-0.0016194177	0.1140746136	0.0484922538	-0.0283756367	0.0043492729	0.0693477177	0.0695389899	0.0144518718	-0.2042385049	-0.2062337158	0.0131513374	-0.0933620069	-0.1231701747	0.032779778	0.0509828884	0.0167572017	-0.0718675067	0.0964111176	-0.1476403527	-0.0978711141	0.1778632763	0.1027606367	0.05614829	-0.0057068029	-0.2336179627	-0.011509118	0.145454805	-0.0210134848	0.0981339525	0.0263326106	0.0106167369	0.1768379557	-0.164551337	-0.1739429003	-0.0722425876	0.1193114896	0.0537844302	0.0747960376	0.0629531096	-0.0510659653	0.00019028	-0.0421359818	0.0120844345	-0.0066148923	-0.0388568464	0.028548832	-0.0531678265	-0.0446064452	0.0416284336	-0.0607525636	-0.090655397	-0.0524053484	0.1954885682	-0.0340545039	-0.1009345554	-0.093592446	0.1781110857	0.0228096661	0.0210310391	0.1316458421	-0.1745751108	0.1994099611	-0.1236899354	0.253121169	0.1261252922	0.1410597566	-0.2437325848	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0373254454906515	0.0917653202470488	0.0084208740000434	0.0013931888810755	0.0334483517737282	0.0506358682820006	0.001118792236379	0.0025639911566721	-0.1307822694458877	0.0176288857606722	0.0003107776131628	0.0171040020014167	-0.0032941033883294	-0.0025231037575917	1.0851117133003233e-05	6.366052571573859e-06	-0.0012300824790858	-0.0012298477099794	1.5131029053538675e-06	1.51252538974163e-06	0.0006549759680416	4.597674370340006e-05	2.113860961568137e-09	4.289935187120312e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1656.8668375623056	-0.7886736584414393	0.6220061395194041	2745207.717413716	2154.6453987209275	6.316802978515625	4642496.794229264	39.90199986938387	1803.310565098176	1.950912257158052	3.806058635129525	3251928.994194703	1876.681062052636	1348.2750022973908	1.167646	17.447235	0.2947632556350288	0.1697071745885112	-0.0452602479	0.0765857303	0.1346947492	0.0716231338	-0.069148427	0.0402497965	0.0826829483	-0.0424055397	0.1264432849	-0.0390505907	0.0203144954	-0.1199128465	-0.0836569847	-0.0761583654	-0.1019072497	-0.0068677544	-0.1394881764	-0.1263097436	0.0971880603	-0.021982059	-0.0628705613	0.0829782041	0.1167682589	0.0695338707	-0.0704345243	-0.1040285546	0.0985522095	-0.1161097862	-0.1068228219	0.0841667643	0.0372312925	-0.0902923128	-0.0482579787	-0.0608364266	0.0243439166	0.0676694698	-0.0813110816	-0.2319943725	-0.0494847457	-0.0984409431	0.1246348166	-0.0609677226	-0.1281508444	0.1881129616	-0.0171753613	0.1119192021	-0.0488468152	-0.02213806	-0.0163700851	0.005640597	-0.0384917591	-0.0606977826	0.0563964647	0.0582204195	-0.0802961087	-0.0232411491	0.078360948	-0.1290213956	-0.0851461054	-0.0544573936	0.0173117548	0.1773228936	-0.0442569044	-0.0926195003	0.0331570282	-0.0549970323	-0.0430885972	0.0932551019	0.005870885	-0.0430319335	-0.0384819602	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0225699718234864	-0.014755473667165	0.0002177240031424	0.0005094036281129	0.0134300936538096	-0.0200182581199186	0.00018036741555	0.0004007306581556	-0.1339359579419579	-0.0031536884960702	9.945751130245524e-06	0.0179388408298299	-0.0009523923242489	0.0023417110640805	9.07051139288222e-07	5.483610707637027e-06	-0.0005393100076089	0.0006907724714769	2.908552843071118e-07	4.771666073503047e-07	-0.0014492572034385	-0.0021042331714801	4.427797239957201e-06	2.1003464417183816e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1654.8535337640417	-2.0133037982639053	4.053392184103868	2738540.218211336	2157.6468639154546	3.0014651945271	4655439.989364197	9.008793313957602	1800.890857158263	-2.419707939912996	5.854986514477996	3243207.8793962235	1874.7781207718665	1354.333675564541	0.996586	14.891207	0.4747131598435752	0.231911006334038	0.0339444024	0.0608265085	0.1608477055	0.0742795139	0.0014570245	-0.1500889564	0.0454536415	-0.208151392	-0.011376885	-0.0114403284	-0.1897519142	-0.1128676737	-0.1019192035	0.0181040989	-0.0258416572	0.076471968	-0.0752198685	0.0546660255	0.0795409829	0.0206761778	-0.012543621	0.0963829617	0.0798307884	0.0062756074	0.0761583144	-0.0313776807	-0.0172445606	-0.1453797226	-0.1234826038	-0.0343601539	-0.0229963295	-0.0181805398	-0.0537152698	-0.1371608399	-0.1155674216	0.1170868944	-0.0161822774	-0.0513620144	0.0658344759	-0.0379096725	-0.0472821292	-0.065000664	0.1067088386	0.0624369944	-0.1662612071	0.0694428551	0.0316180572	-0.056263854	0.0446338344	-0.0580453053	0.1381549633	0.0596402368	0.0389620823	0.0751271633	0.0681730357	0.0075902972	0.0651945391	-0.0927576231	0.2125338807	0.0251354887	-0.0001394544	0.3289108681	-0.0407978892	-0.0725851716	0.1511075364	-0.2579810149	0.0352403594	-0.1156508096	0.2210770608	0.0527849929	-0.0271382768	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0605473091242174	-0.0831172809477037	0.0069084823921395	0.0036659766421835	0.0810175558650456	0.0675874622112359	0.0065638443583457	0.0045680650481552	0.0543334404241875	0.1882693983661454	0.0354453663611503	0.0029521227483287	0.0013910062647929	0.0023433985890418	1.9348984286930954e-06	5.4915169471231e-06	-0.0007624058639703	-0.0002230958563613	5.812627014162996e-07	4.97717611256264e-08	-0.0013009712824719	0.0001482859209666	2.1988714356912752e-08	1.6925262778165802e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1653.036148536408	-1.817385227633622	3.302889065620912	2732528.508368082	2150.564138829023	-7.082725086431765	4624926.115217417	50.16499464996985	1801.7797202517893	0.8888630935261972	0.7900775990329612	3246410.1603106163	1874.082431354203	1335.4004553291236	0.950514	14.202787	0.2840018449731828	0.1335544696255809	-0.0067344851	0.0233562706	0.0939868711	0.0174722296	0.0628425903	-0.0305449425	-0.0068363246	-0.0689041595	-0.1243964058	0.0485113762	-0.107738764	-0.031641246	-0.0577620988	-0.106845563	-0.0604576829	0.1288336198	-0.0650561684	0.0597669953	0.0861621386	-0.0134543957	0.12532352	-0.0126341642	0.0094572656	-0.1263636761	0.0661114582	-0.0332168325	0.1028682527	0.0561349684	0.0435998756	-0.0550859722	0.0913975928	-0.0455183017	0.0144141605	-0.0565367194	-0.1212464049	0.0833944414	-0.049090486	0.0204515124	0.1568329831	-0.0456904458	0.052822644	0.1416725141	0.1046008582	0.0062822066	0.0094034013	-0.0379294382	0.0124353891	-0.0260316898	0.0378267708	-0.0211306223	0.0300320682	0.0103352134	0.0652480496	0.0464629808	-0.051626033	0.049513603	0.0030884104	-0.1247189113	0.2201006153	0.0004360033	0.0100814837	0.1802422107	-0.0606253065	-0.0280000335	0.2855381091	-0.1012986871	0.0304917575	0.0338198743	0.2043765888	-0.0197253951	-0.0532027685	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0207703891345545	0.0397769199896629	0.001582203363864	0.0004314090648008	0.125039726667282	0.0440221708022364	0.0156349332450285	0.0019379515221412	-0.0425696126046091	-0.0969030530287965	0.0093902016863017	0.0018121719173064	0.000749465082149	-0.0006415411826439	5.616979093606073e-07	4.115750890281339e-07	-0.0009600278802044	-0.0001976220162341	9.21653530769754e-07	3.9054461300430905e-08	-7.414045830016089e-05	0.0012268308241717	1.5051138711379084e-06	5.496807556957895e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
