global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
1698.2040304600262	n/a	2883896.9290706776	n/a	2184.1032498052214	n/a	4770307.005809729	n/a	1815.2538404688912	n/a	3295146.5053370586	n/a	1903.4085760934013	1218.7770125177617	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0155970958153375	n/a	n/a	0.0002432693978728	-0.0498620310423234	n/a	0.0024862221396656	n/a	0.1333619969355481	n/a	0.0177854222266371	n/a	0.001656005632564	n/a	n/a	2.7423546550836938e-06	-0.0018919999659641	n/a	3.579663871208156e-06	n/a	3.066577248607124e-06	n/a	9.40389602167484e-12	n/a	0.0	0.0	0.0	0.0	0.0
1701.566213755712	3.3621832956857816	2895327.5797949494	11.304276513788505	2174.700481810856	-9.40276799436515	4729322.18558837	88.41204595585761	1815.5267207057736	0.272880236882429	3296137.27359666	0.0744636236810105	1899.514818806551	1219.3235926595692	0.928049	16.508316	0.2320412213183967	0.1507614370864975	-0.0588430994	0.0098857678	0.1167889059	-0.0196399502	0.1652592147	-0.0715728977	0.0299779656	-0.0228672116	0.1358343915	-0.0915675756	0.0789338999	-0.1246472889	0.1257168259	-0.0081528703	-0.2463436799	0.0220093895	-0.0395960981	0.0361994366	-0.014035252	0.0671584859	-0.1294325513	0.1016972232	-0.0254180777	0.0931946464	-0.1558594046	0.1312556506	-0.1334565789	-0.1191798997	0.0154150363	-0.1342218251	-0.0163398233	0.1752149567	-0.1274420512	0.0178422881	-0.0234388947	0.036799122	-0.0297216167	0.14396338	-0.0889262518	0.0126018887	-0.0030798125	-0.0916238769	0.2280633566	-0.0647279785	-0.063280648	0.1261180948	-0.0187659222	0.0074481341	-0.1005909808	0.0522894651	-0.0397636924	0.1699767613	-0.1316209093	0.0045319867	-0.0348960896	0.058704961	-0.0298970834	0.1115483618	-0.0290128442	0.1164049193	-0.4681187899	0.0209448415	0.105943119	-0.1327989669	0.0188455298	-0.024917682	0.0048186201	-0.0997821119	0.1296294506	0.1295955703	0.1295391098	0.1294600787	0.0	0.0215242759437472	0.0059271801284097	3.513146427461483e-05	0.0004632944549025	-0.0214657702140215	0.0283962608283019	0.0004607792908811	0.0008063476290289	0.0544820976721638	-0.0788798992633842	0.0029682989667591	0.0062220385078016	0.0033410221316294	0.0016850164990654	2.839280602122617e-06	1.116242888403746e-05	-0.0025780010814981	-0.0006860011155339	6.6460895762053725e-06	4.705975305138921e-07	8.806584615224594e-06	5.740007366617471e-06	7.755593258511052e-11	3.2947684568822834e-11	0.0	0.0	0.0	0.0	0.0
1696.134257531054	-5.431956224658052	2876871.4195704195	29.506148426601357	2176.918598112513	2.2181163016566643	4738974.582808148	4.920039927675038	1812.6178340532465	-2.908886652527144	3285583.412327883	8.461621557250574	1898.6711597987585	1214.348660407206	0.857245	15.248844	0.1024966381906374	0.0625446371494177	-0.0532837798	-0.0786438732	0.087428509	0.081526655	0.1701429602	0.0439754699	0.0242209005	0.1228724335	-0.0178052493	-0.1026612932	0.0394305178	-0.0937485191	0.1335645829	0.0538429048	-0.1485837907	-0.0292554473	0.0084627192	0.0438013051	0.0296845318	0.0171740746	-0.0013600543	0.0473979051	-0.1520777109	0.1077526778	-0.103900886	0.1144164299	0.0033538171	-0.090726771	0.0445080479	-0.1186326818	-0.0391613784	0.0367971701	-0.1547385705	-0.0183765764	0.0095322174	-0.0406080563	-0.1055695266	0.0876157585	0.01088589	-0.0650454326	-0.0088907014	0.0382600922	0.1361011438	-0.0950685124	-0.0586773213	0.1779484357	-0.0273713918	0.0002469127	-0.1212933452	-0.0007904209	-0.0613322057	0.1090890696	-0.1102814405	-0.0237828165	-0.0695570806	0.058009094	-0.0112094662	0.0598241604	-0.0295586441	-0.0185001884	-0.2077465469	0.0552137557	0.096890979	-0.0057065803	0.0842444984	-0.0372741624	0.0895522479	-0.0019480795	0.1295391098	0.1292343642	0.128726986	0.1280177706	0.0	0.0018876936723586	-0.0196365822713886	0.000385595363301	3.563387400662697e-06	-0.0153640158505226	0.0061017543634989	0.0002360529830551	3.723140631247787e-05	0.0668079539510131	0.0123258562788493	0.0044633027111206	0.0001519267330068	0.0024250071416583	-0.0009160149899711	8.390834618517545e-07	5.880659637093758e-06	-0.0022089953360298	0.0003690057454682	4.879660394601409e-06	1.361652401886157e-07	5.17841451661092e-06	-3.6281700986136745e-06	2.6815976905846708e-11	1.316361826447436e-11	0.0	0.0	0.0	0.0	0.0
1693.663219591001	-2.471037940052838	2868495.1013953555	6.106028501180574	2172.1005172312584	-4.818080881254446	4718020.6569563	23.213903378309613	1811.069607119017	-1.548226934229433	3279973.121830231	2.397006639873469	1897.6795494546693	1206.6537049699527	0.788594	14.02766	0.0515038134746392	0.0399838048091557	-0.0584384875	-0.0813875805	0.0516584274	0.0350058396	0.0965275258	0.0176908409	-0.0743666335	0.051390419	0.1158038038	-0.0490873232	0.1181892135	-0.080080887	0.1395535045	0.0202388721	0.0831342236	0.1010534011	-0.0238754315	0.1132969954	0.0068762491	0.0336379135	-0.0138637151	0.0937985547	0.0036158816	-0.0417835085	-0.1028759769	0.0612231597	-0.0078861299	-0.0850550884	0.0338148571	-0.1272788373	0.0209112933	-0.0833728499	-0.049895232	0.0652997774	0.0905364187	-0.0929597085	-0.0249005295	0.1295403447	-0.1200577457	-0.0604563673	-0.1344883348	-0.0139919543	0.0085637617	-0.1100015536	-0.060023397	0.1680679804	-0.0319670039	-0.0104826367	-0.116304621	0.0064857244	-0.0183709444	0.1057341832	-0.1529200899	0.0198989959	-0.0381321515	0.0328479613	-0.0493240212	0.0559435423	0.047958999	-0.0180820253	-0.0359702422	0.0589828137	0.0636732815	-0.0236165244	0.0101355753	0.0243964847	0.0745146302	-0.0787755572	0.129358491	0.1285129588	0.12710783	0.125149223	0.0	0.0018074228064506	-8.027086590799994e-05	6.443411913620107e-09	3.2667772012777637e-06	-0.0234119033521551	-0.0080478875016325	0.0005481172185706	6.476849323893262e-05	0.0662120841795399	-0.0005958697714732	0.0043840400913984	3.550607845555279e-07	0.001740819949695	-0.0006841871919633	4.6811211364662566e-07	3.030454097256102e-06	-0.0022091485528015	-1.532167717001147e-07	4.880337328344962e-06	2.3475379130205065e-14	-0.0001660768834609	-0.0001712552979775	2.7581531220085366e-08	2.9328377085366056e-08	0.0	0.0	0.0	0.0	0.0
1699.6162130851956	5.952993494194516	2888695.271782061	35.43813154192223	2177.2133652317066	5.112848000448139	4740258.037743572	26.14121467568653	1814.7118404450512	3.642233326034102	3293179.063851465	13.265863601273438	1901.5525420831173	1208.559692197265	0.731209	13.00689	0.2462325963797312	0.1693680884254088	-0.0575261723	-0.1070065545	0.0717075053	0.0638577483	-0.1178141719	0.0632692276	-0.0052263308	-0.0281097873	0.0890680801	0.1240296777	0.1587824141	-0.0737191919	0.0365921615	-0.0034357273	0.0211654625	-0.0645616813	-0.0369847066	0.0979363711	-0.0525116008	-0.0012869379	-0.0805487662	-0.0577030426	-0.0318401513	-0.1058237084	-0.073769283	0.0453804204	0.0536750164	-0.0809746962	0.0734308504	-0.0658196281	0.0479212456	-0.1197842189	-0.1286609118	0.0383397958	-0.0222259579	0.0847546103	0.0264538	-0.0430170154	-0.0955196518	-0.1048546344	0.0139736825	-0.0841798109	0.0121438226	0.0104709917	-0.0588128455	0.220563883	-0.0289068528	-0.0349965874	-0.1370484215	-0.0379175404	-0.0373164502	-0.0075324839	-0.0962614648	-0.0408601563	-0.0849950654	0.0019773423	-0.0565126245	0.0279414733	0.048031549	-0.1178139525	0.2444609874	0.1266713111	0.0827052189	-0.0096049296	0.00999164	0.004415572	0.0254941083	-0.0119460701	0.1290877201	0.1274333647	0.1246917927	0.1208863942	0.0	0.0009097824972172	-0.0008976403092334	8.057581247606341e-07	8.277041922427645e-07	-0.0145227864632175	0.0088891168889376	0.0002109113266562	7.90163990651957e-05	0.1100016935676819	0.043789609388142	0.0121003725877581	0.001917529890366	-0.0007960005967325	-0.0025368205464275	6.435458484776719e-06	6.336169499984961e-07	-0.0010580003027635	0.001151148250038	1.1193646406476576e-06	1.3251422935655502e-06	-9.210840580356788e-07	0.0001651557994028	8.483958419674738e-13	2.7276438076399162e-08	0.0	0.0	0.0	0.0	0.0
1702.0097723102715	2.3935592250759328	2896837.2650396624	5.7291257639461	2176.970031404756	-0.2433338269506748	4739198.517634423	0.0592113513384609	1814.7126259553715	0.0007855103203837	3293181.91480184	6.170264634294041e-07	1901.8516754150392	1222.0595424723924	0.850013	15.120192	0.1847755602769945	0.0973770272227347	-0.0443022886	-0.0472269607	0.025510855	0.0591670212	-0.217387992	0.0744585056	0.0379473437	-0.0800970552	0.1483615041	0.0732288607	0.1056087673	-0.0941219608	-0.0165325674	-0.0872999491	0.0166805095	-0.0519235905	0.0697575578	0.2085366495	-0.014132129	0.0265111813	-0.23091462	-0.043366585	0.0351240137	-0.067650557	0.0070969383	0.0474208359	-0.0646282242	-0.0596755321	0.0873548251	-0.0137925376	0.0995688809	-0.0977263185	-0.0879767777	-0.0353615628	0.0863518693	0.199865647	0.0293105075	-0.0130839865	-0.0544168408	0.059777512	0.1437483778	-0.0459980855	0.0710721705	0.084807752	-0.053887582	0.1161915525	-0.0208334444	-0.0057524389	-0.1024682604	-0.020513086	0.0084013999	0.0087220562	-0.126305854	-0.0669794007	0.0436793062	0.0380974962	-0.1687777994	-0.0463570888	0.060664186	0.0492442234	0.2032509412	0.02915853	0.0135424322	-0.0909882448	0.0486479378	0.0483852964	0.0022407925	0.0147587543	0.128726986	0.1259985909	0.1214940211	0.1152767764	0.0	-0.0212569240494531	-0.0221667065466703	0.0004913628791261	0.0004518568200442	0.0385472399405841	0.0530700264038016	0.0014858897070369	0.0028164277025001	0.1025150724974111	-0.0074866210702708	0.0105093400891494	5.604949504982273e-05	0.0002820406106384	0.0010780412073709	1.162172844789708e-06	7.954690604928155e-08	-0.0003369659966039	0.0007210343061596	1.1354608286725953e-07	5.198904706590558e-07	0.0002410475275365	0.0002419686115945	5.810391053145973e-08	5.8548808996987275e-08	0.0	0.0	0.0	0.0	0.0
1699.6806371178336	-2.3291351924378887	2888914.268193285	5.424870744652681	2177.7596585633323	0.7896271585764225	4742637.130465882	0.6235110495614747	1814.0204773501075	-0.6921486052640375	3290670.292245512	0.4790696917689525	1900.1217126651688	1224.4072795552688	0.959249	17.063313	0.2621071395835472	0.1408361812931452	-0.0323602095	0.0251417557	0.0599121347	-0.0002122077	-0.1322184912	0.0439253911	0.0705232671	0.1102063651	0.1251533482	0.0084871754	0.0412543716	-0.0349039669	0.015827605	-0.0529443291	0.0483902252	-0.0319742655	0.077391746	-0.0468539213	0.093199409	-0.1284485798	0.0324850215	0.0087220894	0.0320766273	-0.0873792241	-0.1654726262	0.0657401019	-0.085872319	-0.0343071428	-0.0066634361	-0.037643102	0.0609003237	-0.0566811097	0.0990877339	-0.0087561881	-0.0058076184	0.0945552665	-0.0961568489	0.0189916764	0.1137095529	-0.0916797639	0.2034391362	0.0028686176	-0.0258323021	-0.0630650665	-0.0437119067	0.0699476917	-0.000946815	0.0226217946	-0.048767083	0.0383522052	-0.1202756068	-0.0078339173	0.0067246754	-0.159131811	0.0432793144	-0.0010282409	0.0012588033	-0.0377820488	-0.0905293805	0.042749718	0.0433086911	-0.0495977484	0.008924737	-0.0424878241	0.0089299578	-0.1046544176	-0.0322059935	0.1788167361	0.1282765399	0.1242126365	0.117534563	0.1083828658	0.0	-0.0230689477558172	-0.001812023706364	3.283429912425485e-06	0.0005321763505606	-0.0563010103236223	-0.0948482502642064	0.0031698037634606	0.0089961905781815	0.2078493165522417	0.1053342440548306	0.0432013383912339	0.0110953029706026	0.0005720007134673	0.0002899601028289	8.407686123254628e-08	3.271848162071003e-07	-0.0010089993711968	-0.0006720333745929	1.018079731075538e-06	4.516288565667213e-07	7.885737953770909e-07	-0.0002402589537411	6.218486307554299e-13	5.772436485277905e-08	0.0	0.0	0.0	0.0	0.0
1697.7347171790905	-1.9459199387431452	2882303.169915166	3.786604407998127	2169.544069383965	-8.21558917936727	4706921.468999135	67.49590556413659	1813.811868788321	-0.2086085617866047	3289913.495357381	0.0435175320506756	1899.0071158895687	1209.4238998700384	0.787722	14.012155	0.2253209245847942	0.1106183786055248	-0.0363349913	-0.0245533565	0.0271966462	-0.0296416144	-0.0570856823	-0.0032259249	0.0462003081	0.0932666287	0.0937308142	0.0164958352	0.0153344689	-0.0259194517	-0.0622547115	-0.042662895	0.0515213577	-0.0469562124	0.0535078934	0.0892551136	0.0356437013	-0.0241660142	-0.0425500436	0.0084260752	-0.051413918	0.0535316561	-0.0618567356	-0.0996606791	0.0857519188	-0.0390102915	-0.0399995657	0.0377347079	0.0302996184	-0.0387648212	-0.00720511	-0.0323041704	0.0643274625	0.0735175366	-0.0238093592	-0.0024339378	-0.0587228433	-0.0889165713	0.0338694331	0.0479009075	-0.0345459299	-0.0836193226	-0.0383635391	0.0431369227	-0.0069465237	0.008851614	-0.002969855	0.0307938046	-0.0089270538	0.0131415639	0.0276151777	-0.0808466788	-0.0350610892	-0.0132823637	0.0483422247	0.0294036809	-0.0320108492	-0.0240805128	0.0927980076	-0.0462587143	-0.0455824253	-0.1081840063	0.0119204837	0.017487274	0.0089285387	0.0164174886	0.1277366958	0.1220804792	0.1128382417	0.1002814672	0.0	0.056663792255577	0.0797327400113942	0.0063573098297245	0.0032107853527831	0.0003552493781171	0.0566562597017394	1.2620212065258628e-07	0.0032099317633909	0.14820464253539	-0.0596446740168516	0.0219646160690427	0.0035574871385765	9.799999105994964e-05	-0.0004740007224073	2.2467668484269006e-07	9.603998247750207e-09	-0.0008979996483216	0.0001109997228752	8.064033683857173e-07	1.232093847837122e-08	4.4001981749455833e-08	-7.445718136276351e-07	1.936174397879444e-15	5.543871856487458e-13	0.0	0.0	0.0	0.0	0.0
1697.6896759891322	-0.0450411899582832	2882150.2359600845	0.0020287087928581	2172.742843544548	3.19877416058307	4720811.464174049	10.232156130413928	1812.4418362553683	-1.370032532952564	3284945.409808732	1.8769891413484183	1900.266432688188	1220.718043764266	0.992796	17.660042	0.3097095227919819	0.2509469383186468	-0.0354945575	-0.0418184533	0.0079063365	0.1327023585	0.103863587	0.1070391573	-0.0795999015	-0.0521798326	-0.0544242017	-0.0322460043	-0.0245229423	-0.013451772	0.0277909736	0.0774377077	-0.0334822283	0.0110461141	0.0429064113	0.1102786487	0.0276667101	0.0805834756	-0.0786684585	0.154118323	0.1649829258	0.1255247511	0.1896258018	-0.0164776978	0.0178479185	0.0052202582	0.1332402871	-0.0215069587	-0.010266327	-0.0194382318	-0.1517558433	-0.0944749007	0.0657570483	-0.0861582126	-0.0043266907	0.2087486324	-0.0420167572	0.0679089409	-0.0758800577	-0.0205423213	-0.1256282981	-0.0054542776	-0.0319089429	0.0661940837	-0.000775162	0.0119915672	-0.0854660056	-0.0238167507	0.1895312774	0.0746092742	0.030869287	0.0650484512	-0.054942929	-0.0216641619	0.1185877413	0.0053571351	0.1305297117	-0.0782350086	0.1720830056	0.0146283981	-0.156292755	0.2159642821	-0.0173594712	-0.0514294701	0.0325120444	-0.0547533177	0.12710783	0.1196080616	0.1074345	0.0910628379	0.0	0.0778605279207766	0.0211967356651996	0.0004493016028603	0.006062261808102	-0.0091904261777813	-0.0095456755558984	8.44639333292478e-05	9.111992181847624e-05	-0.1034162523310442	-0.2516208948664342	0.0106949212461982	0.0633130747333851	-1.597340249918481e-05	-0.0001139733935591	1.2989934439385351e-08	2.5514958740096354e-10	-0.0005600001925492	0.0003379994557724	3.13600215655141e-07	1.142436321024386e-07	9.499548673920944e-05	9.495148475745998e-05	9.024142500819317e-09	9.015784457646156e-09	0.0	0.0	0.0	0.0	0.0
1697.6957501063866	0.0060741172544567	2882170.859929287	3.689490042088889e-05	2164.81269911469	-7.930144429858046	4686414.02224823	62.8871906784086	1812.581303353336	0.1394670979675538	3285450.981266078	0.0194510714154912	1898.2216979046257	1221.2556029712805	0.8144489999999999	14.487576	0.1310726715496085	0.0777536606458626	-0.0207704574	-0.0042650483	-0.063585283	0.0324792182	-0.0441622305	-0.0206356548	-0.1825678946	-0.0651772551	0.0094793102	-0.0812822823	-0.0161658294	-0.0185970674	0.0275886271	0.0497123138	0.0425168272	-0.0344195334	0.1048286542	0.0564217828	-0.009417592	-0.0610695336	-0.0369563716	-0.0003672555	0.0978939412	-0.0644615629	0.143581883	0.0237431986	-0.0282323836	0.0033785877	0.0766566016	-0.0245050529	-0.0627132551	-0.0342923777	0.0366710386	-0.0735237799	0.0540705564	0.0447680099	0.0429202153	0.077129971	0.0036930173	0.1072105693	0.0044449311	0.1125771698	-0.1271098324	0.0579143126	-0.0257108409	0.0392458231	0.0193798317	-0.0096458104	-0.060508021	-0.0407256887	0.1387691335	-0.0596501356	0.0834410978	0.0201096724	-0.0298570792	-0.0914579537	0.0894646683	-0.0741159359	0.0949080212	-0.1052916251	0.1664811001	0.024973585	-0.113245023	0.1678720442	-0.0990667546	-0.1207897556	-0.0499321738	-0.1185977438	0.1263903806	0.116802275	0.1013572156	0.0808296822	0.0	0.061619584934192	-0.0162409429865846	0.0002637682290934	0.0037969732474621	0.0179834366700362	0.0271738628478174	0.0003234039944652	0.0007384188220719	-0.0454167046989226	0.0579995476321216	0.0020626770657091	0.0033639475255307	-0.0005140003096787	-0.0004980269071795	2.480308002747935e-07	2.641963183497996e-07	-0.0005600002401366	-4.7587400057828855e-11	3.136002689530497e-07	2.2645606442638502e-21	-1.4392015557193778e-07	-9.513940689478138e-05	2.071301117985077e-14	9.051506744290774e-09	0.0	0.0	0.0	0.0	0.0
