global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
1677.2082091504367	n/a	2813027.376841615	n/a	2090.8956612773327	n/a	n/a	4371844.666348374	1791.5797330895248	n/a	n/a	3209757.940017133	1829.2369397653529	1325.1332110866877	n/a	n/a	n/a	n/a	-0.1351680395	-0.058415642	0.0566189624	-0.0730971832	0.0481178016	-0.2050709235	0.021000752	-0.0368565561	0.1294548282	-0.0410971678	0.0833243772	-0.0106825454	0.0096624611	-0.2629487945	0.0347306529	-0.114009552	-0.0148525038	0.1188954519	-0.06718384	0.0053501729	-0.0536484713	0.0450841359	-0.0672227134	0.0538236877	-0.0593902882	0.0264532141	0.0748962456	-0.1681081844	0.0067307475	-0.1077406958	0.081457178	-0.077971837	0.0226574498	-0.0447896331	0.1067662877	-0.074890845	0.2630595866	-0.1223566254	0.0801811013	0.0014942667	-0.0700848604	0.0780216621	-0.1040528366	0.0994799436	-0.084596908	0.1230254918	-0.0562520231	0.0814114243	-0.1153627076	0.0311854812	0.0630429691	-0.0504861268	0.1743230874	-0.1121547076	0.0927596473	-0.0437400138	0.024067881	-0.1056096877	0.085634289	-0.0046753924	-0.1125933288	-0.1856651502	0.0252821356	-0.0585473856	0.0738601512	-0.0537532716	0.101652706	-0.0521235592	0.1852750541	-0.0636593332	0.0847198971	-0.0290858774	0.0754901457	-0.1538500724	0.1927637159	-0.0236493958	0.0353201312	-0.0495981102	-0.173028217	0.0564862243	-0.0868489197	0.1457217728	-0.1464062458	0.0008443117	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0170409996062517	n/a	0.0002903956675802	n/a	0.0112312969163639	n/a	n/a	0.0001261420304235	-0.0406150979656274	n/a	0.0016495861827575	n/a	-0.0014850003620383	n/a	2.205226075253882e-06	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0
1673.187559785365	-4.020649365071677	2799556.6102205045	16.165621316851276	2079.5857384341884	-11.30992284314425	127.91435471787612	4324676.843498869	1788.2356399916737	-3.3440930978511005	11.18295864709537	3197786.7041364308	1824.5558708525275	1329.4355696595617	1.215187	12.824834	0.1198600182251829	0.085599504929976	-0.1290869448	-0.0437370813	-0.0035589268	0.0064757217	0.1268835817	-0.1172494963	0.021948479	0.0255394247	0.1058249088	-0.0389532218	0.1943935042	0.0727883943	-0.0987437159	-0.0704436886	-0.055339821	-0.1155582033	0.1966194272	0.0514599688	0.0791840485	-0.0313613394	0.0142619081	-0.0071827891	-0.1065870154	-0.1039545602	0.028282054	0.0919379529	-0.0608351051	-0.188578627	-0.0578539914	-0.0085710003	0.0292112388	0.0473082863	-0.0486736098	0.0114385443	0.002886032	0.0669588872	0.087859266	0.0243663127	0.1489146899	-0.0062345695	0.1086140934	0.120163569	-0.1667163498	-0.0917766399	-0.1407705075	0.1164152413	0.08277608	-0.0739477359	-0.0695420917	0.0424410581	0.10641797	-0.1029130546	0.0079017974	-0.0220176535	-0.0530165894	0.0742183055	0.0418238076	-0.0868133814	0.0213126167	0.02303669	-0.1045851758	-0.2328427023	0.0697546918	0.0568005772	0.0049911109	-0.1451249543	0.1514229452	0.018940986	0.1549806308	0.1025571784	0.1059980613	0.0543413661	-0.0252743023	-0.0314141462	0.2151904265	-0.1008249756	0.1083189766	-0.0389184607	-0.1629623328	0.1279487484	-0.1268971466	0.2511105097	0.0277494158	-0.0110779001	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0170409996062517	0.0	0.0002903956675802	0.0	0.0006103334807221	-0.0106209634356418	0.0001128048643012	3.725069576903541e-07	0.0227738474266487	0.0633889453922761	0.0005186481266122	0.0040181583979449	-0.0024020025499836	-0.0009170021879453	5.769616250127717e-06	8.408930126964678e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1678.6023956352635	5.414835849898509	2817706.0026324457	29.32044728134611	2081.334270082671	1.74853164848264	3.057362925745418	4331952.343820565	1789.9443027210884	1.7086627294147547	2.9195283228910798	3203900.6068436834	1825.9189127279944	1323.6591465143867	1.334643	14.085544	0.0952115668982604	0.0624908346395951	-0.1880067669	-0.0097518118	0.0365493231	-0.1126723328	-0.0359951033	-0.0104574471	0.0026079068	-0.1018700671	0.0294366895	0.0458594743	0.0557459138	-0.1752377804	-0.1203963995	-0.127190182	-0.0770959944	-0.0407126102	0.0924568724	-0.1357802691	0.0556001615	0.0248400925	-0.2059403066	-0.1335704605	-0.0432771964	-0.1304564482	0.0418166984	0.1198061921	0.0540216311	-0.0375959997	0.0912059468	0.0546923296	0.0900827703	0.0338755136	0.1975418508	-0.0896184737	-0.0647770468	0.0085603369	0.1184243321	0.0405563702	0.0034514601	0.1635350317	-0.0046231224	0.0069264739	-0.1554156524	-0.0884493804	-0.1535598782	-0.185281753	0.1697354183	-0.077443013	-0.0248760393	0.0300680247	0.0413686514	0.0333499363	-0.0441428684	-0.0439832061	0.0882844753	-0.0543171548	0.1511358705	-0.0039105358	-0.1208486298	0.0840981145	-0.1440848849	-0.1722984248	0.0953759759	0.0939723343	0.0166746924	-0.1074574642	-0.0206759971	-0.0817205151	0.12281764	-0.0722338247	0.064339594	-0.0705776825	0.0750529163	0.0324388543	0.055981527	0.2083272779	0.1010739217	-0.1234641624	-0.0544982739	0.0017360705	-0.1392853544	-0.1768331867	0.1820802654	-0.0283517447	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0171224122421165	8.141263586480124e-05	0.0002931770009889	6.628017278454721e-09	-0.0190896218326344	-0.0196999553133565	0.0003880882393482	0.0003644136617129	0.0259963284120061	0.0032224809853573	0.0006758090909048	1.0384383700989997e-05	-0.0012090000325816	0.001193002517402	1.4616810787823098e-06	1.42325500652751e-06	1.51729591335581e-07	1.51729591335581e-07	2.3021868886862415e-14	2.3021868886862415e-14	-0.0002510001122803	-0.0002510001122803	6.30010563647232e-08	6.30010563647232e-08	0.0	0.0	0.0	0.0
1679.338914652967	0.7365190177035856	2820179.190267805	0.5424602634390547	2090.8143214083266	9.480051325655497	89.8713731370625	4371504.526606161	1790.4509375608968	0.5066348398083846	0.2566788609076675	3205714.5598126943	1828.2047599154164	1345.346131519718	1.225712	12.935913	0.1834834632101694	0.1236975565274132	-0.2253433588	-0.0145259208	-0.0138340086	-0.0574757248	-0.080637321	-0.1569921037	0.1037045847	-0.1740649971	0.1059308806	-0.0416157113	-0.0779450498	-0.0065199784	0.0698808473	-0.2266748415	-0.0337393955	-0.1451420463	0.0255885116	0.0668373523	-0.0820271855	-0.069941469	-0.0246899522	0.033695	-0.159248496	0.0185992928	0.1622386674	-0.0542950607	0.0513144634	-0.0581764149	-0.0750512509	-0.0771120142	0.0654602826	0.0748670799	0.0431993224	0.0210068325	-0.0538302588	-0.0587325756	0.2538619568	-0.0613987984	0.1300548985	-0.0475199897	-0.047946364	-0.0489878586	-0.0457079826	0.201298181	-0.0252294201	-0.0092367531	0.1235428831	-0.128162982	-0.1262305843	0.0178797238	0.1127114786	0.0081354481	0.0874728826	-0.0388324299	0.0557307941	-0.0652167209	0.022984858	0.1240747692	0.054596652	-0.1228451711	-0.1891388764	-0.0676341261	0.0665906488	-0.0625202462	0.0748518715	-0.0212885944	0.0395884397	-0.1502182007	0.1016626955	-0.1289632624	0.0669687902	-0.0686222106	0.0606628812	0.0702804438	-0.0164440374	0.1412805748	-0.00479295	-0.1136798722	0.0191453599	0.0354530222	-0.0050778029	-0.0779662892	-0.0981179305	-0.0146033192	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0170409996062517	-8.141263586480124e-05	0.0002903956675802	6.628017278454721e-09	-0.0003096232609465	0.0187799985716879	0.0003526883463525	9.586656371914444e-08	-0.0761681298913288	-0.1021644583033349	0.0058015840111423	0.0104375765404138	-0.0002110000004676	0.000998000032114	4.45210001973272e-08	9.96004064099545e-07	0.0	-1.51729591335581e-07	0.0	2.3021868886862415e-14	0.0	0.0002510001122803	0.0	6.30010563647232e-08	0.0	0.0	0.0	0.0
1672.6307813200076	-6.708133332959505	2797693.730619179	44.9990528127624	2083.672765271417	-7.141556136909458	51.00182405662913	4341692.1927338345	1788.7701746795724	-1.6807628813244264	2.824963863237988	3199698.737823188	1824.9941324545568	1329.824547066873	1.22985	12.979584	0.1485633033381644	0.089612211721102	-0.2001580338	-0.0104672325	-0.0369597532	0.0235531119	-0.0019282678	-0.0703159594	-0.1787102925	-0.0226316003	0.2079495063	-0.1379806569	-0.092907176	-0.0584695812	-0.0101382466	-0.1590561166	-0.0901626964	0.1031196843	-0.1178033081	0.1317776951	-0.0149074242	0.0247841357	0.009010936	0.002717866	-0.0415173298	0.0471301935	-0.2028536792	0.1033407512	0.1214922022	-0.0623035958	0.1174298519	-0.0460617892	-0.0611387571	0.0548564169	-0.1033977879	0.0948539601	-0.1295440423	0.068528938	0.1804428004	0.0674487929	-0.1334306858	-0.0718926847	-0.1260077405	0.0991022471	-0.0258902408	-0.0249467275	-0.0975614316	0.1256361285	-0.0323849966	0.1624406345	0.0566474484	0.0460615483	0.1340488249	0.046385388	-0.0397432935	-0.0181860685	0.0287801957	-0.1576626574	0.0269596306	0.0500670971	-0.0350348997	-0.0740437299	-0.2095095038	-0.014625526	0.0416450207	-0.0487684204	0.057425472	-0.1115656532	-0.0952098549	-0.2082704799	-0.0365898333	-0.145349498	-0.0912456384	-0.0731225167	-0.0366756484	0.05544098	-0.0881235139	0.0710078991	-0.1089674334	0.1327355444	0.0494406234	-0.1313758925	0.1724265432	-0.0219307598	-0.1417287449	0.041630476	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0247958878285601	0.0077548882223084	0.0006148360532065	6.013829134049757e-05	0.0257151895208949	0.0260248127818414	0.0006772908803298	0.0006612709720955	-0.0384362178494228	0.037731912041906	0.0014773428425682	0.0014236971863381	0.0012780005516268	0.0014890005520944	1.6332854099584053e-06	2.217122644137428e-06	3.322803543426289e-08	3.322803543426289e-08	1.1041023388206304e-15	1.1041023388206304e-15	5.200002571233901e-05	5.200002571233901e-05	2.7040026740839184e-09	2.7040026740839184e-09	0.0	0.0	0.0	0.0
1670.7454457803078	-1.8853355396997813	2791390.3445956395	3.5544900972550657	2071.897409197928	-11.775356073489093	138.65901065745646	4292758.874241087	1787.0063007380686	-1.763873941503789	3.111251281516112	3193391.5188775565	1822.517867397597	1319.6683601955465	1.065097	11.240816	0.1217952698908457	0.0685834650925292	-0.1165658628	0.0245326235	0.0191638893	0.0133362611	0.0456278425	0.0722411417	-0.1641268055	-0.0124114961	0.200536212	-0.0608727746	-0.1265185862	-0.0471114322	0.0568856096	-0.0263476882	-0.1466772826	-0.002507836	-0.1828813727	-0.0008347707	-0.1209969814	0.0376102678	-0.0486784603	-0.0410001208	0.0840765089	-0.2550731371	-0.0552374834	0.0773646097	0.2231082948	0.0801977452	0.0082127838	-0.0340735036	-0.1327341861	0.0282767384	0.0342806671	-0.0494860521	0.0512797101	0.0596873971	0.0534773579	0.1565284761	-0.0498993067	0.077283849	-0.1905680482	0.0270323687	-0.0269045615	0.0283068987	-0.0463586604	0.0621859444	0.0171956782	-0.0590059805	0.2975743129	-0.0380811057	-0.0149629765	0.0975475883	0.0693347315	0.0838621877	-0.0043888385	-0.1705331893	0.1906457329	0.000991088	0.008021678	-0.0741700725	-0.1238223644	-0.0101203194	0.0554509742	-0.0781127231	-0.0046374297	-0.0389449694	-0.0904133898	-0.1352798661	-0.0951332792	-0.1325050264	-0.0799170778	-0.0834936331	-0.0083148088	0.0002075237	-0.1055261615	-0.0178511774	-0.0136271905	0.1524704363	0.0941308781	-0.1564033476	0.0437676885	-0.0056549267	0.1242269494	-0.0469558227	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0170585739677733	-0.0077373138607868	0.0002909949458139	5.986602578032357e-05	0.0010017251865264	-0.0247134643343685	0.0006107553194061	1.0034533493213508e-06	-0.0580278624448027	-0.0195916445953799	0.0033672328199129	0.0003838325379516	0.0001849999950345	-0.0010930005565923	3.4224998162765034e-08	1.1946502167110776e-06	-2.3125000137014243e-08	-5.635303557127713e-08	5.347656313369088e-16	3.1756646180976256e-15	-0.000250000006666	-0.0003020000323783	6.250000333300005e-08	9.120401955651783e-08	0.0	0.0	0.0	0.0
1670.2728144080304	-0.4726313722774193	2789811.2745505227	0.2233804140608365	2071.28758572984	-0.6098234680880523	0.3718846622309397	4290232.26279855	1786.071190105274	-0.9351106327947036	0.8744318955657111	3190050.296124069	1822.0386651635645	1317.478034987195	0.818779	8.641227	0.0227435273174219	0.0173917043352843	-0.085985038	0.010696818	0.0172184911	0.0138092732	0.0551982625	0.1295281014	-0.1465167697	-0.0434573697	0.1254435875	-0.0211691137	-0.0982702745	-0.0821157335	-0.0268256949	0.0364233817	-0.2178188885	-0.0327899183	-0.1481262891	-0.1045785186	-0.0191846306	-0.0107169743	0.0211353193	0.0642073024	-0.0468279903	-0.088475859	0.0180498587	-0.0831220509	0.0025939976	0.0609002915	-0.2023036408	0.0600414774	0.0266934298	-0.1247656581	-0.0923082827	-0.0169896097	0.0627925888	0.1251879392	0.0064068969	0.2227384809	0.0315106677	0.0663246094	-0.1130050697	-0.0890311221	0.1119645899	0.0153448136	-0.0370228328	0.0020638365	0.008171851	-0.0918512357	0.1067632835	-0.0253862672	-0.027046436	0.0152567316	0.0705277877	0.0737615903	0.0913785749	0.184882536	-0.1150810559	0.0180829327	0.1033451922	-0.0430510614	-0.0912010088	0.0329173455	0.0515023189	-0.0890408789	-0.0076063432	-0.0050414054	-0.0814862679	-0.0776282147	-0.1376992926	-0.1187888796	-0.0771002478	-0.0861820382	0.0073225752	-0.00747096	-0.0994342739	-0.0292891691	-0.0400613901	0.0798207912	0.054048599	-0.0906078562	0.0357913852	9.55594e-05	0.0595013313	-0.009114452	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.017030484803854	-2.8089163919300247e-05	0.0002900374126543	7.890011296853187e-10	-0.0157723369042344	-0.0167740620907608	0.0002813691590246	0.0002487666114206	-0.0598688587784721	-0.0018409963336694	0.0035842802514366	3.389267500584181e-06	0.0001849999950349	3.999892864842147e-16	3.4224998162913026e-08	1.599914293021512e-31	-1.553999928738392e-08	7.585000849630322e-09	2.4149157785189277e-16	5.753223788889271e-17	-0.0001679999970858	8.200000958020001e-05	2.822399902082881e-08	6.724001571152893e-09	0.0	0.0	0.0	0.0
1668.219708549792	-2.053105858238496	2782956.9959939527	4.21524366513323	2069.8402113640445	-1.44737436579544	2.0948925547617523	4284238.500579553	1784.8892710160237	-1.1819190892501863	1.3969327335339905	3185829.7097881124	1820.813812912413	1310.2103015414918	1.051267	11.094856	0.0202891262788017	0.0121979025304997	-0.0138936889	-0.0215105809	-0.0496778693	0.1304204576	0.0079546112	0.1763602538	-0.0741908651	0.0165938862	0.1040703617	0.0435381664	-0.0144586488	0.012727006	-0.0460266437	0.0564235703	-0.1619670861	0.1282458461	0.0422258901	-0.0681164877	0.070956529	0.0031609398	0.1123794496	0.1227366185	0.0786722657	-0.0693927767	0.0231724984	-0.1255403824	-0.1424306062	-0.0881927235	-0.0362384149	-0.1341711042	-0.1500003149	-0.0303751465	-0.0363175027	-0.1233835261	0.0193053933	-0.0231699115	-0.0304331586	0.1810369802	-0.0611024767	0.0365070138	0.1069192904	-0.0976356762	0.0919990453	-0.0839443719	-0.0198420578	0.1256344866	-0.0951492081	-0.0728998025	-0.0141601472	-0.135892432	-0.066771398	-0.102804717	0.1353314884	0.1045577855	-0.1090963367	0.0788123469	0.0133892707	0.0507959966	-0.0690434725	0.045631557	-0.0627328135	0.0912384523	-0.0129837254	-0.1018581385	-0.047293187	-0.0523115796	-0.057228772	0.0046065022	-0.1869805786	0.0164821201	-0.0194610857	0.0518259403	-0.0646342945	0.0793274494	-0.0974364688	-0.1782771896	-0.0870892456	0.0015082103	0.0481742542	0.0120973676	0.0090719685	0.1394524077	0.0532056923	-0.0096458019	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.015035442510765	-0.001995042293089	0.0002260645314945	3.980193751213815e-06	-0.015814184599094	-4.184769485959805e-05	1.751229565062029e-09	0.0002500884345342	-0.0593646321670746	0.0005042266113975	0.003524159552332	2.5424447564141105e-07	0.0002579746960956	7.297470106070001e-05	6.655094382561719e-08	5.3253069948985315e-09	-0.0002210295395017	-0.0002210139995024	4.885405733233355e-08	4.884718797605245e-08	-0.0002289714901118	-6.097149302600001e-05	5.242794328401814e-08	3.7175229618195675e-09	0.0	0.0	0.0	0.0
1669.631694264621	1.411985714829143	2787669.994492949	1.993703658881566	2070.014257847577	0.1740464835324928	0.0302921784300263	4284959.027692256	1786.6717082259336	1.7824372099098582	3.17708240727124	3192195.7929749754	1822.6784984816595	1306.0946205869784	0.8973339999999999	9.470277	0.0446211405673106	0.022007504475184	0.0095698042	-0.00161901	-0.0578987223	0.1480762401	-0.0236013845	0.1960463473	-0.0785678008	-0.0232428026	0.0344351447	0.1037864021	0.0350711329	-0.003908478	-0.0726689785	0.0232247061	-0.0299572303	0.1321599273	0.0259389476	0.0165911871	-0.0040798719	0.117936281	0.0539086965	0.0810250965	0.2006495154	0.0472778545	-0.0442997823	0.0570413077	0.0279975706	0.0238963779	-0.0729337196	0.0449406756	0.0411142375	0.0196099919	-0.0474932975	-0.0445802205	-0.0259073073	-0.0515688004	-0.0255846948	0.061018684	-0.1092967317	0.0779519594	0.1249077394	0.0134619895	0.1475733745	0.0497321172	0.0269762385	0.0191471151	-0.1282136257	-0.0396742638	0.0730896941	-0.0555023536	-0.0067916808	-0.0919478519	0.0113814889	-0.1172399447	-0.0098616175	-0.0909260245	-0.0313848163	-0.0625717435	-0.0295802735	0.0463282713	-0.0373397602	0.1098653862	-0.0493529356	-0.1150357814	-0.0412179606	-0.0307927197	-0.0159713272	0.0261923959	-0.1761081626	0.0332537849	-0.0519166326	0.0529299251	-0.0308745141	0.0688251956	-0.1081499511	-0.1960739331	0.033653455	-0.0054727135	0.0475759476	0.0056108606	-0.0418073999	0.0806639245	0.0719494626	0.0116213889	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0087402963814611	-0.0062951461293038	7.6392780835782e-05	3.962886478928986e-05	0.004292795179154	0.0201069797782479	0.0004042906358028	1.8428090450167823e-05	-0.0652340682947283	-0.0058694361276537	0.0042554836662812	3.445028045660653e-05	0.0001149850678083	-0.0001429896282873	1.3221565818879352e-08	2.0446033797740223e-08	-0.0001810094886129	4.00200508888e-05	3.276443496790357e-08	1.601604473142141e-09	-0.0001649895986458	6.398189146600001e-05	2.7221567661302168e-08	4.093682435567005e-09	0.0	0.0	0.0	0.0
1672.770837691714	3.139143427092904	2798162.2754318384	9.854221455860582	2076.0711455948053	6.056887747228302	36.685889182524335	4310071.401571328	1788.3517475430929	1.6800393171592989	2.8225321072010825	3198201.9729404342	1823.5449174250264	1308.1707521582616	1.069895	11.291454	0.0683679369871136	0.0302933800159784	0.0609034819	-0.0260148642	0.0057495982	0.1109529937	-0.0553116481	0.0767122639	-0.0050539055	-0.0906042509	-0.0171367183	0.1398749312	0.0299418916	0.0348661486	0.1082441448	-0.0123631704	0.0617088676	0.1711669077	0.0230856066	-0.1290644382	0.0841510423	0.09602994	-0.0155999782	0.1436327896	0.1095462553	0.1288830537	0.0271588003	0.0084257855	-0.0227599522	0.0171503446	0.0585516877	0.0601689963	-0.0239454708	-0.1418052278	-0.0447461059	-0.0036420938	0.0896596265	0.106750328	-0.0333509961	-0.043250493	-0.1396877478	0.04652954	0.1469552151	-0.0764707162	0.1449541252	-0.0908064866	0.0065138478	-0.0478037566	-0.1696608323	0.0377439045	-0.0907275265	0.0217415754	-0.0501667204	-0.0140050232	-0.0253291129	0.1043655104	0.0999117371	-0.0034356042	0.0064292426	-0.0701034176	-0.0090504309	-0.0686736477	0.0248228318	0.1037549651	-0.0483637946	-0.1505090014	-0.0455339441	0.0618675113	-0.0097510174	0.1188885497	-0.1349035655	0.0202079435	-0.0519799189	0.0423418296	-0.0445710969	-0.0545329539	-0.0505422065	-0.2075461332	-0.00521886	0.1039212652	0.0335984608	0.0776716266	0.0269906255	0.0424350514	0.0081081001	-0.0219293005	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0043069508203359	-0.0044333455611252	1.8549825368792085e-05	1.9654552864348515e-05	0.011816346567528	0.007523551388374	5.660382549350435e-05	0.0001396260462039	-0.0895980227634112	-0.0243639544686828	0.0080278056831127	0.000593602277352	-0.0001080000099333	-0.0002229850777416	1.1664002145592898e-08	4.97223448954274e-08	-0.0004339999596045	-0.0002529904709916	1.8835596493670766e-07	6.400417841255161e-08	-2.3436000367933112e-08	0.0001649661626454	5.492461132457609e-16	2.7213834817959145e-08	0.0	0.0	0.0	0.0
