global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
978.898793898335	n/a	n/a	958242.8486956152	1480.1443636882354	n/a	2190827.3373580514	n/a	1011.8314913542374	n/a	1023802.9668961402	n/a	1134.602082709148	820.5492066955567	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0001826066818182	n/a	n/a	3.334520024465333e-08	-0.0240547641097208	n/a	0.0005786316763743	n/a	-0.083475429599261	n/a	0.0069681473467811	n/a	-0.0020540624123039	n/a	n/a	4.219172393639717e-06	-0.0002960756473293	n/a	8.766078894146402e-08	n/a	-0.0004133044066397	n/a	1.708205325477945e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
960.7231619969511	-18.17563190138389	330.3535950146039	922988.99399742	1383.660779264458	-96.48358442377751	1914517.152074727	9309.082063260206	1009.0933264248612	-2.73816492937624	1018269.3414351916	7.497547180465986	1110.179447136795	784.4008072357178	2.535505	33.38308	0.2327112047768134	0.1192648769444593	0.0693730999	-0.2064007158	0.0434937557	-0.0337575054	-0.4848716569	0.3703132502	-0.0194082639	0.4740925726	-0.0128393682	-0.0426534041	-0.1983748923	0.0296632169	-0.2059541458	-0.0089034467	0.1825066803	-0.053776169	0.2077645118	-0.0343069749	0.2584369305	-0.0835753887	0.0822316416	0.025409132	-0.0026147919	0.0908523587	-0.0392408335	0.0087245144	-0.0003781491	0.0673639114	-0.2779097492	0.1459850581	-0.1580156562	0.2997347342	-0.2216676249	-0.4431741092	0.1649384386	-0.0871221441	0.1461723912	-0.1679968666	0.0958400044	-0.3221877811	0.1428398766	-0.1411901162	0.0387019248	0.2097359308	-0.031744893	0.0125538975	-0.0531210128	0.0238314515	-0.054084888	0.2008001017	-0.1122235658	0.0298200715	-0.1788549228	0.1678674408	-0.1825813393	0.1537063042	-0.3529597663	0.0126047259	-0.0200605929	0.0097092026	0.0438446693	0.0256297767	-0.0310486681	0.2052721929	-0.0781864469	0.0009688404	-0.0633959746	0.1296294506	0.1295955703	0.1295391098	0.1294600787	0.0	-0.0118621683604942	-0.011679561678676	0.0001364121610059	0.0001407110382127	0.0588205813202336	0.0828753454299544	0.0034598607868502	0.0068683228801342	-0.0078006965755577	0.0756747330237033	6.085086706391762e-05	0.0057266652182087	-0.0010650119982384	0.0009890504140655	9.78220721563137e-07	1.1342505563917497e-06	-3.5780026726106584e-05	0.0002602956206031	1.2802103125209014e-09	6.775381010520161e-08	-0.0004130191484188	2.852582208999997e-07	1.7058481696059077e-07	8.137225259103305e-14	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
954.9413393587204	-5.7818226382307785	33.42947301995792	911912.9616162268	1367.5632426788204	-16.0975365856375	1870229.2227262105	259.1306841259378	1007.0547908617102	-2.0385355631509583	1014159.3517975227	4.155627242231195	1105.6894307835482	761.7429465866089	1.233024	16.234295	0.1378926447137954	0.0746757506399199	-0.0339288272	-0.0930042515	-0.0899683264	-0.062051177	-0.265235098	0.1382350789	-0.0952988113	0.0548544586	-0.0774736093	0.0143777547	-0.1055764477	-0.0052928347	-0.2026380275	-0.1319639107	0.1220983808	-0.0944820877	0.0235997524	-0.0510912206	-0.1273920131	0.0605286619	-0.0160537798	0.0399757308	-0.0003224526	-0.0144044952	-0.0708079822	0.0401761611	0.0595052478	-0.0080241097	-0.1828497284	0.2102221792	-0.0827966492	0.1362991327	-0.106637393	-0.1092374171	0.1227207921	0.0045128355	-0.0624161824	0.0687180345	-0.0938685263	0.060278924	-0.1862654074	0.1622649637	0.0026808598	0.0917265216	0.0007287896	-0.1097003093	-0.0766060742	0.0239460907	-0.015846262	-0.0266890599	-0.0719674841	0.0781612393	-0.1143485012	0.2146841629	-0.0077707478	0.2938638507	-0.1374987911	0.1188366082	-0.0580007655	0.0517586762	-0.0020771927	0.1428209107	-0.015520251	-0.0264771602	0.0076429234	0.0139859356	0.0619278111	0.1295391098	0.1292343642	0.128726986	0.1280177706	0.0	-0.0156368254688317	-0.0037746571083374	1.4248036285522812e-05	0.0002445103107427	-0.0035572268885033	-0.0623778082087369	1.265386313629087e-05	0.0038909909569259	0.0342445078377835	0.0420452044133412	0.001172686317052	0.0017677992141596	-0.0004810053275383	0.0005840066707001	3.4106379142221506e-07	2.3136612512022729e-07	-2.5900624274211023e-05	9.87940245189556e-06	6.708423377938491e-10	9.760259280652003e-11	-0.0004130057219032	1.3426515600007112e-08	1.705737263247834e-07	1.8027132115723427e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
952.6181955837689	-2.323143774951518	5.39699699909599	907481.4265572756	1353.3707559672628	-14.192486711557647	1831612.4031074003	201.42667905774044	1003.515864540874	-3.5389263208362536	1007044.0903852176	12.52399950430762	1097.9242514818422	744.3837018928527	1.179647	15.531528	0.1024772468529802	0.0565817293959856	-0.0271003609	0.1510840521	-0.1497022119	0.0106515925	-0.0021343028	0.169756623	0.1055283512	-0.1716820053	0.0289520204	0.0375112076	0.0631191606	0.0310406769	-0.1273357936	0.0918906434	0.1139138147	-0.0022210555	-0.0193724893	-0.0507164529	-0.0027179778	-0.0362569942	0.0597498299	0.054531691	0.1236397219	-0.1028025366	-0.0891508509	-0.057454387	-0.037715547	-0.0690155952	0.0609086543	-0.0574029552	-0.1361250716	0.1533196053	-0.0050118149	-0.0440151208	0.0144935375	0.0130798805	-0.088130157	-0.0146685515	0.0417685881	0.1050903726	0.0382951184	0.0897431702	0.0318873847	0.1328390848	0.0238784031	-0.1304273755	-0.0377601923	0.0689842009	0.0283293997	-0.1383235208	0.1501825384	-0.0705582087	-0.1666802693	0.3189962276	-0.1064752122	-0.0576948933	-0.1209175043	0.1052081017	0.045573066	-0.0490310983	-0.0104213122	0.0976325297	0.151058895	0.0093331857	0.0367044168	0.0182201099	0.0064534157	0.129358491	0.1285129588	0.12710783	0.125149223	0.0	-0.0002704654996392	0.0153663599691924	0.0002361250187028	7.31515864950821e-08	-0.0520116866993447	-0.0484544598108414	0.0027052155533107	0.0023478346755604	0.0592750464918054	0.0250305386540218	0.0035135311366056	0.0006265278653104	-0.0003760398400983	0.0001049654874399	1.1017753553516793e-08	1.4140596134115505e-07	-0.0001934223573489	-0.0001675217330746	3.7412208322405566e-08	2.8063531052347343e-08	-0.000413036269767	-3.05478637999926e-08	1.70598960143038e-07	9.33171982742898e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
954.740711236622	2.122515652853167	4.505072696606706	911529.8256926108	1348.3453573013242	-5.02539866593861	1818035.2025560357	25.254631751617563	1007.3454403642296	3.82957582335564	1014744.8362226036	14.665650986830029	1099.4897354324787	774.0750125274658	1.331163	17.526419	0.2712197214204079	0.1938145063191881	0.0251450304	0.0868297645	0.095746292	-0.1157962871	0.1192864764	-0.0504285916	-0.0663416542	0.079455062	0.0481762518	0.1147081762	0.029260157	-0.1303577753	0.1235258295	0.0481312142	-0.0029181477	-0.1841346133	-0.0907095174	0.0370489039	-0.0884551226	-0.093519857	0.105318287	0.0334800388	0.0076443332	-0.0152601261	-0.1051226263	-0.0579121914	-0.0975481347	0.0572742797	0.0476232701	0.0121636856	0.1760649709	-0.0658890127	0.0572987755	-0.0568697456	0.0413189596	0.2125724777	-0.1221420704	0.0277548734	0.0203808311	-0.0075919881	0.1010880051	0.1054368854	0.0239719482	-0.1370955481	0.1536486175	0.1263273181	0.0645766958	-0.0043535448	0.0408485886	0.0188448768	0.1397868939	0.0390835338	-0.1820217148	0.0405343476	0.0927565702	-0.0250521377	-0.1601549515	-0.0677193386	-0.1130126327	0.0091745724	-0.1398059469	0.0153587124	-0.0524090235	-0.0326886305	-0.0785696646	0.1551537279	-0.0221329495	0.1290877201	0.1274333647	0.1246917927	0.1208863942	0.0	0.0054853496780253	0.0057558151776644	3.3129408359433014e-05	3.0089061090212254e-05	-0.0522995611361523	-0.0002878744368075	0.0027352440950341	8.287169136729145e-08	-0.1071807909541604	-0.1664558374459658	0.0114877219495594	0.0277075458198377	0.0007460007789191	0.0011220406190174	1.25897515072495e-06	5.56517162147904e-07	0.0002509982618332	0.000444420619182	6.300012744328763e-08	1.9750968675420118e-07	-5.093620767100606e-06	0.0004079426489998	2.5944972519038564e-11	1.6641720487305512e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
949.7652647396928	-4.97544649692918	24.75506784380485	902054.0581060587	1345.9030259318372	-2.442331369486965	1811454.955212476	5.964982518380073	1001.4970714182092	-5.8483689460204005	1002996.3840592497	34.20341932877577	1094.9939241502495	743.8362186889649	1.361496	17.925787	0.1441329512789564	0.0916158024676936	-0.1704959761	0.0659951327	-0.0713357693	-0.0031211895	0.1021951149	0.003448869	-0.0178381733	-0.1646456252	0.0086340157	-0.0220264175	0.188316437	-0.0216638057	-0.020904168	-0.0978372317	0.0298052754	-0.1187731373	-0.0254137312	0.0827540412	0.0208273438	0.0226491415	-0.1402723081	0.1065923729	-0.1321252496	-0.0573380505	0.0179024264	-0.0808082635	-0.2037656144	0.1196265883	0.1619952524	0.0819257801	-0.0339775272	-0.0306497814	-0.0212710468	0.1387235624	-0.0580389781	-0.0296492205	-0.1798776298	0.0489222961	-0.0265390502	0.053776132	0.036739057	0.0037441452	0.1377107925	-0.0873029454	-0.0458644132	-0.1128990416	-0.1518534517	-0.0606069084	0.0868004924	0.05304129	0.1426400766	0.0495071514	0.0298278654	-0.0326814343	0.042855192	0.183128491	-0.0077915257	-0.0159813893	-0.077715636	0.1281029181	-0.1571060267	0.0458797092	0.0687064279	-0.220864684	0.0518307612	0.0308026122	0.0023812175	0.128726986	0.1259985909	0.1214940211	0.1152767764	0.0	-0.0002200049199245	-0.0057053545979497	3.2551071088346913e-05	4.840216479098566e-08	-0.0748402466370947	-0.0225406855009423	0.0056010625167011	0.0005080825028523	-0.0754386998931693	0.0317420910609911	0.0056909974415716	0.0010075603449242	-0.0006090001678686	-0.0013550009467877	1.836027565795564e-06	3.70881204463983e-07	-2.5982947738256712e-05	-0.0002769812095714	6.751135731689795e-10	7.67185904556672e-08	-5.60078667894061e-05	-5.0914246022305495e-05	3.1368811422998584e-09	2.5922604480198512e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
959.763910094144	9.998645354451128	99.97290892408712	921146.7631192	1349.1159938321568	3.2129679003196543	1820113.9648137284	10.323162728484489	1008.4354420979818	6.938370679772561	1016942.040879352	48.14098768992755	1098.5926892283685	761.3505708584786	1.684382	22.176991	0.1938973380318017	0.1030359842246066	0.0773584209	0.127627076	0.040573474	0.200111857	0.103147055	0.1641008203	0.0956855894	-0.0324090522	0.0021815976	-0.0689934478	-0.0475966535	-0.1393864215	0.1349434972	0.1477280572	0.0147938559	0.1390346022	-0.0231149213	-0.093188945	-0.0865444584	0.07767682	0.165617834	0.0832254316	-0.0268010912	-0.006550317	0.0679996891	0.0932649415	0.0111304634	-0.0488850437	0.0759254419	-0.198699159	0.1412609528	0.1515571497	-0.0808837075	0.0235741912	-0.0244376558	-0.0462366876	0.178201757	0.0934249291	0.077814604	0.1640609838	0.0429900931	0.0425096918	-0.0424453816	0.0935702917	0.0337300875	0.0137066345	0.0136629701	0.0795393656	-0.0964652142	-0.0326750091	0.0643079666	-0.057391229	0.2520979178	-0.0629809667	-0.2005003758	-0.2148288565	-0.066877106	0.0632051014	-0.0482835559	0.0172513673	0.095383539	0.0410600086	0.0125212639	-0.0434188483	-0.0985461491	0.0943806044	-0.0212100716	0.1282765399	0.1242126365	0.117534563	0.1083828658	0.0	0.0186033646518524	0.0188233695717769	0.0003543192420356	0.0003460851763697	-0.0190526874671235	0.0557875591699712	0.0003630048997198	0.003112251758143	-0.0205207480629638	0.0549179518302055	0.0004211011010636	0.0030159814332247	-0.0016079981089865	-0.0009989979411179	9.97996886357803e-07	2.58565791850416e-06	-0.0002250272543911	-0.0001990443066528	5.0637265218796836e-08	3.9618636010911116e-08	3.331903463681433e-05	8.932690142622043e-05	1.1101580691292327e-09	7.979295318409702e-09	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
959.068263042474	-0.6956470516699937	0.4839248204971549	919811.933175308	1352.453774416595	3.3377805844381783	1829131.211933694	11.140779229852466	1008.6994868181754	0.264044720193624	1017474.6547072504	0.0697196142621291	1102.0156611215796	789.0420661697387	1.265893	16.667059	0.202745069236455	0.1265680644513208	0.1679093923	-0.0843243783	0.1315638503	-0.0148606943	0.0346795407	-0.2242117113	0.0713506218	0.071100399	-0.030033346	-0.0624975963	-0.1519271599	0.0149154913	-0.0617516495	0.1015151782	-0.1545438499	0.1034066812	-0.0063076912	0.1813830295	0.0969556404	0.0737973282	0.0090132409	-0.0743858117	-0.0420517957	-0.0091207506	-0.0828750843	0.0336205676	0.0288990013	0.1210079443	-0.1277685789	-0.0717193229	0.0444340853	-0.0472430393	0.1912036399	0.0699804598	-0.0541098467	-0.0985835963	0.0412089836	0.1691072383	-0.1194638957	-0.0755312316	0.0300075556	-0.067168125	-0.0335649091	0.0240879876	-0.0073294725	0.1412219449	0.134914028	0.0940725232	0.0343945477	0.1598846886	-0.0189698615	0.1293675056	-0.0666448218	-0.1436916454	-0.0133131922	0.0066992488	0.0628797432	-0.1244245851	0.0617000296	-0.0595252235	-0.0867780929	0.054307964	-0.0656727515	0.0172630159	-0.240290303	-0.0153541785	0.081183475	0.1277366958	0.1220804792	0.1128382417	0.1002814672	0.0	0.0211518882475587	0.0025485235957063	6.494972517871772e-06	0.0004474023764372	0.0242460256713599	0.0432987131384833	0.0005878697608562	0.0018747785594486	-0.0597308642398957	-0.0392101161769319	0.0035677761428448	0.0015374332106084	0.0002330045129715	0.0018410026219579	3.3892906540562304e-06	5.429110306508592e-08	-2.5959524169616444e-05	0.0001990677302214	6.738968951129003e-10	3.9627961215533363e-08	0.000347003008964	0.0003136839743271	1.2041108823006985e-07	9.839763574969846e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
954.5172878986244	-4.550975143849541	20.711374759936355	911103.2528973456	1355.526205007466	3.0724305908709084	1837451.2924619424	9.43982973571936	1005.8463258162787	-2.8531610018966376	1011726.8311581076	8.140527702743825	1101.0746793280985	774.4933358764648	1.146647	15.097038	0.0760770360042925	0.0711774555666504	0.0776861561	0.0541333826	0.0617031392	-0.0971251563	-0.023132351	-0.1822422947	-0.0274321621	-0.0896534714	0.0128362221	-0.0452121202	-0.0377463354	-0.0362378208	-0.0876950522	-0.1133353386	-0.1255219542	-0.0342479629	-0.2116429683	0.0298138231	-0.1208302728	0.1289877	0.0802141095	-0.0557870858	-0.2042737258	0.0291252354	0.1977746703	0.0985528072	-0.0683654893	0.0781379204	-0.0756624113	0.0966303689	0.0286738169	-0.0621096894	0.151440999	0.1890716696	0.1125451377	0.057880157	-0.043741097	-0.0126133267	-0.0516779855	-0.0357150717	-0.165363268	0.146328419	0.0202972391	-0.117248563	0.0150206548	0.020728519	0.1059201381	0.1057560727	0.0960693682	-0.0048623176	0.1021648284	0.1316940258	0.0261690971	-0.0307772495	0.1311110227	0.0568849447	0.0861624735	0.0604795275	-0.0523699372	-0.0108082889	-0.0852879923	-0.0270866885	-0.0279854507	-0.1186498268	0.0658080395	-0.0631209249	-0.0787554371	0.12710783	0.1196080616	0.1074345	0.0910628379	0.0	0.0253859136114584	0.0042340253638997	1.7926970782145996e-05	0.0006444446098884	-0.0468009271279896	-0.0710469527993495	0.0021903267800393	0.0050476695020729	-0.060526922080939	-0.0007960578410433	0.003663508296592	6.337080862865204e-07	0.0002330045129715	0.0	0.0	5.429110306508592e-08	-2.5959524169616444e-05	0.0	6.738968951129003e-10	0.0	0.000347003008964	0.0	1.2041108823006985e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
949.2052596332628	-5.312028265361619	28.217644292000767	900990.62491545	1351.7086508659902	-3.817554141475739	1827116.2768259556	14.573719623098569	1001.5888337950776	-4.257492021201188	1003180.1919829836	18.126238310591773	1096.411453079323	751.8334990882873	1.313198	17.289892	0.1042036132306088	0.0695677936783174	-0.1455745093	-0.0301256343	0.0485751597	-0.0989250649	0.0299770197	-0.0138918467	0.0235020019	-0.1249239245	-0.1752352033	-0.1565431147	0.11579444	0.0437165084	-0.1580911306	-0.0372413656	-0.055036366	0.2279244069	-0.0145557626	0.0452193472	0.0556837503	0.0756818066	-0.0001196407	-0.0306795526	0.0916065739	0.1975216467	-0.0816485105	0.2055896558	0.0581852593	-0.0159142522	0.0874178544	0.0546486691	-0.1282079372	0.0265318429	0.1370689276	0.0427132182	-0.0328489744	-0.1470750837	0.1066387428	0.0670942638	-0.1028424162	0.1892601767	0.1319774143	-0.107734264	-0.1738870487	0.0296840848	0.0140754775	0.0051664443	-0.0939686271	-0.0364861093	0.2077516146	0.0119796737	-0.0464538207	0.0660887479	0.0461725884	-0.040723674	0.0665753077	-0.1114448642	0.121419823	-0.1018428083	0.0945712163	0.0341721938	0.2243122971	0.0339457686	0.2687638202	-0.0474114572	-0.1503504861	-0.0101432062	0.1212809523	0.1263903806	0.116802275	0.1013572156	0.0808296822	0.0	0.0192660874917152	-0.0061198261197432	3.745227173589111e-05	0.0003711821272384	-0.0470307901353663	-0.0002298630073767	0.0022118952207568	5.2837002160260956e-08	-0.0233088003086692	0.0372181217722698	0.0005433001718294	0.0013851885882555	-0.000658939895609	-0.0008919444085805	7.95564827998018e-07	4.342017860251999e-07	-0.0003466139933303	-0.0003206544691606	1.2014126037237726e-07	1.0281928859271979e-07	0.0003468858400808	-1.1716888319995845e-07	1.2032978604856237e-07	1.3728547190325504e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
