global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20
1607.2875246525452	n/a	n/a	2583373.1869037063	2195.654487174727	n/a	n/a	4820898.627050513	1706.9527440284444	n/a	2913687.670346236	n/a	1823.438861541526	1449.7915616627397	n/a	n/a	n/a	n/a	-0.1207340339	0.0717158162	-0.073491943	0.0053161267	-0.2036281171	-0.0339318397	-0.082067627	0.166767843	-0.1767059976	0.0078280218	-0.150869416	0.2316443971	-0.0087256934	-0.1057782143	0.1005256816	-0.339837489	0.010291013	-0.1005162907	0.0686295457	-0.0082254178	0.052239353	-0.0672820431	0.0089898281	-0.0388470579	0.0332393579	-0.0194003951	0.0541915137	-0.009209417	0.0118943001	-0.186988197	0.0401294544	-0.1846288712	0.0353015149	-0.1652899442	0.1257698905	-0.1321261758	0.0881118324	-0.1383933181	0.0103793058	-0.0446121798	0.1328284683	-0.0370015088	0.0059734569	-0.1489165147	0.0095855933	-0.0325352989	0.1397838207	-0.0344887633	0.2442647241	-0.0585553992	0.0693918369	-0.0978522827	0.0626065142	-0.0930873781	0.0734619562	-0.1177379408	0.0042392572	0.1402741337	-0.0102279438	-0.1323574873	0.0967791892	-0.0756186218	0.0862625671	-0.0369296483	0.0054062434	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0162300515831788	n/a	0.0002634145743926	n/a	-0.2656660223141642	n/a	0.07057843541223	n/a	0.0878447535395139	n/a	0.0077167007244179	n/a	-0.0001020001429736	n/a	1.040402916663484e-08	n/a	-0.0013540004936032	n/a	n/a	1.833317336677709e-06	-6.905413245721988e-08	n/a	4.7684732094192676e-15	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1610.0544045578229	2.7668799052776194	7.655624410229088	2592275.1856360454	2210.3840536255348	14.729566450807852	216.9601278287642	4885797.664522051	1708.4147363222207	1.4619922937763477	2918680.911282923	2.137421467061426	1827.7550282263169	1494.1688993125126	1.267663	20.31838	0.1840836804163518	0.1089206164805736	0.0961518692	-0.0622394869	-0.0939951338	0.1177235831	-0.0400386742	0.0422586111	0.0987109121	0.0269852381	-0.1344560687	-0.0924517132	-0.0059680413	0.0238014828	-0.1180450637	-0.0233159455	-0.0867459301	-0.0343989569	-0.0320779586	0.0922747469	0.0885093808	0.1528879551	-0.0534817955	0.0597791541	0.0834218675	-0.0722560822	0.0990563344	-0.1016782794	-0.0695234677	0.1200096335	0.0255950366	-0.0343191758	-0.0479734293	-0.0099093701	-0.1655166119	-0.0220053434	-0.0435951525	-0.1413930155	0.0152264684	-0.0005423133	0.0456609635	-0.109261772	0.0057576395	0.0475112058	0.0079725683	-0.1943220064	0.0399738247	-0.1312623319	0.0444176164	-0.0058546582	0.0855706857	-0.1025927615	-0.0373010026	-0.0674370483	-0.0006374085	0.0125025373	-0.0906396677	-0.0537485652	0.0603812042	0.0969368884	0.0515006685	0.0961369115	-0.0209568824	0.0695015441	0.0353155412	-0.0761810416	0.2263858488	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0050122980304649	0.0112177535527139	2.5123131546202316e-05	0.0001258379947694	-0.3534267515354514	-0.0877607292212871	0.1249104687009017	0.007701945593452	0.1490629989470875	0.0612182454075735	0.0222197776550994	0.0037476735707819	-0.0002871165063108	-0.0001851163633372	8.243588819611965e-08	3.426806797519024e-08	-0.00149097802256	-0.0001369775289568	1.8762843439111032e-08	2.223015463756928e-06	-0.000155714206534	-0.0001556451524015	2.4246914116513205e-08	2.4225413466099476e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1606.828287396003	-3.226117161819957	10.407831941789254	2581897.145175972	2198.8288182015654	-11.555235423969409	133.52346570335743	4834848.171753692	1711.8867199308495	3.471983608628761	2930556.141875603	12.054670178586797	1828.6038819025696	1469.9018829214162	1.09041	17.477325	0.1507015751235287	0.0816915423107228	-0.0088616281	-0.0507269598	0.0012908437	-0.0542171374	-0.1955547256	-0.0026888353	-0.0063149295	-0.0886053324	-0.0728925257	0.0940931337	-0.0398729911	0.1176611936	-0.1667561415	-0.1876202656	-0.0553010986	-0.1151562168	-0.030049763	0.0024136124	0.0302509681	0.0676847513	0.009403113	-0.0937875098	-0.2047239334	0.0238745167	-0.0539119636	0.0103832261	0.007149925	0.1259165554	0.1759333198	-0.1046498147	-0.0440010426	-0.1219891318	-0.010735306	-0.0724870879	0.0070388221	0.1345750378	0.1203654139	0.0253562782	-0.0263364915	-0.0284050644	-0.0579855131	-0.0166320826	0.036526023	-0.1172657437	-0.0120247535	-0.1095921699	0.1072489885	-0.0229901767	0.184465994	0.0354761059	-0.0583789377	-0.0315136497	0.0072361204	0.0074951479	-0.0589244709	-0.0968528969	0.040695046	0.103362708	0.014297817	-0.0907322169	0.0516676623	-0.0238795985	0.1189354632	-0.115045871	-0.078518331	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0161085898103863	-0.0110962917799214	0.0002594866656792	0.0001231276912651	-0.3106791916202951	0.0427475599151562	0.09652156010584	0.0018273538786998	0.09330970816832	-0.0557532907787674	0.008706701638457	0.0031084294326618	0.0002980006603636	0.0005851171666744	8.880439357714169e-08	3.423620987370776e-07	-0.0015720010736164	-8.102305105639994e-05	6.5647348024879916e-09	2.4711873754511143e-06	2.342287288720495e-07	0.0001559484352628	5.486309742901608e-14	2.4319914460938192e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1604.3500105537132	-2.478276842289688	6.141856107029347	2573938.9563637	2196.4685355646984	-2.360282636866941	5.570934125895561	4824474.027725731	1705.5853878145783	-6.301332116271169	2909021.515126605	39.70678643955049	1822.7382477783915	1480.7155588347337	1.107086	17.744619	0.2165644514111799	0.1285825165217397	0.0250890154	-0.0616979935	-0.1306590628	0.159696871	0.0054519351	0.0252523418	0.0029772273	0.0421311896	-0.1094013338	0.0924166339	0.0938793002	0.057043481	-0.0415370653	-0.0186658635	-0.0239515977	-0.0052020749	-0.1421032698	0.0391161762	0.032450937	0.0531920768	-0.099201661	0.0206541236	0.0708672672	0.0730575847	0.1062917783	-0.1839307325	0.0694092745	0.047292992	-0.0205344428	-0.0935974446	-0.0884269691	0.0550355785	0.0081422186	0.0064712536	-0.0538771743	-0.1077462568	0.0779644183	0.0059775669	-0.0209838594	-0.0798373581	-0.0452487687	0.0182950177	-0.0339089739	-0.111170434	0.1211376832	-0.0794552017	0.1084580334	0.0084911581	0.0216025081	-0.1130679987	0.0975992819	-0.0973690227	0.0007480007	0.0357681413	-0.0206429523	-0.0712648054	-0.0314096728	0.0401763017	0.1018803211	0.0349190415	0.0122771971	0.0822415056	-0.0893620023	-0.0476856126	0.1208179816	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0164426360473015	-0.0003340462369152	0.000270360280184	1.1158688839720613e-07	-0.2657487332878219	0.0449304583324732	0.0706223892440819	0.0020187460859661	0.1737996767436129	0.0804899685752929	0.0302063276361843	0.0064786350412516	-0.0011530992704718	-0.0014510999308354	1.3296379275625974e-06	2.105691009270503e-06	-0.0013534163793162	0.0002185846943001	4.7779268582311884e-08	1.8317358958013724e-06	-0.0001462807114655	-0.0001465149401943	2.1398046546852864e-08	2.1466627700160422e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1606.4101262279432	2.060115674230019	4.244076591208206	2580553.4936476764	2210.609368269888	14.140832705189496	199.96314959615688	4886793.779082593	1705.2878869643666	-0.2975008502116907	2908006.7774273944	0.0885067558766788	1825.093752176654	1494.4965056978424	1.262901	20.242048	0.2744194639026668	0.1607693111063692	0.0492985151	0.0031481221	0.0304712638	0.0160100555	-0.1230559855	-0.0942941653	0.0756238966	-0.0044230043	-0.0908117272	-0.0315075695	-0.0385062399	-0.1234127658	-0.0331434203	0.0308594712	0.1220695268	-0.0153273193	0.0260307703	0.0538555334	0.0420736568	0.1106933047	-0.1307887365	-0.0512512901	0.0507363466	0.0439035526	0.1160154041	0.1013612475	-0.0370716075	0.0415783004	-0.0135921741	-0.0097228387	0.1318688354	0.0714103018	-0.0066845553	-0.0098589653	-0.0110118229	-0.0867522535	0.0983590573	0.0354863322	0.1180504572	-0.0464893336	-0.0294153422	0.0569774381	0.0065340558	-0.1486337088	-0.0284202924	-0.0956346281	0.1098748999	0.0691279671	-0.0160026896	0.0852780774	-0.1773002292	0.0390379701	-0.0218477925	-0.0759385339	-0.0395639436	-0.0242295425	0.1057615869	0.0025810051	0.0226090321	0.0985292043	-0.0354636956	0.1064138744	0.1082767791	-0.161184311	-0.0931040775	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0041489725784344	0.0205916086257358	1.7213973456600596e-05	0.0004240143457954	-0.4017233218813629	-0.135974588593541	0.1613816273433971	0.0184890887431827	0.1287930764708136	-0.0450066002727993	0.0165876565468168	0.0020255940681155	7.090977446731166e-05	0.0012240090449391	5.028196115005005e-09	1.4981981420927564e-06	-0.0015560044126772	-0.000202588033361	4.1041911261077656e-08	2.4211497322709184e-06	-0.0001159444615538	3.0336249911700006e-05	1.3443118165000605e-08	9.202880587051185e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1603.027238694037	-3.3828875339063416	11.443928067058929	2569696.327995029	2190.758770496673	-19.85059777321476	394.04623195395874	4799423.990508095	1705.3820551326803	0.0941681683136721	2908327.953968564	0.008867643923552	1822.1340542145	1470.0989379093564	1.321152	21.175707	0.4437124370575701	0.2848415051980587	-0.0898024672	0.0031308659	0.0627495593	-0.010225171	-0.0509920822	-0.0789263695	-0.0960188021	-0.0312342556	-0.0213288229	0.007922492	-0.0870075745	0.0749704076	0.0011127114	-0.1703005445	0.005023969	-0.1134100098	-0.0189323185	-0.1067454429	0.0047587012	0.0569358279	0.0206435854	0.0263026694	-0.101525208	0.0483912171	0.0417667159	-0.0109078931	-0.0349284697	-0.0348880854	0.0945727725	-0.1072260047	-0.0037642958	-0.1624733024	-0.0205095356	-0.0315356932	0.0267078089	-0.0403201996	0.0619985035	0.0186968885	0.0248987675	0.1111808017	0.0617222758	-0.0921946034	0.0556823389	0.0003632235	-0.0699684836	-0.0375367385	0.1401983073	-0.0811929102	0.1338017758	0.0085101392	0.0977211492	0.0031030519	0.0412720717	-0.1340701776	0.0483542866	-0.0214834674	-0.098895691	-0.0516122626	-0.0317779606	-0.2007015254	0.0567865081	-0.0170331821	0.0040871619	0.0182232946	-0.0636523939	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0057171648040963	0.0015681922256619	3.2685973397197484e-05	2.459226856626424e-06	-0.1621763323135354	0.2395469895678275	0.0263011627626702	0.0573827602110088	-0.0297595248230067	-0.1585526012938203	0.0008856293176911	0.0251389273770371	-0.0006260007435173	-0.0006969105179846	3.918769308842124e-07	4.856842700775796e-07	-0.001487000881581	6.90035310962e-05	4.761487303744241e-09	2.2111716218226714e-06	-9.65431229403113e-07	0.0001149790303243	9.320574587068061e-13	1.3220177414338578e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1604.9591225362424	1.93188384220548	3.732175179774607	2575893.785012305	2215.240681347285	24.481910850611712	599.3639588972994	4907291.276295983	1706.3289691597547	0.9469140270743992	2911558.550993792	0.896646174670256	1825.92413885347	1508.962510339145	1.497487	24.002048	0.5493434153313447	0.3583859596681883	0.1687770825	0.016421521	-0.046431256	0.079349422	0.060843662	-0.0611316041	0.1601911541	0.1302971281	-0.0714134832	0.0244211561	0.1603825216	-0.0296460765	-0.0812973475	0.0430670022	-0.0216754506	0.121023362	-0.1080135692	0.0505330561	-0.1912858517	-0.0156380108	0.0164177527	0.1733699025	0.0514729915	0.0562376024	-0.100792449	-0.2053143887	0.0091194468	0.1141881261	-0.0905018628	-0.0556550346	-0.0869650369	0.1865968811	0.008838281	0.0195235267	-0.0690929242	-0.0732341085	-0.2150322644	0.1093947306	-0.123624392	-0.0400871099	-0.0181471854	0.1013316832	-0.1026695679	-0.1626631362	0.156393169	-0.0434284519	-0.0380150463	0.0499044575	-0.175201494	-0.0197169182	-0.0149697277	-0.115728047	-0.0639777055	0.1180374119	0.0120245553	0.1040450712	0.1066662423	-0.1039093402	0.1476748672	0.1689760545	-0.2642155125	0.0696103306	-0.1542172311	0.1498864661	0.0191036854	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.000284618545578	-0.0054325462585183	8.100771648693606e-08	2.9512558850941185e-05	-0.3341828585867858	-0.1720065262732504	0.1116781829732356	0.0295862450805903	0.2595452182184345	0.2893047430414412	0.0673637203000547	0.0836972343462743	-0.0021430050902055	-0.0015170043466882	4.592470816646684e-06	2.3013021878708925e-06	-0.0013539986107291	0.0001330022708519	1.7689604051762184e-08	1.8333122378563329e-06	-2.950808851995626e-06	-1.985377622592513e-06	8.707272881015744e-12	3.9417243042911e-12	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1602.7216928979824	-2.2374296382599823	5.006091386164195	2568716.8248857744	2203.30170791684	-11.938973430445005	142.53908657287172	4854538.416109264	1705.4520272528246	-0.8769419069301421	2908566.617260769	0.769027108130274	1823.95147025429	1489.4720718844185	1.139035	18.256702	0.2491215359849894	0.1495747332111458	0.0993364652	-0.0650810004	0.0165951877	-0.0544726345	-0.0095880675	-0.0435480935	0.0574371088	0.0183859764	0.0150908135	0.135991995	-0.0583772078	-0.1101605712	-0.0710160708	0.0363345001	0.02006955	0.0628265995	-0.1022800794	-0.0493653827	0.0117373554	-0.0397266735	0.0907707709	-0.0340938571	-0.0446653499	0.0197841586	-0.1857845883	-0.0414120234	0.1141602398	0.0760871015	-0.0056278885	-0.0023859216	0.0131688799	0.0094422736	0.1264193689	0.0814149078	-0.0267958436	0.1208350951	0.0762311091	-0.0120038999	-0.0322713361	-0.1158240889	-0.032433886	0.0789433371	0.0097120968	0.087675082	-0.007626069	-0.1236774482	0.1433441596	0.0199274713	-0.1022836424	0.0287108714	-0.1832672598	0.0193706684	-0.0307106934	0.0462280005	-0.0218860498	0.0283040538	0.0187313925	-0.1081272716	0.021703274	0.0812974323	0.041564682	-0.1131559588	0.0546929367	-0.0870600859	-0.0989000787	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0051820219971432	0.0048974034515652	2.6853351978876e-05	2.398456056740273e-05	-0.397600803270052	-0.0634179446832661	0.1580863987609906	0.0040218357078498	0.1658205256196225	-0.093724692598812	0.0274964467167678	0.0087843180027418	-0.0005399671208869	0.0016030379693186	2.915644916388881e-07	2.569730731077101e-06	-0.0012700146520332	8.398395869589994e-05	7.0533053182346276e-09	1.6129372163790103e-06	5.165716816042556e-05	5.460797701242119e-05	2.6684630223544847e-09	2.982031153389121e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1597.5219383916358	-5.199754506346608	27.03744692627185	2552076.343642569	2187.431533407349	-15.87017450949088	251.8624389616941	4784856.713344826	1699.470820619521	-5.9812066333036	2888201.070137188	35.774832790274985	1818.9000221929869	1458.7662931508032	1.537418	24.642065	0.6488392118252861	0.4473000823847285	-0.1574924155	-0.1191576838	0.0270473008	-0.0088050728	-0.0111238311	-0.0992103562	-0.1042556896	-0.1243484789	-0.0334784407	-0.0539059563	-0.0172261064	0.0074419793	0.1189254779	-0.1020676106	-0.0170172836	0.0609897785	0.0836951774	0.017657987	0.1092259583	-0.1239875671	0.0202778935	-0.1085646315	-0.0343643828	-0.1006999642	0.0455103086	0.0209969608	0.0671360508	-0.1310396371	0.1337630057	0.0688436207	0.0175630182	-0.0234170246	-0.0043402317	-0.0401285869	-0.1283503005	0.0316699527	0.0669104638	-0.0044277801	-0.0031105174	-0.0462511612	0.1328120277	-0.1812552178	-0.0162550234	0.0495734903	-0.0249182016	0.024445251	-0.1068537031	-0.0219292911	0.0803821909	0.0841905174	0.2570822339	0.0103643057	0.0755536278	-0.0342916106	-0.1643641502	-0.055421367	-0.0135850051	-0.1254200745	0.015662571	-0.2204339136	0.0440080423	0.0957076212	-0.1013623007	0.1226793513	0.002330161	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0096146890231381	0.0044326670259949	9.244224501165228e-05	1.9648536963342472e-05	0.005908854874093	0.4035096581441449	3.4914565923092607e-05	0.1628200442156047	-0.0315943883065301	-0.1974149139261526	0.0009982053724638	0.0389726482404702	-0.000929197558586	-0.0003892304376991	8.634081028821829e-07	1.5150033363143298e-07	-0.0013542093341509	-8.419468211769989e-05	7.088744496900534e-09	1.833882920701424e-06	0.0004478715029235	0.000396214334763	2.005888831309547e-07	1.5698579907174566e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1598.4484539179869	0.9265155263510678	0.8584310205695962	2555037.4598328024	2199.170202915206	11.73866950785714	137.79636181469496	4836349.581390109	1699.940750730946	0.4699301114251284	2889798.5559956925	0.2208343096240336	1819.778342834206	1479.537707808922	1.493811	23.943125	0.5076813760713764	0.3315633530774077	0.0355312302	0.1562098974	0.0367466863	0.0526634362	0.0278315571	0.0353225231	0.040894315	0.0524729308	0.0477321645	-0.1019379988	0.062761927	0.0587571196	0.0686448765	0.1145131257	0.0553887066	-0.0243045079	-0.0025186283	0.0174638533	-0.0613253872	-0.0182360715	0.0324091186	0.0184857453	-6.3425e-06	-0.0853028176	0.2013099999	-0.0453789558	-0.0424982055	-0.040220619	-0.1031145422	0.0571143787	0.0398963994	0.0891843727	0.0057356451	-0.1103596643	0.0403064414	-0.070382025	-0.0868790313	-0.0371603812	0.0101034508	0.0338783125	0.2024525378	0.0355587621	-0.05019146	-0.0820166722	0.0398809563	0.0523815239	-0.0202930582	0.1319127662	-0.0019285759	0.0004798051	0.0501955721	-0.0546426143	0.0111000534	-0.0750913729	0.0835254874	0.1561068585	-0.0090589221	0.1092092639	-0.0133380238	0.0189140828	-0.1278585455	-0.0726974508	-0.0281850284	0.0317482863	0.0108279696	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0110288481904632	0.001414159167325	0.0001216354924082	1.99984615052962e-06	-0.2698463016019587	-0.2757551564760517	0.0728170264882552	0.0760409063231317	0.1552922257837394	0.1868866140902695	0.0241156753888679	0.0349266065261253	-0.0003917055098485	0.0005374920487375	1.5343320644567337e-07	2.888977024560351e-07	-0.001104104603175	0.0002501047309758	6.255237645652728e-08	1.2190469747522244e-06	0.0005327836499647	8.491214704119999e-05	2.83858417669708e-07	7.210072715146368e-09	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
