global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
988.6736629820508	n/a	n/a	977475.6118743458	1377.9770397126983	n/a	1898820.7219753717	n/a	1021.7286384728304	n/a	n/a	1043929.4106755438	1109.1747859962636	830.0891719772702	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0277916796460289	n/a	0.0007723774575474	n/a	0.0184727307030811	n/a	n/a	0.0003412417796285	-0.0045188747483422	n/a	n/a	2.042022899120478e-05	0.0019080043289537	n/a	n/a	3.640480519306059e-06	0.0014079990299922	n/a	1.982461268458976e-06	n/a	-2.8432334269180804e-06	n/a	8.083976319944332e-12	n/a	0.0	0.0	0.0
971.8625666611796	-16.81109632087123	282.61295950961016	944516.8484772558	1297.4840053103749	-80.49303440232347	1683464.7440362528	6479.128587293631	1017.387480280202	-4.341158192628427	18.84565445342491	1035077.2850308984	1089.338745273208	781.2703558301168	2.401501	31.068958	0.3131665403161115	0.2191255889731584	-0.1217438745	0.1446812454	-0.0388220863	0.1486033104	0.0864316225	-0.4088518786	0.1177694232	-0.1533744165	0.4227055493	0.0525260254	-0.1574056316	0.1498923125	-0.1860909542	-0.0557686961	0.0277196529	-0.0569686978	0.0255534778	-0.0461215427	0.0296607125	-0.1081932468	0.0447144317	0.0317774381	-0.1273609398	0.1308719493	-0.0523805798	0.0320843049	-0.0262277803	0.0407597852	-0.0717066917	0.1076315356	-0.0380805281	0.1067674341	-0.1789313983	0.1788984893	-0.1016254293	0.2270404182	-0.1281801733	0.1028724212	-0.2848379688	-0.0673696276	0.1131817564	-0.2718073158	0.1563813658	-0.1514679194	0.2085730228	-0.0305580393	0.0424460644	-0.2399371385	0.0777303293	-0.1632927629	0.0612855118	-0.0480913492	0.0952289584	-0.0699990464	0.1439057732	-0.2952781141	0.1154757616	-0.0722491379	0.0217664322	-0.0484707752	0.0897933091	-0.0079415001	0.0668156695	-0.1967627117	0.0547323983	-0.0523135074	0.0536168741	-0.0138742359	0.0669733513	-0.1225219675	0.060721017	-0.0936442482	0.0009517272	0.0165920441	-0.137058985	0.0169896102	-0.1681565392	0.1065223071	-0.1014807076	0.1296294506	0.1295955703	0.1295391098	0.1294600787	0.0	0.0279359733781063	0.0001442937320773	0.0007804186085822	2.0820681116824176e-08	0.0117450338363624	-0.0067276968667187	4.526190513045661e-05	0.0001379458198172	0.1332786847368652	0.1377975594852074	0.0189881674000792	0.0177632078051887	-0.0004580000008879	-0.0023660043298416	5.597976488829199e-06	2.0976400081331645e-07	0.0004069999916196	-0.0010009990383726	1.6564899317835446e-07	1.00199907482287e-06	9.320300104292381e-08	2.9364364279610043e-06	8.686799403407257e-15	8.622658895456383e-12	1.0	0.0	0.0
972.8103561989911	0.9477895378115592	0.8983050079850488	946359.989128008	1291.2322171067945	-6.251788203580418	1667280.638494528	39.08485574242727	1018.7173562505444	1.329875970342414	1.7685700964941768	1037785.0519260986	1086.115554091877	778.521675897023	1.0087	13.049859	0.1324631701985401	0.0746548156990173	-0.1193380288	0.1566010977	0.026102969	0.1213207928	0.1163551917	-0.2663650046	-0.141883016	-0.1431182424	0.0590583828	-0.0717224333	-0.2028924773	0.0614308378	-0.2465084871	-0.0430808857	-0.0925564726	-0.1074493505	0.0249331019	-0.0155495699	-0.1190686153	-0.0833231102	-0.0165970644	-0.048485768	-0.0186039921	-0.0273998888	-0.0451516614	-0.0275432114	0.0797646587	0.0691180464	-0.0074799309	0.0016748329	0.016853301	0.0552453762	-0.0374909789	-0.1839291861	0.1162301086	0.0995813853	-0.1966905822	0.1417777573	-0.2056746516	-0.1743361629	-0.0170217028	-0.0111613906	-0.0499372125	-0.1182557049	-0.0442893796	-0.0417337736	-0.0016960215	-0.0959177318	-0.0011861492	0.0683744552	-0.0313440821	0.0473648825	-0.0213525571	0.0625696247	0.008931315	-0.3285473954	0.0368805126	-0.1410922645	0.011905364	0.0337661312	0.1461982825	-0.0243816648	0.0632352822	-0.079226785	0.1302653753	-0.1755281667	-0.0209322098	-0.0503203919	0.0623133852	-0.2045915206	0.0907746856	-0.076943882	-0.0140225414	-0.2023749393	-0.0939295121	0.031736878	-0.15568729	0.0835918761	0.0358444717	0.1295391098	0.1292343642	0.128726986	0.1280177706	0.0	0.0279541518189603	1.8178440853999774e-05	0.0007814346039174	3.3045571188236817e-10	-0.0195547800641264	-0.0312998139004888	0.0009796783502052	0.0003823894233563	0.1626906104975347	0.0294119257606695	0.0008650613769511	0.0264682347440605	-0.0014690141188392	-0.0010110141179513	1.022149546696845e-06	2.1580024813489114e-06	0.0001573717723044	-0.0002496282193152	2.476587471822792e-08	6.23142478784776e-08	0.0001741159076651	0.000174022704664	3.031634930204163e-08	3.028390173859363e-08	0.0	0.0	0.0
970.150424056346	-2.659932142645175	7.075239003476953	941191.845296708	1282.5751352260768	-8.65708188071767	1644998.977500189	74.94506668945017	1017.6833974753216	-1.0339587752228	1.0690707488602325	1035679.4974969134	1085.5785503738498	790.5384084118737	1.251688	16.19347	0.2387609755898813	0.1467778201452033	-0.0275816118	0.2147252503	0.0255225424	0.1079209277	-0.0053690881	0.0275083958	-0.137091822	0.0496880566	0.1015533356	-0.1497874789	-0.2019042852	0.1768584539	-0.0863128498	-0.0419361811	0.0104501386	-0.0009223133	0.0804915934	0.0193852115	-0.1868904417	-0.1254444796	0.0723948243	0.0467863545	-0.0420429167	-0.0292404115	-0.1176126738	-0.0040431464	0.0703753839	-0.0244144163	-0.0416533364	0.0569989494	0.045904273	0.0134456562	-0.0549606949	-0.1133259169	-0.0357411101	0.1772522003	-0.1639503989	0.095921545	-0.0278068301	-0.0597912911	-0.0998045196	0.0917643689	-0.0840816989	-0.2010291428	-0.069499052	0.0420844899	0.0300266311	0.0996811689	0.0261040591	0.2420419736	-0.0433220245	0.0871473146	-0.0280197405	0.0765434343	0.0522533041	-0.2272751049	0.2190002439	-0.0599938573	-0.0156786602	0.1311368565	0.1043600345	-0.1215763415	0.0183210455	-0.1529548811	0.0931317513	0.0116417826	0.058135781	-0.1076963079	0.0225272738	0.0010906923	0.011809728	-0.0472553502	0.0823968939	0.1111148053	0.0341285298	-0.1070054289	-0.0327587711	0.0137462678	0.0671770996	0.129358491	0.1285129588	0.12710783	0.125149223	0.0	-0.0060250593898416	-0.0339792112088019	3.630134065111844e-05	0.0011545867943723	0.0206406771771554	0.0401954572412818	0.0016156747828357	0.0004260375543315	0.0327328643978717	-0.1299577460996629	0.0168890157713044	0.0010714404116894	-0.0011259995457404	0.0003430145730987	1.1765899735815198e-07	1.2678749770075872e-06	0.0003329999912842	0.0001756282189798	1.1088899419527729e-07	3.084527130201659e-08	1.874789410063376e-07	-0.000173928428724	3.514835332085782e-14	3.025109831843213e-08	0.0	0.0	0.0
969.0098729774436	-1.1405510789023765	1.3008567635853752	938980.1339277612	1278.6834794276735	-3.891655798403235	1635031.4405612615	15.14498485324552	1015.9870477664244	-1.6963497088971735	2.877602334875525	1032229.6812291348	1084.9278815645869	783.79601011579	1.149469	14.871032	0.1157793723553137	0.0590872294529584	-0.0379119196	0.1034467034	-0.0621668307	-0.013558808	-0.0972100408	0.013835367	-0.1008519073	0.1905369651	0.1027558173	0.0691985766	-0.1134273585	0.2117545294	0.0017565586	-0.0202470692	0.2131167137	0.0978141005	0.0490147629	-0.0404223305	0.0105078466	0.1628388479	0.0555484938	0.0185820513	0.0698810034	-0.0969568449	0.0161557119	-0.0058778205	-0.0035626893	0.0552003795	-0.0095455212	-0.0347117033	-0.163491181	-0.0693160481	0.0392562543	-0.0004810203	-0.1143779957	0.1391329808	-0.146712155	0.0960455371	0.0332204307	0.1911118644	-0.0253530265	0.1436519236	0.0460362949	0.0937006723	-0.0898501534	0.1147714092	0.0349712435	0.087948307	-0.000769988	-0.0231018667	0.0145344286	0.0739333638	-0.0034985254	-0.0692561267	-0.0174361725	-0.1253116178	0.2029211515	-0.0167510658	0.0475229582	0.0203798534	-0.0135940808	-0.0312952975	-0.1089793566	0.0265296403	-0.0926431917	-0.0163828062	0.1321256284	-0.0392135795	-0.1685762751	0.2010291596	-0.0379677956	-0.0789189765	-0.0107625917	0.1295808534	0.1315851037	-0.1777865725	0.0911435102	-0.0655578275	0.0641541012	0.1290877201	0.1274333647	0.1246917927	0.1208863942	0.0	-0.0131496017421	-0.0071245423522584	0.0001729120259758	5.075910372912365e-05	-0.0086066894420895	-0.0292473666192449	0.0008554084541605	7.407510315257486e-05	0.0081912103913026	-0.0245416540065691	0.0006022927813781	6.70959276745837e-05	-0.0010980153189289	2.798422681150013e-05	7.831169502374829e-10	1.2056376406025338e-06	-4.4120092278721046e-05	-0.0003771200835629	1.94658254268286e-09	1.4221955742650456e-07	-0.0006920243982294	-0.0006922118771704	4.788977677447633e-07	4.791572828957777e-07	0.0	0.0	0.0
969.0361648409016	0.0262918634580273	0.0006912620840955	939031.088769563	1282.113605242319	3.4301258146454074	1643815.2967474568	11.76576310429682	1016.372806136016	0.3857583695915991	0.1488095197099688	1033013.6810527996	1085.091569740592	777.0514635585603	1.032789	13.361505	0.1420984712187957	0.1010438000076511	-0.071367339	0.0157116296	-0.144314282	-0.0091019971	-0.0557192485	-0.119793093	-0.0171815394	0.1129104907	0.0072976304	0.0594059537	-0.1337761007	0.1775522878	0.0359807215	-0.0866596935	0.1667855537	-0.1332746265	-0.0285063535	-0.063583786	0.2068212795	-0.1158183974	0.0962155128	0.1456914756	-0.016801026	-0.0956481935	0.0014811824	0.0025346995	-0.0516199445	0.022085709	0.1771122063	0.0106813012	0.0246339152	-0.0349676776	-0.1044138173	0.0811822954	0.0320881205	0.1388866811	-0.123613858	-0.0323478626	-0.1321252607	0.1671786529	-0.0778654094	0.0804489946	-0.0079387278	0.0439147656	0.1144207386	-0.0228984881	0.2018453858	0.1674702863	0.1332329984	0.1336347636	0.0216096579	-0.0054613013	0.0432841552	-0.0701536349	-0.0374106759	-0.2085350584	0.093306859	0.079261246	0.0616423808	0.0369813644	-0.050157901	-0.0286223027	0.0063416605	0.0256273503	-0.0585427673	-0.0242825722	-0.0135128508	0.1608844456	-0.0891900404	0.1484122334	-0.0786655355	0.0450963449	-0.0185281743	-0.0617233456	-0.0269262138	-0.119154844	0.1690672031	0.0673828127	-0.0588034327	0.128726986	0.1259985909	0.1214940211	0.1152767764	0.0	-0.0060444624913742	0.0071051392507258	3.65355268096296e-05	5.048300377220439e-05	0.0045831324816703	0.0131898219237597	0.0001739714023804	2.100510334454137e-05	0.1056409330866188	0.0974497226953162	0.009496448453394	0.0111600067434114	-0.0011090494969514	-1.1034178022499995e-05	1.2175308463222194e-10	1.2299907866881532e-06	-0.0002417709366306	-0.0001976508443518	5.84531857992376e-08	3.9065856273010684e-08	-0.0004136336736239	0.0002783907246055	1.71092815955603e-07	7.750139554637539e-08	0.0	0.0	0.0
968.84676615565	-0.1893986852516036	0.035871861975036	938664.0562902607	1277.2129189288678	-4.9006863134511605	1631272.8402787987	24.016726342847527	1015.6872504653444	-0.685555670671647	0.4699865775900517	1031620.5907578513	1083.67919822022	781.478958553738	0.899794	11.640918	0.1839441260197334	0.1111712710670469	-0.0710740883	0.0027849352	-0.1289855444	0.016286686	-0.0850456583	-0.0071122393	-0.0356066276	0.0768820472	-0.0051331837	0.191677616	-0.0070592008	0.0561154845	-0.0508132349	-0.0865183914	0.1089855752	0.0456117361	0.0246688108	0.0702198784	0.0760421998	0.0435458242	-0.1103197459	0.0484834083	0.0466912458	-0.0996825717	0.0483581058	0.015450498	0.1072890695	0.0193925626	0.1115507486	0.0774215963	0.0561271652	0.0323370546	0.095598936	0.0118202808	-0.0254297133	-0.0207264572	-0.0382475346	0.1094787597	-0.0354962425	0.1416274523	0.0212600426	0.0407674752	-0.0473513435	0.1113732536	-0.1610592225	-0.0534653062	0.0300903709	0.0223643469	0.0408306865	0.1085330487	-0.0150366211	-0.1333714197	0.036711457	0.0066656193	-0.0342707571	-0.0664159981	0.0736358682	-0.0425518958	-0.0001540656	0.0734348795	-0.0479890463	0.1454313123	-0.0343080697	0.1830293125	-0.0427597146	-0.0594573314	-0.0622698644	6.3381e-06	-0.0310379896	0.1154071475	-0.0065755514	0.0479515689	-0.0200139064	-0.0557285567	0.0776271646	0.0104947235	0.0637620685	-0.0493864029	0.1073394977	0.1282765399	0.1242126365	0.117534563	0.1083828658	0.0	0.0451596243060947	0.0512040867974689	0.0020393916674676	0.0026218585047627	-0.0218515254011748	-0.0264346578828451	0.000698791137383	0.0004774891623581	0.0131914248771494	-0.0924495082094694	0.0085469115681727	0.0001740136902894	-0.0010570304901387	5.201900681269986e-05	2.705977069779715e-09	1.1173134570828605e-06	-0.0002768821173586	-3.5111180728e-05	7.666370691298155e-08	1.2327950121142784e-09	-0.0002236463985656	0.0001899872750583	5.0017711591363214e-08	3.609516468407814e-08	0.0	0.0	0.0
969.500211744586	0.6534455889359378	0.4269911376998346	939930.660572797	1276.9742477496054	-0.2386711792623828	1630663.2294156707	0.0569639318104964	1015.4694838311262	-0.217766634218151	0.0474223069787019	1031178.272592254	1082.2770131741077	781.8555898666382	0.8212819999999998	10.625178	0.085718459473094	0.0372124430185126	-0.0645405258	-0.0168394535	-0.1303787803	-0.0812202815	-0.0723586276	0.0705685291	-0.1051927242	0.027702715	-0.0896497881	0.1740772965	0.0500830924	-0.0188335495	-0.065017128	-0.153590435	0.1882016283	-0.0038259903	-0.0900477146	0.0776346098	-0.0031508428	0.0489059643	-0.1467293706	-0.074116073	0.0504685851	-0.1018546833	0.0882294769	0.0925465341	0.0010307782	-0.07089814	0.0235162245	0.0481001471	0.1111068494	-0.0152712327	0.1504344058	-0.113715013	0.0239831523	-0.1173121141	-0.0230708628	0.1291137712	-0.063189348	0.1193213481	-0.0994490909	0.0773611586	-0.1203306081	0.1658419704	-0.0761420726	-0.055900826	-0.0572369635	0.0713665065	-0.0073668917	0.1410415203	0.1031473763	0.0225950029	0.0131516977	-0.048580395	-0.0051334838	-0.0747948992	0.044096674	0.0163392659	-0.0109966879	0.0231921048	-0.052450096	0.145201112	0.0099015705	0.1759787917	-0.1020065679	-0.0571579877	0.0409837859	0.0847867697	-0.0124477727	0.0425311068	0.0394722334	0.143677386	-0.0195872205	-0.0154077499	0.0741163309	0.0436394843	0.0688204281	-0.1070712466	-0.0499022996	0.1277366958	0.1220804792	0.1128382417	0.1002814672	0.0	0.0486759845121582	0.0035163602060635	0.0023693514682278	1.236478909878696e-05	-0.0059835765212739	0.0158679488799009	0.0002517918016551	3.5803187985940266e-05	0.044054080558439	0.0308626556812895	0.0009525035157018	0.0019407620138494	-0.0006480802220812	0.0004089502680575	1.6724032174430117e-07	4.200079742528175e-07	-0.0004138742981667	-0.0001369921808081	1.712919346829785e-07	1.876685760255916e-08	-0.0003871338438168	-0.0001634874452512	1.498726130283705e-07	2.6728144754764132e-08	0.0	0.0	0.0
975.1232456863554	5.6230339417694495	31.61851071029127	950865.3442778924	1286.746040620952	9.771792871346634	1655715.3730536967	95.48793592050087	1018.4560939521548	2.986610121028548	8.919840015030157	1037252.8153082804	1086.4790771109926	792.9044121295686	1.060541	13.720549	0.0997751284751763	0.0478578690179228	0.0355768724	0.002011695	-0.0876791029	-0.0801143038	0.0833608634	0.0213812216	-0.0086576889	-0.0857754839	0.0154433883	0.1794041424	-0.0491361485	-0.1511811042	-0.0461077	0.0236248474	-0.0349830577	0.0034802836	0.0029328529	0.0626491442	-0.0297728677	0.0273038926	-0.0559785826	0.0598060023	-0.0560604031	0.1085761637	-0.0583045666	0.0150722317	0.0601450562	0.1744053988	-0.1778437356	0.1221689462	0.0567784072	0.0051514464	0.1546112619	0.093353739	0.0332100221	-0.0023216685	0.0927092446	0.117282013	0.0135751789	-0.0199984404	0.0543773887	-0.1949050511	-0.031998244	-0.014227027	-0.0439458092	-0.0637432462	0.0484082061	-0.0861370763	-0.1752668428	0.0130421536	-0.0279723629	-0.0214263632	-0.0360634492	-0.0249989114	-0.030722733	0.0157741274	-0.0306364047	-0.0747310818	0.051247969	0.0058034677	-0.0535363638	0.1406044967	-0.0075497525	0.2150026209	-0.1169343828	-0.0217706858	-0.0386565791	0.0142142306	-0.0951845766	-0.1246245152	0.0296830889	0.0476260974	-0.0410781394	-0.0088088565	0.1042656051	0.1249973122	0.0840266267	-0.0026588502	0.0434319677	0.12710783	0.1196080616	0.1074345	0.0910628379	0.0	0.0453270918537498	-0.0033488926584084	0.0020545452559182	1.1215082037541704e-05	-0.039973223072323	-0.033989646551049	0.0011552960726652	0.0015978585627896	0.0129674284507501	-0.0310866521076889	0.0009663799392644	0.0001681542006253	-0.0009080398796767	-0.0002599596575955	6.75790235771696e-08	8.245364230832758e-07	-0.0001587735357946	0.0002551007623721	2.5209035668719134e-08	6.507639896282662e-08	-0.0004990721670098	-0.0001119383231929	2.490730278838577e-07	1.2530188199260521e-08	0.0	0.0	0.0
975.2361016503124	0.1128559639570312	0.0127364686006707	951085.4539620986	1284.4372563337415	-2.3087842872105284	1649779.0654581496	5.330484884870228	1018.7686186869432	0.3125247347884397	0.0976717098545845	1037889.4984213024	1085.8302728071778	805.6844693895371	0.955946	12.367374	0.0833176559649272	0.0446037210051019	0.1161160168	-0.00890288	-0.0662938503	0.0036068729	0.044336669	0.0290228516	0.0031526883	0.1005149885	-0.1656249168	-0.0404416331	-0.0798605744	-0.104166427	0.0173014356	0.0787274107	-0.0692112497	-0.0424015931	-0.0299774872	0.029816523	0.0661758625	0.2174437363	0.167342572	-0.0613320143	-0.1614350743	0.0987979765	-0.0130951602	0.0927171794	-0.0483316536	0.0372151226	-0.0416062175	-0.1644448605	-0.0612486726	-0.0763800265	0.1114730779	-0.0239587475	0.1685210269	0.0299624929	0.0508679514	-0.0262345828	0.0763716969	-0.0190414931	0.0518453476	0.0361006392	-0.094849691	0.09849667	-0.1201153723	0.0322394651	0.1898177828	0.0702424369	-0.2665895606	-0.1032482528	0.0636915422	0.0359624716	-0.0347772902	0.0087020529	-0.1082033499	0.020934096	-0.112792454	-0.0330610327	0.1200141874	-0.0132144424	-0.0151890512	0.0738071395	0.0227872668	0.1489766783	-0.0074447595	0.0963037048	-0.146712272	0.1724070095	0.0246452836	-0.0262164201	-0.0903388578	-0.0106292187	-0.0066664048	0.0189772952	-0.0049640127	0.0362306089	0.0531717345	0.0953964112	-0.0970517522	0.1263903806	0.116802275	0.1013572156	0.0808296822	0.0	0.0453372221894312	1.0130335681403368e-05	0.0020554637158538	1.0262370101791424e-10	-0.0254077148589431	0.0145655082133798	0.000212154029514	0.0006455519743533	0.0568104097243491	0.043842981273599	0.0019222070069571	0.0032274226530484	-0.0005850120624626	0.0003230278172141	1.0434697069410603e-07	3.42239113226745e-07	-5.7875636110260587e-05	0.0001008978996843	3.349589255167299e-09	1.018038616071102e-08	-0.0004250171610629	7.405500594689999e-05	1.806395871979671e-07	5.484143905795393e-09	0.0	0.0	0.0
