global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
1594.3536518551412	n/a	n/a	2541963.5671838247	1816.4702102572933	n/a	n/a	3299564.0247521754	1685.0606599776283	n/a	2839429.4278042405	n/a	1707.9975128820388	1145.4293185710908	n/a	n/a	n/a	n/a	-0.0551154757	-0.0412628768	0.0032564946	0.0378612549	-0.023132808	0.0635895114	-0.0064079566	-0.0124673841	-0.1600480513	0.0811637064	-0.0153739055	0.0304817725	-0.0096304602	0.023298772	-0.007687509	0.0834663582	-0.0635696036	-0.0123504381	0.1239774388	-0.0890284192	0.1056337765	-0.0290021202	0.0292836695	-0.0392012677	0.0633006232	-0.0409800995	0.0811381117	-0.0067989031	-0.0299484029	0.0789248522	-0.0086348377	0.0724860897	-0.0525576453	0.0464297081	-0.0314352821	0.1075360298	-0.0260606836	0.1619066512	-0.1283925559	0.0112528927	-0.0251517059	0.0391131958	-0.0042824995	0.0885743313	-0.0951018935	0.0505070018	-0.1487874568	0.0895827681	-0.110884221	0.0404761432	-0.0685217728	0.0858612105	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0293477025268344	n/a	n/a	0.0008612876436035	-0.0397934625989364	n/a	0.0015835196656129	n/a	0.0254561808196172	n/a	n/a	0.000648017141921	-0.0014390006975085	n/a	n/a	2.0707230074299493e-06	-0.0005509995085313	n/a	3.0360045840173413e-07	n/a	-8.964445939069502e-07	n/a	8.036129099449969e-13	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1594.0464864092812	-0.3071654458599369	0.0943506111303338	2540984.200833774	1806.94565789548	-9.52455236181322	90.7170976929218	3265052.610587329	1685.6558532257309	0.5951932481025324	2841435.6555141667	0.3542550025868426	1707.1851618491996	1146.078717227777	0.766467	11.927868	0.1587048919633511	0.0933649584926295	-0.0449208359	-0.0649606744	0.0187310671	0.0851440925	-0.0567545334	0.0973831737	-0.0369581433	0.00495244	-0.1069525869	0.1306738778	0.0564717062	-0.0035951472	-0.0591242308	-0.0742504816	0.0420826245	0.0786817479	-0.1028817465	0.011298137	0.0795937928	-0.025286374	0.1368360023	-0.1039446186	0.0985069732	-0.030017599	0.115135295	0.0046578152	0.0430033102	-0.086027567	-0.0581287098	0.0772935701	0.0126857078	0.1037036732	-0.1528513049	0.0039022259	-0.0578954197	0.1110041586	0.0837440691	0.1075089489	0.005624157	0.0070698217	-0.0648815179	0.1123089989	0.0466726077	0.0727021149	0.0015834152	0.1266142793	0.0013395539	-0.0087145017	-0.107058008	0.0802136054	-0.0627130677	-0.0201722972	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0808279059542371	0.0514802034274027	0.0026502113449267	0.0065331503809469	-0.0538015324792553	-0.0140080698803188	0.0028946048971163	0.0001962260217718	-0.047460403772277	-0.0729165845918941	0.0053168283085468	0.0022524899262275	-0.0012169504449027	0.0002220502526057	4.9306314682299544e-08	1.4809683853488796e-06	-0.0005501109670997	8.88541431599962e-07	3.026220761233673e-07	7.895058756697099e-13	0.0001821654426434	0.0001830618872373	3.318424849346585e-08	3.351165455888448e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1597.4310274143877	3.3845410051064846	11.455117815247212	2551785.887346186	1809.969634833364	3.0239769378838446	9.144436520853354	3275990.0790188205	1682.799656995233	-2.856196230497972	2831814.6855832734	8.157856907110823	1705.0277218576205	1176.9812702655793	1.018942	15.856919	0.1249295756417766	0.0706059907995065	0.0121014392	-0.1206546701	0.0046023677	0.059288384	0.1246760965	0.1231836115	-0.0978775661	0.0831958206	-0.04312958	0.1330172072	0.0635773501	-0.0211426202	-0.1074385989	-0.0057012914	-0.0878336896	-0.0560195878	0.1088391872	0.0793941162	0.0544547941	0.0061163272	0.0554106872	-0.1750676505	-0.004520193	-0.1247750564	-0.0651334724	-0.0256779856	-0.021418586	-0.0399850607	-0.0696376096	0.0742647668	0.045602108	0.1618591605	-0.1070334511	-0.1282081739	-0.0070150659	0.0909128298	0.1572453021	-0.0372455081	-0.2054907776	-0.0295349703	-0.1044561618	0.0370079404	0.0151914835	0.0451659199	-0.0002893977	0.0264634389	-0.0544546656	0.0107578859	0.05835995	-0.0533971182	-0.10783723	-0.1912798677	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0910824760959059	0.0102545701416688	0.0001051562087904	0.0082960174517612	-0.0578454543127264	-0.004043921833471	0.0033460965846457	1.6353303795224234e-05	-0.0701300152606592	-0.0226696114883822	0.0005139112850341	0.0049182190404602	-3.30000006524729e-05	0.0011839504442502	1.40173865444031e-06	1.0890000430632116e-09	-0.0001570000009283	0.0003931109661714	2.46490002914862e-08	1.5453623172421165e-07	-2.59050006455369e-09	-0.0001821680331434	6.710690584452672e-18	3.3185192299358395e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1601.1819953511488	3.750967936761072	14.06976046260961	2563783.782236686	1814.0182949352816	4.048660101917676	16.391648620860046	3290662.374359906	1684.1550880443567	1.3554310491238084	2836378.360585695	1.837193328928868	1705.0921614048846	1202.2657909870147	0.790296	12.298702	0.1073205770245097	0.0530889399884478	0.072888462	-0.1548986417	0.0467308678	0.0533393571	0.0864408444	0.2151247398	-0.0452457148	0.0681743496	0.0213262653	0.161737803	0.1145030841	0.0315110535	-0.1264416514	-0.0143525114	-0.0243907792	-0.0723734365	0.101175944	0.0710068159	-0.0365230931	0.0375987494	0.1126309617	-0.1786925491	-0.0376446906	-0.0681521025	-0.0116850077	0.0665135577	-0.1183570847	0.103010268	-0.0613713928	0.0843619666	0.0715545118	0.2000291038	-0.1029177784	-0.1314484966	-0.0510336638	0.0634278369	0.1566126714	0.0182828097	-0.0485149315	-0.0343572591	-0.0471251064	0.0806142723	0.0141130206	-0.0398156876	0.0772352865	0.0637106121	0.1131712525	0.0229226005	0.099597605	-0.0158186403	-0.0789239037	-0.1972861086	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0988464851653532	0.0077640090694472	6.027983683045989e-05	0.0097706276295443	-0.0295324366606593	0.028313017652067	0.0008721648151158	0.0008016269685662	-0.0440396340762134	0.0260903811844458	0.0006807079903496	0.0019394893695667	-0.0001430400685838	-0.0001100400679313	1.2108816550331084e-08	2.0460461220458212e-08	0.0004629876013371	0.0006199876022654	2.1435751899188145e-07	3.843846269627998e-07	0.0001730331216742	0.0001730357121742	2.99404611963185e-08	2.9941357687654925e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1608.132601778429	6.950606427280263	48.31092970694971	2586090.4649026594	1832.221772827854	18.20347789257244	331.36660738537347	3357036.6248244443	1690.079805617211	5.924717572854206	2856369.7493551094	35.10227831808744	1711.8167340230134	1227.4836816946663	1.107581	17.236334	0.2561955658807924	0.1581477962798728	0.1559677772	-0.1018142109	-0.0041054403	-0.0548865409	-0.0307010698	0.1660563529	-0.0682811592	-0.0926602234	0.0154682556	0.1276387726	0.1374705331	0.0712206182	0.0252464342	-0.0194938206	0.0111281288	0.1168782804	0.0697606251	-0.0949701639	-0.037054392	0.014971252	0.1632845333	-0.0954460356	-0.015923	0.0151968701	0.0403546187	-0.0629280146	-0.0264138485	-0.0468808381	0.0051033483	0.1122045954	0.0837582442	0.096720266	0.0067885987	0.0614240677	-0.0474196073	0.0175245189	-0.0440204004	0.0561657514	-0.1803899428	-0.0416655342	0.0431547321	0.1143440908	-0.0945767913	0.007679565	-0.0214237342	-0.0065189522	0.0676728426	0.0055241237	0.0262249414	-0.0279084166	-0.094690157	-0.0780478231	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0188165431096223	-0.0800299420557309	0.0064047916254436	0.0003540622945962	-0.0145643235226629	0.0149681131379964	0.0002121195196727	0.0002240444109118	0.0917575742153218	0.1357972082915352	0.0184408817797745	0.0084194524258802	-0.000220033021082	-7.699295249820001e-05	5.927914734390083e-09	4.8414530366471865e-08	0.0001959629283401	-0.000267024672997	3.840146928362717e-08	7.130217598915479e-08	0.0003370215440896	0.0001639884224154	1.135835211805382e-07	2.6892202686291665e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1608.5941077064558	0.4615059280267815	0.2129877216038608	2587575.0033479286	1836.0235468693552	3.801774041501176	14.453485862632183	3370982.4646587274	1693.6775198826367	3.597714265425793	2868543.5413557994	12.943547935648256	1715.9335839546334	1232.2516775449117	0.8582999999999998	13.356986	0.1266073590759866	0.0616799964682069	0.1709835767	-0.0444617811	0.0408540062	-0.086487918	0.0267642289	0.1087677503	-0.10552029	-0.2077647849	-0.0670674325	0.057897375	-0.0118529609	-0.0630640406	0.0245883828	-0.1091237299	-0.1385240936	-0.0559535217	-0.0234629188	-0.190896428	0.0856288619	-0.0101324807	0.0257632521	-0.0549083536	0.0882996066	-0.0264760127	-0.1552204182	-0.0279980544	-0.0020172061	0.0813515244	0.0145116133	0.0166512248	0.1068067612	0.0459523076	0.0575253656	0.1378390975	-0.0405385198	-0.0984310136	0.0079581326	0.0390176793	0.035485779	-0.0254203509	0.0501245693	0.0861919169	0.0174230046	-0.0252775945	0.0217101033	0.1358834648	0.1034972198	0.135492437	0.0740552055	0.0453627093	0.0408170119	0.0632642357	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0027068006813522	-0.0161097424282701	0.0002595238011052	7.326769928568734e-06	0.0056476356976276	0.0202119592202905	3.1895788973117584e-05	0.0004085232955226	0.0438708045934248	-0.0478867696218969	0.0022931427048206	0.0019246474956744	-0.0004049999801426	-0.0001849669590606	3.421277594412568e-08	1.640249839155064e-07	-0.0001299999996213	-0.0003259629279613	1.6899999901537998e-08	1.0625183040516881e-07	-2.6324998980204644e-08	-0.0003370478690885	6.930055713077755e-16	1.1360126605715273e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1603.3318382900784	-5.262269416377421	27.691479410541167	2570672.983674642	1833.158726333883	-2.8648205354722904	8.20719670046374	3360470.915934064	1689.026486787124	-4.65103309551273	2852810.473068455	21.63210885555473	1712.3964410878843	1209.1807840426764	0.9725450000000002	15.134885	0.1798796273250477	0.0957673913394157	0.1139383883	0.0032412354	0.0826092716	-0.0762263476	0.0183180008	-0.0494665984	-0.0729080402	-0.138445007	-0.1284619215	-0.1173228236	-0.0188418251	0.0763047001	0.0579939347	-0.099206414	0.0994981822	-0.0740235724	-0.0578834141	-0.1272095274	0.1324854702	-0.0119120416	0.0175782939	0.1814935514	0.0067194491	0.0511886243	-0.049819424	0.1688489069	0.0432349531	0.1720425076	0.0015930316	-0.073142044	0.0282224867	0.0389758427	0.1514891384	0.1351168017	-0.0578373692	-0.1109555388	-0.0524855306	0.0001706412	0.0807812073	-0.106795954	0.0749333927	-0.2748365312	-0.0805414082	0.0639745165	0.0883265905	0.1072604891	-0.0175296239	0.0641058836	0.0908657785	-0.0495679643	-0.0659546567	0.0736529375	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0334024373997721	0.0306956367184199	0.0009422221135492	0.0011157228242456	0.0814987084144434	0.0758510727168157	0.0066420394732224	0.0057533852322916	0.0438987653586337	2.796076520889673e-05	7.818043910670498e-10	0.0019271016000123	-4.6906129472717976e-05	0.0003580938506698	1.2823120588758378e-07	2.2001849821113822e-09	-0.001061003807697	-0.0009310038080757	1.1257290799475326e-06	8.667680906514548e-07	0.0001769751587475	0.0001770014837464	3.132020681370282e-08	3.132952524845549e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1597.7585960840163	-5.573242206062105	31.061028687432	2552832.531360367	1824.421352673128	-8.737373660754884	76.34169848765319	3328513.272089646	1685.6572902513587	-3.3691965357652407	2841440.5001775534	11.351485296612498	1708.076793799966	1179.7338349014522	0.866303	13.481538	0.1985556253045417	0.132353397067001	0.0406385055	0.0399659834	0.0243768446	-0.043906161	0.0059525201	-0.1265176688	-0.0325144608	-0.0179018575	-0.0179143007	-0.0182080389	-0.0743379648	-0.064658685	-0.0096256959	0.0575949076	-0.1260708681	0.0336048251	0.0280410595	-0.0166934097	0.0263882064	-0.0578864562	-0.0676861097	0.0372817344	-0.0232072496	-0.0098804135	-0.0428579669	-0.1131144486	-0.0566306976	0.1548148114	0.0327119149	-0.0287267697	-0.0046038437	0.0014407081	0.0637939171	0.0257798143	-0.016791902	-0.2167469801	-0.0267803028	-0.0157272065	0.0442206362	0.0645509857	-0.0004649436	-0.1726982228	-0.0084403461	-0.025250569	0.0219291114	0.1339351416	-0.0325242168	0.049672073	0.0844983256	0.0029420387	0.1019400415	-0.0213806357	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0202132180663596	-0.0131892193334124	0.0001739555066248	0.0004085741845982	-0.0448154435356826	-0.126314151950126	0.0020084239792999	0.0159552649828795	0.078083963261136	0.0341851979025022	0.0011686277556332	0.0060971053185664	0.000196607759153	0.0002435138886257	5.9299013953618585e-08	3.8654610959164055e-08	-0.0013029842985545	-0.0002419804908574	1.6977680822795625e-06	5.855455795563664e-08	0.0001651284158607	-1.184674288679999e-05	2.7267393724664283e-08	1.4034531702594616e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1587.423082552417	-10.33551353159919	106.82283996186996	2519912.043020218	1801.8323415414447	-22.589011131683264	510.2634239073104	3246599.7870247257	1677.4923807627436	-8.164909488615194	2813980.687517057	66.66574695727843	1699.526094856909	1148.2798634767532	0.950451	14.79106	0.1479337627558215	0.1031526082677678	-0.0457267997	0.0427213061	-0.0597799586	0.0851737443	-0.0554278012	-0.0605469167	-0.0914987858	0.1465905221	0.0397502212	-0.0991968656	-0.1526910135	0.053774691	-0.0811613707	-0.0847348703	-0.0484916345	0.008118177	-0.0129705616	0.1334929133	-0.0663262292	-0.0544744602	-0.0406688567	0.1331068785	-0.0126022712	-0.1550217525	-0.0032535181	0.0149768807	-0.037567437	0.1547173359	0.0465638684	0.035258772	-0.0273450915	-0.0724819294	-0.0490961348	-0.068848293	0.0931659409	-0.1505007487	-0.0595891211	0.0103198103	0.042817553	0.081784809	0.0345328731	-0.1507231242	-0.1051725962	0.0105882889	-0.0180665125	0.059314206	-0.1038921666	-0.1558598076	0.0348644955	-0.0229617531	0.227592716	0.0348008585	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0205421516809423	0.0003289336145827	1.0819732280244069e-07	0.0004219799956828	-0.1415318822833029	-0.0967164387476203	0.0200312737026547	0.0093540695240221	0.0800932969787595	0.0020093337176235	4.037421988778693e-06	0.0064149362209277	-0.0005720006713846	-0.0007686084305376	5.907589194934727e-07	3.271847680644331e-07	-0.0012600003721443	4.298392641019998e-05	1.5876009378037743e-06	1.8476179296374874e-09	-8.603607114009496e-07	-0.0001659887765721	7.40220553722348e-13	2.7552273947902847e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1588.5598548347928	1.1367722823756594	1.292251221977566	2523522.412392738	1805.600095804027	3.76775426258223	14.195972183206562	3260191.7059675115	1677.6439529258807	0.1515721631371889	2814489.2327887747	0.0229741206380866	1699.1158792528056	1126.100154209137	0.765567	11.913857	0.1651124423211014	0.1097447847688348	-0.0850192688	0.0625633573	-0.118187553	0.0586343253	-0.0770541038	-0.0270061904	0.0918994905	0.1663843183	0.0992722402	-0.0742403918	-0.0456622557	0.1095002043	0.0191184871	0.0764022065	0.0501775503	-0.0343875598	-0.0020162162	0.1552567757	-0.1270171047	-0.0033321491	-0.0104614538	0.0968606735	-0.1283559551	0.0440380341	0.0288440168	0.0556414685	-0.027931672	0.1829812272	0.0339556247	0.0014306289	-0.0748036003	-0.0914333774	0.0553760205	-0.0206969006	-0.0393378636	-0.0791650161	-0.0999197218	0.0281521023	0.0926392774	-0.044682835	-0.0096340033	-0.1140959969	-0.1270915018	-0.1356611213	-0.0307405451	-0.070761473	-0.1963558718	-0.0417403137	0.0060406617	-0.0425495084	0.0606417928	0.0491031894	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.025511025575895	0.0049688738949527	2.4689707783942424e-05	0.0006508124259339	-0.0405540307669127	0.1009778515163902	0.0016446294114437	0.0101965264968661	0.1036436875260449	0.0235503905472854	0.0005546208949296	0.0107420139639964	-0.0011660014443306	-0.000594000772946	3.528369182604454e-07	1.359559368181045e-06	-0.0011420000423145	0.0001180003298298	1.3041640966463195e-06	1.3924077839941592e-08	-1.165785185062388e-06	-3.054244736614385e-07	1.3590550977109465e-12	9.328410911136677e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
