global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
1639.9463684472516	n/a	n/a	2689424.0913833287	2088.567696296732	n/a	4362115.022014237	n/a	1688.6653063097906	n/a	2851590.516734339	n/a	1773.2355458914728	1327.22722215542	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0001011906118435	n/a	1.0239539925261882e-08	n/a	0.000163007442012	n/a	n/a	2.6571426151295543e-08	0.0002128244189663	n/a	4.5294233308343194e-08	n/a	0.0001217582577764	n/a	1.4825073336744272e-08	n/a	0.0010939707780239	n/a	1.196772063170217e-06	n/a	-0.0004720664340903	n/a	n/a	2.2284671819473157e-07	0.0	0.0
1634.5145003645196	-5.43186808273208	29.50519086820349	2671637.651901875	2073.9925594629417	-14.575136833790111	4301445.136707644	212.43461372370524	1685.416466082631	-3.2488402271596897	2840628.6641424643	10.554962821611024	1769.6887500442351	1298.8205376849671	1.095992	11.698504	0.0755818993815203	0.0367545389356348	-0.0358346087	0.0034262245	-0.0610395695	0.0154202671	-0.0291114724	0.0493275437	-0.0657235294	0.0989849132	-0.0283207782	-0.0362757378	0.0457886397	-0.1455754818	0.1338250936	-0.1756206045	-0.0824068114	0.0440406725	0.0322942293	-0.1009755213	0.0306301948	-0.0167557654	0.0307725276	-0.0627885573	0.0017544208	-0.0667267679	0.0809486068	-0.0252735092	0.0026991134	-0.0784000026	0.0993674425	-0.0631431549	0.0152697561	-0.1056210067	0.1651811544	-0.096390873	0.0554903898	-0.0165924235	0.0121125884	-0.1611546829	0.0239512072	-0.0804601364	0.0825967664	-0.0657292847	0.0443263698	-0.0333745659	0.047485524	-0.0145819575	0.0797760655	-0.0146023227	0.0055826172	-0.0782627678	0.0223526488	-0.1446977947	-0.0111694226	0.0157591462	-0.0796043016	0.058801363	-0.1072615496	0.2055746412	-0.0276362691	0.1135212133	-0.0272514989	0.0299996449	-0.0625413742	0.0864112162	-0.0103610858	0.1706454959	0.007195252	-0.0044123948	0.110879633	-0.0087011803	0.018815518	-0.0599757032	-0.1845946692	0.0373863473	-0.0039164133	0.0006268338	-0.0927675329	0.1728550032	-0.1186293428	0.0399733583	-0.1944629391	0.0034149617	0.0484691421	-0.0927413132	0.1356823701	-0.1312742825	0.0830362662	-0.0029061869	0.0999632613	-0.0189655765	0.1296294506	0.1295955703	0.1295391098	0.1294600787	0.0	-0.0001914291161284	-0.0002926197279719	3.6645106501700456e-08	8.562630519834875e-08	-0.0107866430740131	-0.0109496505160251	0.000119894846423	0.0001163516688061	0.0193878798431796	0.0191750554242133	0.0003758898848135	0.0003676827505216	0.0006501541114701	0.0005283958536937	4.227003686614752e-07	2.7920217820069405e-07	0.0008128773741271	-0.0002810934038967	6.607696253677693e-07	7.901350171428953e-08	-0.0003782642174146	9.38022166757e-05	8.798855853274968e-09	1.4308381817627977e-07	0.0	0.0
1635.9420732089714	1.427572844451788	2.037964226216169	2676306.4668952674	2076.8531845652	2.860625102258382	4313319.150238613	8.183175975670778	1686.2903848934284	0.8739188107974769	2843575.2621840267	0.7637340878656762	1769.8626999807248	1310.1039620624083	0.917256	9.790702	0.0540270160317113	0.0280983536771161	-0.0891363624	-0.0195968728	-0.0405687687	0.0016057331	0.108616921	0.1221217437	-0.0784544393	0.0216125256	-0.0168742743	-0.0394737182	0.0211014175	-0.0578915365	0.0055296724	-0.1229852762	-0.1277822701	0.0137261819	-0.007906106	-0.0343344039	-0.0389197102	-0.0513104844	-0.0133823182	0.0418852743	-0.016152578	-0.0650535237	0.227156294	-0.0480183711	0.0271377299	0.0951358763	-0.0053207924	-0.0036585202	-0.0481678296	-0.0853534345	0.0577623967	-0.020395632	0.025854004	-0.0526518243	-0.17592237	0.131141377	0.0238972444	0.0281132543	0.1217258442	-0.002244338	0.0626598136	0.0179426032	0.0014427873	0.0067743363	0.0857201906	-0.0130139015	-0.0301432357	-0.0317961258	-0.0664540865	-0.1750372447	-0.1984947007	-0.0135152582	0.1434156221	0.0471708907	-0.0370346678	0.0240482009	-0.0665985732	0.0443901607	-0.0886506454	0.1498730409	-0.1702626449	0.0475865163	-0.0017115523	-0.0898807695	0.0323403639	-0.043292399	0.1342254782	-0.0484038746	0.0444198821	0.0027295571	-0.1550945577	0.0972214108	0.0310244613	0.0399878913	-0.1037613098	0.2308459525	-0.017920607	0.0090728521	-0.0789100379	-0.020056559	0.0518620022	-0.0716199481	0.1264051331	-0.058307475	-0.0099071228	-0.0053739204	0.0394808594	0.0166100584	0.1295391098	0.1292343642	0.128726986	0.1280177706	0.0	-2.070381496821483e-05	0.0001707253011601	4.2864795423807634e-10	2.914712845623592e-08	-0.0125969686495324	-0.0018103255755193	3.277278689379286e-06	0.0001586836191573	-0.0019429443137823	-0.0213308241569619	3.775032606458973e-06	0.0004550040592152	0.0008831011113619	0.0002329469998918	7.798675728886229e-07	5.4264304758590286e-08	0.0010149172999138	0.0002020399257866	1.030057125664318e-06	4.08201316118952e-08	-0.0001989483231317	0.0001793158942829	3.2154189942476165e-08	3.9580435276915324e-08	0.0	0.0
1633.2963299117168	-2.645743297254512	6.999957594967177	2667656.901303084	2070.6799693482085	-6.1732152169915935	4287715.5354598975	38.10858611529657	1684.6375344397686	-1.6528504536597666	2838003.6224433025	2.731914622163296	1768.6517229749315	1309.787338595593	0.956442	10.208961	0.0221105570561638	0.0138006418145245	-0.1155723225	0.0334490067	0.0231943437	0.0285635071	0.0704340587	0.0459000211	-0.0735973873	0.0261704849	-0.1766347528	0.0186939373	0.0642020122	-0.0044538321	0.0671233087	0.0101532011	-0.0135035498	-0.0296494875	-0.029298986	-0.039866412	-0.0196686457	-0.1071434218	0.0226251929	0.1375585693	-0.0916087937	0.0207547427	0.1639581301	0.0321273526	-0.1557057752	-0.0198195378	-0.0521935331	0.0578742863	0.1093187959	-0.0657428764	0.0077623778	-0.050267695	-0.0069660396	-0.0736408669	-0.0524325435	-0.0687385956	-0.0789065725	0.0501863889	0.0413387368	0.0174661491	0.0516968294	-0.0271874912	-0.0206909068	0.0817295576	0.0981207499	-0.0816334662	-0.0682997127	0.0332916851	-0.1575886973	-0.1220670613	-0.0700711875	-0.1846938672	0.001217723	-0.103258505	-0.0138340689	-0.065691019	-0.1253178707	0.0538283284	-0.0067540797	0.109583343	0.0096445876	-0.0099760936	-0.0321052616	0.0495707855	0.0686266343	-0.0834431139	0.1094650969	-0.0738226686	0.0954182012	-0.010811978	-0.1444749344	0.0632417616	0.0846198869	0.0609198826	-0.1814035437	0.229517792	0.0357205417	0.0273363899	0.0431584949	-0.0294116509	-0.0394297664	-0.0017171916	-0.0991058135	-0.0023632397	-0.0822996377	-0.0920857441	0.0573229148	0.0264761788	0.129358491	0.1285129588	0.12710783	0.125149223	0.0	4.988348933920861e-06	2.569216390213569e-05	2.488362508654939e-11	6.600872859742042e-10	-0.0249285596955672	-0.0123315910460348	0.0001520681377266	0.0006214330884954	0.0024087717153946	0.0043517160291769	5.802181176885044e-06	1.8937432398595165e-05	0.000883134684868	3.3573506100009406e-08	7.799268716169017e-07	1.127180311847369e-15	0.0010718897711772	5.697247126340002e-05	1.14894768155431e-06	3.245862481858941e-09	-0.0002499734347032	-5.1025111571499984e-05	2.6035620108840213e-09	6.248671805731499e-08	0.0	0.0
1635.610497233214	2.3141673214970524	5.355370391884842	2675221.698659481	2068.7802929304034	-1.89967641780504	4279851.900417206	3.608770492364588	1685.808602629112	1.1710681893434869	2841950.6446983195	1.3714007040922322	1768.9048166855905	1300.9879083670244	1.06777	11.397273	0.0379678602718562	0.0199605195032489	-0.0241722336	0.0012854866	-0.0617572596	-0.0504027383	0.0676284893	0.0157803024	0.0586347106	0.0147808154	-0.0315557359	-0.0498528819	0.0505628948	0.0264791315	-0.0929681345	0.0447749998	-0.0776794888	0.0609999603	-0.021595044	-0.036432807	0.037067643	0.0068927518	0.0611941925	-0.0105743111	-0.0751214226	-0.0461062281	0.0094067867	-0.0834600056	-0.0591708346	0.0460575255	-0.0452164097	0.1143804985	0.0502153933	-0.1144115317	0.1236377959	0.037365653	0.0285313058	-0.0282747495	-0.0464181364	-0.0689138728	-0.037227619	0.3146114394	0.0680021879	0.0049735688	-0.0425656053	0.0015453364	0.0202162713	0.0409343408	0.1230629928	0.049661393	-0.0186792659	-0.0984549762	0.0481128046	-0.0282166949	-0.0531459171	-0.1138289397	0.0666432711	-0.0818724383	0.0120618455	0.0256689739	-0.1642560807	0.0969954691	0.1011999593	0.0227384313	0.0217772183	-0.0846305505	0.0709162266	-0.0158672719	0.0582486083	-0.0062376184	0.079342013	0.0014631872	0.1132033768	-0.0358440181	-0.1411837492	0.098574141	0.0089557479	-0.0418190988	-0.1471989441	0.1214348149	0.0315996509	0.0472862761	-0.0835437654	-0.066504497	-0.1284104533	0.0030824633	0.1244372753	-0.0255664361	0.0469026955	0.0279488591	-0.0105747247	0.0174347311	0.1290877201	0.1274333647	0.1246917927	0.1208863942	0.0	-0.0164217129004242	-0.0164267012493581	0.0002696726545839	0.0002698365139356	-0.0296105125690928	-0.0046819528735255	2.1920682709914613e-05	0.0008767824546044	0.0011051517006421	-0.0013036200147525	1.221360281432126e-06	1.6994251428633082e-06	0.0008830604352803	-7.424958769998088e-08	7.79795732357433e-07	5.513001273617153e-15	0.0008739396730512	-0.0001979500981259	7.637705521328383e-07	3.9184241348093017e-08	-0.0001368860597325	0.0001130873749707	1.2788754377763705e-08	1.873779334908956e-08	0.0	0.0
1636.82111973729	1.2106225040761274	1.465606847375553	2679183.378018036	2078.528065626534	9.747772696130596	4320278.9195971815	95.01907253542916	1686.1402579850485	0.331655355936391	2843068.969597886	0.1099952751212942	1771.9628491897995	1315.1469577656749	1.105116	11.795896	0.0864094461177249	0.0449709609389998	-0.0141212841	-0.0893313628	0.0021967127	0.1399686559	-0.1211103792	0.0076654038	-0.1176901877	-0.0230212173	0.1115565447	0.0444527027	0.1262421599	0.1160413482	0.0373877194	0.1913625831	-0.1153977958	4.01378e-05	-0.0337617031	-0.1300498409	0.0592350627	-0.1682083595	-0.09889182	-0.2054834376	0.0370065255	0.0739806441	0.061479081	-0.0755041323	-0.1791015293	0.1394791808	-0.0267997637	0.1098526449	-0.0795318815	-0.0406384621	-0.0796415388	0.0032602549	-0.0379317712	0.0146024411	0.1375501124	0.0380578863	-0.0623340296	-0.0835953738	0.1300573224	-0.1054061973	-0.0443292366	-0.0489010535	0.1334183696	-0.0041824908	-0.1072137432	-0.2383697371	0.1442413166	0.0285328675	0.1240598832	-0.1090988447	-0.0816837511	-0.1351426259	0.0282596011	-0.1278440513	0.0646330973	-0.0573477031	0.0472831739	-0.055822133	0.1126859039	-0.0602350723	0.0180897947	-0.0866906895	-0.0551805029	-0.0574657705	0.0247625921	0.0313349639	-0.0555814353	0.0718594319	0.1883294558	-0.0786972421	-0.1060639743	0.1179043943	-0.1066447568	-0.0004376099	-0.1096943642	-0.0531977646	-0.0862921569	0.0392696307	0.0029812474	-0.1338745091	-0.1937714867	-0.0564083923	-0.1439743553	0.115837383	-0.0241359758	-0.0570656351	-0.0102036818	0.03082062	0.128726986	0.1259985909	0.1214940211	0.1152767764	0.0	-0.0325368582997782	-0.016115145399354	0.0010586471480198	0.0002596979112423	-0.0484900148775295	-0.0188795023084367	0.0003564356074142	0.002351281542823	0.0192045530705513	0.0180994013699092	0.0003688148586396	0.000327588329949	0.0002695579636459	-0.0006135024716344	7.266149576492435e-08	3.7638528270151786e-07	0.0009169825352064	4.304286215520007e-05	8.408569698735567e-07	1.8526879825115543e-09	-0.0001271234527216	9.762607010900006e-06	9.530849564927395e-11	1.6160372231860873e-08	0.0	0.0
1632.8872908848816	-3.933828852408397	15.47500944004076	2666320.904733368	2072.6428769096656	-5.88518871686847	4295848.495204375	34.635446233155946	1684.5900766344278	-1.5501813506207327	2837843.726295187	2.403062219812319	1769.7226301559413	1301.5230122569906	1.000146	10.675454	0.0485176099904488	0.0252713336899957	0.0489509749	-0.0703699103	0.0571474202	0.1450488327	-0.0929301436	-0.0802747031	-0.1442836595	-0.0534625635	0.0061441861	0.065625374	-0.0101509923	0.114942728	0.0673281949	0.108652905	-0.0676890487	0.000861839	-0.0955343652	-0.1001335407	0.1032616509	-0.0093381424	-0.1242625596	-0.020561776	0.0254151249	0.064658513	-0.0597974172	-0.0093445269	-0.0628988596	-0.1056647367	0.0003244973	-0.1799690528	-0.0043385039	0.0539583268	-0.0681160462	-0.0552569175	-0.0450466766	-0.0159117603	0.1930928484	0.1110692244	0.0770435358	-0.1243678274	0.0674795116	-0.0947930611	0.0232320339	-0.0197504532	0.153681948	0.0036351696	-0.1859912071	-0.1001946058	-0.013365065	0.0336099042	0.0091860116	0.0277821787	0.0095341429	0.0326362726	-0.1617229678	0.0809292573	0.0315032456	-0.0429810346	0.0494013349	-0.0049729492	-0.093385134	0.0070126308	0.1052302013	0.0385410436	-0.0968635933	0.0921708533	-0.0268449317	0.04015285	-0.1169909603	0.0165466837	0.1057436467	-0.1037330404	-0.0846143246	0.0639547139	-0.0895464397	0.0381259666	0.0179605133	0.0025225926	-0.127004612	0.0105648702	0.0614783125	-0.0785588092	-0.0329669497	0.01063772	-0.1060486442	0.1652118055	-0.0838147704	-0.2078176947	-0.0302319626	0.0077714995	0.1282765399	0.1242126365	0.117534563	0.1083828658	0.0	-0.0372907403720574	-0.0047538820722792	0.0013905993174961	2.259939475713762e-05	-0.0436892224757912	0.0048007924017383	2.30476076845882e-05	0.0019087481605391	0.0362354747369266	0.0170309216663753	0.0013130096294104	0.0002900522928062	-4.795889039727516e-05	-0.0003175168540431	2.3000551681378516e-09	1.00816952601475e-07	0.0008230025336419	-9.398000156450008e-05	6.773331703809866e-07	8.832240694063435e-09	-9.998003132815508e-05	2.7143421393444916e-05	7.36765324942123e-10	9.996006664378873e-09	0.0	0.0
1628.7661263425157	-4.121164542365932	16.9839971852542	2652879.094320804	2061.672174743333	-10.970702166332558	4250492.156110904	120.35630602237389	1680.5193065804988	-4.070770053928982	2824145.1397898006	16.571168831964965	1764.996969395081	1281.741988914814	1.006853	10.747046	0.1068502310967029	0.0667829294167345	0.0842104214	0.029491445	0.0620040457	-0.0060994057	-0.0496341631	-0.1372050134	0.057272677	-0.1079648389	-0.0345281723	0.013938385	-0.0113470656	0.0439354294	-0.0223687658	-0.0512522293	0.1235059636	0.0349423169	-0.0457832568	-0.0335234626	-0.088872839	-0.0342365759	-0.1019891738	0.0270653083	-0.0888515098	0.0708763699	-0.0071843048	0.0762817224	-0.0322697868	-0.1632829026	-0.0921640566	-0.0256783626	-0.0713142192	-0.0478810001	0.0328033063	0.1660803579	-0.0181192817	0.050885979	0.1106013544	-0.0162223011	0.0114784453	-0.0398883285	-0.1269837947	-0.0322434019	0.0147273319	0.075712997	-0.0104729357	0.0040968566	-0.065588061	-0.0970236988	-0.0876529883	0.0450526706	-0.0010569524	-0.0050390063	0.0638681007	-0.0355137433	-0.0515882334	0.1222205412	-0.0328868951	-0.0464900675	-0.2252236823	-0.073976295	-0.0197813723	-0.0449315816	0.0316018304	-0.0441550519	-0.083294653	0.0962236799	-0.1185351578	0.0689904769	-0.0987442001	-0.0726180844	0.0242661751	-0.0684708072	0.0205191721	0.0262071564	0.0468675201	0.1298350408	0.2330284339	0.0324299063	-0.1027857209	0.0248668944	-0.0132408523	0.1524753039	0.0944323153	0.1838204307	-0.1171077357	0.0571085046	0.0984565528	0.0235541597	-0.0112986147	0.031300696	0.1277366958	0.1220804792	0.1128382417	0.1002814672	0.0	-0.0448742048922241	-0.0075834645201666	0.0020136942647093	5.750893412862715e-05	0.0190589067810975	0.0627481292568886	0.0039373277252392	0.0003632419276905	0.0551074063398857	0.0188719316029591	0.0030368262335092	0.0003561498024267	-0.0001539362623135	-0.0001059773719162	2.3696372855050682e-08	1.1231203358269842e-08	0.0006660140147536	-0.0001569885188883	4.435746678482085e-07	2.464539506274213e-08	-0.0001899482548574	-8.996822352924492e-05	8.094281245008179e-09	3.608033952337178e-08	0.0	0.0
1628.0088728005126	-0.7572535420031272	0.573432926876282	2650412.889917196	2061.4336162786835	-0.2385584646494862	4249508.554323811	0.0569101410559201	1682.4755023899493	1.956195809450492	2830723.8161423123	3.826702044911664	1766.027296573636	1277.070872759727	0.839341	8.959044	0.094514522487144	0.0525514066056763	0.120542271	0.047607572	0.0588549064	-0.0238563452	-0.0322192865	-0.1138730915	0.1024346545	-0.142461075	-0.0332415691	0.0200920264	0.0341255809	-0.0654732985	-0.0130548127	-0.0538119065	0.0229984608	0.0577389801	-0.0206847927	-0.0268274866	-0.109324485	0.1553660241	-0.100505915	0.0112299514	-0.0210452383	0.1268794229	-0.1044763928	-0.0654823798	0.0534936653	-0.049444639	-0.0126232738	0.080280194	0.0207219943	0.0070217746	0.1209849468	-0.0782303943	0.0808953787	0.1390175498	-0.026343861	0.1508479609	0.1853183351	0.057514178	-0.0518475124	-0.0325897119	-0.0059396276	0.1450775851	-0.0153785767	-0.0138960785	-0.050726466	0.0335286672	-0.1415876038	0.0690293451	0.1632656205	0.0674333332	0.1034749387	0.0228727628	0.0571587799	0.1029863022	-0.132571504	0.0442320156	-0.0826920289	-0.0423702907	-0.1776563925	-0.0224811655	-0.1342581155	-0.0565018986	0.175231404	-0.0289622104	-0.1667364992	0.0927207081	-0.0742746593	-0.1385577308	-0.0457049485	-0.0705494231	0.0666377222	0.0797743275	0.1071802896	0.1287156727	0.2625931456	0.0889118066	-0.0104326346	-0.0023072573	-0.0601763838	0.0604165913	0.1408879538	0.0941218467	-0.0361889387	-0.034676361	0.1334815673	0.076288236	-0.0698132297	-0.1035393625	0.12710783	0.1196080616	0.1074345	0.0910628379	0.0	-0.0324249763315265	0.0124492285606976	0.0010513790901	0.0001549832917564	0.0652353043607973	0.0461763975796998	0.0021322596934385	0.0042556449350458	0.0688455727964623	0.0137381664565766	0.0047397128936729	0.0001887372175886	-0.0001209483879945	3.2987874319e-05	1.4628512558468112e-08	1.0881998520861398e-09	0.0003560175194752	-0.0003099964952784	1.267484741732744e-07	9.609782708489108e-08	-0.0002899784830634	-0.000100030228206	1.0006046554944444e-08	8.408752063975059e-08	0.0	0.0
1628.224553399937	0.2156805994243313	0.0465181209680388	2651115.196294424	2061.6526503637824	0.2190340850988832	4250411.650752009	0.0479759304351048	1681.8604803795397	-0.6150220104095752	2828654.675462496	0.3782520732882355	1766.2161049706806	1282.5561352144337	0.892287	9.524176	0.141764448187189	0.0747386391215086	0.1094538086	0.0400505707	0.0283071956	0.0125390326	-0.0761499486	-0.0971967591	0.1279564797	-0.1049733042	-0.0293240406	-0.0196413763	0.0757369553	0.0660136308	-0.0406732785	0.0066383798	0.0505917742	0.0607108002	-0.0196107736	0.0917143321	-0.0021492375	-0.0169881323	-0.030487584	0.1274315574	0.0030261434	0.0273983718	-0.1248608269	0.0097647662	-0.0557873895	0.0078696306	-0.0017162377	-0.0488320234	-0.194835212	-0.0175959363	-0.1503453338	0.0373065055	0.2208252879	0.1331929063	0.148078945	0.0008489005	-0.0832469537	-0.073801854	-0.0750616389	-0.0452775261	-0.1042615481	0.0591610133	-0.079023473	0.0947617491	-0.0233142221	-0.0641203954	-0.0546748035	0.0581296745	0.0152118886	0.0440681261	0.1866185593	0.0068915007	-0.031865351	0.1041937313	0.0188630865	-0.0540840944	0.0677274444	-0.1246676228	0.2037754942	0.0555094563	0.0697246653	0.0355887015	0.065165326	-0.0927558374	-0.101311748	0.113615394	0.0311920825	-0.0645417296	0.0639977258	0.0070063725	0.0997016746	0.0088584463	0.1106384222	0.1156098048	0.1870052972	-0.0256702844	0.0874542203	-0.0905745582	-0.0190677047	0.0323185058	0.0568433221	0.1204670926	-0.1001869702	0.0287769528	0.0212223962	0.0699815985	-0.0286514546	-0.0587411637	0.1263903806	0.116802275	0.1013572156	0.0808296822	0.0	-0.0323808348242664	4.414150726009952e-05	0.0010485184639164	1.9484726631934187e-09	0.0378363491438307	-0.0273989552169666	0.0007507027469813	0.0014315893165338	0.0070642066525863	-0.061781366143876	4.9903015630444536e-05	0.0038169372026036	0.0003300069471247	0.0004509553351192	1.0890458515056455e-07	2.0336071427246997e-07	0.0006869967674496	0.0003309792479744	4.719645584861998e-07	1.095472625896994e-07	-2.111335977527341e-05	0.0002688651232881	7.228845452073955e-08	4.4577396100013324e-10	0.0	0.0
