global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
1646.4135601233347	n/a	2710677.6109579937	n/a	2009.916939445164	n/a	n/a	4039766.103468615	1759.7373776073896	n/a	n/a	3096675.638148532	1802.289990409177	1505.2512420054231	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0217888714449259	n/a	0.0004747549188435	n/a	0.0427231228224371	n/a	0.001825265223701	n/a	0.1077418216323877	n/a	0.0116083001286652	n/a	0.0031139541658718	n/a	n/a	9.696710547150338e-06	0.0006432501519912	n/a	n/a	4.1377075803670186e-07	0.0001599982805797	n/a	n/a	2.5599449788460405e-08	0.0
1647.4908163349266	1.07725621159193	2714225.989907923	1.160480945413397	2015.1361798825471	5.219240437383178	27.240470743215745	4060773.823471625	1759.6759699285358	-0.0614076788538113	0.0037709030222128	3096459.519143933	1802.166876696554	1513.426347925422	1.156801	15.769969	0.2556584039542173	0.1824798395616564	-0.0524720056	0.1152229242	-0.1111449902	-0.1624125758	0.1450337127	-0.0775116202	0.0764399158	-0.1291181442	-0.1061627419	0.0289006326	-0.2367606189	-0.045939092	-0.088958089	0.0438774036	-0.0163275031	0.0997100357	-0.0085478966	0.1458413107	-0.0498278589	0.05237813	-0.0159308689	0.0032754641	-0.0236890366	0.0394539927	-0.0302321479	0.0910122595	-0.067171503	0.014142119	-0.1704730055	0.2376037022	-0.04029387	0.0276231712	-0.09480261	0.0202138031	-0.037148312	0.1391362131	-0.0334797615	0.1284277208	-0.0926088381	0.0221715529	-0.0782096141	0.0320383097	0.0106749214	-0.0539514538	0.0575846797	-0.0119039432	0.0377529664	-0.0110248047	0.1343207098	-0.0559837971	0.0007980923	-0.0504420225	0.0592344888	0.2418984011	-0.0101873626	0.0199671966	-0.1219458497	0.198854815	-0.1730319936	0.0080581987	-0.0828805468	0.0176049189	-0.1425834101	0.1041707869	-0.0231595636	0.0763619018	-0.0157223202	0.1810293589	-0.0389812319	0.0101365072	-0.0509092336	0.0394138057	0.1296294506	0.1295955703	0.1295391098	0.1294600787	0.0	0.0220072958907451	0.0002184244458191	0.0004843210724228	4.7709238531424345e-08	0.0329814129050163	-0.0097417099174208	0.0010877735972111	9.490091211517476e-05	0.2131721201530894	0.1054302985207017	0.0454423528105631	0.0111155478461642	0.0009420121113529	-0.0021719420545189	4.717332288187782e-06	8.873868179355484e-07	0.0002639553609649	-0.0003792947910262	1.4386453849968452e-07	6.967243258211067e-08	-9.412429528061214e-05	-0.0002541225758603	6.45782835618801e-08	8.859382962071866e-09	0.0
1640.0261204395304	-7.464695895396289	2689685.675723937	55.72168481074621	2007.622089717699	-7.514090164848085	56.46155100546672	4030546.455122461	1756.9590167390763	-2.7169531894594456	7.381834633713854	3086904.986500742	1799.2261669368334	1516.8531842892537	1.020684	13.914365	0.1003816058162203	0.0496116579036771	-0.1594863655	0.1040701754	-0.1660949439	-0.1758811796	0.1552766392	-0.1611003574	0.0270696683	0.0349836237	-0.1217821799	0.0412811412	-0.1635752267	0.1294265219	0.0969694354	0.064966038	-0.0309091898	0.0707704628	-0.0750674496	0.1742955697	0.0379938569	0.140497597	-0.1176727067	-0.0823221189	-0.0280234584	-0.1179304021	-0.3122109867	-0.0162148274	-0.0416987735	-0.0614269051	0.0873749937	0.1658357113	-0.067563681	-0.1193510834	-0.0348912344	0.1291235372	0.095310932	0.026676477	-0.1202847635	0.1844303946	-0.0239930112	0.0378532729	-0.1898140486	0.1527689721	-0.0487374166	-0.116442322	-0.0707042133	-0.1046557866	-0.0175415023	0.1140267945	0.1968526295	-0.1074572257	0.0014201658	-0.0497159435	0.1010554457	0.2121122471	0.0573328382	-0.0041547697	-0.1229521775	0.1661893613	-0.1639966421	-0.0747612003	-0.016937055	0.0444898372	-0.1085168849	0.0327876136	0.0745867146	-0.1339530167	0.0920367225	0.1632173937	-0.0723351573	-0.0961100402	-0.1060123087	0.0671216082	0.1295391098	0.1292343642	0.128726986	0.1280177706	0.0	0.0228390442478882	0.0008317483571431	0.0005216219421569	6.918053296102459e-07	0.0092386288018957	-0.0237427841031206	8.535226213921677e-05	0.0005637197969673	0.2205627079868719	0.0073905878337824	0.0486479081545021	5.462078852885378e-05	0.0015150107301169	0.0005729986187639	3.283274171054517e-07	2.2952575123693423e-06	-5.4209853838971256e-05	-0.0003181652148038	1.0122910391119356e-07	2.938708253242626e-09	0.000383041581595	0.0004771658768756	2.2768727405447185e-07	1.4672085323079906e-07	0.0
1639.7489734521596	-0.2771469873707701	2688776.6959374114	0.0768104526086938	1998.573252304741	-9.048837412958164	81.8814585261514	3994295.0448279497	1752.1670071609212	-4.792009578155103	22.963355797130244	3070089.22098326	1793.2437268532549	1495.8083047473922	1.1227	15.305083	0.2172000341563264	0.1761737752871547	-0.1521824231	-0.0264183932	-0.1000550709	0.0603023775	0.1643626066	-0.0814113874	0.0432220791	-0.0090324183	0.183525332	0.1657769439	0.0249426715	0.1556001326	-0.065085451	0.0714976863	-0.0188367505	0.0133519306	-0.0740959586	0.1933798253	-0.022092904	0.1248874395	-0.0908525896	0.1206156801	-0.1006792954	0.0177122591	-0.104849313	0.0398604168	0.0428373113	-0.0250458849	-0.0661548569	-0.022747109	-0.114857103	-0.1630163663	0.0007510013	-0.0601382081	-0.0071950715	0.1643001244	-0.1607967339	0.0299498485	0.0380077326	0.1348124331	0.0820199531	0.0297053442	-0.0270500431	0.0044085916	0.1706457033	-0.188962243	-0.1749361395	0.0756205725	0.1662793114	-0.1941994844	0.0604993307	-0.033852659	0.1211018044	0.2847973558	-0.0336865135	-0.0842608101	0.1382411455	-0.0882122234	0.0265677971	-0.0781122527	0.0344968217	0.1080831963	0.1418178319	0.0397952432	0.0064287261	-0.0960936107	-0.04483208	-0.0348856168	-0.0190571271	0.0910344628	0.059519336	-0.1314607415	0.129358491	0.1285129588	0.12710783	0.125149223	0.0	0.0237980506028634	0.0009590063549752	0.0005663472124964	9.1969318888282e-07	0.002830180667928	-0.0064084481339676	8.00992261311338e-06	4.106820748575409e-05	0.0721855658933492	-0.1483771420935227	0.005210755923343	0.0220157762958414	0.0025870043275731	0.0010719935974562	1.149170272987086e-06	6.692591390881948e-06	8.634740833457499e-07	5.5073327922317006e-05	3.033071448439062e-09	7.455874926097831e-13	0.0002809997554963	-0.0001020418260987	1.0412534273557334e-08	7.896086258898039e-08	0.0
1642.6819234807604	2.9329500286007715	2698403.901730451	8.602195870269266	1992.5996903129248	-5.973561991816041	35.68344287006923	3970453.525835164	1752.5507316295596	0.3837244686383201	0.1472444678317611	3071434.066935305	1793.2571958846863	1490.1764463646134	0.913972	12.459629	0.2608525515997028	0.204689694528126	-0.097567043	-0.0687010105	-0.0935829641	0.06459581	0.1514837208	0.0772724717	-0.0265514977	-0.0678683991	-0.0066591459	-0.0177243838	-0.0098894153	0.0861620181	-0.0206602528	0.1074867129	0.0799949961	0.0085893272	-0.0635568126	0.0192246	0.0077235065	0.1230104084	-0.0977682318	0.1296705403	0.0959989386	0.2183164142	0.0029889439	-0.0002899317	-0.0248446031	-0.118723672	0.0997831936	0.0052390235	-0.1175164347	-0.0410771914	0.0694133771	-0.1095419956	0.0504899035	0.1062364436	-0.0832940813	-0.03224656	0.0621985433	0.0350099893	-0.0222602547	-0.0528855944	0.1368886227	0.0829528858	0.0406266706	-0.2031860995	-0.0705980825	0.1170187572	0.1635452195	-0.1079845769	-0.1220786779	-0.0094490662	0.0523279051	0.119211812	0.0480674812	-0.0412047659	0.0193983829	-0.0543221754	-0.0103988419	0.0614272333	0.0558810789	0.1935817028	-0.0299261155	0.1528277663	-0.0518943429	-0.0391322912	-0.038468858	0.0611311213	-0.0302361827	0.1878043367	-0.0563596644	-0.0046534353	0.1290877201	0.1274333647	0.1246917927	0.1208863942	0.0	0.0246394585838061	0.0008414079809427	0.000607102919303	7.079673903940726e-07	-0.0092417340277108	-0.0120719146956388	8.54096478389477e-05	0.0001457311244187	0.190581878833882	0.1183963129405328	0.0363214525398524	0.0140176869179125	0.0001100000004153	-0.0024770043271578	6.135550436758466e-06	1.2100000091366e-08	9.239999876342608e-09	-8.542340834694073e-07	7.297158693608183e-13	8.537759771481142e-17	0.0001679999970858	-0.0001129997584105	1.2768945400831369e-08	2.822399902082881e-08	0.0
1645.8839455189434	3.2020220381830318	2708933.962117004	10.252945133009812	1993.812577289084	1.2128869761590977	1.4710948169363596	3975288.59335614	1760.309486716494	7.758755086934343	60.19828049902954	3098689.4890240864	1801.177223952118	1481.288266214092	0.946847	12.907791	0.076432325995225	0.0603550906296767	-0.0500014598	-0.1145353991	-0.2134521563	0.0422122479	0.1452491757	0.0711407575	0.0949194799	-0.0676672174	-0.0107749185	0.0265760921	-0.2983109138	-0.0011321696	-0.0141202654	0.0165217787	0.0348583937	0.0193777935	0.0596357021	-0.0864837384	-0.0738865949	0.1329772067	0.0461652466	-0.0747416848	-0.0255355608	-0.0570190548	0.0545312983	0.0929652294	0.052310652	-0.1815084496	0.1151923311	0.2833597432	-0.0642033582	0.0377793877	0.1133902579	-0.1185917472	-0.0172029232	0.0164553648	0.0210810445	0.022746595	-0.0213347368	0.0437949105	-0.0177951588	-0.0165747553	-0.1392272975	-0.0130273174	0.0176918742	-0.0654455085	0.0719985959	-0.0017845712	0.1974939491	-0.1276824437	-0.0213400183	-0.0693227425	0.1335773164	0.0714789092	0.0781264019	-0.0503957596	-0.0089630161	0.0742592762	0.0383823854	0.0197856117	-0.0151546006	-0.0129058567	0.0240795375	0.0958309087	0.0060857829	0.1118475644	0.0207335453	-0.1465501771	0.0407573743	0.0265373336	-0.0309370535	0.0626124678	0.128726986	0.1259985909	0.1214940211	0.1152767764	0.0	0.0221927568924513	-0.0024467016913547	0.0004925184584874	5.9863491664784334e-06	-0.0161826346777331	-0.0069409006500223	0.0002618776651129	4.8176101833479984e-05	0.1798922133531846	-0.0106896654806974	0.0323612084251076	0.0001142689480892	0.0011329948404459	0.0010229948400306	1.0465184427292327e-06	1.2836773084770305e-06	7.007591260088653e-05	7.006667260101018e-05	4.909338609377151e-09	4.910633526847087e-09	0.0001339603462544	-3.403965083140001e-05	1.1586978287236311e-09	1.7945374368598738e-08	0.0
1643.5088769064257	-2.37506861251768	2701121.428470221	5.640950914166657	2001.553919916568	7.741342627484073	59.92838567610201	4006218.094333379	1756.4246951733749	-3.884791543119036	15.09160533348918	3085027.709814883	1799.472529469735	1476.9928705022576	1.025626	13.981739	0.2446625377827618	0.1545905346003334	-0.0440527478	-0.0925408276	-0.1378608276	0.0123827179	0.0996622338	-0.1133466194	0.1423308792	-0.100183507	0.1093940154	0.1105731279	-0.1631806425	0.0111629686	0.0241684065	0.0948880449	0.0440147321	-0.0041108168	-0.1550666742	-0.0393347887	-0.064544256	-0.1364282309	-0.1632569857	-0.1348412602	0.061801425	-0.0025796679	0.0845890894	0.0774812663	0.0731320409	-0.0563386005	-0.0717701147	0.1842012281	0.0442290008	-0.0382141922	0.0339951335	-0.0015901578	0.0695722064	0.1067229685	-0.0397567105	-0.1107104924	0.0749072899	-0.1868249194	0.001141578	0.1037428722	-0.090975299	0.1271897747	-0.0593828285	-0.0433593965	-0.0359536856	-0.0681642601	0.1264056115	-0.1433638108	0.1180852637	-0.0303234018	0.0746839834	0.0606013184	-0.0062952697	-0.0375314367	0.1052559715	-0.0752290109	0.1837928205	0.039691508	-0.117456899	-0.1449903996	0.1613596388	-0.1960325274	0.0158969122	-0.0453172072	-0.0712235789	-0.3762701124	0.1646008282	-0.0973016744	0.1677952575	-0.0226207642	0.1282765399	0.1242126365	0.117534563	0.1083828658	0.0	0.0138593551946257	-0.0083334016978256	0.0001920817264107	6.944558385732262e-05	-0.0026883968097166	0.0134942378680165	7.227477406494394e-06	0.0001820944556386	0.0706199931286306	-0.1092722202245539	0.0049871834294878	0.0119404181128034	0.0024625894667462	0.0013295946263003	1.7678218702866349e-06	6.064346881729334e-06	0.0003468470706262	0.0002767711580253	7.660227391467305e-08	1.2030289040197617e-07	-0.0005309274292673	-0.0006648877755217	4.420757540381945e-07	2.818839351483839e-07	0.0
1639.1616788510842	-4.347198055341551	2686851.009413905	18.89813093236536	1992.30685225777	-9.24706765879796	85.50826028638718	3969286.593553264	1749.771353575787	-6.653341597587769	44.266954414191765	3061699.7897944422	1792.221844098828	1477.9232724650522	1.081403	14.742105	0.5025148504166939	0.3359299577781355	-0.0059270279	-0.0889861928	-0.1111682467	0.0555441275	0.0154596539	-0.0569834515	0.0807528221	0.088484933	-0.0965688032	0.0686773437	0.0866265307	0.0640602729	-0.0970821831	0.0663778181	-0.0870082677	-0.0543200091	-0.080026441	-0.1389090414	-0.099138487	0.1425985677	0.0251444975	0.1024954596	-0.0855117721	-0.0105266343	0.060173506	-0.0459740269	0.0509325372	0.1383802446	-0.045865092	-0.0732957817	0.0183812934	-0.0978179728	-0.0526855115	-0.1806673735	-0.0042820042	0.0332508955	-0.0212535519	-0.1549182299	-0.0194127194	-0.0336795164	-0.1059302417	0.0480875679	0.0987221007	-0.197777281	0.1402060944	0.073180577	-0.0041593415	-0.1488839448	0.1786285909	-0.0081378527	-0.2168051208	0.0292074843	-0.0963141066	-0.2527261075	0.0368117713	-0.0254937193	-0.01712058	-0.171868545	0.0653984145	0.0443116465	0.105175124	0.0018261631	0.0967643803	-0.0653096646	-0.2489936133	-0.0740588049	0.0261303204	-0.1153420438	-0.0489347458	0.0117321734	0.0710606709	-0.1034963109	0.1277366958	0.1220804792	0.1128382417	0.1002814672	0.0	-0.000303611805279	-0.0141629669999047	9.218012830477342e-08	0.0002005896342403	-0.0900769138670796	-0.087388517057363	0.0081138504118172	0.007636752913485	0.2071326390607168	0.1365126459320862	0.0429039301642571	0.0186357024993791	-0.0023267814655851	-0.0047893709323313	2.2938073927459985e-05	5.413911988590345e-06	0.0005100102273938	0.0001631631567675	2.66222157263684e-08	2.601104320462755e-07	-0.0008674077487152	-0.0003364803194479	1.1321900537576084e-07	7.523962025311716e-07	1.0
1641.246090297103	2.0844114460187484	2693688.728915526	4.34477107629397	1991.07245652572	-1.2343957320499612	1.5237328233031595	3964369.5271353656	1752.4596761067708	2.688322530983669	7.227078030594439	3071114.916380248	1793.107285359215	1470.0720935492927	0.932522	12.712505	0.1523930894273014	0.1002224822442148	0.0316140082	-0.0775190136	-0.1567886191	0.0135129042	0.0509214348	0.1311162014	0.0427391265	-0.0148409091	-0.1421741193	0.0517550226	-0.0454993538	0.1526130338	0.028934578	-0.0384038908	-0.0813102698	-0.0385775114	0.1114909584	-0.1105212213	0.0421378964	0.1346950246	0.1068003588	0.109024267	0.0714012503	-0.0639302486	-0.0413576166	0.0628046731	0.1104009978	0.0992118869	0.0746829397	0.0357509211	-0.0728810941	-0.1175404558	0.044840549	-0.1547843893	-0.0342094363	-0.2206768231	0.058480226	0.0020723867	-0.0154337922	0.159129533	-0.0717482154	0.017621316	0.0995669827	-0.0474871138	-0.1158547985	-0.0419267027	0.1027266027	-0.074931717	0.1498113311	0.093499516	-0.1779229141	0.0342872878	-0.0590958295	-0.3911565304	0.0806813528	0.0106539962	-0.1592742612	-0.0424990017	0.0038559886	0.0388336438	0.1038874121	-0.0478204196	-0.05101193	0.0426638434	-0.1150451014	0.161759532	0.1541982705	0.0380701404	-0.0754354532	-0.0042607936	0.0394568765	0.2374234007	0.12710783	0.1196080616	0.1074345	0.0910628379	0.0	0.0138664249050464	0.0141700367103254	0.0001922777396472	0.0002007899403719	-0.1024083104211968	-0.0123313965541172	0.0104874620433242	0.0001520633409748	0.2912086600499606	0.0840760209892438	0.0848024836880935	0.0070687773053837	-0.0029082108818997	-0.0005814294163146	3.380601661559365e-07	8.457690533599831e-06	0.0005420871634123	3.207693601850004e-05	1.028929824334945e-09	2.938584927363936e-07	-0.0010902140998544	-0.0002228063511392	4.964267010796452e-08	1.18856678352134e-06	0.0
1641.1889656146302	-0.057124682472704	2693501.22085522	0.0032632293476072	1999.05684811136	7.984391585639969	63.75050899283834	3996228.281980925	1753.4206754476718	0.9609993409010258	0.923519733212206	3074484.0650873696	1795.536731049288	1480.8830459251833	1.06107	14.464914	0.4186969087335192	0.2456589345243736	0.0862140191	0.0140112992	-0.1691176562	-0.0736024032	0.0450835882	0.0515597422	0.1737451959	-0.0386717689	0.0688119213	0.0381082467	-0.0927751064	0.0026697708	0.0099181143	-0.0159616854	-0.0459477829	-0.1022328861	0.1489043057	-0.0589987954	0.0421039075	-0.0410561488	0.0358092352	0.1007409375	-0.1055059327	0.1606847528	-0.0531773356	-0.0027261268	0.0759749349	-0.0372892204	-0.084706609	0.1029425445	0.0337392794	-0.0132649546	-0.0211829873	-0.0592404741	-0.002517194	-0.1350113793	0.0138781564	0.0241408224	0.0471121726	0.0169821113	0.1646778301	-0.1108803447	0.0372201618	-0.059304196	0.0470671005	-0.0190268645	-0.0977159664	0.0603518528	0.0827944304	0.0079703006	0.1070324166	-0.0133239757	0.0433175951	-0.142994252	-0.0569193202	0.0528855627	-0.1203056936	0.0348878871	0.1807299373	-0.0254304246	-0.0725442739	-0.263188455	0.0992961199	-0.0553614406	0.2226224426	0.3069346382	-0.0550155741	0.002481509	0.0280969766	-0.1739160225	0.1496281651	0.0221610107	0.1263903806	0.116802275	0.1013572156	0.0808296822	0.0	2.5183818905816224e-05	-0.0138412410861405	6.342247346809466e-10	0.0001915799548046	0.0040163564149224	0.1064246668361192	1.6131118851688313e-05	0.0113262097111789	0.1479076487129162	-0.1433010113370444	0.0218766725477834	0.0205351798502197	-0.0004483802406995	0.0024598306412002	6.050766783387388e-06	2.0104484024974162e-07	0.0004241270273495	-0.0001179601360627	1.3914593699954284e-08	1.798837353283235e-07	-0.0005654050876331	0.0005248090122213	2.754244993086967e-07	3.196829131213935e-07	0.0
