global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
1095.9596612109474	n/a	1201127.5790016146	n/a	1663.6051864996189	n/a	n/a	2767582.216548432	1006.0086146304482	n/a	1012053.3327106736	n/a	1423.2785315371464	976.9876295985008	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0632724150206343	n/a	n/a	0.0040033985025433	-0.0185903653670749	n/a	0.0003456016844813	n/a	0.064102686505393	n/a	0.0041091544172086	n/a	-0.0005412095763605	n/a	n/a	2.929078055443119e-07	-0.0124564152350981	n/a	0.0001551622805091	n/a	0.0003711445703365	n/a	1.377482920902652e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1072.106553640452	-23.853107570495467	1149412.4623588072	568.9707407696282	1543.7181966145831	-119.88698988503576	14372.890343694664	2383065.870558981	1006.9778882478412	0.9692736173930144	1014004.4674200816	0.9394913453741396	1347.3571621861238	959.4014510940312	1.249601	42.903252	0.1679317483835475	0.1030521045903559	-0.0466266672	-0.0356596368	-0.4423438832	-0.0563055617	0.1892340768	-0.0312344394	0.024789805	-0.0822932651	0.0707422575	-0.3067533125	0.1983585793	-0.1858276915	-0.0482384544	0.0420444312	-0.0921408509	0.1100914057	-0.0059020049	0.1411763495	-0.023514144	-0.131171008	0.1629610366	-0.02344227	0.1001927359	-0.1714180359	0.1753418498	-0.1253665235	0.139482551	-0.2433356555	0.0449370079	-0.190171868	0.1038030684	0.1472619763	-0.2646415565	0.0553838485	-0.2073413414	0.0385023834	0.1296294506	0.1295955703	0.1295391098	0.1294600787	0.0	0.0756715580942	0.0123991430735656	0.0001537387489587	0.0057261847044038	0.0642888096139415	0.0828791749810163	0.0041330510415776	0.0068689576455339	0.0645497010166735	0.0004470145112804	0.0041666639013419	1.9982197329534399e-07	0.0003378045573146	0.0008790141336751	7.726658472005865e-07	1.1411191894251289e-07	-0.0124563481261525	6.710894559849856e-08	0.0001551606086399	4.503610579342239e-15	-0.0001939025033965	-0.000565047073733	3.7598180823429694e-08	3.192781955342264e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1065.1415253679356	-6.965028272516292	1134526.4690631328	48.511618836951286	1516.3171249761815	-27.401071638401618	750.8187269328175	2299217.623496033	1005.7489163850483	-1.2289718627928323	1011530.8828096988	1.5103718395364842	1329.246719401703	960.2917689640136	0.578826	19.873154	0.1459167137501488	0.0691910042870397	-0.0404196212	0.0263123565	-0.0635599489	-0.0276643105	0.0339683187	-0.0359124345	0.0384574937	-0.0951054805	-0.0100840811	-0.0405211842	0.0315231789	-0.1306042296	-0.0662263591	0.0406815637	-0.1020901702	0.1261357122	-0.0011178883	0.0892694424	-0.002818495	-0.1029710838	-0.0266621157	-0.0560743643	0.0826729715	-0.0509422461	0.098932682	0.0462174369	-0.0784603095	0.1092539539	0.0073476851	-0.014562046	-0.0852952868	-0.0634507378	0.0956979475	-0.0745034254	-0.0636289197	0.0042124596	0.1295391098	0.1292343642	0.128726986	0.1280177706	0.0	0.0916163880696103	0.0159448299754103	0.0002542376029447	0.0083935625629214	0.0560133801611471	-0.0082754294527944	0.0031374987570771	6.848273262817702e-05	0.0961430440842576	0.0315933430675841	0.0092434849257875	0.000998139326186	0.0006266437988384	0.0002888392415238	8.342810744404408e-08	3.9268245062262114e-07	-0.0115061474679696	0.0009502006581829	0.0001323914295546	9.028812908112174e-07	0.000369119821984	0.0005630223253805	1.3624944298149988e-07	3.169941388768657e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1063.190833726067	-1.950691641868616	1130374.7489191294	3.8051978816560768	1511.2723739996188	-5.044750976562682	25.449512415530133	2283944.188414444	1004.6759709408408	-1.072945444207562	1009373.8065859212	1.1512119262457627	1325.327100304084	953.5884273897076	0.434397	14.914393	0.0865566499424465	0.0426253740559389	-0.0557827709	-0.0277158685	0.0022225616	-0.0338158811	0.0508440849	-0.0416626811	0.029031222	-0.1084550584	-0.0336322947	0.0034293264	0.0299619466	-0.129207999	-0.0564387295	0.044148062	-0.0955983539	0.1057317864	0.0022447095	0.0921435354	-0.0233917545	-0.0975927362	0.0861225575	-0.0195751484	0.0398831909	-0.0628157675	0.0679883802	-0.0772983199	0.067718771	-0.0508884494	0.0192111379	-0.0840566637	0.0373561958	0.0626040734	-0.0553298978	0.0192419573	-0.0262508289	0.0377745351	0.129358491	0.1285129588	0.12710783	0.125149223	0.0	0.1009006627039212	0.0092842746343109	8.619775548530888e-05	0.0101809437340904	0.0788963297946026	0.0228829496334554	0.0062246308550586	0.0005236293839272	0.1029476149706027	0.0068045708863451	0.0105982114281354	4.63021849472954e-05	0.0004350325707965	-0.0001916112280419	3.671486271172502e-08	1.8925333765381177e-07	-0.0121381945673781	-0.0006320470994085	0.0001473357673555	3.9948353587069925e-07	0.0004971585903003	0.0001280387683162	2.471666639093816e-07	1.6393926191955143e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1063.7509977653242	0.560164039257188	1131566.1852467228	0.3137837508769285	1507.4717495553862	-3.800624444232653	14.444746166098763	2272471.0757075767	1005.192570977462	0.5166000366211847	1010412.10474828	0.2668755978370093	1323.498801654378	957.103952298138	0.439741	15.097885	0.1018837020302105	0.047724649753155	-0.0466541783	0.0188021269	0.0582773085	-0.0127559219	-0.047722447	-0.0345454064	0.0489214094	-0.0819326206	-0.0337973963	0.0427468893	-0.0365471761	-0.0946101369	-0.0603452593	0.0421338602	-0.0897838658	0.1219948195	0.0044258053	0.0689180304	0.0008512346	-0.0710333741	-0.0418443917	-0.0547705459	0.0455142592	-0.0025389199	0.0665072219	0.0393691732	-0.1038298143	0.1034510039	0.0048498337	-0.0417523404	-0.1246201879	-0.0551107803	0.0371283838	-0.0527751602	-0.0057316061	0.0099873841	0.1290877201	0.1274333647	0.1246917927	0.1208863942	0.0	0.0990720242842115	-0.0018286384197097	3.343918470038407e-06	0.0098152659957713	0.0734459444501709	-0.0054503853444316	0.0053943067561775	2.970670040279579e-05	0.0660764140752547	-0.036871200895348	0.0043660924970445	0.0013594854554651	-2.5998133089121813e-05	-0.0004610307038856	2.125493099252719e-07	6.759029241196904e-10	-0.011635269186401	0.0005029253809771	0.00013537948904	2.529339388309613e-07	0.000687872052852	0.0001907134625516	4.7316796109482477e-07	3.6371624798458674e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1063.778779897338	0.0277821320137263	1131625.292559869	0.0007718468592281	1504.5605802210366	-2.911169334349552	8.474906893257213	2263702.5395550625	1002.923350444593	-2.269220532868985	1005855.246867008	5.149361826794201	1320.6896089383258	955.0249796444498	0.494519	16.978594	0.2087387118857885	0.1052308569083763	-0.0517391088	-0.0153170693	0.088184582	-0.0330079598	-0.042721008	-0.0479417836	0.0259792929	-0.0791680543	-0.0582034868	0.055611998	-0.0450751339	-0.0829500945	-0.0552529369	0.0381302413	-0.0862810148	0.0950210124	-0.0015122954	0.0389759076	-0.0113949708	-0.0138650563	0.0859388441	0.0307520159	0.0210791268	-0.0290224788	0.0072069918	-0.0114474905	0.0528454196	0.0649590047	0.0041327208	0.1055983114	0.0564914492	-0.0461372883	0.029992901	-0.0393972969	0.1167808687	-0.0248226942	0.128726986	0.1259985909	0.1214940211	0.1152767764	0.0	0.1157249584849893	0.0166529342007778	0.0002773202174954	0.0133922660163524	-0.0004355478118043	-0.0738814922619752	1.8970189636751394e-07	0.0054584748988563	0.0451708300557953	-0.0209055840194594	0.0020404038879295	0.0004370434431946	0.0004258232096091	0.0004518213426982	2.0414252571762402e-07	1.813254058417956e-07	-0.0102909587947823	0.0013443103916187	0.0001059038329159	1.807170429014024e-06	0.0008377143466066	0.0001498422937546	7.017653265105227e-07	2.2452712997639852e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1064.2674186447289	0.4886387473909508	1132665.1383887143	0.2387678254517974	1503.9688819947282	-0.591698226308381	0.350106791016484	2261922.3980084728	1003.9761399921618	1.0527895475688638	1007968.0896735608	1.108365831470253	1320.5694491585418	957.4144393818276	0.530942	18.229132	0.148294887406613	0.0700068811569682	-0.0479732852	-0.0049192546	0.092248381	-0.0242326547	-0.0571712025	-0.0396025725	0.0404180057	-0.10101142	-0.0503503949	0.0639668607	-0.0587286475	-0.1047553806	-0.0575741787	0.0394391673	-0.0923683472	0.1198511733	-0.0013979612	0.0181390731	-0.0006503199	-0.0247877328	-0.1070338672	-0.01163319	0.0734455764	0.0605686291	0.0213527676	0.0848594889	-0.0982627619	0.2285462577	-0.0522482318	0.0711554313	-0.1301721699	-0.1005845271	0.1006135473	-0.1201348752	0.1106535838	-0.0492322092	0.1282765399	0.1242126365	0.117534563	0.1083828658	0.0	0.1276093553493495	0.0118843968643602	0.0001412388888296	0.0162841475726765	0.0320772157690782	0.0325127635808825	0.0010289477714959	0.0010570797956663	0.0934325264161657	0.0482616963603704	0.0087296369925075	0.0023291913355805	0.0001061917362233	-0.0003196314733858	1.021642787787774e-07	1.1276684842118926e-08	-0.0108756578002346	-0.0005846990054522	0.0001182799325878	3.41872926976908e-07	0.0010461044797885	0.0002083901331818	1.094334582633568e-06	4.342644760756997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1065.1014334816812	0.8340148369522922	1134441.063604732	0.6955807482565585	1506.314751849911	2.3458698551828547	5.503105377455628	2268984.131640659	1004.1529715287058	0.1768315365440003	1008323.19022993	0.0312693923165121	1321.869804099754	954.9578173819632	0.560522	19.244711	0.1607260109196353	0.0862439252502144	-0.0354237021	0.0042974013	0.0591929241	-0.0155251487	0.0390564323	-0.0360109364	0.0256762479	-0.0667974851	-0.0357372826	0.0457086966	0.0037802176	-0.0947740285	-0.0452180428	0.0311327374	-0.0647694251	0.0740873307	-0.0038848912	0.0270889902	-0.0052693532	-0.0043402704	0.0963856111	0.0369607499	-0.0188523194	0.0013637402	-0.0014384094	-0.0719483641	0.02811101	-0.1019714769	-0.0260966283	0.0716377856	0.0887472601	0.0187694659	-0.0152134115	0.0472516796	0.0756003921	0.0011484721	0.1277366958	0.1220804792	0.1128382417	0.1002814672	0.0	0.1225989883506173	-0.0050103669987321	2.510377746198468e-05	0.0150305119445947	0.0047328865826159	-0.0273443291864623	2.240021540390561e-05	0.0007477123386576	0.0483481407916599	-0.0450843856245058	0.0023375427180101	0.0020326018271391	-0.0001391310833938	-0.0002453228196171	6.018328582488419e-08	1.9357458366332528e-08	-0.0109531985803121	-7.754078007750007e-05	0.0001199725591397	6.012572575027231e-09	-0.0002967705027156	-0.0013428749825041	8.807273128206995e-08	1.8033132186353868e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1065.171903167933	0.0704696862517266	1134591.1832983962	0.0049659766804167	1505.652911823552	-0.6618400263591866	0.4380322204911288	2266990.6908827405	1004.949679244192	0.7967077154861499	1009923.8578130044	0.63474318391516	1322.199508046716	955.3505894602562	0.512991	17.612822	0.3065712514936947	0.1729491460867321	-0.037007932	-0.0010644868	0.0637627278	-0.0099643571	-0.0470186564	-0.0145614409	0.0456263541	-0.0514784346	-0.0289211208	0.0500448488	-0.044367007	-0.0496021563	-0.0473409437	0.0314961093	-0.0602931644	0.0681212705	-0.0076966338	-0.0722332258	0.0163653078	0.0607870656	-0.1641011457	-0.0222858855	-0.0737749499	-0.025829177	0.0344040568	0.1517172487	-0.3261841126	-0.2621762615	0.0238462665	0.0165075576	-0.1233346861	-0.0791761117	0.1702659813	-0.0764505419	0.030603006	0.0275144596	0.12710783	0.1196080616	0.1074345	0.0910628379	0.0	-0.0258408514597903	-0.1484398398104076	0.0220343860429394	0.0006677496041669	0.0686733752278598	0.0639404886452438	0.0047160324651864	0.0040883860881925	0.0419324679073866	-0.0064156728842733	0.001758331864804	4.116085855799975e-05	-0.0010389063817687	-0.0008997752983749	8.095955875656403e-07	1.079326470079732e-06	-0.0101699915446011	0.0007832070357109	0.0001034287280172	6.134132607872108e-07	-0.0003692931717051	-7.252266898949997e-05	1.3637744666801246e-07	5.259537517360581e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1065.338469139866	0.166565971933096	1134946.0538292732	0.0277442230060169	1506.2269060832698	0.5739942597178924	0.3294694101890913	2268719.492609179	1003.9731533652856	-0.9765258789063864	1007962.0926782351	0.9536027921738904	1322.1931893918145	955.659526356076	0.520018	17.854084	0.175939893083417	0.0787439945472132	-0.0287998721	-0.0130523012	0.0555641904	-0.005747858	-0.0020435492	-0.0348081961	0.0327807418	-0.0258213518	-0.0356431785	0.0416635218	-0.0168549392	-0.0201009227	-0.0350315523	0.0216086884	-0.0399326447	0.0302154076	-0.004052148	-0.0430214194	0.0259836782	0.0819283117	0.0668749589	0.023673994	-0.1205072193	-0.0059495216	0.0588604605	-0.0408452399	-0.0677815628	-0.3656871647	-0.0583818261	0.0209353638	0.0294875261	0.0692656405	-0.0253646831	0.0168247603	-0.1081678599	-0.0134118523	0.1263903806	0.116802275	0.1013572156	0.0808296822	0.0	-0.0197940152559823	0.006046836203808	3.656422807568316e-05	0.000391803039954	0.0167454043099866	-0.0519279709178732	0.0002804085655049	0.0026965141636474	0.0153676251012058	-0.0265648428061807	0.0002361639012512	0.000705690873317	-0.0003161212056255	0.0007227851761432	5.224184108523566e-07	9.993261664611969e-08	-0.0095565081704811	0.00061348337412	9.132684841247202e-05	3.763618503216603e-07	-0.000861029484553	-0.0004917363128478	7.413717732696048e-07	2.418046013732477e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
