global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
1502.3883559376784	n/a	2257170.77205712	n/a	1865.591824111118	n/a	3480432.854190249	n/a	1535.3677713912346	n/a	2357354.193426886	n/a	1604.2012490887566	1527.5929587330202	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0279398303266589	n/a	n/a	0.0007806341186824	0.0602922511078531	n/a	n/a	0.0036351555436524	-0.0100533866726379	n/a	0.0001010705835895	n/a	0.0002788128292475	n/a	7.77365937529956e-08	n/a	0.0019999577015827	n/a	3.999830808119956e-06	n/a	-0.0003127789400434	n/a	n/a	9.78306653346728e-08	0.0	0.0	0.0	0.0
1494.9075231753816	-7.480832762296814	2234748.502846354	55.96285881745337	1850.2918363181493	-15.29998779296875	3423579.879545589	234.0896264649928	1533.3381568511786	-2.0296145400559453	2351125.903255769	4.119335181206506	1602.0952499225846	1523.3223797939509	1.300084	18.135372	0.0769039157267687	0.0510701881516451	0.1167363988	-0.0075316978	0.0712584022	-0.1449025852	0.0274080096	-0.0949290088	0.0671463395	-0.0412329483	0.0966728735	-0.1352606589	0.0553359955	-0.0643500765	0.0532659535	0.3313786838	-0.0684694913	0.1596620875	-0.180290389	0.1091289653	-0.0957889949	0.0691186229	-0.0002540735	0.07501404	-0.0647248784	0.1167075931	-0.086688157	0.1321031678	0.0607187026	-0.0142853222	0.0862598663	-0.063024763	0.0556797169	-0.0353075574	0.0200560922	-0.0469079353	0.0719646956	0.3119308441	-0.1775021588	0.0502363839	-0.0337386442	0.0042950211	-0.1571733742	0.2072996582	-0.0220256647	0.000377829	-0.0110959409	0.0431285185	-0.1493767935	0.1562412176	0.0341308456	-0.063641668	0.0344707464	-0.0484306032	0.0749201153	-0.0154258371	0.0108743954	-0.0103751961	0.0419532001	-0.0421545216	0.2198508984	-0.0911470883	0.0844260386	-0.0899724171	-0.1090674559	0.108199821	-0.0880317018	0.0085058935	-0.0200445572	0.0212521714	-0.0893815074	0.0314426634	-0.0312539102	0.1915662093	-0.0150886769	0.0513374837	0.0381522717	0.011455888	-0.0097987116	0.0356637263	-0.1487055855	0.0196855199	-0.0260123866	0.0061074138	0.1296294506	0.1295955703	0.1295391098	0.1294600787	0.0	-0.0279721012312137	-3.227090455480003e-05	1.0414112807850132e-09	0.0007824384472892	0.0660072258776693	0.0057149747698162	3.266093661963575e-05	0.0043569538680656	-0.0105292700924906	-0.0004758834198527	0.0001108655286806	2.2646502929070217e-07	-0.0002277944462134	-0.0005066072754609	5.189030972566958e-08	2.5665093154991624e-07	0.001140040553704	-0.0008599171478787	1.2996924640897226e-06	7.394575012158383e-07	-0.0003598702493547	-4.7091309311300016e-05	2.2175914126525315e-09	1.2950659637061396e-07	0.0	0.0	0.0	0.0
1493.206580022962	-1.7009431524195406	2229665.890623871	2.8932076077629247	1841.0084415558845	-9.283394762264834	3389312.0818800265	86.18141831204615	1531.5738122488033	-1.7643446023753313	2345718.3423663327	3.112911875930966	1597.9658909237749	1508.5392542082195	0.9991580000000002	13.937635	0.1266216559440813	0.0664627299041574	0.0703255781	0.0006104362	0.0392725381	-0.0245212462	-0.0320081659	-0.0743844749	0.0118755391	-0.1471490456	0.1129349362	-0.0404103163	0.0755482288	0.1619916689	-0.0305349311	0.2100580315	-0.0256360926	0.278470341	-0.0436203892	0.1064973604	-0.0747444397	-0.1132133762	0.0771254085	0.0296839929	-0.0279047526	0.1651368008	0.0767342474	-0.0904525585	0.0493950459	-0.1221116572	0.0214695786	0.0699459417	-0.0552751613	-0.0196194106	-0.1156477148	0.0353847441	0.0138644846	0.1613849746	-0.2321234323	0.218894075	-0.1023665772	0.1487074763	-0.0529060178	0.072114367	0.0406495173	-0.0301934655	-0.0241807089	-0.0055575288	0.0113783152	0.189518213	0.0562503183	0.0676336462	0.1816261759	0.0991441635	-0.0209231911	0.0080722976	-0.0799597253	-0.0321171853	-0.0508348924	0.0973863784	0.2157756738	-0.1096398384	0.1735063897	-0.1219353486	-0.1287340578	0.076755355	-0.1549398631	0.0711600616	0.1113848051	-0.0516004795	-0.0780591038	-0.0306561548	0.0106346	0.1748188125	-0.072582099	-0.0275666955	-0.0180321872	0.0146997906	-0.0686735342	0.1138015406	-0.1403560836	0.0368955381	-0.0432999377	0.0455646083	0.1295391098	0.1292343642	0.128726986	0.1280177706	0.0	-0.0282479408871552	-0.0002758396559414	7.608751578992453e-08	0.0007979461643642	0.1049863809298585	0.0389791550521892	0.0015193745285826	0.0110221401807493	-0.0458678070683618	-0.0353385369758712	0.0021038557252604	0.001248812195595	-9.934696420211078e-05	0.0001284474820112	9.86981929617548e-09	1.6498755635040465e-08	0.0004910310612178	-0.0006490094924861	2.4111150308067885e-07	4.212133213371948e-07	-0.0006229757600588	-0.000263105510704	6.922450976286526e-08	3.8809879762083954e-07	0.0	0.0	0.0	0.0
1491.351058600664	-1.855521422298125	2224127.979989321	3.4429597486072563	1836.391833561723	-4.616607994161541	3372334.966372187	21.31306937175625	1528.5039008168126	-3.069911431990704	2336324.1748122126	9.424356200267214	1595.6074540305983	1517.9384309865295	0.8878829999999999	12.385419	0.0737396814296461	0.0430034891668473	0.0401874119	0.0512683086	-0.0210824981	-0.0160244642	-0.060976772	-0.002761664	-0.0534054723	-0.1256711927	0.0653404053	-0.0021208445	0.1570521607	0.0194115804	0.0155101399	0.0399173854	0.1095120299	0.2748343302	-0.1089982474	0.0658105319	0.0946349481	-0.1405247745	0.0037307873	-0.1739373008	-0.0138034117	0.0886592662	0.0322862216	0.1353549856	-0.0869355585	-0.1969523413	-0.1548223783	0.0787947541	0.0464172678	0.0247723611	-0.0711564726	0.0563427132	0.186700132	0.0124870403	-0.1297143901	0.2794907611	-0.0828785009	0.0223717341	0.0005931123	0.0526732765	0.2111475857	-0.0259886988	-0.1162920681	0.0642774485	0.069002465	0.1404274416	0.0337242299	-0.0221682796	0.0294105916	-0.0750237092	-0.1909627688	0.1572885356	0.1144822769	-0.0643212656	0.0366525146	-0.0019208031	0.2196241874	-0.0894173451	0.1382078286	-0.1377344149	-0.0712292474	0.1212703345	-0.1143488437	0.0924324423	0.1137897762	-0.063644621	-0.0056551311	-0.0508334623	-0.014277466	0.1816397273	-0.1622473266	0.000358511	0.0681521487	0.0484947928	-0.0740030738	0.0711752196	-0.0838674895	0.0981723363	-0.0035350613	-0.0409807801	0.129358491	0.1285129588	0.12710783	0.125149223	0.0	-0.0281406794773886	0.0001072614097665	1.150501002511847e-08	0.0007918978414491	0.0687671195469761	-0.0362192613828823	0.0013118348951215	0.0047289167307881	-0.0488098497431934	-0.0029420426748315	0.0023824014319531	8.655615100530271e-06	0.0001640568579323	0.0002634038221344	2.691465263461887e-08	6.938157351501631e-08	0.0002759657058371	-0.0002150653553806	7.615707079816882e-08	4.6253107085026784e-08	-0.0004120226183306	0.0002109531417281	4.4501228004998026e-08	1.697626380160033e-07	0.0	0.0	0.0	0.0
1491.958699298358	0.6076406976940234	2225940.760412048	0.3692272174940795	1843.9244205926047	7.532587030881814	3400057.268857773	56.7398673778089	1529.389818348085	0.8859175312725256	2339033.2164667887	0.7848498722160063	1598.4371737567578	1515.082787791068	0.914863	12.761784	0.1173920183217867	0.0586706698622552	0.0493580837	0.0212567932	-0.0206582116	-0.0675520861	-0.0125040728	-0.0286605055	0.0108806154	0.007527871	-0.0137449544	-0.0506794538	0.0695894501	-0.0392901197	0.0724435633	0.0176708614	-0.0075163624	0.1047990659	0.0545014616	0.005823737	0.1230459282	-0.1021052005	0.0164399699	-0.1143116823	-0.0370807077	-0.0343518355	0.0497475623	-0.0266567683	0.0474895312	-0.0653698261	-0.1102587557	-0.1189942804	0.0395116243	0.1618278135	0.0679806064	-0.1284276852	0.1824796046	0.0288171302	-0.0541618747	0.0274633812	-0.1022607519	-0.0019020764	-0.0159689754	-0.0785402911	0.0983775097	-0.04066092	-0.0730093947	0.0205365918	0.0848398255	-0.0702174717	-0.0615584785	-0.0106021777	0.0822844522	-0.1017167184	0.002031201	-0.0566414519	0.214515563	-0.1572516955	-0.035878255	-0.1379445718	0.113436854	-0.001937548	0.0968540079	-0.0318254172	-0.0591059031	0.0768718957	-0.0262054769	-0.0112683793	-0.0010715	-0.0672816765	-0.037862066	-0.0170237409	0.0390707492	0.0470146804	0.0082494397	-0.0049258886	-0.0680498012	-0.0351317147	-0.0107796068	-0.0272016871	-0.0424366399	-0.0193657774	-0.0073133108	0.0573770276	0.1290877201	0.1274333647	0.1246917927	0.1208863942	0.0	-0.0088656184497892	0.0192750610275993	0.0003715279776176	7.859919049724265e-05	0.0509795798101322	-0.0177875397368439	0.0003163965698898	0.0025989175576176	-0.0220329568143	0.0267768929288934	0.0004854511859808	0.0007170019949254	-0.0001997976996915	-0.0003638545576238	3.991912080201482e-08	1.3239013910361125e-07	0.0009830408920936	0.0007070751862565	9.66369395528181e-07	4.999553190196643e-07	-0.0004119018696419	1.207486887000041e-07	1.4580245822770495e-14	1.6966315021449277e-07	0.0	0.0	0.0	0.0
1490.4382080927146	-1.5204912056433386	2221406.052142622	2.3118935064387336	1841.9410485708584	-1.9833720217463904	3392746.826410313	3.933764576646365	1529.3172777473585	-0.0725406007265974	2338811.336016591	0.0052621387537756	1597.3382762905785	1506.11974049867	0.8103949999999999	11.304516	0.1155768259916531	0.0509924338511002	0.0462283446	0.0429722768	-0.0183271013	-0.0192031265	-0.0503136849	-0.0262215189	-0.0469996587	0.0371991521	0.0507572406	-0.02016302	0.1615783393	0.005038907	0.1317243624	-0.0082781868	-0.069471495	0.066064935	0.0414570594	-0.0441446967	-0.0243473785	-0.1772065416	-0.0785057595	-0.0179215867	0.0784901153	-0.0193593199	-0.1126646626	-0.0293674747	0.0101097556	0.0097517386	-0.0143021476	0.0128315918	-0.0145591947	0.0390066679	0.0955293644	-0.1480746525	0.0681041964	-0.0092805766	-0.0975543256	0.0365906527	-0.039095814	0.0307334948	0.0226215096	-0.1263240435	0.0018815217	0.0370381224	-0.1752435446	-0.031438096	-0.0422323219	-0.060074975	-0.0148163246	-0.0141095214	-0.0094327381	0.0593286704	0.0730655996	-0.0270725168	0.0470011321	-0.0047435695	-0.1516079023	-0.1315160026	0.1076524878	-0.0330643082	0.0705301611	0.0115231638	-0.1080640588	0.1062861315	-0.0082313156	0.0017972537	0.0238136426	0.0051355848	0.029174028	-0.0020440069	-0.0001174932	-0.0712026541	0.03005133	-0.0011882975	-0.0641560976	0.0091098208	-0.0367030314	-0.0843754262	0.1626333864	0.0148238797	0.0065414938	-0.0124289073	0.128726986	0.1259985909	0.1214940211	0.1152767764	0.0	-0.0170445977841779	-0.0081789793343887	6.689570295235746e-05	0.0002905183136244	0.0600296929528241	0.0090501131426918	8.190454789552462e-05	0.0036035640360103	0.022056466263848	0.044089423078148	0.0004864877040482	0.0019438772273639	0.000310029297345	0.0005098269970365	9.611816521223443e-08	2.599235669072554e-07	0.0007419885294737	-0.0002410523626199	5.505469778705437e-07	5.8106241524635815e-08	-7.761502056980901e-05	0.000334286849072	1.1174769746254697e-07	6.024091418051875e-09	0.0	0.0	0.0	0.0
1489.3657323111586	-1.0724757815560224	2218210.2845827537	1.1502043020242012	1841.731805944956	-0.2092426259023341	3391976.045029269	0.0437824764945041	1528.6699218044391	-0.6473559429193756	2336831.72982959	0.4190697168330338	1596.799999788317	1511.1926207193517	0.965659	13.470356	0.1735549120669544	0.0927689383719193	0.0522783408	0.0009820654	-0.0768667984	-0.0391093248	0.0313849498	-0.039785158	-0.0623275829	-0.019207675	0.1239247531	0.0213530159	0.1504870922	-0.0324806372	0.1598374132	0.0808446321	0.0138151794	0.0757865439	0.0805883413	-0.0035723842	-0.135341931	-0.0834342464	-0.0656858035	0.0957694569	0.0340934402	0.0097991769	-0.1778837519	0.093433669	0.0660037364	0.161068872	0.1479667969	0.0356450906	0.0104537007	0.0894828251	-0.0470075829	0.08974583	-0.1001586296	0.0655830232	-0.0445926097	0.04868584	-0.0479717803	0.104744147	0.0024124442	-0.0439156158	-0.0687396739	-0.0011367031	-0.1161105637	-0.00570513	-0.2231598371	-0.0223728738	0.0579913233	-0.0719745339	-0.092681288	-0.0135529628	0.112320409	-0.1518525236	-0.0927906957	0.1396928384	0.0515724372	0.0549601869	0.0313247867	-0.1345029596	0.0126349363	0.1387374378	-0.1631803733	0.0866282779	0.064574031	0.0150067074	-0.0581339741	-0.0085354178	0.0767499071	0.0402963077	-0.0447973692	-0.0573882296	0.141237896	-0.0951911363	-0.0095623091	-0.0988129458	0.0061693417	-0.1511244819	0.1485019148	-0.1390228099	0.1042865564	0.1239173172	0.1282765399	0.1242126365	0.117534563	0.1083828658	0.0	-0.0173851527326576	-0.0003405549484796	1.1597767293400937e-07	0.0003022435355378	0.1096992795424114	0.0496695865895873	0.0024670678319805	0.0120339319321241	0.0800373872149009	0.0579809209510529	0.0064059833521879	0.0033617871943322	-0.000408971841063	-0.000719001138408	1.6725796678245974e-07	5.16962637032e-07	0.000276041222345	-0.0004659473071287	7.619875643372173e-08	2.171068930204871e-07	-0.0002039435665898	-0.0001263285460199	1.595890153952498e-08	4.1592978353368196e-08	0.0	0.0	0.0	0.0
1493.6090804067337	4.243348095575129	2230868.0850734487	18.006003060221076	1849.5418090820312	7.810003137075228	3420804.903542433	60.9961490011249	1532.1309460943146	3.461024289875468	2347425.23597986	11.978689135107986	1601.912809590876	1527.4751251607183	1.37557	19.188356	0.2748227891092186	0.1700751442147788	-0.0121273094	0.0382070125	0.0453728952	-0.0384607715	-0.2126103918	-0.0508892714	0.0316136192	0.0958288817	-0.0238231939	-0.0147445002	0.0513740096	-0.138340554	0.1545702685	0.0897287358	-0.2200270134	-0.0704134222	0.1016019199	0.0254049847	0.0246393193	0.1683607875	0.095309946	0.0573177417	-0.106014699	-0.1456185014	0.1434354729	-0.0584943402	-0.0185436735	0.0048012621	-0.0713524698	-0.0741365457	-0.0013277557	0.1328105517	-0.0830429365	0.0273995735	-0.056582667	0.0537221772	-0.0880394991	-0.2605000414	-0.0874041272	0.0230305874	-0.0317331736	0.0263360439	-0.0762460443	-0.0168309062	0.216700707	-0.0003228773	0.0918952785	-0.157370614	-0.1041866781	-0.0264109256	0.0347658254	-0.1442425766	-0.0823801434	-0.086902079	0.0349492915	0.0349721857	0.1692840456	0.1058464529	0.065074607	0.1979119471	-0.0704046338	0.0170314375	0.038200545	0.2414670987	0.1381569599	0.1160631572	0.0439232729	-0.0122841475	0.1425229322	-0.0387230363	0.0468494482	-0.1820858393	-0.0537341893	-0.0628344903	-0.0385812728	-0.1801961415	-0.0762211138	-0.1921771396	0.2372905127	0.1323417075	0.1350564523	-0.1353594752	0.1277366958	0.1220804792	0.1128382417	0.1002814672	0.0	-0.0091780646176431	0.0082070881150145	6.735629532761224e-05	8.423687012563218e-05	-0.0388519036075791	-0.1485511831499905	0.022067454015262	0.0015094704139326	0.0460311533851154	-0.0340062338297855	0.002118867081964	0.001156423939286	0.0007659927791327	0.0011749646201957	5.867449376834374e-07	1.3805418587116256e-06	0.0005520101647378	0.0002759689423928	3.047152219738531e-07	7.61588571654006e-08	2.628855111026221e-05	0.0002302321177	5.30068280206553e-08	6.910879194768683e-10	0.0	0.0	0.0	0.0
1488.0312437486198	-5.577836658113938	2214236.982372064	31.112261784599664	1832.0328772760208	-17.508931806010423	3356344.463420256	306.5626929875234	1526.0893635832506	-6.041582511064007	2328948.745641931	36.50071923799448	1594.7438870594583	1509.7810432333883	1.359287	18.961226	0.2500637882435415	0.1509675339311201	0.0664075037	0.0316207609	-0.1130687674	-0.0366469432	0.0588245303	0.0621967208	-0.0872306586	0.0998252197	0.0571777917	0.0818884033	-0.040450854	0.0229524977	-0.0645501988	-0.0740408671	0.1123538318	-0.1409041625	-0.1674966791	-0.1436739461	0.0599459552	-0.0298422253	0.1752881364	0.0152127597	0.0538885208	-0.0395607127	0.2292361948	0.1151904081	-0.0529344936	0.1396006173	-0.0073832404	-0.0466288053	0.0005149372	-0.0003744199	0.0867892648	0.097395347	0.07203358	-0.0553101065	0.0896085025	0.088542764	0.1302692679	-0.1989970763	0.0547554071	-0.0431294397	-0.063182963	-0.0357760566	0.1996190876	-0.0713374989	0.0941575047	0.0310755552	0.2090755332	0.0799836114	-0.0239247502	-0.0846504048	0.0155642307	0.0801196171	0.1754733475	0.008591638	0.1426972674	-0.0638086195	-0.0452383681	0.0897437628	0.1112383001	-0.0452504648	0.0436949347	-0.1047731488	0.0278623606	-0.1189338901	-0.1831020908	-0.1099501572	-0.1447556894	0.0938482529	-0.0362590866	-0.0747348021	-0.0689443553	0.0969810544	-0.1003638512	0.1520046385	0.1438893205	0.0829048167	0.1811501271	-0.0699963614	0.0562493777	-0.168832572	0.12710783	0.1196080616	0.1074345	0.0910628379	0.0	-0.0007676953758704	0.0084103692417727	7.07343107829563e-05	5.893561901327948e-07	0.0263913497409475	0.0652432533485266	0.0042566821075	0.000696503341149	-0.0918632569190407	-0.1378944103041561	0.0084388579717736	0.0190148683931309	0.0001540227758293	-0.0006119700033034	2.37230154741628e-08	3.745072849431635e-07	0.000510992968741	-4.1017195996800025e-05	2.611138141027406e-07	1.682410367439908e-09	-9.10393565712604e-05	-0.0001173279076815	1.3765837920923893e-08	8.288164444909094e-09	0.0	0.0	0.0	0.0
1492.636761493929	4.605517745309271	2227964.5017630844	21.210793702358597	1846.901073332756	14.868196056735089	3411043.5746776857	221.0632539815128	1528.478558878816	2.3891952955655142	2336246.7049522623	5.708254160352385	1596.7565275360787	1516.518273029721	1.2045	16.802034	0.3718165387642902	0.2536789343689257	0.0360137899	0.041054267	-0.0211881732	-0.0318102805	-0.0808614149	-0.050838038	-0.1065716623	0.0184766907	0.0743144359	-0.0666534605	0.2366347205	-0.0448861775	0.0959096817	-0.0517062382	-0.1041031884	-0.1202526593	0.0220176314	-0.146012593	0.2054366499	-0.14726002	-0.0503797344	0.0848799167	0.1003578074	-0.0084811363	0.1529031439	0.0188239786	-0.1291066241	0.1425471674	0.0519119642	0.138289802	0.1254486663	-0.0523114427	-0.0475818937	-0.1635635565	-0.1195639446	-0.0850685893	-0.1354410892	-0.0185363338	0.0819552173	-0.0365985504	0.1301487224	-0.2366441314	0.0834345336	0.1497275095	0.0271552896	0.1103539163	-0.0163399738	-0.0659542139	0.1472484375	0.2442642957	-0.1099139805	-0.074782244	-0.0390843038	-0.1278328735	-0.1041977632	0.0368381184	-0.2173434473	-0.0872141771	-0.0499288285	-0.3085302079	0.0108165167	0.2421449712	-0.0181813791	0.1230246789	0.0249994335	-0.0541038445	-0.0286184237	0.0342573688	0.0969351935	-0.0503276502	-0.0762478021	-0.2679956855	0.2462507298	-0.059740293	-0.0514093855	0.0172626817	0.1100194435	-0.0022930468	0.0197959417	-0.2345680933	0.0159486924	0.0549270383	0.1263903806	0.116802275	0.1013572156	0.0808296822	0.0	-0.0008506908231424	-8.299544727200002e-05	6.888244267879336e-09	7.236748765786942e-07	0.2273391636505835	0.2009478139096359	0.0403800239150616	0.0516830953293467	0.0581169158671031	0.1499801727861437	0.0033775759099039	0.0224940522289615	-0.0001769942722139	-0.0003310170480432	3.1326972396528135e-08	1.095722860952342e-07	0.000525001237378	1.4008268637000047e-05	2.756262992484312e-07	1.9623159020635918e-10	-1.995354082668957e-05	7.108581574457082e-05	5.053193200071073e-09	3.9814379152236756e-10	0.0	0.0	0.0	0.0
