global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
1037.8187017075695	n/a	n/a	1077067.6576139852	1517.356648518489	n/a	2302371.1988032614	n/a	1071.9486690391825	n/a	1149073.949054875	n/a	1176.08024696469	861.0154943135993	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.014352343233881	n/a	n/a	0.0002059897563031	0.1484831996568942	n/a	0.0220472605803491	n/a	0.0988534459403496	n/a	n/a	0.0097720037742816	-0.0009640004570933	n/a	n/a	9.292968812760912e-07	-0.0007360002690872	n/a	n/a	5.416963960964308e-07	-8.54752389820967e-07	n/a	n/a	7.306016479046545e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1021.6494089356356	-16.169292771933897	261.44602874451374	1043767.5147785336	1411.0357740842378	-106.3208744342512	1991021.955745504	11304.128340463812	1069.0055502551052	-2.943118784077342	1142772.86647622	8.661948177188892	1151.9113405614023	806.2538759344221	2.118644	29.933802	0.2407454582930201	0.1417769063541289	-0.0329948767	0.0521056209	-0.0667187568	0.0944900277	-0.2419727969	0.5476626027	-0.142764251	0.1163034663	-0.0579695498	0.3451871061	-0.1000615765	0.0458839898	-0.0270119278	0.0511855583	-0.0362636197	0.0120896376	-0.1752117238	0.1373478731	-0.1108401914	0.0425324073	-0.0461287073	0.0268568861	-0.1485602457	-0.2022326347	0.0141752516	-0.0684369191	0.0822461883	-0.0630929885	-0.0299049937	0.0612942737	-0.0260148707	0.2991543261	0.0267695184	-0.1146699058	0.3051839321	-0.0378961897	0.4066313231	-0.2977323642	0.1555230494	-0.1340887346	0.096473578	-0.0378771248	0.1181934573	0.0109015894	-0.00672169	0.0196835705	-0.2478067289	0.1388961774	0.0485743414	-0.1141631166	0.0623453575	-0.173537922	0.0466262519	-0.0415269175	0.1088614653	-0.0120202864	0.1339292622	-0.1947089476	0.0690891324	-0.1093092846	0.0079965003	0.0950580438	-0.193432715	-0.0702878431	0.0999334556	-0.101515923	0.0445733972	-0.0169095063	0.1296294506	0.1295955703	0.1295391098	0.1294600787	0.0	-0.0307867860798012	-0.0164344428459202	0.0002700909116558	0.0009478261971234	0.0479538439332998	-0.1005293557235944	0.0022995711479792	0.0101061513622009	0.1982507536977777	0.0993973077574281	0.0098798247894248	0.0393033613417369	-0.000781999733435	0.0001820007236582	3.3124263412144865e-08	6.115235830924111e-07	-0.000431000184788	0.0003050000842992	9.302505142251909e-08	1.8576115928729016e-07	-1.6852102577166958e-07	6.862313640492975e-07	4.709134850049595e-13	2.8399336127135724e-14	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1022.9710392095624	1.3216302739267576	1.7467065809597162	1046469.747061492	1392.7079766713657	-18.327797412872087	1939635.508284049	335.90815800728075	1073.041053094078	4.035502838972889	1151417.101625248	16.285283163358244	1151.4884093552964	794.2147762081045	1.18824	16.788353	0.2902210730538984	0.1730377114264417	0.1135095376	0.0385442309	0.1182204479	0.1359930444	-0.0577471523	0.0936025397	-0.155810297	-0.0269972381	-0.1671372479	0.1716180853	-0.0127270801	-0.0923252251	0.0131162582	-0.1216842943	-0.0391621039	-0.1353404421	0.0028831187	0.1641738641	-0.0335414458	0.0185305076	0.0426811592	-0.1234161335	-0.0176518004	0.0366140055	-0.1699647059	-0.066682052	0.0702023895	-0.0105724219	-0.0609969771	-0.0338085993	0.0493049696	0.042155716	-0.171919719	0.0441451334	0.2062224555	-0.0321298961	0.0242185442	-0.1035955304	0.0883110961	-0.0208705121	0.0335984494	0.0541263152	0.088757599	0.0569936711	-0.1075748729	0.0092653914	-0.1260124001	0.0798192351	-0.201333639	-0.0591791415	0.1358201108	-0.0773825513	-0.0184878789	0.1716824965	-0.0694174415	-0.0108304198	0.291040753	0.0230546875	0.0850858018	-0.0111724368	-0.046760684	-0.0463412442	-0.1772198031	-0.0283113078	-0.0664444631	-0.134516237	0.0420676715	-0.0217692105	0.1295391098	0.1292343642	0.128726986	0.1280177706	0.0	-0.0220026645756803	0.0087841215041209	7.716079059915923e-05	0.0004841172484298	-0.0463039686471375	-0.0942578125804373	0.002144057512475	0.0088845352324488	0.1300901821871036	-0.068160571510674	0.0046458635086617	0.0169234555014738	0.0014470004717392	0.0022290002051741	4.968441914666625e-06	2.093810365213467e-06	-0.00028000014202	0.000151000042768	2.280101291593783e-08	7.840007953122019e-08	2.0258020534929654e-07	3.711012311209661e-07	1.377161237394967e-13	4.1038739599363157e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1022.4559918309208	-0.5150473786416114	0.2652738022455954	1045416.255230952	1390.2349852782029	-2.472991393162829	1932753.314291485	6.115686430657429	1071.4762324763035	-1.5648206177745578	1148061.3167616136	2.448663565812349	1150.1496407065667	800.2733048790584	1.154256	16.308208	0.4290847441388124	0.2807492523169872	-0.0411636217	-0.1202448565	0.0866277915	0.0411743091	0.0487913005	-0.0455081544	0.0923319156	-0.0230272664	-0.1398197913	0.0090208933	0.0406715195	-0.0015902186	-0.0689029488	-0.1693692659	0.073794494	-0.1386214952	0.0733950712	0.1529454031	0.0669251273	-0.0593957836	0.0103139766	0.03690249	-0.0811956286	-0.0460760039	0.1657604091	0.064829459	0.0827641803	-0.1272091705	-0.0584965374	-0.093111707	-0.1237344928	-0.0399000732	-0.101277354	0.108587245	0.0586567676	-0.0941706667	-0.1297815358	-0.1043571671	0.0139271938	-0.0233902043	0.0663641892	0.0554256148	0.0187332593	-0.0363851118	-0.020701804	0.1849137404	0.0566684901	0.1294839118	-0.0080294042	-0.0110875566	0.11234427	0.0371358133	0.0611539798	0.0316347017	-0.1055369481	0.1358060362	0.0781581186	0.2636642366	-0.1339747956	0.0063905354	-0.2308629794	0.1564810569	-0.055260005	-0.0461015241	0.2091382684	-0.0108038203	-0.0919411177	-0.0302321253	0.129358491	0.1285129588	0.12710783	0.125149223	0.0	-0.0218909995863185	0.0001116649893618	1.2469069849171293e-08	0.0004792158628881	0.1756251739442405	0.2219291425913779	0.0308442017229447	0.0492525443313441	-0.0484522627012182	-0.1785424448883218	0.0318774046266994	0.0023476217608678	0.0010419997441094	-0.0004050007276297	1.640255893806674e-07	1.085763466724055e-06	-0.0004449999830316	-0.0001649998410115	2.7224947533853272e-08	1.980249848981243e-07	2.3184495896667802e-07	2.9264753617381426e-08	8.564258042860392e-16	5.3752084998260595e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1025.5691295559272	3.1131377250064816	9.691626494858532	1051792.0394981024	1396.012871302091	5.777886023888186	1948851.9368411088	33.383966905042435	1073.458674762091	1.982442285787556	1152313.526421985	3.93007741647859	1150.80995024376	803.4526956018266	1.242852	17.559959	0.4602324132157169	0.2616207852286131	-0.1524264798	0.0655365869	-0.0360979923	-0.0129588638	-0.1608776447	0.0147375471	0.1009764699	-0.0803275757	0.0637290983	0.0364614145	0.1689826784	0.0296508786	0.1259629903	-0.0740482694	0.0031707074	0.0210323424	-0.0701616903	0.0268869027	-0.0770050193	0.0358788337	-0.0067276021	-0.0074209211	0.0020763371	-0.1346036377	-0.0166854217	0.1368808167	0.0087809392	0.0475421952	0.1696797838	-0.0778312996	0.0304571194	0.0811279251	0.0247753745	0.1345776119	-0.019337844	0.0307534497	0.0604220769	-0.076698036	-0.0368042364	-0.0301518753	-0.020667121	0.0229735411	-0.0571705581	-0.0760795747	0.1467145605	0.0148629442	0.0069807604	0.0953183148	0.0176378976	-0.0035782775	-0.0421820728	-0.046545956	0.0494420364	-0.0290730852	0.1787959071	0.1778031066	0.006335369	0.0573837719	0.0700287755	-0.0916548024	0.0233274511	-0.007357971	-0.121576202	0.0228935139	0.1573134665	-0.1063124833	0.1362452337	0.0020645235	0.1290877201	0.1274333647	0.1246917927	0.1208863942	0.0	-0.0347929018573438	-0.0129019022710253	0.000166459082211	0.0012105460196547	0.3310749025120145	0.155449728567774	0.1096105910733399	0.0241646181117946	0.1304113403577105	0.1788636030589286	0.031992188499222	0.0170071176938946	-0.0003610149460709	-0.0014030146901803	1.968450220861723e-06	1.3033179128657485e-07	-6.291426198878902e-05	0.0003820857210428	1.4598949822480477e-07	3.958204361593983e-09	-0.0004750113301777	-0.0004752431751366	2.2585607551398045e-07	2.2563576379718798e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1023.0336888144124	-2.53544074151489	6.428459753733574	1046597.928449224	1385.569863319397	-10.443007982694098	1919803.8461389325	109.05641572661266	1072.1053787256096	-1.3532960364814244	1149409.9430923827	1.8314101623563328	1148.2462160580756	806.3154725756519	1.118343	15.800802	0.0381909591608557	0.0193312238418958	0.0134341514	0.0176225038	0.2027008656	-0.0483813115	-0.0556357801	-0.0497727504	-0.1005426659	-0.0525998792	0.0452811798	-0.1258830287	0.2511697078	0.0123267385	-0.0204043342	-0.0567265933	-0.1352611331	0.1091725653	-0.0045121148	0.1026572657	-0.0269856558	0.0220205029	0.1481398051	0.1532871912	0.0166610635	0.0831353353	-0.0630587445	0.003933626	-0.1156243495	0.0132702499	0.1526035166	-0.1774054025	0.0249589891	0.0204002139	-0.0948988891	-0.016426466	0.0182354348	0.1882631138	-0.1307009434	0.1892232182	0.0553498645	-0.0629291954	-0.0769307221	-0.0704806691	0.0346037405	0.0384486739	0.1299701961	0.0031578655	-0.0431579403	0.1093933436	-0.1702747324	0.1081136125	-0.0009175542	0.108311018	-0.0367235623	0.100178525	0.1180141655	0.0619583486	-0.0892338783	-0.0730705288	-0.0075072509	0.0357267494	0.0350102479	-0.1142892432	-0.0145924519	0.0471911958	0.0678082709	-0.1154844502	-0.0124156853	0.0533470806	0.128726986	0.1259985909	0.1214940211	0.1152767764	0.0	-0.0286571346796336	0.0061357671777102	3.764763885906581e-05	0.0008212313680466	0.3193401947469141	-0.0117347077651003	0.101978159980997	0.0001377033663323	0.1422319125740614	0.0118205722163509	0.0001397259275219	0.0202299169544754	-0.0004160004068684	-5.49854607975e-05	3.0234008991134084e-09	1.7305633851467436e-07	-1.912432072703752e-06	6.100182991608527e-05	3.721223253110996e-09	3.657396432705968e-12	-0.0004210003808574	5.40109493203e-05	2.9171826464800153e-09	1.7724132068207586e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1019.30412056389	-3.729568250522334	13.909679335304222	1038980.8901985252	1386.4561559236968	0.886292604299797	1922260.672298714	0.7855145804365165	1069.72703687825	-2.3783418473597067	1144315.9334283206	5.656509942902383	1148.842024540049	799.4133986339064	1.170183	16.533236	0.1996571186961901	0.1027850645365023	-0.0945063134	-0.0756883858	-0.0567542055	0.0899913678	0.0320775887	0.0558441481	0.040867237	0.1406069657	0.0772941924	-0.1636051083	0.1290194766	0.0327029528	-0.1922342959	-0.0292334596	-0.0883837154	0.098401036	-0.0411975052	-0.0621379764	-0.0525459308	-0.0230592283	-0.2428945513	0.1264024131	-0.0378113975	0.0175419913	0.1111056913	-0.0941942931	0.0781944923	0.0341274902	-0.0078859681	-0.1581115147	-0.1547074403	0.1003220265	0.0478630049	-0.083050915	0.011184037	0.1225981092	0.0322232475	0.0519326057	-0.1555620954	-0.1136035542	-0.0438933249	-0.0136597267	0.012578163	0.0415481814	0.071296276	0.0145362992	-0.0524999356	0.0968421582	0.1185440734	-0.0484755167	-0.0832687161	0.1074223929	0.0502362407	0.2407992923	-0.0476352073	0.0354101845	-0.1795498307	-0.093395986	-0.0512909536	0.0337323449	0.1216727555	0.0419875859	0.0688940588	0.0332419615	-0.0082666802	0.0988165795	0.0488309206	0.0847638051	0.1282765399	0.1242126365	0.117534563	0.1083828658	0.0	-0.0481839953245639	-0.0195268606449302	0.0003812982866465	0.0023216974054375	0.2292551430785181	-0.090085051668396	0.0525579206279518	0.0081153165340975	0.1241583719228174	-0.018073540651244	0.0003266528716721	0.0154153013185246	0.0001643133648882	0.0005803137717566	3.367640736903712e-07	2.699888188088276e-08	-0.000445068827819	-0.0004431563957462	1.9638759109084799e-07	1.980862614961787e-07	-0.0008369635279869	-0.0004159631471295	1.7302533976987805e-07	7.005079471802783e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1018.3109963048472	-0.9931242590428156	0.9862957938993414	1036957.2851953706	1378.5513327213434	-7.904823202353327	1900403.776947792	62.48622986046351	1068.6923243410174	-1.034712537232508	1142103.2841054064	1.0706300347061344	1145.3822169089733	797.7124425146098	1.263075	17.845676	0.3921405250025219	0.2808678894952717	0.1218612839	0.1239133814	-0.0336363858	0.1845465416	0.1508243186	-0.1069128828	-0.1300760502	0.2454705998	0.2059576014	0.0697315463	-0.230799222	0.0044671876	-0.0415459384	-0.0042334628	-0.095091396	0.0887643256	-0.084038451	0.1208905582	-0.1428589034	-0.0334168108	-0.0848346324	-0.1345138715	-0.0121448258	0.0210341175	-0.01805294	0.0040047511	0.0097836893	0.1103884002	-0.1062340271	0.1952064807	0.0654920457	-0.0419199951	0.102155174	-0.0887911148	0.1799176926	0.1460638308	-0.1002494261	0.0010457593	-0.081482399	0.0768068486	0.0004713446	-0.0106960602	-0.0893891189	0.0354422973	-0.098954619	-0.080497081	-0.1845942882	0.0223750955	0.0336722786	-0.090826542	0.0659838493	-0.1692607506	-0.0609761105	0.0527413665	-0.0603992084	0.1556454332	0.1089785105	-0.1510907915	0.0589164314	-0.0256175865	0.133768051	-0.0538599667	0.038143588	0.0585767005	-0.0915139023	0.1335172732	-0.14541656	-0.0689463262	0.1277366958	0.1220804792	0.1128382417	0.1002814672	0.0	-0.0199638937641566	0.0282201015604072	0.0007963741320797	0.0003985570542265	-0.0438283706416626	-0.2730835137201807	0.0019209260731029	0.0745746054657601	0.1590322607325163	0.0348738888096989	0.0012161881207112	0.025291259953695	0.0001570393162951	-7.274048593100015e-06	5.291178293478031e-11	2.4661346862432456e-08	0.0002079703290309	0.0006530391568499	4.2646014037922846e-07	4.32516577572208e-08	-0.0003780163151852	0.0004589472128017	2.106325441384489e-07	1.428963345461965e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1022.5951606151556	4.28416431030837	18.35406383771999	1045700.862513536	1385.1978989381057	6.646566216762267	1918773.2192225424	44.17684247380547	1071.0013463231396	2.309021982122204	1147043.8838259776	5.33158251392355	1148.7169236306418	799.2674119098609	1.200607	16.963085	0.1732706425202409	0.1000676829038093	0.0148218831	-0.127366979	-0.0397754921	0.1133338273	0.08448225	-0.0415223568	-0.0462802711	0.1097564871	-0.1031824551	-0.0485978271	-0.1750290935	0.0123740279	0.0188571819	0.0076898762	-0.125086391	-0.2311257299	0.0973386891	-0.0710402354	-0.037381297	0.0644076218	-0.0782751065	-0.0813755246	0.0290861189	0.0468581198	0.0045944286	-0.0299934481	-0.0965726787	0.0948189137	-0.0933228148	0.1517793944	-0.0110787236	-0.0069863874	-0.1205999018	-0.0920583562	0.0193257111	-0.2011467494	-0.0708754125	-0.0666429466	-0.1794518585	0.1032074057	-0.1088523807	0.1064441614	-0.0007279545	-0.0368788922	-0.1231414632	0.0079401857	-0.0561960246	-0.0597214878	0.0544612368	-0.1552802925	0.1264704622	0.0694227543	-0.0404247346	0.0548115094	-0.1002807067	-0.0571499986	0.1339844216	0.0295632613	-0.0407635016	0.0545426735	0.0829980996	-0.0060179155	-0.0361581263	-0.0218969455	-0.2076553498	0.007624005	0.0307308563	-0.046270604	0.12710783	0.1196080616	0.1074345	0.0910628379	0.0	-0.021788385984621	-0.0018244922204644	3.3287718625351194e-06	0.0004747337638148	-0.0694885101363809	-0.0256601394947182	0.0048286530409739	0.0006584427588884	0.0793872995202775	-0.0796449612122388	0.006343319846499	0.0063023433251222	0.000597991490197	0.0004409521739019	1.944388196688115e-07	3.575938223480288e-07	4.910315509221164e-05	-0.0001588671739386	2.523877895526546e-08	2.4111198400097892e-09	0.0003449853288306	0.0007230016440157	5.227313772495494e-07	1.190148771083572e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1024.251752445495	1.65659183033938	2.744296492347177	1049091.6523876674	1389.418771156898	4.220872218792238	1930484.5216431443	17.815762287372106	1072.045371996952	1.0440256738124845	1149281.2796200835	1.0899896075796125	1148.8461017835916	805.3599592469131	1.200784	16.965591	0.4622195882029241	0.3074035996074748	-0.0599646281	0.1172058796	-0.0523281568	-0.0390846437	0.0196558082	-0.1839840612	0.1195168823	-0.1499146802	0.0567658061	-0.0131222906	-0.0676913061	0.0436210699	0.1630502879	-0.0165809944	0.2010959825	-0.1206088218	-0.0717723731	-0.1075760411	0.0180485236	0.0083092379	0.0090618354	0.1156621522	0.1011033949	-0.0015110774	0.0043770115	0.2107175575	-0.002676485	-0.1126140732	0.0136068939	0.0938546687	0.0173224813	-0.1429111221	0.0654417544	0.2252998967	-0.0948460418	-0.1674929414	0.0449861597	-0.0380456296	-0.1002305924	-0.046615656	-0.0677502897	0.076897856	0.0634996839	0.0833905814	0.0009264013	0.1105700525	0.1182522926	-0.0820686901	-0.0035613562	-0.0596161524	-0.1149202852	-0.0749382786	-0.1086267214	-0.0475818926	-0.0612377266	0.041657764	-0.0927466049	0.209419083	0.0141909535	-0.0284451253	-0.0009869692	0.1691629455	0.1814379765	0.0324111096	-0.0087108002	0.1091316949	-0.0427591258	-0.0050356233	0.1263903806	0.116802275	0.1013572156	0.0808296822	0.0	-0.0101683399548448	0.0116200460297761	0.0001350254697341	0.0001033951374372	0.2114631536627911	0.2809516637991719	0.0447166653570131	0.0789338373915229	-0.0524333594036079	-0.1318206589238854	0.0173766861191273	0.0027492571783479	0.0001760100632275	-0.0004219814269695	1.780683247072155e-07	3.0979542357348546e-08	-0.0001154845985291	-0.0001645877536213	2.7089128642109578e-08	1.3336692497427406e-08	0.0001750101204196	-0.0001699752084109	2.8891571474362876e-08	3.06285422492829e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
