global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
960.594192006263	n/a	922741.2017161652	n/a	1308.8196467349403	n/a	1713008.8676793738	n/a	986.7660674844012	n/a	973707.27193863	n/a	1043.739439994942	787.4514035563824	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0420994640159904	n/a	0.0017723648704336	n/a	0.0128354257864771	n/a	0.0001647481551201	n/a	-0.1773740622299158	n/a	0.031461557951942	n/a	4.789531056246447e-05	n/a	2.2939607738749207e-09	n/a	0.0016930289622825	n/a	n/a	2.866347067127359e-06	0.0013049613936832	n/a	1.7029242390036e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
940.5877987075942	-20.00639329866885	884705.4070775977	400.2557728210221	1226.5510564435992	-82.26859029134107	1504427.4940629094	6768.120948524538	985.0719056404675	-1.6941618439336708	970366.6592821422	2.8701843534407354	1033.0248551251532	741.5969543378216	2.312141	39.409489	0.411655005795047	0.2741712386943581	-0.132778874	0.0329894628	-0.1332425099	0.2021962026	-0.2376242348	0.0310258033	-0.5038719047	0.3162205232	-0.1248192101	-0.1183141484	-0.0787680248	0.1289534775	-0.1900743191	-0.0429125164	0.0177004058	-0.0034803837	0.0553564179	-0.1350082311	0.0105909468	-0.1030375901	0.0053017986	-0.1332922181	0.1878192978	0.0651762398	-0.149055659	0.0274298952	-0.2103630542	0.2431428472	0.0332561263	-0.0511762931	0.0272969728	-0.1024634644	0.2782007503	-0.2015997426	0.0063003428	-0.0305394113	0.0053461994	0.0028077588	-0.1555036919	0.0320853588	-0.0112331042	0.0300453453	0.1501166586	-0.1229001897	0.0906488811	-0.1593729274	0.1760754299	-0.0288438899	0.0924150949	-0.0245012203	0.0483716062	-0.1241432763	0.1246756525	-0.0056438767	0.1099548342	0.0287002416	-0.1368469911	-0.1039567572	0.0818616416	-0.0039424238	0.0166149313	0.1296294506	0.1295955703	0.1295391098	0.1294600787	0.0	0.0549393951047676	0.0128399310887772	0.0030183371344777	0.0001648638303645	0.0226717658971438	0.0098363401106667	0.0005140089688948	9.67535867727106e-05	0.0711267385398741	0.2485008007697899	0.0050590129353196	0.0617526479832268	-0.0005650605324457	-0.0006129558430081	3.19293405327818e-07	3.7571486547784965e-07	0.0002013304963819	-0.0014916984659006	2.225164313170204e-06	4.0533968773382255e-08	0.0006000570260757	-0.0007049043676075	3.600684345428133e-07	4.968901674721297e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
938.2336631436176	-2.3541355639765698	880282.4066558913	5.5419542535792825	1208.8849008125171	-17.66615563108212	1461402.7034124893	312.0930547816145	984.9869853384542	-0.0849203020133018	970199.3612861364	0.0072114576940303	1030.1781322572992	726.3191146787533	0.89458	15.247738	0.0830705621866456	0.0401198259886755	-0.1829659419	0.0060150167	-0.1100654536	0.1195982447	-0.0952301417	-0.1127356973	-0.2242293291	0.123110172	-0.0473296467	-0.1321151726	-0.0679494821	0.1942879069	-0.1974434062	-0.0109931989	-0.0792868588	-0.0386147337	-0.0757243396	-0.1366355826	0.0870453242	-0.0142600691	0.0140236349	-0.1025422842	-0.1332483727	0.0744378881	-0.1465942968	0.0379486425	-0.208243433	0.1374356853	-0.0122158732	-0.0833400808	-0.0781103303	-0.1179925817	0.0867573892	-0.0015885102	-0.0194828924	-0.093240236	-0.0957187399	0.0200931975	-0.1669793713	0.0045293842	-0.0699626686	0.0342352646	0.1647459255	-0.0835242382	0.1425713679	-0.1546040711	0.0931516184	-0.0476273487	0.0843102722	-0.0077056454	0.0415221567	-0.0650878377	0.1466375135	0.0310997272	0.0495144098	0.0427026142	-0.0097575172	0.0451018994	-0.0484605917	0.0188445803	-0.0331396013	0.1295391098	0.1292343642	0.128726986	0.1280177706	0.0	0.0463357342647583	-0.0086036608400092	0.0021470002698542	7.40229798499095e-05	0.0201252257672877	-0.0025465401298561	0.0004050247121843	6.484866632967531e-06	0.0971001684027044	0.0259734298628303	0.0094284427038335	0.0006746190588393	-0.0002050072912802	0.0003600532411655	4.2027989478044766e-08	1.296383364737817e-07	0.0001294884132945	-7.184208308739999e-05	5.161284902336884e-09	1.6767249177527244e-08	0.0001130137232496	-0.000487043302826	1.277210164273718e-08	2.372111788277561e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
936.6770851423664	-1.5565780012511825	877363.9618307999	2.4229350739791258	1200.4528243750856	-8.432076437431533	1441086.98355012	71.09991304668806	984.4313870628408	-0.5555982756134199	969105.1558344688	0.3086894438646057	1028.6705030935248	725.6266881958512	0.77022	13.128087	0.0769244026918679	0.0421258065761894	-0.1929714101	0.0307972119	-0.1095982563	0.0250182183	-0.0535168725	-0.1602168055	-0.0557268805	-0.0372435183	0.0180206143	-0.0945471433	-0.0120862446	0.1872400823	-0.0983492396	-0.0990233352	-0.0724238343	0.0502246265	-0.0088453427	0.0430223268	0.1266574906	-0.1650700392	-0.0223951289	-0.0170544636	0.0005560284	-0.0052537775	-0.1013584041	-0.0091373801	-0.2087147776	0.0380617642	0.1037897033	-0.0192620065	0.0097897915	-0.0254991132	0.0047471469	0.0103978258	0.1431028695	0.003712281	-0.0436072746	0.0191687988	-0.1591747805	-0.0035016168	-0.0680087542	0.0731096759	0.1501147635	-0.0916202776	0.1051790455	-0.103886307	0.0118937076	-0.1552401712	0.0613071846	-0.03150849	-0.0291644982	0.028382825	0.1499301246	-0.0067922718	0.0560854969	0.0446555587	-0.0392365892	0.1121146153	0.0076472641	-0.0786765477	0.027928917	0.129358491	0.1285129588	0.12710783	0.125149223	0.0	0.0462882394362367	-4.749482852160064e-05	0.0021426011101063	2.2557587362962503e-09	0.0003760511277448	-0.0197491746395429	1.414144506781359e-07	0.0003900298989431	0.0991300043814078	0.0020298359787034	0.0098267577686579	4.120234100438805e-06	-0.0006590168315442	-0.000454009540264	4.343031842585565e-07	2.061246626507287e-07	-0.0001204060926367	-0.0002498945059312	6.244726409459855e-08	1.4497627144037584e-08	-0.0002850401754572	-0.0003980538987068	8.124790162467138e-08	1.5844690627568338e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
939.5973279423948	2.9202428000284044	882843.1386764883	8.527818011117736	1203.7013933951391	3.2485690200535373	1448897.0444613995	10.5532006780516	984.5797125694736	0.1483255066327728	969397.2104033872	0.0220004559178687	1027.6715269899998	735.8588233096541	0.820258	13.980963	0.2835768867410733	0.1411627449866804	-0.1700239945	0.0861980365	-0.0618648616	-0.0666109968	-0.0244917165	-0.0718066672	-0.0522114127	-0.0973513855	0.1128496531	-0.0782918623	0.0690146728	0.1048384587	0.0188750905	0.0480451939	0.0004980238	0.045695518	-0.0066348166	0.0137650233	-0.1691649594	0.0233167526	0.0905769747	-0.0508095583	0.0073061634	0.0394291411	-0.0844719855	-0.0142034363	-0.1000457925	-0.1368504036	0.0676008573	-0.0896275416	0.0871275757	0.0456335346	-0.0688853795	-0.049378409	-0.0458409597	-0.1519746966	-0.020787791	-0.0209256154	-0.1522697259	-0.0312021178	-0.0382386902	0.1371801519	0.1670026912	-0.0163630223	-0.031164091	-0.0677144678	-0.0732517196	-0.0648332674	-0.0410273295	-0.0687681779	-0.0048115517	0.0355800254	-0.0725297496	0.0783349796	0.0563813898	0.0572922614	0.0340084395	-0.0703152959	-0.1190231288	0.1306924913	-0.0527454583	0.1290877201	0.1274333647	0.1246917927	0.1208863942	0.0	0.0066814493988545	-0.0396067900373822	4.464176606945316e-05	0.0015686978170652	-0.0223215715651434	-0.0226976226928882	0.0004982525571378	0.0005151820759087	-0.0365112087465604	-0.1356412131279682	0.0013330683641349	0.0183985386988268	-0.0017179935162666	-0.0010589766847224	2.951501721934076e-06	1.1214316187856454e-06	-4.975593070910556e-05	7.065016192759444e-05	4.991445380395315e-09	2.475652640729314e-09	0.0002979581955495	0.0005829983710067	8.87790862951141e-08	3.3988710059646585e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
940.2116182578956	0.6142903155007389	883997.8871071307	0.3773525917179973	1205.8704028213233	2.169009426184175	1454123.4284004604	4.7046018908758045	983.931428681444	-0.6482838880295958	968121.0563471076	0.4202719994787695	1026.9298446164914	751.5633426130311	0.8352699999999998	14.236828	0.0734327598235175	0.0367741608953787	-0.1293125994	0.1027900967	0.0269418694	-0.1196464842	0.0122042008	-0.0400086345	0.0618456551	-0.0619301326	0.0656566469	-0.0620276612	0.0417397951	0.1163126895	0.0473518456	0.1288919699	0.0848597177	-0.0725692702	0.0802575679	0.0583022979	-0.0993747015	-0.0919059455	0.0632961273	0.1609754394	0.1312432156	0.0169703962	-0.0623367735	0.0165334489	-0.0588081613	-0.1436900622	-0.0808613112	-0.0786005827	0.0961058141	0.0651847156	-0.020217435	-0.1228387702	0.0352481837	-0.0553179027	0.0148006528	-0.0178889429	-0.1589794096	0.0176484717	-0.0199799228	0.1437882116	0.0189052248	-0.0301575963	-0.0195343315	-0.0737995644	0.0940338009	0.0920617855	-0.0753006943	-0.1031014222	-0.0288084278	0.0640394168	0.0139223114	0.073398193	0.0105611009	-0.0405767587	0.0599771706	0.0886421397	-0.1041439899	0.0239686733	-0.0953153236	0.128726986	0.1259985909	0.1214940211	0.1152767764	0.0	0.0404843445240175	0.033802895125163	0.0016389821515393	0.0011426357188427	-0.0265644926603698	-0.0042429210952264	0.0007056722703028	1.800237942031719e-05	-0.0283391076086871	0.0081721011378733	0.0008031050200567	6.678323700763009e-05	-0.0017520126820723	-3.401916580570005e-05	3.069548438142174e-06	1.1573036421157115e-09	-0.0001739229988442	-0.000124167068135	1.5417460809265187e-08	3.02492095269596e-08	-8.815241981480237e-05	-0.0003861106153643	7.77084911920516e-09	1.4908140729700025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
943.6924923799008	3.4808741220052752	890555.5201741892	12.116484653245996	1214.1285633287932	8.258160507469938	1474108.1682908395	68.19721496713615	985.9344350520396	2.0030063705955854	972066.7102213844	4.0120345206465	1028.300496900014	757.6752574621154	0.912844	15.559049	0.209381030179584	0.1164956951637637	-0.0448030705	0.0642290027	0.0278223448	0.0260674343	0.0200188869	0.0552247373	-0.0067359695	-0.0162704324	0.1449800066	-0.0928916113	0.0408991244	0.0066960064	0.1074574342	0.0774750643	0.0096936757	0.0269502575	0.0252231083	-0.0807135674	-0.0324694547	0.1527381066	0.0021508826	-0.110321844	0.0791367817	-0.0316081103	-0.0806762544	0.0200269732	0.037187004	-0.1347987212	-0.0213816804	-0.0218310571	0.0689029421	-0.0413419192	0.0479577879	-0.0225531924	-0.1399409332	-0.0102214322	0.0119220373	-0.0446454418	-0.0959344103	0.0207809525	0.0061006071	0.0526195922	0.0694444298	0.0071969468	-0.092837764	-0.012711744	0.0620158608	0.1047122342	-0.0381372408	0.040345427	0.028929932	-0.0932887516	-0.0647481706	-0.0053904584	0.0517913772	-0.0278967439	0.0344519128	-0.0530913508	0.0202810098	-0.037596887	0.0252739236	0.1282765399	0.1242126365	0.117534563	0.1083828658	0.0	0.0412561893233345	0.0007718447993169	0.0017020731574828	5.957443942326926e-07	0.035611592179606	0.0621760848399758	0.0012681854975665	0.0038658655260278	-0.0748728551515682	-0.0465337475428811	0.0056059444385477	0.0021653896603845	-0.000659048186897	0.0010929644951753	4.3434451265222317e-07	1.1945713877137983e-06	0.0002408675378493	0.0004147905366935	1.720511893304818e-07	5.801717078958397e-08	0.0004020796082646	0.0004902320280794	1.616680113822142e-07	2.40327441354844e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
943.724098652144	0.0316062722431524	890615.1743768016	0.0009989564451082	1216.1223610325862	1.9937977037930068	1478953.597003472	3.9752292836502665	985.1482616859796	-0.7861733660599839	970517.0975029074	0.6180685615020854	1028.6415799867452	768.0197390343532	0.85419	14.55932	0.1360540402636807	0.0674785175216156	-0.0322310892	0.0997174213	0.0952597871	0.1352654799	0.061487008	0.0558302755	0.0654925716	0.0222448892	0.0527608479	-0.0646259616	0.0406974598	0.0540737184	0.1431185303	-0.0086993421	-0.0116402027	0.0229509998	-0.0353437808	-0.0698075333	0.1133127036	0.0343188632	-0.1268790432	0.1627771141	0.1082101018	0.0094292813	-0.065664839	0.0054267318	-0.0162004401	-0.1143857192	-0.0452457474	0.1088100517	-0.0645589972	-0.1014489572	-0.0134815704	0.0392502066	-0.077626112	0.088976519	0.0366344745	-0.0287359455	-0.1002874128	0.0062909813	-0.043388466	0.0658017527	-0.0387444232	0.0588580606	-0.0818442937	-0.0450641905	0.001285573	0.0224622671	0.0466140904	0.1768987438	-0.0843032505	-0.0066359546	-0.0551613089	-0.0010920745	-0.0094972129	-0.053464967	0.1126953933	-0.0149523295	-0.0180845995	-0.0583616613	0.0667760418	0.1277366958	0.1220804792	0.1128382417	0.1002814672	0.0	0.0008246709862476	-0.0404315183370869	6.800822355585892e-07	0.0016347076750421	0.0120296628701908	-0.0235819293094152	0.0001447127887704	0.0005561073899542	-0.0441299090822724	0.0307429460692958	0.0019474488756096	0.0009451287330196	-0.00116298922445	-0.0005039410375529	1.3525439361868124e-06	2.539565693299941e-07	-4.975233909365606e-05	-0.0002906198769429	8.445991287433892e-08	2.475295245290137e-09	0.0004334716247263	3.139201646169999e-05	1.8789764944285826e-07	9.85458697531643e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
946.0935334913978	2.369434839253813	895092.9741142386	5.614221457469744	1217.0915899444044	0.9692289118181634	1481311.9383133985	0.9394046835042212	985.0098798303796	-0.1383818555999596	970244.463363459	0.019149537959288	1028.6820810242275	761.8311395566326	0.897501	15.297531	0.0750075422168232	0.0384680232909211	0.0235196197	0.0656844873	0.0568686112	-0.0507438009	0.0070482954	0.1016044217	-0.0293209473	-0.0305267746	0.1184560127	-0.0776619785	0.009015483	0.0454614884	0.0699267441	-0.0510670854	-0.0393332144	0.1305746346	0.012621469	-0.129211652	-0.012604736	-0.0249701972	0.1152015151	0.0036336596	-0.091059619	-0.0519708764	-0.0733282064	0.0126177763	-0.0190685606	-0.0668469801	0.0552308744	0.0808015624	0.0576583823	-0.1032502392	0.0435613656	0.1384905579	0.0382539742	-0.0929374414	-0.1095053615	-0.0249081151	-0.050077068	0.0132671733	-0.0482067936	-0.0361903484	-0.0024610229	0.1002513537	-0.0692441983	0.0209504816	-0.1179484014	-0.0451561237	-0.0119724404	0.0368319102	-0.0550866376	-0.0597712364	-0.016111667	-0.1540383616	0.0385531023	-0.0205576103	0.0834589765	-0.0002288196	0.0349694061	-0.140605412	0.0803300537	0.12710783	0.1196080616	0.1074345	0.0910628379	0.0	0.0022799583254027	0.001455287339155	5.198209965573084e-06	2.1178612395051304e-06	0.00962543406159	-0.0024042288086008	9.264898087401696e-05	5.780316164106024e-06	-0.0191522142968523	0.0249776947854201	0.0003668073124725	0.0006238852367936	-0.000493948525893	0.000669040698557	2.439851462318677e-07	4.476154563256385e-07	-0.0001881361010469	-0.0001383837619532	1.915006557233209e-08	3.5395192517129366e-08	0.000549453789889	0.0001159821651627	3.0189946722338535e-07	1.3451862635827826e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
944.6990550229094	-1.394478468488387	892456.3045611781	1.9445701990777176	1215.2318712201036	-1.8597187243008195	1476788.5008291143	3.4585537335150667	983.111655666684	-1.8982241636956587	966508.5275076886	3.603254975638083	1026.9272954468463	775.0140150022901	0.8135879999999999	13.867267	0.1121987099396868	0.0563070279292704	0.023499772	0.1266263729	0.0846491325	-0.1383100108	0.0746750153	0.0815104964	0.0497898343	-0.0121102768	0.0737876503	-0.0128302487	0.0684032834	-0.0022740608	0.0575465582	-0.0122519993	0.0745599025	0.0202032572	0.0669513009	0.0472526277	-0.0996072163	0.1022426277	0.0429051392	-0.0780971778	0.0145097945	-0.1134924509	-0.0202460308	-0.0357838035	0.0099762421	-0.0727598148	-0.0497372589	0.050753809	0.1122305466	0.0992167115	-0.0107238581	0.0382040876	0.0055134726	0.0141552705	0.0437098777	-0.0420754532	-0.0591210666	0.0273693831	0.0176249493	0.0138685714	-0.0676095562	0.1307357175	-0.0981902278	0.0380698724	-0.0876531521	0.0431580413	-0.0993200995	-0.0949213391	0.0008990536	-0.0584541979	-0.0104953932	-0.0585182336	-0.0399120313	-0.1112040074	-0.0087748062	-0.0712362741	0.0156969722	0.1004065693	0.0824053353	0.1263903806	0.116802275	0.1013572156	0.0808296822	0.0	0.0183415083755278	0.0160615500501251	0.0003364109294895	0.0002579733900126	0.0098411540589324	0.0002157199973424	9.684831321164166e-05	4.65351172534055e-08	-0.0726426215322817	-0.0534904072354293	0.0052769504630823	0.002861223666212	-0.0008279262087975	-0.0003339776829045	6.854618072138016e-07	1.115410926782588e-07	-0.000469130795548	-0.0002809946945011	7.895801833776652e-08	2.2008370333149935e-07	0.0003158055141588	-0.0002336482757302	9.973312277310405e-08	5.459151675169557e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
