global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
1663.5717320142144	n/a	n/a	2767470.907556773	1892.20960547887	n/a	n/a	3580457.1910665003	1717.7996174700197	n/a	2950835.525780146	n/a	1778.6555927720838	1071.9565742420016	n/a	n/a	n/a	n/a	-0.0333628371	0.0063439803	-0.0485035434	0.0274270228	-0.1001397277	0.0483919151	-0.0381786991	0.0292561706	-0.0070589245	0.0183368743	-0.0354368972	-0.1058586192	0.0323483449	-0.0737023148	0.0510046994	-0.0358841052	0.0288156091	-0.0003357441	0.0300968913	-0.0026789239	-0.0433748763	0.0652144526	-0.0963418328	0.0438531974	-0.0343111041	0.0224244517	-0.0164013968	0.00813337	-0.0128316306	0.0036567381	-0.0098395959	-0.0112173066	0.0146199336	-0.0012140019	0.0289752382	-0.1039946256	0.0159483857	-0.0799862287	0.1456020562	-0.025066668	0.0395604501	-0.0015166686	-0.0150731887	0.0904037538	-0.0771960144	-0.0145586486	0.1561538093	0.0707476581	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0324726001463488	n/a	0.0010544697602646	n/a	0.0170989455864969	n/a	0.0002923739401699	n/a	0.0674680606313984	n/a	0.004551939205362	n/a	-0.0002109879562337	n/a	4.45159176756737e-08	n/a	-0.0002210114979934	n/a	4.884608224528665e-08	n/a	0.0001089766872414	n/a	1.1875918362109914e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1666.1511464956789	2.5794144814644824	6.653379067188684	2776059.642968865	1885.70406361318	-6.505541865689793	42.32207496624263	3555879.8155272603	1719.1675938312726	1.367976361252886	2955537.215679608	1.8713593249466864	1780.0967377893585	1093.6121302432105	0.74343	17.444372	0.2199384651724943	0.1388591114425167	-0.0417852421	-0.0033652389	-0.1075852241	0.0117297495	-0.0430986624	-0.0616461415	-0.074212881	0.0125028573	-0.0258389071	0.023459	-0.1035890079	-0.0844928164	0.0771704144	-0.0187963745	0.0447740405	-0.0655368103	0.0453166388	-0.0070519554	0.0415732119	0.1240922416	0.0125816754	0.0750875768	-0.0461310239	0.0550910364	-0.0398466617	0.0159932951	-0.0210906234	0.0161015326	-0.0043734357	-0.0479270861	-0.0490929842	0.0744116887	-0.0644284033	0.1374882453	0.0644024945	0.0139421549	-0.0167474653	-0.1234856559	-0.0152531789	0.1158697877	-0.0749115387	-0.0229111115	-0.0093710761	0.0618482958	-0.0539944627	0.0026909216	0.0488348193	-0.01066758	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0272293140378394	-0.0052432861085093	0.0007414355429712	2.749204921568764e-05	-8.007881616833856e-05	-0.0171790244026652	6.412616798922561e-09	0.0002951188794273	-0.0456825814043213	-0.1131506420357197	0.0020868982437624	0.0128030677930955	0.0009279507189991	0.0011389386752328	8.610925368909468e-07	1.2971813059410452e-06	-0.0004311062370865	-0.0002100947390931	1.8585258765488162e-07	4.413979939459777e-08	-0.0002293001509447	-0.0003382768381861	5.2578559223262214e-08	1.1443121925318489e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1662.7538987858818	-3.397247709797057	11.541292001721349	2764750.5279276506	1892.355217019511	6.651153406330877	44.23784163454683	3581008.2673809603	1716.261664729452	-2.905929101820675	2945554.1018199096	8.444423944808316	1777.8770534776274	1084.944047822498	0.532967	12.505923	0.132029490277098	0.0919968754329177	-0.0382911987	-0.0140908367	-0.0892572098	0.0107443018	-0.0318814683	-0.013785919	-0.0379436334	0.0503892125	0.0357139278	0.0146666152	-0.113038251	-0.1400911796	0.0528655636	-0.0564608078	0.0678354771	-0.0288416907	0.0579741155	0.0382568432	0.0278349564	0.0783294111	-0.0599311238	0.0796814599	-0.0837684374	0.0516874467	-0.0366292827	0.0213030253	-0.0280286564	0.0201204665	-0.0064645821	-0.0245615618	-0.0311367082	0.0636004743	-0.0570769198	0.0987176878	0.0794494462	-0.0106486421	-0.0458900371	-0.1150513858	-0.0170622062	0.0001460175	-0.0149437198	0.1252257054	-0.0359078664	-0.018799576	-0.0951587899	0.019962423	0.0244759021	-0.0285278443	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0324412348881679	0.0052119208503285	0.0010524337210692	2.716411895008896e-05	0.0093987377693025	0.0094788165854708	8.833627165611332e-05	8.984796386099703e-05	-0.0184758640124726	0.0272067173918486	0.0003413575510073	0.0007402054712399	-0.0006610951683261	-0.0015890458873252	4.370468215841145e-07	2.525066832025133e-06	-0.0004303536197713	7.526173152000112e-07	1.8520423805026064e-07	5.66432823138873e-13	-0.0004421423552933	-0.0002128422043486	1.9548986234430678e-07	4.53018039519712e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1662.6718659064172	-0.0820328794645774	0.0067293933132498	2764477.733676727	1885.3263546642245	-7.028862355286492	49.40490600956357	3554455.463591493	1713.2383692954302	-3.0232954340217475	2935185.710026065	9.140315281376749	1774.6897513059944	1092.0365296936036	0.676165	15.866009	0.2768260878322107	0.1814772003368598	-0.0366107833	-0.0173202448	-0.0904285972	0.0528806192	-0.0752091679	-0.0155530318	-0.015958724	0.072883065	0.0706817955	-0.0251310753	-0.0439152873	0.0119466454	-0.1554028535	-0.0384131568	0.0762262322	-0.0190351406	0.066606171	0.0493780761	-0.024998551	0.0245872487	-0.15197087	-0.034293535	-0.0081241232	-0.1121603831	-0.0377703884	0.0148323352	-0.0065000574	0.0087630445	-0.0197770183	0.01810267	0.0026219926	-0.0263740708	0.0874931823	0.0122433272	0.0472171977	0.0076819122	-0.1042838207	0.0520958462	0.0738477837	0.0981736492	-0.0812765258	-0.0788802917	0.2641701239	0.0634386082	-0.1039285505	0.0703367209	-0.0742078329	-0.0810222796	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0325549578277133	0.0001137229395454	0.0010598252791641	1.293290697884748e-08	-0.0486473457250298	-0.0580460834943323	0.0023665642460905	0.0033693478090309	0.1580305649686266	0.1765064289810992	0.0249736594643033	0.0311545194716598	1.990022389327593e-05	0.0006809953922193	3.9601891100251023e-10	4.637547242240216e-07	-0.0003680054115353	6.2348208236e-05	1.354279829192655e-07	3.887299070239618e-09	-0.0005419958031826	-9.985344788930004e-05	2.937594506675517e-07	9.970711055381156e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1667.3285341749522	4.656668268534986	21.684559363180625	2779984.440873995	1891.7938627727287	6.467508108504262	41.82866113356837	3578884.019224562	1716.7574333886332	3.519064093203042	2947256.085095128	12.383812092070947	1777.310941854819	1093.9828127034505	0.673839	15.811432	0.2132373310025354	0.1394298299679684	-0.0284051707	0.0346733738	-0.0035094308	0.0514325782	0.0503522144	-0.0210366814	-0.00564425	0.0121064414	0.0590141259	0.0176280061	-0.0566623202	0.2047362302	-0.0104641034	0.2190944237	-0.000903481	-0.004236062	0.0121077551	0.053849253	0.0315384687	0.0071474888	0.0580628495	-0.1813317855	0.2136788327	-0.0027947316	-0.0324809471	0.0235323948	-0.0131643135	0.0162077186	-0.0104807576	-0.0087574164	-0.0291855855	0.0430402165	-0.0421385357	0.0700000934	0.0891076053	0.0105617299	-0.0235140249	-0.0448253108	0.0446436292	0.0030390033	-0.057962871	0.0578525539	0.0163588939	-0.0093017263	-0.0505628962	0.1088174107	-0.0396414062	-0.0375528045	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0327142639894901	0.0001593061617767	0.001070223068374	2.537845318005541e-08	0.0144428108420839	0.0630901565671137	0.0002085947850202	0.0039803678556629	0.0352123262152446	-0.122818238753382	0.0012399079174888	0.0150843197704827	3.628317821533389e-05	1.6382954322057962e-05	1.3164690214056802e-09	2.6840119231863766e-10	-0.0004310185837919	-6.301317225659999e-05	1.8577701957397515e-07	3.9706598778399435e-09	-0.0010059922670092	-0.0004639964638265	1.0120204412823097e-06	2.1529271844358925e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1671.7829316752657	4.454397500313462	19.84165709079882	2794858.170640746	1891.400238195232	-0.3936245774966664	0.1549403080094291	3577394.8610449806	1718.1761592325793	1.4187258439460493	2952129.3141552177	2.01278302028043	1778.2039021546652	1105.1757684326171	0.717439	16.834494	0.2660138526266536	0.1449199358685221	-0.0276932596	0.0267187682	0.0833163247	0.0181021298	0.0023008701	0.0055776937	-0.0050386411	-0.0611360954	0.0789488253	0.0010807505	0.0527690488	0.1596793846	-0.0519227355	0.0050194548	-0.2080401346	-0.01412534	-0.0677445225	0.0619496943	-0.0038172576	-0.1088547693	-0.003062102	-0.1483856978	0.0886569661	0.0194490167	-0.0317704332	0.0094281745	-0.0042251123	0.0044851787	-0.0150613023	0.0290535103	0.023799	-0.0810781033	0.162670082	0.0145116258	0.0569990474	0.0341215482	-0.0720476705	0.0872820272	-0.0071080296	0.1217479097	-0.0578499084	0.0139011912	0.1430533967	0.060391742	0.0898108398	0.0158422379	0.0296653818	0.016257739	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0324299220735611	-0.0002843419159289	0.0010516998456972	8.085032515417438e-08	-0.0690066724728666	-0.0834494833149505	0.0047619208457774	0.0069638162655322	0.149406707180546	0.1141943809653013	0.0223223641505334	0.0130403566440483	0.0001460094148621	0.0001097262366467	2.1318749228372828e-08	1.2039847008662118e-08	7.298116516318842e-05	0.000503999748955	5.326250468576587e-09	2.540157469467922e-07	-0.0002580053240016	0.0007479869430075	6.656674721317061e-08	5.594844669098545e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1672.40284597786	0.6199143025942249	0.3842937425608841	2796931.279234845	1903.219479259432	11.819241064200014	139.6944593336719	3622244.386232544	1720.739008350448	2.5628491178688364	2960942.7348588835	6.568195600961073	1781.7661122094682	1076.7178131830124	0.716277	16.807232	0.1933325939508558	0.1032505204679471	-0.0216490094	0.0879473803	0.0380210564	-0.0385183339	0.0400364275	-0.0028567692	-0.1012185548	0.0095084629	-0.1176428041	0.0174762493	-0.1012272807	0.028460557	0.0588820234	0.0743129463	-0.0826882186	-0.0875372454	0.0129840918	-0.1156159315	0.0119677586	0.0562147716	0.0120952342	-0.0035469245	0.0892847645	0.1607837526	-0.0247622327	0.0256562769	-0.0087633034	0.0010784213	-0.0137824073	0.0084514264	0.0008840216	0.0095269671	0.0253384746	-0.0524642607	-0.0197158813	-0.0915560729	-0.1019980707	0.1615558155	0.027381202	-0.1424905576	-0.0137386175	0.1996727944	0.1497228295	-0.0863973472	0.0507546676	-0.0871576532	0.1754411988	0.0423271173	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0035180996803205	-0.0289118223932406	1.2377025360671203e-05	0.0008358934740982	0.0255440346957414	0.094550707168608	0.0006524977085372	0.0089398362260838	0.1280856517726363	-0.0213210554079096	0.016405934190021	0.0004545874037071	-0.0001040088436028	-0.0002500182584649	1.081783954759171e-08	6.250912956582154e-08	-0.0004309978489829	-0.000503979014146	1.857591458278867e-07	2.539948466996633e-07	-4.10224169906375e-05	0.0002169829070109	1.6828386957537442e-09	4.7081581934928014e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1672.2499484437565	-0.1528975341034311	0.0233776559349098	2796419.890070146	1895.173660515504	-8.045818743928066	64.73519926014421	3591683.203511735	1716.281185175343	-4.457823175105204	2945621.10658688	19.87218746050505	1778.6882507549858	1115.3869958859398	0.8094099999999999	18.99258	0.3514742527841262	0.2234747604757641	-0.0152407173	0.0779460121	-0.0323566201	-0.0301807028	0.0455039987	-0.210643338	-0.0331750103	0.0731207866	-0.0373539079	-0.0142658176	-0.0840071712	-0.0464419464	0.0242417211	0.0454738543	0.1240514976	-0.0232260253	0.0792575702	-0.0295227978	0.0022435574	0.1291709411	0.0503837242	0.066871536	0.0221290523	-0.040093594	-0.0187480433	0.0147913876	-0.0239647644	0.0196844369	-0.0112724272	-0.0388735231	-0.0658065008	0.1148873048	-0.1398986269	0.1197150948	-0.0269476575	0.0369866682	0.0369496403	0.0750039147	0.0404353932	0.1078125654	-0.1119232018	-0.0574113769	0.0837826736	-0.0584292177	0.0961789099	0.0453589839	-0.0886150838	-0.1040970319	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0107201908275555	0.007202091147235	0.0001149224913792	5.1870116893080776e-05	0.0811486980921643	0.0556046633964228	0.0065851112020532	0.0030918785914294	-0.0708262373706389	-0.1989118891432752	0.005016355900082	0.0395659396425466	0.0007629482912554	0.0008669571348581	5.820900951295346e-07	7.51614673681539e-07	-0.0001517628055325	0.0002792350434504	2.303194914309541e-08	7.79722094907468e-08	-0.0006899424206259	-0.0006489200036352	4.760205437791264e-07	4.2109717111798914e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1674.3665496254991	2.1166011817426806	4.480000562554512	2803503.342504799	1906.0279000237813	10.85423950827726	117.81451530304696	3632942.3556690654	1717.8069302396384	1.5257450642955064	2950860.64957933	2.327898001222099	1779.3792325793706	1107.3326610020229	0.7829469999999998	18.371632	0.2426171691925762	0.1548267371779218	-0.0165597623	0.0786343336	0.0763695208	0.0067448393	0.0833193595	-0.0037355351	-0.0220719992	-0.0026256847	0.0347552559	0.0148163252	-0.0103234027	0.0691047368	0.0929771324	0.0249695459	-0.0747923382	-0.0206054949	-0.024635424	0.0278486385	0.0212440694	-0.0381894955	0.056295557	-0.0797052289	0.0430247548	0.1304853249	-0.0120505844	0.0161351027	-0.025364443	0.0219687147	-0.0052773698	-0.0016185819	-0.0240347628	0.0043736562	-0.0423441776	0.0039298444	0.0240760765	0.1054915324	0.0118569784	0.0755395133	-0.0128000963	-0.0902559847	-0.0157521639	0.1797211939	-0.1069002371	-0.0495064876	0.1303423462	0.0947363121	-0.0535857344	-0.0417516107	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0056867594994116	-0.0050334313281439	3.233923360414807e-05	2.533543093514047e-05	0.0753215793560144	-0.0058271187361498	0.0056733403166843	3.395531276518918e-05	0.0531525048447036	0.1239787422153425	0.0028251887712662	0.0153707285212983	-0.0003279796361545	-0.0010909279274099	1.075706417320382e-07	1.19012374280286e-06	-0.0001190560877522	3.2706717780299995e-05	1.4174352030859547e-08	1.0697293879601918e-09	0.0003419804724427	0.0010319228930686	1.169506435321323e-07	1.0648648572390692e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1671.8710719166484	-2.4954777088507853	6.227408995371165	2795152.881111723	1894.808172196304	-11.2197278274773	125.8822925226685	3590298.0094218985	1717.35434915399	-0.4525810856484895	2949305.9605581244	0.2048296390867654	1777.3898466043242	1095.3675285993304	0.663182	15.561387	0.1570795636883925	0.0796760463127131	-0.012105931	0.0305705864	0.0297884827	0.0072606347	0.045551205	-0.021095533	-0.0043201551	-0.0087831454	-0.00194751	-0.0204424383	0.0466835561	0.0140024368	0.0338533298	0.0244592048	0.030233505	-0.0046449137	0.000350608	0.0003077293	-0.0095829199	-0.0228703781	0.0427970134	-0.0046345253	0.0073316343	-0.0104152575	-0.0136604265	0.008344927	0.0082711691	0.0125408235	-0.0075316191	-0.0095234844	-0.0058579578	-0.0218541231	0.0198169671	-0.006788877	0.0035888777	0.0281892988	0.1147902307	-0.0110715933	0.0495483774	0.0463072807	-0.0460754019	-0.0808341292	-0.0939930961	-0.0453944152	0.1459179762	-0.0519642522	0.1139520522	0.0897169842	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0034325726178963	-0.0022541868815153	1.178255477713146e-05	5.0813584967956735e-06	0.0130735922005413	-0.0622479871554731	0.000170918813026	0.0038748119049079	0.0359411338391595	-0.0172113710055441	0.0012917651016443	0.0002962312918904	0.000359964235796	0.0006879438719505	1.295742510521983e-07	4.732667709542459e-07	-0.0004310296809146	-0.0003119735931624	1.8578658582934195e-07	9.732752283065868e-08	-0.0001654224353616	-0.0005074029078042	2.736458212096273e-08	2.574577108482589e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
