global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30
1783.3265332241797	n/a	n/a	3180253.5241013714	2140.9212144550524	n/a	n/a	4583543.646503696	1872.2637269451147	n/a	n/a	3505371.463234411	1931.4620167751607	1138.376481860231	n/a	n/a	n/a	n/a	-0.0034622894	-0.03419359	0.0712705084	0.0559869276	-0.0145620834	0.0912611025	-0.0068197657	0.0387110799	0.0451321227	-0.1048704611	0.1097189816	-0.0476622048	0.0574891992	0.0067946375	-0.0268110865	0.0475055332	-0.1420591777	0.0489384059	-0.1671703209	0.0374054727	0.0058112222	-0.047415885	0.1114229554	-0.0865402869	0.0777481739	-0.0395647645	0.0060033146	-0.0659895818	0.035259211	-0.0942269123	0.1964051906	-0.0175027918	0.0197435884	-0.0415670137	0.0146835607	-0.013347905	0.1277825217	-0.0303969067	0.1075811459	-0.0741849866	0.1207990104	-0.0319547335	0.0786919083	-0.0162070655	0.0641151925	-0.0261579624	0.1194161843	-0.142563157	0.0201409321	-0.0116685249	-0.2097010523	-0.1945641557	0.0308340614	-0.0446178424	0.0104602873	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0005591567626908	n/a	n/a	3.126562852628557e-07	-0.0354210829373755	n/a	n/a	0.0012546531164564	-0.0009720234254047	n/a	9.448295395354864e-07	n/a	0.0050690613812551	n/a	2.5695383286931864e-05	n/a	-0.0012893765005659	n/a	1.6624917602115663e-06	n/a	5.226928725555157e-05	n/a	2.7320783902033653e-09	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1788.5033381581152	5.1768049339355	26.79930932401894	3198744.190602721	2152.318134508635	11.396920053582562	129.88978670775236	4632473.352134731	1878.7064381544503	6.4427112093355845	41.50852772689839	3529537.8807629813	1938.449521376909	1153.1363113989562	0.83943	16.871532	0.105706313458159	0.0598071412605054	0.0240003759	0.0283450818	0.0038477555	-0.0166797187	-0.0413360893	0.0052054094	0.0510764943	-0.0458515579	-0.1466480294	0.0770947543	-0.012453514	0.0250408851	0.1883882585	0.1759446258	0.0210338286	-0.0169381312	-0.0072390649	-0.0567566521	0.000912699	0.1013540484	-0.1049296898	0.0790771243	-0.064456916	0.0245226456	-0.0510647093	-0.2196802367	-0.0463292901	-0.0112048859	0.1165610873	0.0807408921	-0.0108379096	-0.0076373362	0.0274662582	-0.0283872049	-0.0020481704	-0.0568321355	0.1267610502	0.067696785	0.0645975513	0.0223856084	0.1021916192	-0.0631044872	0.0706492236	-0.0751933033	0.0689701931	0.0986122701	0.0367862223	-0.0991178963	0.1325759952	-0.1509768202	-0.0303564336	-0.0578070794	-0.1064163632	-0.1072054742	-0.0484300729	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0009607263246778	0.0004015695619869	1.6125811311443101e-07	9.229950709289136e-07	-0.0327854293192331	0.0026356536181424	6.946669994827124e-06	0.0010748843756464	0.0319297844690424	0.0329018078944471	0.0010195111362395	0.0010825289627231	0.0044657206648673	-0.0006033407163877	1.9942661056622843e-05	3.640200200513434e-07	-0.0010897108695671	0.0001996656309988	1.1874697792526852e-06	3.9866364202148964e-08	-0.0005400700130295	-0.000592339300285	2.916756189736844e-07	3.508658466621845e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1785.1750748656848	-3.3282632924303925	11.077336543739596	3186850.047921703	2153.16515872353	0.8470242148951002	0.7174500206186608	4636120.200740925	1879.297974911036	0.5915367565855831	0.3499157343917914	3531760.8785047205	1938.598765836074	1149.5905332707707	0.905888	18.207258	0.0796681929709849	0.0538797681506061	0.009499535	-0.0594681243	0.071430264	-0.0016084486	-0.0015057076	-0.0194533909	-0.0844182997	0.026775031	-0.0756921893	0.0617736142	-0.0672837597	-0.0685647002	-0.0536887939	0.0620522399	-0.0324891626	0.153434966	0.111146306	-0.1091591554	0.1480185696	-0.0893783821	-0.0476035424	0.0310071043	-0.0731628362	0.0183946061	-0.0839490779	0.0560243527	0.0909000628	-0.1135965243	0.1332571712	-0.0199457666	-0.1282519108	-0.0179877843	0.0220476632	-0.050574038	-0.0037471201	-0.0361303826	0.0469752417	-0.0661745066	0.1015004023	0.0052132262	0.0973493244	0.0261193395	0.0116726882	0.0192567155	0.0762486477	-0.0707201553	0.1402115706	-0.0955144546	-0.0621712528	-0.022501	-0.2175755666	-0.0960393758	0.0117033102	-0.0317565118	-0.0796645522	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0059001614749689	0.0049394351502911	2.4398019603931267e-05	3.481190543070719e-05	-0.0436889489773051	-0.010903519658072	0.0001188867409339	0.0019087242627415	-0.0196334063843295	-0.0515631908533718	0.0003854706462522	0.0026587626509812	0.0045412990744444	7.557840957709942e-05	2.0623397283549563e-05	5.712095994203793e-09	-0.0010359680577225	5.374281184460008e-05	1.0732298166213288e-06	2.888289824964086e-09	-0.0004241502882662	0.0001159197247633	1.7990346703630057e-07	1.3437382589199232e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1785.868128149561	0.6930532838762247	0.4803228542916188	3189324.971140417	2146.6872799522	-6.4778787713303245	41.96291337605207	4608266.277908574	1874.3158021830347	-4.98217272800116	24.82204509163852	3513059.726313033	1934.308281754264	1154.6104708708726	0.837098	16.824669	0.1020792456665484	0.050733891146802	0.0180680941	-0.0099660844	0.0077913078	0.0033879183	-0.0396691627	0.0477460409	0.0371664737	-0.0186910455	-0.0092366412	-0.0170973805	0.0643074192	-0.0274299393	-0.0287397118	0.0367634269	-0.072369247	-0.0437945363	-0.0831241337	0.0345501073	0.0111600309	-0.0562917694	-0.0151912722	-0.0048100832	0.0322569844	-0.0432692854	-0.054650432	-0.0042888807	0.0106187525	0.0206344735	-0.0654200143	0.061651942	0.073130705	-0.0072466241	0.0304611039	-0.0124523057	-0.0211757056	-0.0214905248	0.1212326946	0.0485342952	0.0786213335	-0.0915467657	-0.0097899369	-0.0782863545	0.0209816721	-0.0045180004	-0.0560788036	0.0372366654	0.0005315628	-0.1604316185	0.1551640654	0.0226226702	0.0376022671	-0.0946473053	0.0423924266	0.1154085408	-0.0802684324	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0165758883616575	-0.0224760498366263	0.0005051728162585	0.0002747600749781	-0.0678715640057134	-0.0241826150284082	0.0005847988696121	0.0046065492005816	-0.0086798349430807	0.0109535714412488	7.533953463912472e-05	0.0001199807273185	0.0038963294337801	-0.0006449696406642	1.5181383056541154e-05	4.159858373786361e-07	-0.0008113678904928	0.0002246001672296	6.583178537227362e-07	5.0445235119609196e-08	-0.0004439206675775	-1.977037931129999e-05	1.9706555910245325e-07	3.9086789811267857e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1786.4198592054638	0.5517310559027919	0.3044071580476097	3191295.913363669	2150.802953619706	4.115673667506144	16.938769737403472	4625953.34529925	1871.178856441904	-3.1369457411308304	9.840428582798854	3501310.312795231	1932.0343744351148	1175.4175762327718	0.687925	13.826469	0.1036757928037326	0.0637105384310099	0.013153343	0.0857877275	0.0137127389	-0.0021829949	-0.0862542239	0.0146186032	0.0612795915	-0.02698212	0.0386936341	-0.0396251757	0.1173186509	0.005155178	0.1264403477	-0.0101506355	0.0786253506	-0.050782269	0.0015922841	0.0564215293	-0.0291255567	-0.0461971343	-0.0009274166	0.0252647564	0.0760483736	-0.0462268927	0.1041077033	-0.0932811386	-0.0305117751	0.1154401302	-0.0052944126	-0.1246519186	-0.0064285833	-0.0013515108	0.0138519482	0.0022509623	-0.0168830881	-0.0540376781	0.1019770419	0.0522101607	0.0456489301	0.0325902183	0.07366824	-0.0460442884	0.0280783865	-0.0902539347	0.0477664267	0.0958261722	0.0327008141	-0.0922247654	0.0951835909	-0.1225721907	0.0053870671	-0.0171833686	-0.1192248317	-0.0054659104	-0.0309748224	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0014790504171742	0.0180549387788317	0.0003259808143073	2.187590136543175e-06	-0.061862839593374	0.0060087244123393	3.6104769063443454e-05	0.0038270109225555	0.0519350074604858	0.0606148424035665	0.0026972449999207	0.0036741591196092	0.0039202338140119	2.3904380231799975e-05	1.5368233156522287e-05	5.714193942664694e-10	-0.0011069974174167	-0.0002956295269238	1.225443282167243e-06	8.73968171892489e-08	-0.0005043325046017	-6.0411837024199966e-05	2.543512751978237e-07	3.6495900526384973e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1784.9689094379555	-1.4509497675082912	2.105255227832364	3186114.0076601245	2157.927201120477	7.124247500771162	50.75490245224415	4656649.805335656	1872.0627155936409	0.8838591517369423	0.7812070001091472	3504618.811115837	1930.9033274768976	1168.80313677602	0.673554	13.53763	0.0950896038992858	0.0507355023549507	0.0011394411	0.0465646652	0.0581728019	0.025912074	-0.0142379051	-0.062897026	-0.0468967485	-0.0875604245	0.0368395823	-0.0021573631	0.0409512624	0.0163811579	0.0117963928	-0.0489399755	0.0293697633	0.0294822474	-0.0138392171	0.0625437559	0.0009779931	-0.0148715857	0.0248541275	0.0094875877	0.0043610489	-0.0424382343	0.0757109577	-0.0018181627	-0.1080272405	-0.0046001208	-0.0785210419	-0.0966276968	-0.0563086536	0.0005313268	0.001178247	0.0109353015	0.0065425763	-0.0834616356	0.0327343845	-0.0177869305	0.0516141203	0.0554571956	0.0799333386	0.0179846	0.0669436847	-0.0401552075	0.0638409822	-0.0023243369	0.1016217203	0.0266900221	0.0064812803	0.0057395521	-0.0739301133	0.0601097015	-0.0516289603	-0.0074750574	0.0459359744	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0107021220396461	0.0092230716224719	8.506505015324644e-05	0.0001145354161514	-0.0593132488506142	0.0025495907427597	6.500412955566446e-06	0.0035180614892148	0.0854490204093849	0.0335140129488991	0.0073015350889234	0.0011231890639389	0.0034560539532848	-0.0004641798607271	1.1944308928015493e-05	2.154629431046301e-07	-0.0009860852494258	0.0001209121679908	9.723641191351422e-07	1.461975236825962e-08	-0.0009152990475868	-0.0004109665429851	8.377723465133032e-07	1.688934994531241e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1784.10957173188	-0.8593377060756211	0.7384612930833105	3183046.963945312	2144.394472624126	-13.532728496350956	183.1347405559492	4598427.654220904	1873.3898992887969	1.327183695156009	1.7614165606879582	3509589.7147572883	1931.8832885879965	1137.8629876978985	0.798879	16.056515	0.1306120502718155	0.0780487539196666	0.0077299391	-0.0875881296	0.0357918117	-0.0036762994	0.0192941173	0.062711212	-0.0487248698	-0.0716627152	-0.0073128156	-0.0265950891	-0.0440308985	0.020219207	-0.0251932937	0.0557681059	-0.0984380875	-0.0239932349	0.0205867038	0.01633411	0.1451129134	0.0731406357	-0.0006309636	-0.0421716484	-0.0019893162	0.025491181	-0.0335286944	-0.0062825597	0.03059075	-0.043929418	-0.0584378735	-0.0043036078	-0.0462446877	-0.0126662862	0.0138395129	-0.0327980429	-0.0016861741	-0.0294658146	0.0435707893	-0.0623525175	0.1006581912	-0.0524194263	0.0542777993	0.0522964314	-0.0115196464	0.0625558975	0.0517677748	-0.0943493049	0.0591539271	-0.0259142511	0.026156637	0.163854691	-0.0826843443	0.0140510332	0.0938466717	0.0426400485	0.0124722134	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0201868256183246	0.0094847035786784	8.99596019753967e-05	0.0004075079285446	-0.0842432708882654	-0.0249300220376511	0.0006215059987977	0.0070969286899536	0.0349653305148791	-0.0504836898945058	0.0012225743380147	0.0025486029453646	0.0042845743081143	0.0008285203548295	1.835757700175313e-05	6.864459783668008e-07	-0.0009340376368645	5.204761256129992e-05	8.724263070794196e-07	2.708953973331184e-09	-0.0009490037754156	-3.370472782880001e-05	9.006081657530626e-07	1.1360086780134856e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1784.598323680694	0.4887519488140697	0.238878467469551	3184791.176883943	2139.518060784591	-4.876411839535194	23.779392428759017	4577537.532423456	1871.460218712505	-1.929680576291957	3.723667126518461	3502363.3502234565	1930.7275839777617	1150.2429729018893	0.686309	13.793988	0.1387436480989244	0.0694340019573689	0.0066211108	-0.0241747703	-0.0069609117	-0.0153121899	-0.0191131582	0.103103629	0.0347162332	-0.052729182	0.0205786258	-0.0275821971	-0.0400515475	0.0335049572	0.0084135791	0.0911240865	0.0068505856	-0.0488485985	0.0790518463	-0.0566033087	0.0681098391	-0.0756677951	0.0175090245	-0.0434887675	0.0057986784	0.0327494213	-0.0436947737	-0.0594256942	-0.0095610687	0.0320336803	0.0048111343	0.0813344957	-0.085369005	-0.0149647124	0.0223112683	-0.0250530149	-0.0270969557	0.0027683979	0.0907010501	0.0366730202	0.081417271	-0.068531194	-0.0428520215	-0.0116738347	-0.0639889941	0.0091087774	-0.0250467722	-0.0080827428	-0.1121604552	-0.1232226862	0.1167761012	0.1165611314	0.1672519602	0.0090543734	0.0720179256	0.0677390271	-0.0392914641	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0032059883273944	-0.0169808372909302	0.000288348835101	1.0278361155389144e-05	-0.1041373015362125	-0.0198940306479471	0.0003957724554214	0.010844577571244	-0.003265293046553	-0.0382306235614321	1.0662138679867371e-05	0.0014615805778959	0.004120069099434	-0.0001645052086803	1.697496938411089e-05	2.7061963682949105e-08	-0.0009802713631674	-4.62337263029e-05	9.609319454460729e-07	2.137557447851467e-09	0.0001130204215735	0.0010620241969891	1.2773615692651664e-08	1.127895394990343e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1788.037704893247	3.439381212553144	11.829343125263534	3197078.834119911	2153.575838590923	14.05777780633207	197.62111685220248	4637888.892562597	1871.273857822385	-0.1863608901198858	0.0347303813662761	3501665.8509694715	1931.6689178949016	1173.138586012832	0.708843	14.246892	0.1149413923018169	0.0748568043745545	0.0137560284	0.0775896136	-0.0131643288	-0.0098783545	-0.04635239	-0.015119846	0.0593183915	0.0257962355	-0.0222356839	0.0422792434	-0.0032476303	0.0580914986	0.1353951277	0.0736657164	0.094430705	0.0062262989	0.1184698717	-0.0078671125	-0.0492521782	-0.0179150026	-0.025222456	0.0451867772	0.0017661577	0.0490982243	0.0514370352	-0.1323015082	-0.033926863	0.0441632435	0.116174722	-0.0312025956	-0.1122162339	-0.0105596589	0.0153007282	-0.0268025398	-0.0129603379	-0.0066252289	0.0523761863	0.0360853375	-0.0333140771	0.0551349323	0.0353469574	-0.0245902095	-0.0178389515	-0.0349510521	0.0168039566	0.0562568202	-0.025482347	0.021781032	-0.006988661	-0.1154837671	0.1321188983	0.1177871081	-0.1175239466	-0.0742702471	0.0461897511	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0132088652722757	-0.0164148535996701	0.0002694474186986	0.0001744741217811	-0.0362438138611622	0.0678934876750503	0.0046095256686822	0.0013136140432025	0.0005534443704107	0.0038187374169637	3.063006711392961e-07	1.4582755459718591e-05	0.0036500527623802	-0.0004700163370537	1.332288516815933e-05	2.209153570974709e-07	-0.0009298249167664	5.044644640100004e-05	8.645743758396426e-07	2.5448439544889703e-09	9.719693282564238e-05	-1.5823488747857616e-05	9.447243750712438e-09	2.503827961535766e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1787.9036449769862	-0.1340599162608668	0.0179720611478706	3196599.4437219934	2152.5914258454977	-0.9844127454252884	0.9690684533557538	4633649.846623553	1870.439488276137	-0.8343695462481264	0.6961725397063043	3498543.879302697	1929.839007582137	1169.0972681148744	0.85109	17.105879	0.0546427820697297	0.0323760479430261	0.0216111182	-0.0357610667	0.0643982513	0.0438843674	0.0388321912	-0.0079762789	-0.1112304972	0.0999849966	0.0589343082	-0.0847119722	0.0053514599	-0.0268663983	-0.0001254435	-0.1102932203	0.045950489	0.0520885603	-0.0016362956	-0.0220902425	0.0458715607	-0.0075207721	0.0495428172	-0.0845561646	0.0031372061	-0.0495216096	0.1127035502	0.09365785	0.0069768479	-0.0547239069	0.0327503518	-0.0014534318	-0.044564485	-0.0065711502	0.026682841	-0.038211755	-0.0084029376	-0.0074492497	-0.025477347	-0.0498796104	-0.0005949378	0.0021948419	0.0605213584	0.036898271	0.0065971462	0.1014680339	-0.0184614019	-0.0423530414	0.0672497945	0.0846218763	-0.1334726292	0.0207911785	-0.0229496333	0.1093099763	0.0486691491	-0.0031746307	0.1078118037	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0132770088303431	-6.814355806739926e-05	4.643544506085015e-09	0.000176278963481	-0.0412035111945243	-0.0049596973333621	2.4598597638559132e-05	0.0016977293347572	0.0091664388736631	0.0086129945032523	8.402360162460203e-05	7.418367431305603e-05	0.0042541193512226	0.0006040665888424	1.80975314544466e-05	3.648964437556932e-07	-0.0008599856647768	6.983925198960001e-05	7.395753436215946e-07	4.877521118466849e-09	0.0002433300254946	0.0001461330926689	5.9209501307202685e-08	2.135488077299415e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
