participant_id	stc_ref_time	fmriprep_start	fmriprep_stop
sub-v2s0x29007	n/a	2026-03-10T07:54:48	2026-03-10T12:00:07
sub-v2s0x29008	n/a	2026-03-10T07:56:05	2026-03-10T11:58:24
sub-v2s0x29009	n/a	2026-03-10T07:59:16	2026-03-10T11:31:25
sub-v2s0x29010	n/a	2026-03-10T08:00:20	2026-03-10T10:59:03
sub-v2s0x29011	n/a	2026-03-10T08:01:02	2026-03-10T11:34:53
sub-v2s0x29012	n/a	2026-03-10T08:03:53	2026-03-10T12:09:50
sub-v2s0x29013	n/a	2026-03-10T08:05:00	2026-03-10T12:40:49
sub-v2s0x29014	n/a	2026-03-10T08:07:24	2026-03-10T12:07:35
sub-v2s0x29015	n/a	2026-03-10T08:11:06	2026-03-10T11:13:17
sub-v2s0x29016	n/a	2026-03-10T08:21:12	2026-03-10T12:15:09
sub-v2s0x29017	n/a	2026-03-10T08:22:04	2026-03-10T12:35:59
sub-v2s0x29018	n/a	2026-03-10T08:26:08	2026-03-10T12:54:28
sub-v2s0x29019	n/a	2026-03-10T08:31:47	2026-03-10T12:32:33
sub-v2s0x29020	n/a	2026-03-10T08:33:58	2026-03-10T12:34:20
sub-v2s0x29021	n/a	2026-03-10T08:37:38	2026-03-10T13:02:16
sub-v2s0x29022	n/a	2026-03-10T08:37:55	2026-03-10T12:59:02
sub-v2s0x29023	n/a	2026-03-10T08:45:10	2026-03-10T11:57:55
sub-v2s0x29024	n/a	2026-03-10T08:47:34	2026-03-10T13:10:36
sub-v2s0x29025	n/a	2026-03-10T08:50:41	2026-03-10T12:55:32
sub-v2s0x29026	n/a	2026-03-10T08:56:39	2026-03-10T12:27:27
sub-v2s0x29027	n/a	2026-03-10T09:01:20	2026-03-10T12:20:05
sub-v2s0x29028	n/a	2026-03-10T09:06:57	2026-03-10T13:23:33
sub-v2s0x29029	n/a	2026-03-10T09:08:42	2026-03-10T13:08:32
sub-v2s0x29030	n/a	2026-03-10T09:10:32	2026-03-10T13:04:57
sub-v2s0x29031	n/a	2026-03-10T09:11:13	2026-03-10T13:35:14
sub-v2s0x29032	n/a	2026-03-10T09:13:33	2026-03-10T13:06:06
sub-v2s0x29033	n/a	2026-03-10T09:25:42	2026-03-10T13:55:52
sub-v2s0x29034	n/a	2026-03-10T09:27:09	2026-03-10T14:16:12
sub-v2s0x29035	n/a	2026-03-10T09:30:02	2026-03-10T14:16:26
sub-v2s0x29036	n/a	2026-03-10T09:35:30	2026-03-10T14:19:52
sub-v2s0x29037	n/a	2026-03-10T09:36:53	2026-03-10T14:27:23
sub-v2s0x29038	n/a	2026-03-10T09:37:54	2026-03-10T14:21:26
sub-v2s0x29039	n/a	2026-03-10T09:41:28	2026-03-10T14:34:07
sub-v2s0x29040	n/a	2026-03-10T09:42:28	2026-03-10T14:04:20
sub-v2s0x29041	n/a	2026-03-10T09:45:56	2026-03-10T13:49:03
sub-v2s0x29042	n/a	2026-03-10T09:47:30	2026-03-10T14:23:13
sub-v2s0x29043	n/a	2026-03-10T10:03:28	2026-03-10T13:25:51
sub-v2s0x29044	n/a	2026-03-10T10:09:28	2026-03-10T14:43:34
sub-v2s0x29045	n/a	2026-03-10T10:13:31	2026-03-10T14:35:42
sub-v2s0x29046	n/a	2026-03-10T12:24:13	2026-03-10T16:44:24
sub-v2s0x29047	n/a	2026-03-10T12:34:17	2026-03-10T16:32:45
sub-v2s0x29048	n/a	2026-03-10T12:37:19	2026-03-10T16:58:27
sub-v2s0x29049	n/a	2026-03-10T12:43:35	2026-03-10T16:59:15
sub-v2s0x29050	n/a	2026-03-10T12:43:28	2026-03-10T17:18:17
sub-v2s0x29051	n/a	2026-03-10T12:43:56	2026-03-10T17:22:12
sub-v2s0x29052	n/a	2026-03-10T12:44:24	2026-03-10T16:47:09
sub-v2s0x29053	n/a	2026-03-10T12:44:30	2026-03-10T17:16:24
sub-v2s0x29054	n/a	2026-03-10T12:44:25	2026-03-10T17:14:40
sub-v2s0x29055	n/a	2026-03-10T12:47:00	2026-03-10T17:02:22
sub-v2s0x29056	n/a	2026-03-10T12:51:42	2026-03-10T17:00:50
sub-v2s0x30144	n/a	2026-03-10T13:00:14	2026-03-10T17:29:49
sub-v2s0x30146	n/a	2026-03-10T13:05:57	2026-03-10T17:19:44
sub-v2s0x30147	n/a	2026-03-10T13:06:28	2026-03-10T17:23:17
sub-v2s0x30148	n/a	2026-03-10T13:06:29	2026-03-10T17:17:58
sub-v2s0x30149	n/a	2026-03-10T13:06:29	2026-03-10T17:34:06
sub-v2s0x30150	n/a	2026-03-10T13:24:33	2026-03-10T17:49:05
sub-v2s0x30151	n/a	2026-03-10T13:24:34	2026-03-10T17:39:06
