global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82
843.3666557378324	n/a	n/a	711267.3160104154	1144.5406484337493	n/a	n/a	1309973.2959171473	890.6285436293658	n/a	n/a	793219.2027273652	944.3423895921536	575.0624629464872	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0165285720194532	n/a	n/a	0.0002731936930022	-0.0184108888615952	n/a	0.000338960828674	n/a	0.2343130415773231	n/a	0.0549026014532163	n/a	-0.0006210048485544	n/a	3.856470219280733e-07	n/a	0.001612192004196	n/a	2.5991630583935155e-06	n/a	-0.0006149993349699	n/a	n/a	3.782241820134193e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
832.2596827042731	-11.106973033559257	123.36484996821252	692656.1794550174	1070.57822567391	-73.96242275983923	5470.439980505184	1146137.7372870976	888.6235058055205	-2.005037823845328	4.020176675050408	789651.7350700939	929.0540483668892	575.3999360302073	0.996638	30.992908	0.2323940060710543	0.1406887260263778	-0.0765162956	-0.0083228194	0.0983569254	-0.1062266897	0.1247561896	-0.0985581406	-0.0784658794	0.0587090171	-0.0389053635	0.0182037655	-0.0602163923	0.0483490577	-0.1449842669	0.0460805227	-0.070203605	0.0205626038	-0.0423017265	0.0423669053	-0.0167552714	0.0410191834	-0.1068869845	0.0538917316	-0.0079696227	-0.0538325514	0.0390410755	-0.0029079508	0.0608241298	-0.0398148536	0.11434319	-0.0975578636	0.0342456897	-0.101651516	0.0413029898	0.0642498075	-0.0597083791	0.0401184089	-0.0150643515	-0.0551050232	-0.0006547196	0.0346999913	0.1296294506	0.1295955703	0.1295391098	0.1294600787	0.0	-0.0061295704656032	0.01039900155385	0.0001081392333169	3.757163409279503e-05	-0.0565886323012989	-0.0381777434397037	0.0032022733057316	0.0014575400941478	0.3703532981367488	0.1360402565594256	0.1371615654407675	0.0185069514047543	-0.000100058929764	0.0005209459187904	1.0011789425517086e-08	2.71384650304374e-07	0.0012620355639223	-0.0003501564402737	1.592733764604678e-06	1.2260953266514925e-07	-0.0006994370662673	-8.443773129740006e-05	7.1297304666519325e-09	4.892122096686075e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
826.0899612351608	-6.169721469112346	38.06546300642581	682424.6240535094	1061.2534893185066	-9.324736355403502	86.95070809778379	1126258.9685907057	887.5233091466567	-1.1001966588637515	1.210432688174962	787697.624278632	924.299713424104	525.2249381576196	0.836372	26.009054	0.2141105613335201	0.139764077136241	0.0401130769	0.0583831013	0.1065953979	-0.0260789589	0.1111576461	-0.0900858304	-0.0132733592	0.0896744635	0.0085371452	0.0142019303	0.0418878428	0.0880528462	-0.0456069689	-0.0051007706	-0.06125186	-0.0762020239	-0.0524358258	-0.0405918905	0.0394618705	-0.0052393684	-0.0894943709	0.0725014694	0.0708286258	-0.0425284317	0.0792940244	-0.0544623477	0.0043213873	0.0477030689	0.1177084513	-0.0171816519	0.0471092626	0.063597845	0.0474737324	0.0460228101	0.0998322357	-0.0405529237	0.0653532725	0.0304949976	0.1845287726	-0.0575729923	0.1295391098	0.1292343642	0.128726986	0.1280177706	0.0	-0.0140447238965037	-0.0079151534309005	6.264965383469597e-05	0.000197254269329	-0.0404843266477712	0.0161043056535277	0.0016389807041234	0.0002593486605822	0.4481650266397707	0.0778117285030219	0.2008518911030263	0.0060546650926279	-0.0020376890016729	-0.0019376300719089	4.1521764675387e-06	3.7544102955656894e-06	0.0010655998111555	-0.0001964357527668	1.1355029575346372e-06	3.8587004965059406e-08	-0.0005879154160216	0.0001115216502457	1.2437078473524241e-08	3.4564453639585106e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
824.0560966882173	-2.033864546943505	4.136604995313709	679068.4504890206	1050.2941076395898	-10.95938167891677	120.10804678417657	1103117.7125424424	884.1939562629251	-3.3293528837316444	11.084590624412217	781798.9522918835	922.6540849270696	539.9808477141464	0.713863	22.199343	0.4056917844627109	0.2842619295477832	0.0040727206	-9.4171e-06	0.0116577656	-0.0127579065	0.0052009044	0.0149330279	0.0040954751	0.0817321491	-0.0569220185	-0.0078899283	0.0337412508	-0.0215278265	-0.012257436	0.0508764997	-0.0630777053	-0.0066811676	-0.0167294039	-0.0099085679	0.0022517053	0.047089787	-0.093446052	0.0372403337	-0.0501159536	-0.041518575	0.0168410723	-0.0351582924	-0.0401717527	-0.0583512186	0.0241474212	0.0764273558	0.056908249	0.0590854882	-0.0779735654	-0.0277697192	-0.030120824	0.0829859578	0.0282775126	0.0135191691	0.0253548843	-0.1043922557	0.129358491	0.1285129588	0.12710783	0.125149223	0.0	-0.0117982641849465	0.0022464597115571	5.046581235649656e-06	0.0001391990377777	-0.0862776581458035	-0.0457933314980323	0.0074438342951241	0.0020970292096886	0.2062374670587274	-0.2419275595810433	0.0425338928187996	0.0585289440848392	-8.00956353934383e-05	0.0019575933662794	6.415310809078606e-09	3.832171787701355e-06	0.0014090234156738	0.0003434236045183	1.985346985917062e-06	1.1793977214034177e-07	-0.0005744437133778	1.3471702643800055e-05	1.8148677212296943e-10	3.29985579839276e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
823.5025743217816	-0.5535223664356863	0.3063870101445622	678156.4899146014	1046.6564813539303	-3.637626285659508	13.232324994120988	1095489.7899601902	884.6168329575482	0.4228766946231417	0.1788246988553938	782546.9411518428	922.626871622965	528.677785822913	0.89353	27.786533	0.7019110050222165	0.4586434758170364	0.05061918	-0.0955801192	-0.0809149681	-0.0455270322	0.0235865001	0.0382922242	-0.0790198666	0.0406779896	0.0522637663	-0.0263231189	0.0546472152	-0.0730772399	-0.0517630469	-0.0062447176	-0.0080367803	-0.0429968964	0.0780055787	-0.0079469409	-0.0037488745	0.0988918841	0.1271416983	-0.0137459732	-0.0543185584	0.0401786832	0.1239564248	0.0073765478	-0.0903783706	-0.1302795753	0.1353849223	0.0509062946	-0.0157153784	-0.0126685375	-0.0342205949	-0.0105189788	-0.047380294	0.092709193	0.0418009994	-0.0491164352	-0.0524432739	-0.1767466546	0.1290877201	0.1274333647	0.1246917927	0.1208863942	0.0	0.0325849799424275	0.0443832441273739	0.00196987235927	0.0010617809178484	0.0854663444193448	0.1717440025651483	0.007304496028406	0.0294960024170976	-0.2191852757743788	-0.4254227428331062	0.0480421851162904	0.1809845101196432	-0.0003341678558991	-0.0002540722205056	1.1166815591620167e-07	6.455269323267759e-08	0.0012322262514201	-0.0001767971642537	1.5183815346888312e-06	3.12572372881498e-08	-0.0013507946385502	-0.0007763509251723	6.027207590160413e-07	1.8246461555359653e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
826.0348451010494	2.532270779267833	6.412395299533718	682333.5653211147	1048.7041481486913	2.0476667947609712	4.1929393023666695	1099780.390344272	886.321641630285	1.7048086727367036	2.906372610638281	785566.0524222032	922.501330468945	545.3381111102289	0.7314699999999998	22.746864	0.5972097751453569	0.4047597374771304	0.0060857282	-0.0539372605	-0.0241801779	0.0161075172	-0.0226936808	-0.0098387375	-0.0622145957	0.0918697603	0.0085175257	-0.0357723626	-0.0129188725	-0.014648073	-0.0423630062	0.059171512	-0.0505826819	-0.0434522675	0.0168612151	0.0152668441	-0.0157704219	0.1000517675	-0.0108262075	0.0767090374	-0.0307679466	0.0525603524	0.0203568569	-0.0012267063	0.0477437564	-0.0608842569	0.1057192765	-0.2433461197	-0.124094681	0.0295839037	0.099262187	-0.0702212598	0.003527375	0.0634086884	0.0288249759	-0.0728038494	-0.0728960854	-0.125662556	0.128726986	0.1259985909	0.1214940211	0.1152767764	0.0	0.0777702047520563	0.0451852248096288	0.0020417045410966	0.0060482047471767	0.0527244266619817	-0.032741917757363	0.0027798651668346	0.0010720331784299	0.1021954377142861	0.3213807134886649	0.0104439074896145	0.1032855630024833	-0.0038859045057941	-0.003551736649895	1.5100253828150889e-05	1.2614833230207358e-05	0.0014150644183708	0.0001828381669507	2.0024073081390904e-06	3.342979529389207e-08	-0.0015742582034985	-0.0002234635649483	4.9935964859403135e-08	2.4782888912823247e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
825.3230299018991	-0.711815199150351	0.5066808777414538	681158.103686451	1056.3059648481826	7.601816699491337	57.78761713266537	1115782.29137385	886.049221532485	-0.2724200977999089	0.0742127096853119	785083.2229783228	920.675108523188	544.8906745891221	1.313927	40.859798	1.397730862044323	0.8120066863850416	-0.0311352569	0.131414411	0.1436804968	0.0391343321	0.1673545381	-0.0524859114	0.1094166064	0.0100135305	-0.0251390834	0.1640806142	0.0702489199	0.1074862261	0.0897934253	-0.1319910146	-0.1058288724	0.0207501443	-0.1165907956	0.0116742327	0.1516007124	-0.1084875915	-0.0949754746	0.1073122597	0.1296001457	-0.1234111911	-0.0295053384	-0.022396607	0.079365321	-0.0073454138	0.1229463688	0.0583656808	0.0299566642	0.0171125223	-0.0880382008	0.1965720046	-0.0128875456	-0.1278094196	0.1871785018	0.0151834034	0.0955990821	0.0353951317	0.1282765399	0.1242126365	0.117534563	0.1083828658	0.0	-0.0510593342362852	-0.1288295389883414	0.0165970501159486	0.0026070556126526	-0.2379710474587284	-0.2906954741207101	0.0566302194286043	0.0845038586742644	0.8623838353327073	0.7601883976184213	0.7437058794431501	0.577886399873663	-0.001278029456175	0.0026078750496191	1.6333592908509664e-06	6.801012274425823e-06	-4.518074898030022e-05	-0.0014602451673511	2.0413000784208997e-09	2.132315948772242e-06	-0.0012820293941317	0.0002922288093668	8.539767702393752e-08	1.6435993674176935e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
826.6822324302469	1.3592025283478506	1.8474315130671897	683403.5134158568	1045.674257416965	-10.631707431217592	113.03320290300736	1093434.6526245212	888.6001435223748	2.55092198988973	6.507202998502979	789610.215067985	924.679331157022	531.183922112595	0.943662	29.345516	0.8988570203426687	0.5837439435522144	0.0118443046	0.0984413793	0.0032303627	0.0067246013	-0.1099278048	-0.0923016037	0.0052301788	-0.0810918706	-0.0032177319	-0.0285167942	0.07984031	0.0685022089	-0.0479280591	-0.0024903654	0.0758242817	0.0484751973	-0.0419816856	-0.023168623	0.0221909778	-0.0869720576	-0.0334646879	0.0028597911	-0.0403208838	-0.0646261018	0.0705008153	-0.0833876705	-0.099501738	-0.1776752729	0.1199202469	0.1406395406	0.1115963704	0.0204989644	0.0732455562	0.0850252365	0.0166913278	-0.140610269	-0.0440044974	0.0064153082	0.0681083227	0.1636505042	0.1277366958	0.1220804792	0.1128382417	0.1002814672	0.0	-0.0880439896962599	-0.0369846554599747	0.001367864739493	0.0077517441216351	-0.0982204906248114	0.139750556833917	0.0096472647785786	0.0195302181353898	0.3701869882138453	-0.492196847118862	0.1370384062428376	0.2422577363137484	0.0023180460977469	0.0035960755539219	5.37333771127963e-06	1.29317593895147e-05	0.0001769188603579	0.0002220996093382	3.130028315033812e-08	4.932823646818116e-08	-0.0005017053387935	0.0007803240553382	6.089056313394543e-07	2.5170824697390055e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
827.3870474893416	0.7048150590946989	0.4967642675266638	684569.32635313	1044.7634216926615	-0.9108357243035244	0.8296217166675258	1091530.607306958	883.7905082253849	-4.809635296989882	23.132591690050948	781085.6624292841	920.8568073508744	556.7370081821915	0.833211	25.91074	0.6320658675847851	0.3492996754007125	-0.0164140523	0.000889424	-0.0702740707	0.0211034595	-0.0985740296	0.0389376018	0.0477944041	-0.1158621874	-0.0089681749	-0.057588501	0.0708111594	-0.0226792278	0.0479748544	-0.0021354844	0.115921793	0.0435230047	0.0232190227	0.0148650321	-0.0323361929	-0.0262677	0.0188487463	-0.1278622024	-0.0316102468	-0.0347280715	0.1413128366	-0.0386220252	0.029495874	-0.0653401997	0.0769678801	-0.1026495988	-0.0164949286	-0.0117036797	-0.0988949996	-0.1587134012	0.1343062335	-0.0041011624	-0.054407671	-0.0273243692	0.0159976128	0.0275886633	0.12710783	0.1196080616	0.1074345	0.0910628379	0.0	0.04759446598257	0.1356384556788299	0.0183977906589379	0.002265233192166	0.0410404790052183	0.1392609696300297	0.0016843209169777	0.019393617662296	0.0825894536475999	-0.2875975345662454	0.006821017853809	0.0827123418885827	0.0020402671924925	-0.0002777789052543	4.162690216761228e-06	7.716112020433288e-08	0.0012220601668895	0.0010451413065315	1.4934310514979923e-06	1.0923203506185795e-06	-0.0004332473963859	6.845794240759994e-05	4.6864898786822706e-09	1.8770330647516118e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
827.2299799355233	-0.157067553818365	0.0246702164624849	684309.4397041262	1048.8545784976895	4.091156805028049	16.737564003327318	1100095.926835566	884.5867147109087	0.7962064855238395	0.6339447675902241	782493.6558430386	922.063509455698	545.9529129482821	0.836037	25.998631	0.5514936748595659	0.3459978135987978	0.0285852242	-0.0854903169	-0.0838663873	-0.0812520999	-0.0576548466	0.0460812833	-0.0809771452	-0.026519064	0.0664797468	-0.0091868525	0.0388904707	-0.0744938083	-0.0411356356	-0.0440326649	0.0385111608	-0.0343172977	0.0827406431	0.005712916	-0.0038288647	0.08482583	0.0962291344	-0.0695585779	-0.0976589109	0.0300937127	0.0605134722	0.0201637113	-0.0723108793	0.0246224188	0.0881539186	0.0611337609	-0.0366993411	0.0636665784	-0.099735939	-0.0672673625	-0.1050175106	0.0988778787	-0.0195601528	-0.0131274843	-0.035913437	-0.1757427091	0.1263903806	0.116802275	0.1013572156	0.0808296822	0.0	0.0472594083082924	-0.0003350576742775	1.1226364509231346e-07	0.0022334516736498	0.1049024738081527	0.0638619948029343	0.0110045290110701	0.00407835438021	-0.2631805459797789	-0.3457699996273788	0.0692639997822145	0.1195568926423175	0.0001710566804946	-0.0018692105119978	2.9260387941831677e-08	3.493947938163451e-06	0.0002629631523627	-0.0009590970145267	6.914961950052859e-08	9.198670832742208e-07	-0.0004310224678111	2.2249285748000037e-06	4.950307162961574e-12	1.8578036775797076e-07	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
