global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	t_comp_cor_07	t_comp_cor_08	t_comp_cor_09	t_comp_cor_10	t_comp_cor_11	t_comp_cor_12	t_comp_cor_13	t_comp_cor_14	t_comp_cor_15	t_comp_cor_16	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
1527.10407660405	n/a	2332046.8607807085	n/a	2035.2389906939336	n/a	n/a	4142197.7492408617	1616.3489903041295	n/a	n/a	2612584.058457179	1718.486923150554	1588.2347713706336	n/a	n/a	n/a	n/a	-0.038848683	0.0363168521	-0.0164709899	0.0446803569	-0.0568280994	0.0885631089	-0.0561476579	0.0364803237	-0.133232992	0.0405728633	-0.104526174	0.073404294	-0.0831111479	-0.2065573842	0.1002405593	0.3401899701	-0.1794535738	-0.1462738315	0.0561025185	-0.0247304644	0.3411098421	-0.2115321744	0.00074373	-0.3092955067	0.2664190834	-0.1887072411	0.4092577275	-0.0095966342	0.0083333601	0.2101408547	-0.0216532698	0.0463343795	0.1763579436	0.0373836299	-0.0077800629	0.100765495	-0.0236970691	0.3070325902	-0.1601981763	0.1841884088	-0.2311377306	0.2391459166	-0.3952636592	0.3193634626	0.1678165764	-0.2476370552	0.0608098144	-0.292620316	0.1202963988	-0.0240989597	0.1509761767	0.2498384012	-0.1003323416	0.0283985743	-0.081187875	0.1852600391	-0.0526378633	0.3155609289	-0.1842069297	0.6227104523	-0.0083659114	0.2239147956	0.1918268502	-0.1449184379	0.084057343	-0.0283413561	0.2419948067	-0.0828169515	0.065587096	-0.0775530046	0.0351065045	-0.0631415959	0.0540918403	-0.1341328643	0.2206018495	0.3330695061	-0.0477189933	0.0231904604	-0.1678970628	0.2695982452	-0.0241736091	0.1338701867	-0.1665540537	0.1409990585	-0.0709690833	0.2040571655	-0.4778012843	0.4002297198	-0.0121718547	0.1180439427	-0.1358368857	0.0075236929	-0.0457306671	0.0597290063	-0.0212675652	0.0408577593	-0.0266625561	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0090101540306477	n/a	n/a	8.118287565599701e-05	0.0003820131030067	n/a	n/a	1.459340108688076e-07	-0.1507955855500427	n/a	n/a	0.0227393086213802	0.0004046707234598	n/a	n/a	1.6375839442547794e-07	-0.0008899224077416	n/a	n/a	7.919618918006065e-07	0.0003841801066553	n/a	n/a	1.475943543496777e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1529.335493892566	2.2314172885160133	2338867.052879619	4.979223115488157	2007.813487512925	-27.425503181008708	752.1582247315188	4031315.000638814	1615.5710211205203	-0.7779691836092297	0.6052360506456114	2610069.7242844007	1720.641870876766	1567.7612830692772	2.044602	78.523857	0.4746563967704427	0.3557998425716685	0.0294363522	-0.0728446351	-0.0308368073	-0.0434547825	-0.1523924112	0.2817405784	0.354623426	-0.0603328324	-0.2410911783	0.0901534499	-0.0942942551	0.056855548	0.1748359305	0.0168753075	-0.4613033394	-0.1538363539	0.0814509254	-0.0427455889	-0.579366312	-0.2754740398	-0.0846408044	0.2051623997	0.0093562778	0.0269866715	0.2132872487	0.2445753459	0.2397108006	0.0052421795	0.0241468976	-0.1926549725	0.1155745729	-0.0408009186	-0.7805465824	-0.0439143719	-0.1953487086	-0.158533492	0.2631656848	0.0668038527	0.0904263586	0.0742198603	-0.1309105241	0.0317115257	0.0403476095	0.0252999217	0.2281442301	-0.0579868893	-0.0794191644	-0.0699050004	0.0693381055	0.0693141715	-0.0800049696	-0.8250580402	-0.0232013317	-0.1826962635	-0.2212579587	0.0512360174	0.1098284283	0.1326584552	0.09529587	0.1409308491	-0.0814342417	0.0033960823	0.0308450768	-0.1503099647	0.0198202927	-0.0937587103	-0.0601549764	0.033785483	0.0398035792	0.0382857017	0.058528997	0.0037888763	-0.0525246808	0.1575830309	0.2887170836	0.1668061852	0.1107783014	-0.5516074029	-0.4209878171	-0.3754826747	0.0425372734	0.0412327972	0.1763794562	0.0410493918	0.142665282	-0.03699152	0.0615706521	-0.0860427437	0.0848427777	-0.1091757125	0.037218478	-0.0620307454	0.0383140494	-0.0005333565	0.0626941563	-0.0279116668	-0.0693136193	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0304779806935613	-0.0214678266629136	0.0004608675816289	0.000928907307157	-0.0215373792782429	-0.0219193923812496	0.0004804597623631	0.0004638587061748	0.1977498807927418	0.3485454663427845	0.1214839421081091	0.0391050153535436	0.0006659020523181	0.0002612313288583	6.824180717707328e-08	4.4342554328145753e-07	0.0004426478791701	0.0013325702869117	1.7757435695599309e-06	1.9593714493378745e-07	0.0004448527185552	6.06726118999e-05	3.6811658347558876e-09	1.97893941205952e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1532.3353878237087	2.999893931142651	2348051.740776836	8.999363598106509	2015.267292695887	7.453805182962014	55.55921170555139	4061302.2610098096	1625.045191230921	9.474170110400792	89.75989928081175	2640771.873542741	1720.214793806034	1556.491192132425	1.996774	76.68701199999998	0.0680364710228075	0.0554976381941765	-0.0793741495	0.1451629775	-0.0859184324	-0.0956054883	0.0919936532	-0.17044331	-0.3188693131	0.1711425154	-0.1529612545	0.1583464639	0.100098693	-0.3883325037	-0.0320049577	0.0559991852	-0.021966197	-0.343704216	0.2191299934	-0.0076474482	-0.0057961939	0.0804629073	-0.1112906658	-0.032749007	-0.0301960288	-0.0723112938	0.0553721744	-0.1805466272	-0.0987131204	-0.1515103006	0.2285108916	-0.2838666029	-0.0080371937	-0.0272362195	-0.0219026453	-0.1921674755	-0.0327805387	0.0889413514	-0.1214745619	-0.1291079592	0.2133364745	-0.0150647376	-0.1978541563	0.0874946266	-0.0735432343	-0.0073388987	-0.1786250088	-0.2155541068	0.3341350087	0.3031801132	-0.3569307296	-0.0250601184	0.1891715057	-0.0151071226	-0.0896792869	0.143287341	-0.026969892	0.0973810256	0.0554559918	-0.1035564167	0.2386689285	-0.070818592	0.2056283409	0.3252864049	0.108586739	0.2121580425	-0.1932353297	0.2851725522	-0.0619407242	-0.288779126	0.1635194139	0.0296328912	0.1537744516	0.3642489133	0.0227318969	0.115398421	0.1838382505	-0.1943264136	-0.1244394151	0.2797600167	0.10402495	-0.3547436004	0.2683563661	-0.3216505932	0.2019365595	-0.0357360284	-0.1900763135	0.1910608258	0.0753902222	0.0914913268	0.0602632911	0.035915244	-0.3493652937	0.0764202945	-0.1800785882	-0.079156359	0.0751849851	0.148603297	0.0215966359	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0307164999962594	-0.000238519302698	5.6891457759587264e-08	0.0009435033720202	-0.0154866948629148	0.0060506844153281	3.661078189389436e-05	0.000239837717777	0.1425759858968405	-0.0551738948959013	0.0030441586779839	0.020327911754456	0.0006359230953958	-2.997895692229992e-05	8.987378581491142e-10	4.043981832577758e-07	0.0003731310136116	-6.951686555850003e-05	4.832594597078567e-09	1.3922675331882e-07	0.0004128810928584	-3.197162569680003e-05	1.022184849696284e-09	1.7047079683994674e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1527.5686195519434	-4.766768271765386	2333465.8874398298	22.722079756709167	2014.944484576057	-0.3228081198299151	0.1042050822281248	4060001.275923472	1620.5929204874517	-4.452270743469398	19.82271477315355	2626321.413934048	1722.5707634072996	1559.8026186896286	1.719535	66.039528	0.0771098654766275	0.0344120268706353	0.0250560168	-0.1675650902	0.0542406876	-0.0378812898	-0.0039078436	0.0336276776	-0.1232541291	-0.157072811	0.0982719233	-0.1583958249	-0.1903445443	-0.0971675411	-0.0819064059	0.3330430291	-0.0556909543	-0.1366277001	-0.0751079574	-0.0817511247	0.0553698218	0.0776812531	-0.0911827757	-0.1781464387	0.047136094	-0.0626072282	0.0006404739	0.0411558462	-0.1038374876	0.0062686061	-0.204774882	-0.073588259	0.0953235631	-0.2516289287	0.0921083629	-0.0022140261	-0.0494731039	0.0891573242	-0.0457442131	0.0992420011	-0.0100167864	0.055391665	0.097073846	-0.042480005	-0.0750271231	0.0642641642	-0.0474243323	0.0823045622	-0.0653254972	0.0022656223	-0.1162710458	0.1734150051	-0.077162878	0.0996921642	-0.0566871323	0.0764003822	-0.0408868243	0.1401865993	-0.0974072565	-0.0061484079	-0.0832378963	-0.0386129518	-0.0449366679	0.0175723765	-0.1610073351	0.0543378058	-0.0183112524	-0.0370298775	-0.2149967106	0.0953649766	-0.0743116846	-0.2722502572	0.1087281698	-0.0359474593	-0.0883202949	0.0687524008	0.0428346023	-0.0783923248	0.1332007627	0.1203683281	-0.0088655044	0.1382296413	-0.0085742388	0.0235356904	0.0242185768	-0.0604251936	-0.1853305252	-0.2674088549	-0.0600045356	-0.1455023896	-0.0439774901	-0.1557471089	-7.32448e-05	-0.0931474058	-0.1237051063	0.5435885623	-0.3618455642	0.0840500518	-0.0585292332	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.041582425780021	-0.0108659257837616	0.0001180683431382	0.0017290981337509	-0.0393456817967603	-0.0238589869338455	0.0005692512575094	0.0015480826760519	0.1510114043821175	0.0084354184852769	7.115628502175267e-05	0.0228044442534594	0.000813996899609	0.0001780738042132	3.1710279746961084e-08	6.625909525730645e-07	2.510578285153109e-05	-0.00034802523076	1.211215612455992e-07	6.303003325882324e-10	0.0002599894423568	-0.0001528916505016	2.337585679310341e-08	6.759451013699981e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1525.113982412037	-2.4546371399062537	2325972.6593487035	6.025243488607153	1997.4794864430144	-17.464998133042627	305.02615978718245	3989924.298760648	1613.786845674846	-6.80607481260563	46.32265435478476	2604307.983273169	1714.852325036137	1556.599089014505	1.55363	59.667862	0.1152968020124073	0.0587907155319565	-0.0528299209	0.0764020726	-0.0982462879	0.164691847	0.0320043924	-0.0360845089	0.0392154892	-0.2316276726	0.0441746508	-0.0915995498	0.0935683888	-0.1020311889	-0.2596110995	-0.0242402106	0.075194987	-0.1570112169	-0.1396733139	0.0917525719	0.0133842712	0.0055933564	0.152042363	0.0263461462	-0.0272303924	0.15743598	0.020406439	0.040593698	-0.1145848865	0.0959950778	-0.0050827426	0.0204769836	-0.0389539125	0.1003833989	0.0281471587	0.0933187096	-0.0715805524	-0.0021234392	0.0719436449	-0.0314185508	0.0267139011	0.0200871825	0.131393592	-0.0021301888	-0.0576037019	-0.1505799297	-0.1526817782	0.0438866243	0.0361732177	0.0166454492	0.1396695347	-0.0621086742	0.0650968194	0.0199397583	0.0204717145	-0.0911760051	-0.0361416007	0.0736684066	0.0669137598	-0.12969386	-0.0953798624	-0.0985636557	-0.091268659	-0.0331084555	-0.0764736184	0.0030103129	-0.1108896119	-0.0170670046	0.0842058083	0.046848	-0.0210662307	-0.0377351074	-0.1419989766	0.1003471879	0.0975077234	0.0701520975	0.0011749301	-0.0293697909	0.0727704129	-0.0216953833	0.2179334393	-0.0691063297	-0.1829962467	0.1865852337	-0.0731047894	-0.4613174133	0.0587075936	-0.1719007395	0.1031674562	0.0465239983	0.0332654253	0.373127717	0.0570931947	-0.0627053304	-0.0378790165	0.0159494351	0.0163840611	-0.1301341657	-0.0338159999	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0248673592983266	0.0167150664816943	0.0002793934474874	0.000618385558472	-0.0787248233941824	-0.0393791415974221	0.0015507167929498	0.0061975978184452	0.1841111731285849	0.0330997687464674	0.0010955946910696	0.0338969240707837	0.0006899543426821	-0.0001240425569268	1.5386555928963223e-08	4.760369949858887e-07	0.000183172587151	0.0001580668042994	2.49851146214466e-08	3.3552196683590685e-08	0.0004999365848669	0.0002399471425101	5.757463119876225e-08	2.499365888883791e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1523.689757720423	-1.4242246916141994	2321630.477782121	2.028415972203561	2005.9814344518325	8.50194800881809	72.28311994464589	4023961.515365432	1618.5758765968117	4.789030921965605	22.93481717154273	2619787.8683011374	1716.9878143276935	1557.204115975386	1.334037	51.234291	0.1075738862263068	0.0545344154083572	0.0321488415	-0.1064126482	0.0576079952	-0.0548924904	0.0858137874	-0.0741721777	-0.0252450621	-0.060431893	-0.0132621227	0.0839132251	-0.0131385389	-0.1044210236	0.1406434429	0.0309611074	-0.0100812973	-0.007353688	-0.1562633633	0.0119276353	0.0829134291	-0.0630983146	-0.0377120717	0.0859641107	-0.0979098238	-0.0030062755	-0.1353140602	-0.0237291259	-0.0121092834	0.0161951503	0.0735917089	0.0230356997	-0.1333826436	0.0698191858	0.0520167094	0.0919122054	-0.0297527147	0.0790445739	-0.0265175282	0.0913740359	0.0624704071	0.0502212906	0.0842507609	0.0806677683	0.0644679455	0.0555131017	-0.1034699338	0.0481352254	0.0005930105	0.0519053267	-0.0443869223	-0.1776721545	-0.0371463464	0.0737125186	-0.0361799908	-0.0319219094	0.0456539944	0.037796587	0.0058414001	0.0652986437	-0.0812544991	-0.1029495772	-0.0311375579	-0.0005478678	0.0234022548	0.1751172535	0.0821963553	-0.0731391647	-0.0281576549	-0.0718800981	-0.1458818964	0.0685909511	-0.0566813882	0.0746512926	0.0811071715	0.0039392512	-0.137194582	-0.0015708646	-0.000102371	0.0920362967	-0.0066461484	0.0169947274	-0.0076040635	-0.0301795286	-0.0996861188	0.0383536469	-0.0242550898	-0.0153323974	-0.03551055	-0.0462247901	0.024540074	-0.065848849	-0.0118263234	-0.0587532854	-0.0053694027	0.0087132005	0.0743639253	0.0787274099	-0.1070106885	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0303210813456047	-0.005453722047278	2.9743084168967223e-05	0.0009193679739667	-0.0672890210752825	0.0114358023188998	0.0001307775746769	0.0045278123572698	0.1329281559473116	-0.0511830171812733	0.0026197012477785	0.0176698946435527	0.0003229985009983	-0.0003669558416838	1.3465658974586614e-07	1.043280316471488e-07	1.2040051994288705e-05	-0.0001711325351567	2.9286344589163023e-08	1.4496285202517542e-10	0.0002479980681303	-0.0002519385167366	6.34730162154381e-08	6.150304179636093e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1523.856124855196	0.1663671347730542	2322137.4892586945	0.0276780235325955	2014.6968313778148	8.715396925982304	75.9581435774218	4059003.322363807	1620.1944352669143	1.6185586701026295	2.6197321685643926	2625030.008069875	1716.8104174441703	1567.360254511396	1.268697	48.724899	0.3453314180946213	0.2700051427204766	-0.0665515326	0.0746018764	-0.0476129723	-0.0665603065	-0.0021205938	-0.0803219802	-0.0018545961	0.019944598	-0.0670662915	-0.1017068276	-0.0042934527	0.0469064035	-0.0693526323	0.0041517361	0.0345400562	0.1187680203	-0.0145882255	0.0322792778	0.0965483894	-0.1395965671	-0.1884199477	-0.1030697487	0.0460834688	0.1243879928	0.0127583504	0.0210143611	-0.0493135463	-0.026538853	0.1146205068	0.0214023572	0.1328631661	0.0072102571	0.1817249924	0.0941495559	0.0257374271	0.0061530523	-0.0551992433	-0.1410459696	-0.0954157319	-0.0974019535	-0.2059143667	-0.2339361352	0.0302919412	-0.4443990861	0.2775702585	-0.0588350755	-0.0778665202	-0.186744167	0.0632886517	-0.0243355883	0.0412382673	0.1375320931	-0.0034303691	-0.1807000223	0.0312337108	-0.1779988453	-0.0507390831	-0.0324415264	0.1175544564	-0.0366111559	0.3827114639	-0.2323017221	-0.0877800501	-0.3997854639	-0.0636473484	-0.0607835932	0.1709542303	-0.006362062	0.1399639969	0.0994801504	-0.0549858733	-0.0675748033	-0.2387360216	-0.1266657455	-0.0397180652	0.0784008054	-0.0412391052	-0.0073806545	0.0631468106	-0.0305020112	-0.0065810859	-0.0243665774	0.0329775524	-0.1382860083	0.1056671334	-0.1190771093	0.0135198534	0.1615286811	-0.0829036815	0.0934691323	0.1081108505	0.0438485504	0.0887367192	-0.1094090563	0.1197231549	0.044807557	0.1731518421	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0302530114056622	6.80699399424993e-05	4.633516723775461e-09	0.0009152446991111	-0.0344251360873073	0.0328638849879752	0.0010800349365028	0.0011850899946296	-0.137921811456593	-0.2708499674039046	0.0733597048426961	0.0190224260754679	-1.9496115518929523e-06	-0.0003249481125501	1.0559127584993287e-07	3.800985203274446e-12	-0.0001790005634787	-0.0001910406154729	3.6496516760298326e-08	3.2041201725692106e-08	0.0005629992553631	0.0003150011872328	9.922574795807355e-08	3.169681615394051e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1523.5037968160143	-0.352328039181657	2321063.818912812	0.1241350471935912	2004.635924170999	-10.060907206815727	101.22185382415664	4018565.188476916	1614.518672044673	-5.675763222241358	32.2142881549476	2606670.542380894	1714.2153198225385	1560.3854410622928	1.256753	48.266167	0.0929877046262785	0.0575272410127123	0.0892517065	-0.0805561369	0.1143514665	-0.0241274164	-0.122363091	0.0014648205	-0.0029542819	-0.0948958089	0.1967350508	-0.1745348635	0.0888153865	0.0836174585	-0.1964823203	-0.126843402	0.0441010481	0.0421082072	0.0790469892	-0.1045293048	0.1612324263	0.1033050623	-0.0131808444	0.0332707263	0.1817695652	-0.022527539	-0.1470883807	-0.0322432288	-0.064388988	-0.1224670326	0.1136296466	-0.0711051317	0.1508546673	-0.0474331155	0.0615031459	0.0692834483	0.021913857	-0.0524687378	-0.0555960659	-0.0194319105	-0.0382526355	0.0418910125	0.0825621883	-0.1966487592	0.0522493531	-0.0276456197	-0.026512958	0.0112952123	-0.1092297021	-0.0241372476	0.0820299652	-0.0488275233	0.1431131511	0.0651213418	0.0208474413	-0.0273724524	0.0171176739	0.0033286683	-0.0470010626	-0.1124859423	-0.028887538	-0.0587361307	0.0378376593	-0.152292043	-0.0131902819	0.0796487867	0.026096968	0.0699599476	0.1528480417	-0.0253802403	-0.0230095231	0.233023123	-0.0033892277	-0.1170533497	-0.0507448877	-0.107394513	0.0398510531	0.0004614013	-0.0222956391	0.123644288	-0.0397422592	0.1638128139	0.0641029049	-0.036293978	-0.034124824	-0.0113249162	0.0336598465	-0.1519832877	0.1565127344	-0.0105553553	-0.0028542407	0.0151109268	0.1958047976	0.1396829614	-0.018422271	-0.0843347093	0.1292904428	0.0416928733	0.2540160124	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0300032306947457	0.0002497807109165	6.239040354595254e-08	0.0009001938521221	0.0129772559641452	0.0474023920514525	0.0022469867721996	0.0001684091723589	-0.1378890832733788	3.2728183214203455e-05	1.0711339765024688e-09	0.0190133992859727	-7.398640085013059e-05	-7.203678929823764e-05	5.189299012398684e-09	5.473987510756204e-09	-0.0005040019513244	-0.0003250013878457	1.0562590210163113e-07	2.540179669388029e-07	5.398135889313187e-05	-0.0005090178964699	2.590992189267113e-07	2.9139871079491073e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1524.1868660648595	0.6830692488451859	2323145.602684618	0.4665835987179265	2001.7121362125167	-2.923787958482308	8.54853602616614	4006851.476260477	1616.232222980514	1.7135509358411127	2.936256809721953	2612206.5986005343	1713.837862409684	1565.992645491415	1.342425	51.556427	0.0355952491226625	0.0214597588842479	-0.1018177434	-0.0031567794	-0.0756097421	0.0592940337	-0.0255676151	0.00533235	0.0365260275	0.0996507477	0.0054920985	-0.0235620217	0.064847929	0.0059217458	0.0287507361	-0.0035818908	0.0552542501	0.1629615727	-0.0045256378	0.0679126762	-0.0346373811	-0.0046439513	0.0549222237	0.0218563151	0.0261313055	-0.0307339287	-0.1067317391	-0.0736963829	-0.0365003896	0.0513583312	-0.1569356637	-0.026604141	-0.2692686723	-0.0419398177	0.0583990863	0.0552177571	-0.0907456476	0.0837817273	0.0175502182	-0.0796527338	-0.085886308	0.0747825802	0.071040456	0.0665550679	0.1770536111	0.0712677002	-0.0293454683	-0.0724570287	0.0880765804	0.0211960576	0.2024374698	0.0337582575	-0.1251498785	0.0500726408	0.0489161532	-0.0682784432	-0.0275686011	-0.0260565077	0.0968354836	0.0232479084	-0.115332794	-0.0697482116	0.0201547149	-0.07963295	0.1675949075	0.0741335586	0.0999537967	-0.1065818957	-0.0625291076	0.1105406806	-0.1138796236	-0.0117826788	0.0285007609	0.0898534882	-0.0107575383	-0.1197973456	-0.124591034	0.0232656384	-0.0416867661	-0.0544756948	0.0224926386	-0.0080329597	-0.0350483203	-0.0189593534	0.0444723837	-0.0332100866	0.0205355283	0.0916410052	0.0405248258	0.0206685357	0.0038854674	-0.0372586299	0.0255364644	0.0271016493	-0.0530780176	0.0357148395	-0.0231099905	-0.0137319892	-0.051503432	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0302731230316055	-0.0002698923368597	7.284187349564253e-08	0.0009164619780867	0.0314170351883547	0.0184397792242095	0.0003400254578375	0.0009870301000263	-0.1378821610184388	6.922254939978334e-06	4.791761345405445e-11	0.0190114903271146	4.656299411176626e-05	0.0001205493949618	1.45321566256794e-08	2.1681124206523795e-09	-0.0005429944965573	-3.8992545232900016e-05	1.5204185837397535e-09	2.948430232915157e-07	0.0002320125248314	0.0001780311659382	3.1695096045339163e-08	5.3829811678641e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1527.303219041814	3.116352976954431	2332655.122895487	9.711655876972744	2001.97870016659	0.2665639540732627	0.0710563416111725	4007918.715920709	1619.4443208554535	3.2120978749394453	10.3175727581905	2622599.908350981	1716.805088732211	1562.223437376368	1.177002	45.203285	0.1381871288808657	0.076014795077048	0.051083647	-0.1161649704	0.1373864089	0.0794470834	-0.0747546681	-0.0771928104	-0.0171684071	0.0571814703	-0.054645765	0.0982428776	-0.0102694746	0.0840787363	-0.0099270486	0.0163870743	0.2716334218	0.1162654104	-0.0046110906	0.0269162634	0.1734418648	0.0249546477	-0.0014466858	0.0060473426	-0.0028313732	-0.0572618653	0.0157459152	0.1772991265	-0.0489822783	-0.1132542346	-0.0997940083	-0.0856152334	-0.0747075513	-0.0457091618	0.15684119	0.042458805	0.0396644303	-0.0699290979	0.0556224802	-0.0009331152	0.0004826583	-0.0808883503	0.0420544049	0.0580151954	-0.0081306527	0.010500589	0.1066501057	0.0081955579	0.0661889321	0.1058513176	-0.0890478372	0.0489653572	-0.2950015868	0.1671277576	0.0436951396	-0.0397697204	-0.0016533188	-0.079501224	-0.0443918073	0.0326447467	0.0178614461	-0.0470577162	-0.1135183851	-0.040512424	0.0529677933	0.0260343088	-0.1174735982	-0.0418459251	-0.1666780683	0.1199637132	-0.1050930264	-0.1185107382	0.1552776088	-0.075595619	-0.0210473587	-0.1377899599	-0.0280406251	-0.0576014236	-0.0116832481	0.0660284221	-0.0492558434	0.0412774444	0.0296550182	-0.007184393	0.0592961926	0.0850652904	0.0154744602	-0.0567439432	0.0563842262	-0.0710452845	-0.0003393865	0.0664233166	0.042971105	0.07399658	-0.0542850446	-0.0941250998	-0.0289951631	-0.0366317331	0.166981448	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0103840082243493	0.0406571312559548	0.0016530023219639	0.0001078276268033	0.0711011371469254	0.0396841019585706	0.0015748279482582	0.0050553717035858	-0.1896553310382671	-0.0517731700198282	0.002680461133902	0.0359691445912346	-6.793590258247297e-05	-0.0001144988966942	1.3109997344198069e-08	4.615286859695258e-09	-0.0005410079919241	1.9865046332000723e-06	3.946200657725354e-12	2.92689647325747e-07	0.0002369816364342	4.969111602800012e-06	2.469207012108171e-11	5.6160296007031356e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
