global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
1715.2225792023598	n/a	n/a	2941988.496205596	1925.4256080804869	n/a	3707263.7722521126	n/a	1790.5297399203848	n/a	3205996.749539361	n/a	1825.54500459618	989.8205965819184	n/a	n/a	n/a	n/a	-0.0554991108	0.0301391467	-0.0431976702	0.0883894624	-0.0631746055	-0.0088560772	0.0853285121	-0.0210487174	0.0580683083	0.2274705629	-0.0527745074	0.3771375227	-0.2491653842	0.2271001446	-0.3764954666	0.2593221736	-0.1401373278	0.3969743317	-0.0051014772	0.0719792596	-0.0061206425	0.0217966759	-0.3521773214	0.1822972056	-0.3596429445	0.396576292	-0.0297208299	0.2806129316	-0.283898316	0.014166185	-0.2565427063	0.2318819557	-0.0365079843	0.0116371328	-0.0436010659	0.0338984279	-0.0432910734	0.0245193006	-0.0124282636	0.0170070896	-0.0262922846	0.0036917866	-0.1025331114	0.1975570154	-0.3012961974	0.1135140729	-0.0854673064	0.0181998959	0.1207136672	0.2553048171	-0.3028285135	0.0591994755	-0.0478870066	0.1715894335	-0.070103213	0.143265714	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0332107930375684	n/a	n/a	0.0011029567741842	0.0520253572966566	n/a	n/a	0.0027066378018447	0.0328797290269875	n/a	n/a	0.0010810765808881	0.0012422448102889	n/a	1.5431721686897052e-06	n/a	0.0047540649099289	n/a	n/a	2.260113316781728e-05	-0.0007309566243726	n/a	n/a	5.342975867141863e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1715.460141362052	0.2375621596920609	0.0564357797175562	2942803.4966019117	1926.1522808222808	0.726672741793891	3710062.6089168745	0.5280532736662509	1789.9694671215088	-0.5602727988759852	3203990.6932272585	0.3139056091603302	1823.761787893844	988.686080452248	0.871205	17.976339	0.0383708889430458	0.0300061486757505	-0.0208940586	0.0099162723	-0.0507453992	-0.009507214	-0.0631772787	0.0189988046	0.063990746	-0.0531864369	0.0179139726	0.1854402577	-0.0980844992	0.0599657875	-0.1656430832	-0.1285643761	0.1029571052	0.2135350466	-0.0833118028	-0.2777570867	0.0199792546	0.0391515642	-0.0327321541	-0.0073606702	-0.1871047877	-0.0378481131	-0.0363988395	0.1171478579	0.0156720093	0.0863515344	0.2512972803	0.2102673129	0.1627663758	-0.1713010699	-0.0127168407	0.0104134679	-0.034562786	0.0362691648	-0.0294457017	0.025473259	0.0276493518	0.0271772459	0.0087066659	0.0083043597	0.0099205971	0.0812957639	-0.162750073	0.1059225783	-0.0060730921	0.0199544217	0.0824579903	0.0981413824	-0.005152311	-0.0077870018	0.0108175958	-0.0597174931	0.124990457	0.0574381405	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0331244316216583	8.636141591010504e-05	7.458294157998145e-09	0.0010972279702579	0.0524692917754947	0.000443934478838	1.970778215012503e-07	0.0027530265794219	0.0326998205354698	-0.0001799084915177	3.2367065320174694e-08	0.0010692782630519	0.0007081015986237	-0.0005341432116652	5.014078739734395e-07	2.853089705680146e-07	0.0046972056298049	-5.685928012399977e-05	3.2329777362194752e-09	2.206374072867085e-05	-0.000893167823719	-0.0001622111993463	2.6312473193397504e-08	7.977487613269346e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1719.5484829680654	4.0883416060135005	16.71453708746105	2956846.985277775	1935.7701652586	9.617884436319171	3747206.132705308	92.50370103039056	1793.3982924791385	3.4288253576296484	3216277.435467089	11.756843333124086	1828.8466136865584	987.0871775309244	0.7647939999999999	15.780665	0.0857582443739717	0.0473106798589526	-0.0229265411	-0.0154143296	-0.0088273382	-0.0184974503	-0.091811881	-0.0465917444	0.0939334511	-0.023079652	-0.0622174578	0.1157288624	0.0646012592	-0.0206245272	-0.1233438804	0.0424374809	0.0503721927	-0.0047619697	-0.0797353259	-0.0941263419	-0.0491963401	0.0930400431	-0.0113790264	-0.0526395577	-0.0763460681	-0.0922798862	-0.1206730725	-0.0103752197	0.0314190076	0.0611469569	0.0900201503	0.0099615495	-0.0025480691	0.0061347567	-0.021389469	0.0142100892	-0.0232891278	0.0312415013	-0.0698102337	-0.0061858783	0.0074400187	0.0439794922	0.008607841	0.0308955808	0.0921399461	0.0649047794	-0.1227313226	0.0626857995	0.0099089038	0.0302972527	0.0128820797	0.057816769	-0.0485053893	0.0002624518	-0.1378301196	-0.0297482371	0.0448832435	-0.0025972948	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0492145359517621	-0.0160901043301038	0.0002588914573536	0.0024220705489472	0.0185848805431732	-0.0338844112323215	0.001148153324561	0.000345397784804	0.0327430978597362	4.327732426639974e-05	1.872926795659112e-09	0.0010721104574522	0.0005770116777425	-0.0001310899208812	3.329424762512147e-07	1.7184567356639274e-08	0.0045441368771943	-0.0001530687526106	2.3430043025765282e-08	2.0649179958677163e-05	-0.0013238181799728	-0.0004306503562538	1.8545972934152487e-07	1.7524945736264963e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1722.1567655586323	2.608282590566887	6.803138072254311	2965823.92515937	1931.861599707788	-3.908565550812	3732089.2404255336	15.276884664994313	1789.8817200205956	-3.516572458542896	3203676.571663886	12.366281856182429	1823.9037826962376	1004.9834178500704	0.749978	15.47496	0.1504572328999165	0.0826803091115541	-0.0176079364	-0.0115553091	-0.0550925058	-0.0177233432	-0.094893815	-0.01311084	0.0452243401	-0.0216566924	-0.088050913	0.0513022933	0.0220635325	-0.0136845466	-0.0496779662	0.031581128	0.0302845512	-0.0811531613	-0.0213369209	-0.01272783	-0.011568298	0.0439298004	-0.0076142957	-0.0965519982	-0.057510669	-0.0698022872	-0.0164554907	-0.0136327339	-0.0032727144	-0.0066147554	0.0023600104	-0.0518164081	0.0888764745	0.0690267398	-0.0135160054	0.0097905319	-0.0403051861	0.0394002146	-0.0229242384	-0.0857626812	-0.001130845	0.0037958038	-0.0026655334	0.0809411685	0.0522773633	0.004170242	-0.0921309265	0.061937583	0.0577404345	0.0465148834	0.1156841305	0.021479422	0.0705107	0.0288134088	-0.0175767801	-0.0379041479	0.1187043724	0.0291821871	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0441779117909391	0.005036624160823	2.536758293738603e-05	0.0019516878902079	0.032440159920597	0.0138552793774237	0.0001919687666264	0.0010523639756739	-0.0445345804310335	-0.0772776782907697	0.0059718395620116	0.0019833288541681	0.0003641431218075	-0.000212868555935	1.3260021315971178e-07	4.531302210585224e-08	0.0041166919813788	-0.0004274448958154	1.827091389587235e-07	1.6947152869548507e-05	-0.0017692577496403	-0.0004454395696674	1.9841641022556757e-07	3.130272984662258e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1722.9981369280747	0.8413713694424132	0.7079057813174018	2968722.5798576167	1940.420545474504	8.558945766716079	3765231.893299572	73.25555263758709	1787.7610490263646	-2.120670994230977	3196089.568415848	4.497245465772601	1823.1786338106856	1006.8300730740584	0.756629	15.612191	0.0508481375851814	0.0296256118367358	-0.003781464	-0.0413147849	-0.023268518	-0.0097714192	0.0939462803	0.0169692598	-0.0113864309	0.0026056564	-0.0698995481	0.0394185108	-0.0389471774	0.0245515345	-0.0349434754	-0.1192746385	-0.0673209282	-0.1620815288	0.0637729728	0.0482592866	0.0132627018	0.0044572078	0.020909372	-0.0183283622	-0.0124859774	-0.1150455099	0.0534923929	0.0440030762	0.0508771453	-0.1773184317	-0.0611417618	-0.0843780534	0.0827495094	-0.0103687524	-0.0048922256	0.0059761235	-0.0386284628	0.0524623454	-0.0104453614	-0.0827059487	-0.0035185395	-0.0015464893	-0.0122392328	0.03457878	0.0841358096	0.0300636567	0.028550934	0.0830484171	0.0271361369	-0.017003381	0.0918585991	-0.0350485197	0.0242672812	0.0904874866	-0.0227094687	-0.0189324056	0.049668768	-0.0918051701	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0194658275906931	0.024712084200246	0.00061068710552	0.0003789184437905	0.0187864204724519	-0.013653739448145	0.0001864246009178	0.0003529295941677	-0.0353868419865932	0.0091477384444403	8.368111864789103e-05	0.0012522285857841	0.0004301449993101	6.600187750259998e-05	1.850247204314859e-07	4.3562478338682135e-09	0.0041166382801776	-5.370120120026106e-08	2.8838190103509202e-15	1.6946710729823586e-05	-0.0017698936807835	-6.359311432000032e-07	4.0440841889166315e-13	3.1325236412773654e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1720.4038531518177	-2.5942837762570434	6.730308311750505	2959789.417939621	1938.6881955168967	-1.7323499576073118	3758511.919436561	3.001036375622055	1788.7435026662552	0.9824536398905366	3199603.318330744	0.9652151545341642	1823.3675890371555	1008.0184041623716	0.806712	16.645597	0.1778827926657349	0.0815693328129504	-0.0019401788	-0.019792976	-0.0175156176	0.0822177366	0.0260146991	0.0118180998	0.0346141107	-0.0081864061	-0.0342052869	0.0623056219	-0.0258110639	-0.0925311536	0.0386170525	-0.1577584305	-0.0095478591	-0.103020907	0.0371941065	0.0141254907	0.0142996137	0.029332695	-0.0042389362	0.0040078951	-0.0173490986	0.0043834319	0.0968941619	-0.0663154711	0.1606146758	-0.1063184649	0.0071952715	0.0241035876	-0.0277112257	0.0065372386	-0.0029126136	-0.0103702156	-0.0087002248	0.0028837282	-0.0342795266	-0.0303796671	-0.0395719901	0.0724785201	-0.0219631316	-0.01791001	-0.0551973951	0.0113081168	0.0760186494	0.1403089318	-0.0550918281	0.0356640858	-0.0443867204	-0.0390961119	0.0057029665	0.0689738813	-0.0363498372	-0.0426613171	0.0255306601	-0.1256268667	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0238258921108212	-0.0043600645201281	1.9010162619679884e-05	0.0005676731348764	0.0134057328628358	-0.005380687609616	2.895179915227621e-05	0.0001797136735897	0.0078899646364476	0.0432768066230408	0.001872881991488	6.225154196439372e-05	0.0013177915479867	0.0008876465486766	1.7365745639451833e-06	7.879163953774798e-07	0.0035520304011751	-0.0005646078790024	3.187820570317013e-07	1.2616919970872142e-05	-0.0007248434302036	0.0010450502505798	1.0921300262371114e-06	5.253979983093212e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1720.5756240215017	0.1717708696839963	0.0295052316719964	2960380.47797698	1935.9794652184776	-2.708730298419141	3748016.489747623	7.337219829573849	1788.2904774512515	-0.4530252150036631	3197982.831742825	0.2052318454291151	1823.4698760389176	996.5243196699356	0.780022	16.09487	0.1471921671358032	0.0639225937023573	0.0060686676	-0.0190940012	-0.0005769492	-0.0062421147	-0.0418813915	0.0283486097	-0.0348657537	0.0587041329	-0.0929967966	0.0683820722	-0.0182368891	0.0494113511	-0.0050644884	-0.0726064254	-0.0502562687	-0.1016056437	0.032040049	-0.0099545917	0.0275520979	-0.0232510244	0.0658414446	-0.0870092812	-0.0846436777	-0.000993354	-0.0077291635	0.0315944344	0.0137416699	-0.1042725764	0.0119337276	-0.0425947235	0.1099630558	-0.074263352	-0.0031218934	-0.0224500331	0.0125348617	-0.0053415789	-0.0086552892	-0.0265862687	-0.0266129772	0.0176251031	-0.0086142269	0.0772829351	-0.0188038594	0.0179052596	-0.0629428587	0.093242292	-0.0345418788	0.1295036545	-0.0889418338	-0.0145703455	0.0721470439	0.0058301684	0.0026369932	0.0230351978	0.1051629221	-0.0903877859	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0129981214827665	0.0108277706280547	0.0001172406167737	0.0001689511620807	0.0544373290971407	0.0410315962343049	0.001683591889535	0.0029634227992304	-0.009847194393501	-0.0177371590299486	0.0003146068104536	9.69672374233975e-05	0.0006219331576761	-0.0006958583903106	3.868008526169647e-07	4.842188993656595e-07	0.0031841311938765	-0.0003678992072985	1.3534982673093814e-07	1.0138691459817386e-05	-0.0012129986574643	-0.0004881552272607	2.3829552590194575e-07	1.4713657430101944e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1721.3400071926635	0.7643831711618532	0.5842816323554509	2963011.420362039	1942.7193840086	6.739918790122374	3774158.605002754	45.42650529744465	1789.1943489095495	0.9038714582979992	3201216.418169867	0.8169836131257517	1825.4047194067407	1010.2265283090096	0.848421	17.50621	0.1294658551667739	0.0654439486963443	-0.0044799541	-0.0306666297	0.0100697295	0.0405396212	0.0188001741	0.0033492594	0.0358725874	0.0172602518	-0.051457241	0.1026781944	0.001626092	-0.0157212284	0.1033456592	0.0357082574	0.0618976516	-0.0631346072	-0.0165113576	-0.0242293034	0.0012554236	0.0386255244	0.0305005241	-0.013324161	-0.0464474959	-0.0809007339	0.0853291443	-0.0623268738	0.0014016674	-0.0620751979	-0.0160082893	-0.0438421801	-0.0712797099	0.0166600777	-0.0075765495	-0.0215138336	0.009936248	0.0495506271	0.0516225182	-0.0177044316	-0.0156081315	0.0590728729	0.0094225916	0.0063730703	0.0018078801	-0.0163344161	0.072386614	0.0811052781	-0.019778289	0.0100440864	0.0099774844	-0.0985528851	0.0495679716	0.1142472047	-0.0307107492	0.0483660239	0.0456336223	-0.0801993388	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0105761607331089	0.0024219607496576	5.865893872882007e-06	0.0001118551758525	0.0963639596991612	0.0419266306020205	0.0017578423536382	0.0092860127289015	-0.0016852578736461	0.0081619365198548	6.66172077541411e-05	2.8400941006861745e-06	3.691206853238192e-05	-0.0005850210891437	1.3625008033392595e-09	3.422496747429021e-07	0.0027889918566619	-0.0003951393372146	1.5613509581439342e-07	7.778475576526393e-06	-0.0006540525379178	0.0005589461195465	3.124207645560904e-07	4.277847223567152e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1723.945187802878	2.6051806102145747	6.786966011837984	2971987.0105487006	1941.1031191330549	-1.6162648755450846	3767881.3191080745	2.612312147920768	1790.0803495401908	0.8860006306413197	3204387.657809932	0.7849971174968162	1824.7239747602343	1014.2298417267976	0.8447	17.429424	0.1096869266303831	0.0729129022422855	-0.0232938857	-0.0373525437	-0.0137002713	-0.025920707	-0.1307112849	0.0238547016	0.0183787811	0.0825849479	-0.0241951514	-0.1127433129	0.0301751619	-0.0045047099	0.0970426658	-0.0044883912	0.0573663017	-0.0351015881	0.0396391029	-0.0064826954	0.0192958008	0.0050884879	0.0823689095	-0.0665787215	0.0619581489	0.1136538856	0.0346618825	-0.0679076934	-0.0762141536	-0.0323858855	0.0216240591	0.0111769768	0.0346204186	-0.0372781553	-0.02160052	-0.0124193466	-0.0018292337	-0.0044419781	-0.0322303121	-0.0435088946	-0.0400781696	0.0964770179	0.0269405122	0.0379326737	-0.0531901104	-0.0317937852	-0.0399507351	0.0062462742	-0.0120893039	-0.0078561254	-0.0651770212	0.0552971737	0.1129822497	-0.0986724324	0.0695482227	0.0230273641	-0.0326840963	-0.0168068052	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0107165832483815	-0.0001404225152726	1.9718482795483597e-08	0.0001148451565194	0.0280539595772921	-0.0683100001218691	0.0046662561166497	0.0007870246479643	-0.0015880126858007	9.724518784539996e-05	9.456626559087126e-09	2.521784290263953e-06	-9.81136643476389e-05	-0.00013502573288	9.626291131721149e-09	1.823194853978673e-08	0.0025390569133931	-0.0002499349432688	6.246747586677836e-08	6.446810009449296e-06	-0.0010918770378769	-0.0004378244999591	1.91690292764436e-07	1.192195465842833e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1731.2931296496454	7.347941846767299	53.99224938347402	2997375.900772064	1951.9923691860463	10.889250052991429	3810274.209360554	118.57576671657384	1793.2744050818503	3.194055541659509	3215833.0919216643	10.20199080320582	1828.5870471329688	1035.3202208342375	0.8727249999999999	18.007704	0.1280911494229083	0.0764500568269952	-0.0398351035	-0.1005946605	-0.0104243903	-0.0440589815	-0.0165986335	-0.0259663789	0.0813378265	0.1172617566	-0.0595317705	-0.0622553891	0.0318003992	-0.0160445299	0.0987303987	0.0209192678	-0.0017947338	-0.0038266058	-0.0206730943	-0.0499029029	-0.0303878015	0.0768367193	0.1218848937	-0.0703143147	0.0333036402	0.0115465308	0.0362152326	-0.0823104085	-0.1129636363	0.0310303601	0.0660973142	-0.0267444858	0.0536986717	-0.0103559654	-0.0260630971	-0.0142198479	-0.0292785431	0.0273303745	0.0444620146	-0.0694344049	-0.0433275408	0.0339366585	0.0346370718	-0.0127396852	0.1159052988	-0.0036346229	0.0201979813	-0.0480214456	0.0342766534	0.0007301276	-0.1088208316	-0.0626156521	0.0934318211	0.0450095265	-0.0241502261	0.0253259572	0.0352261294	0.0686092851	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0015809597093863	0.0122975429577677	0.0001512295627981	2.499433602702814e-06	0.0945932350692118	0.0665392754919197	0.0044274751829895	0.0089478801208591	-0.0277009636854046	-0.0261129509996039	0.0006818862099077	0.0007673433891001	0.0002339589454174	0.000332072609765	5.473678814082196e-08	1.1027221815616383e-07	0.0026688750376013	0.0001298181242082	1.685274537293565e-08	7.12289396633134e-06	-0.001092813903376	-9.368654991001156e-07	8.777169634041088e-13	1.1942422274118896e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
