global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
1860.275720066656	n/a	n/a	3460625.754669516	2097.5901227678573	n/a	n/a	4399884.323133275	1943.2002475558888	n/a	3776027.202101268	n/a	1994.916445179892	1201.937034908349	n/a	n/a	n/a	n/a	-0.105026161	0.1159878677	-0.1197758862	0.0634084707	0.4177568109	-0.1089026659	0.4510844462	-0.0954761943	0.0284082832	-0.6243906794	0.2619897341	-0.211079955	0.0374371826	0.595543453	-0.3179512561	0.2319765718	-0.0584158496	0.1533836834	-0.1696827949	0.0513630581	-0.1136460372	0.0033314148	-0.3366114354	0.4421422544	-0.327284783	0.1006425596	-0.5430336937	0.0935326616	-0.0879048372	0.0397838054	-0.3245890402	0.0220176187	-0.0098357282	0.0031097013	-0.0199248507	0.0071971988	-0.0990668428	0.0838354324	-0.0649131036	-0.0479934172	0.0329390239	0.0491019198	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0009379358819074	n/a	n/a	8.797237185694122e-07	0.004140017860152	n/a	n/a	1.7139747882377545e-05	0.1084558702663542	n/a	0.0117626757952322	n/a	0.0089597948203614	n/a	n/a	8.027792322297497e-05	-0.0019241504846729	n/a	n/a	3.702355087666956e-06	0.0012031491450113	n/a	1.4475678651414222e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1907.8978170829607	47.62209701630468	2267.864124230335	3640074.080429927	2180.0640639420394	82.47394117418207	6801.950972802445	4752679.32289148	1971.5525915087755	28.352343952886716	3887019.621084969	803.8554076227917	2032.429175657167	1232.175510710817	4.053204	67.576111	3.1704903456861016	1.7090352739943766	-0.1851719815	0.2305358498	0.1241586083	-0.1712579221	-0.0921584807	-0.4441210178	-0.1307206565	0.1092929347	0.2811598971	-0.1118149071	0.3517796767	0.0752991625	0.43852473	0.0467322296	-0.3934841898	0.0244819106	0.4417613172	-0.5017005802	-0.2699383209	-0.3306802973	0.1708494001	0.0525676733	0.1529861183	-0.386600782	-0.1314647665	0.3777962066	-0.1987348966	-0.2245527665	0.0707882418	-0.4828769998	-0.0362707235	-0.0085958211	0.0312171427	-0.1204581161	0.1248254324	-0.0118689673	0.0004097304	-0.0420291762	0.0142551532	0.0697301653	-0.0147509099	-0.0346027743	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.3294833120880298	-0.3304212479699371	0.1091782011100107	0.108559252944498	-0.0859066602023261	-0.0900466780624781	0.0081084042300875	0.0073799542671179	-1.587662314184442	-1.6961181844507962	2.5206716238814977	2.8768168956246654	-0.0095397935877493	-0.0184995884081107	0.0003422347712695	9.100766169686266e-05	-0.002260992129887	-0.000336841645214	1.1346229395054153e-07	5.112085411410952e-06	0.0034448037957443	0.002241654650733	1.1866673191174336e-05	5.025015573152888e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1915.0617263741367	7.163909291175969	51.32159633219737	3667461.415823089	2130.271244594029	-49.7928193480102	2479.3248586235786	4538055.575544194	1971.3023840568733	-0.2502074519022699	3886033.089388312	0.0626037689874267	2023.429179682764	1341.8058446636044	3.531293	58.87468	1.2925940609958877	0.7047243276040711	0.1484916443	0.1160982811	-0.1367454398	-0.4278485151	-0.079273151	0.0930746157	-0.1792856727	0.3339252137	0.1178750998	0.1043948046	0.0275635613	-0.216298615	0.4757630712	-0.1383364008	0.0099011776	0.2637212815	0.4094692473	0.258356414	-0.1349142343	-0.4546152479	-0.0206843612	-0.1533482852	0.1212305528	-0.1464667401	0.1621670982	-0.3051028719	-0.0395886298	0.3283978582	-0.1980637443	0.1018872673	-0.046721406	-0.0097878159	0.4321085069	0.3214160856	-0.1061401046	0.0012957964	0.0355668775	0.1284831435	-0.0891801222	-0.062363009	0.0611848316	0.0833144409	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.3747046248998771	-0.0452213128118473	0.0020449671324269	0.1404035559213576	0.2517391314256514	0.3376457916279775	0.1140046806040835	0.0633725902909413	-0.9568131874732444	0.6308491267111975	0.91549147572271	0.3979706206722805	-0.0063113791910223	0.003228414396727	1.042265951699416e-05	3.98335072928693e-05	-0.0007831323513309	0.0014778597785561	2.184069525073885e-06	6.132962797010642e-07	0.0043160862173585	0.0008712824216142	1.862860023567201e-05	7.591330582139051e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1927.7131620193163	12.651435645179616	160.0588238841214	3716078.035022511	2177.150571718321	46.87932712429165	2197.671311626347	4739984.611933411	1985.647032169754	14.344648112880805	3942794.136364552	205.76892948237483	2043.0670138191645	1334.1056674544404	3.281299	54.706699	2.58618236757346	2.0004452406551123	0.1736830791	0.0579663009	0.314904452	0.0827530101	-0.1536770596	-0.3608632982	-0.1699337209	-0.1633079873	-0.1783062768	0.2091752441	0.0098343955	0.2552015546	0.0758644698	-0.2258595389	-0.0007054228	-0.2399213087	0.2050474738	0.2200899057	-0.0779240009	0.2526022731	-0.0436846711	-0.3907636553	0.2734822497	-0.2447047821	-0.2847155597	-0.163396424	-0.0183480923	-0.2475083235	0.1901309716	0.212363054	-0.1357952798	0.0660696278	-0.2044567915	0.1546381267	-0.3658525997	-0.0303598612	-0.014302538	0.0185460068	-0.0733548592	-0.0318861351	-0.0572078126	-0.177418697	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.1289964554549527	0.2457081694449244	0.0603725045319756	0.0166400855199415	0.2367932722143564	-0.014945859211295	0.0002233787075638	0.0560710537659822	1.040935408674926	1.9977485961481705	1.0835465250332357	3.9909994534119857	-0.0045640347695692	0.0017473444214531	3.05321252718327e-06	2.0830413377836575e-05	0.0016006972847435	0.0023838296360744	5.682643733826606e-06	2.562231797385213e-06	0.0018916654195046	-0.0024244207978539	3.578398059349514e-06	5.877816205066542e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1904.567829622498	-23.14533239681828	535.7064117592056	3627378.617632953	2130.5704043880924	-46.580167330228505	2169.711988512087	4539330.248054439	1972.351696658993	-13.295335510761106	3890171.215313608	176.76594634370528	2019.030940443422	1167.1627594136853	3.33459	55.595184	1.539208269667305	0.6952058326116243	-0.220923512	0.0945502214	0.2749305931	0.3262209395	-0.1118327438	0.0551580875	0.2311077813	-0.3583058895	0.4600963892	-0.1097352757	0.3679601538	0.1929797104	-0.4867280223	0.09813391	-0.3703345764	-0.268933908	-0.4342574547	-0.098467755	-0.195056796	0.4186136234	0.2055347608	0.1924038217	0.1137085461	-0.0562598018	-0.0889883413	-0.0899120697	0.2531269117	0.5399813813	-0.266837356	-0.3131905016	-0.0432744801	-0.0741283888	-0.2155133699	0.0251701388	-0.0432525978	0.0439730873	-0.0774687792	-0.0307153255	0.0602713087	0.0182287545	-0.0197746812	-0.0413477164	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.3586881726561017	0.4876846281110544	0.2378362964958174	0.1286572052033734	-0.1080153146263001	-0.3448085868406565	0.1188929615590505	0.0116673081938186	0.7111377510058219	-0.3297976576691042	0.5057169009056183	0.1087664950040276	-0.0026609997326151	0.0019030350369541	3.621542351874892e-06	7.080919576977634e-06	-0.0006750487556463	-0.0022757460403898	5.179020040349853e-06	4.556908224996181e-07	-0.0014679014440813	-0.0033595668635859	2.1547346495359657e-06	1.12866895109044e-05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1906.4265529387224	1.8587233162243135	3.4548523662759103	3634462.2017498193	2152.315193763146	21.74478937505364	472.83586496544575	4632460.693303688	1957.8175672705484	-14.534129388444626	3833049.626713168	211.2409170800497	2014.973108774476	1232.987829223881	3.669242	61.174599	2.466911568827089	1.7405072441431777	0.0115796467	-0.1157582732	-0.074645308	-0.3742738568	-0.0278529718	-0.2471118885	-0.0759196203	0.0615144238	0.2658059199	-0.0712120193	-0.0092419201	-0.0384952828	-0.1866635018	0.0287737784	-0.0275077475	0.0446019774	-0.0915683011	-0.0194060109	0.0231900012	0.0090682623	0.0067929566	0.5692379153	0.4244780213	0.2445400567	0.0659991876	-0.0393632633	-0.2149253714	-0.1417968666	0.0140391609	0.1585817002	0.3378878894	0.2934976931	-0.0458129404	0.1812865192	-0.0535054128	-0.0582226157	0.0240908017	-0.0225935833	0.0616341544	0.0076857762	-0.0542188187	-0.0169957621	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.1375023519262441	-0.2211858207298576	0.0489231672919407	0.0189068967852486	-0.2171325555209904	-0.1091172408946903	0.0119065722604698	0.0471465466670759	-0.5414079009345301	-1.252545651940352	0.2931225151943339	1.5688706101946812	0.01280848832201	0.0154694880546251	0.0002393050606721	0.000164057373095	0.0014239405716298	0.0020989893272761	4.405756196018975e-06	2.027606751533401e-06	-0.0015806811674239	-0.0001127797233426	2.498552953048584e-06	1.2719265997233428e-08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1909.394891525283	2.9683385865605487	8.811033964464276	3645788.851782847	2087.283720917754	-65.03147284539182	4229.092460440934	4356753.331608265	1961.8761076781889	4.058540407640521	3848957.86187852	16.471750240450888	2013.094356740365	1333.3723025166892	4.251468	70.88163	2.3744464834236694	1.1538046051666195	0.1942996582	0.1870046869	0.3808863062	-0.3575586897	0.1086168662	0.2016446998	-0.1435757918	0.2024525663	-0.0012245352	0.3456300341	0.0295052286	-0.6435355673	-0.1892507143	-0.3790988995	0.0226721178	0.5617838808	-0.3103786746	0.1938505495	-0.2969775113	0.1614548506	-0.6171671102	-0.1511484694	0.1087995302	0.1838754437	0.4994594796	0.192856845	0.1151691269	-0.0963801809	-0.0081626226	-0.1153964287	0.0486269596	-0.1522113595	0.0116725499	-0.1054268378	-0.0184436949	0.0580454306	0.0015408261	-0.0299656733	-0.0339890752	0.031586186	0.0528631227	-0.0337758585	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.1326279454500394	-0.2701302973762834	0.0729703775605993	0.0175901719142986	0.1566124577210104	0.3737450132420008	0.1396853349232633	0.0245274619134152	0.5864995273804396	1.1279074283149697	0.3439816956174791	1.2721751668480883	0.0181922900372637	0.0053838017152536	2.898532090916867e-05	0.0003309594167999	-0.0027695884163267	-0.0041935289879565	1.7585685372831464e-05	7.670619995851038e-06	0.0008952630191742	0.0024759441865981	8.01495873500904e-07	6.130299615148927e-06	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1895.8033777401745	-13.591513785108418	184.72924697079216	3594070.447051055	2126.975658207149	39.6919372893949	1575.4498857852575	4524025.450605735	1984.844842968885	22.96873529069603	3939609.0506601776	527.5628008540654	2035.471172521464	1090.4126904495365	4.273119	71.242599	1.605020588997229	0.6293872220353885	-0.3754607679	0.0882934832	0.1436395193	0.0518137369	0.005366059	-0.0930705269	-0.0501358068	0.1907343242	-0.0363533429	0.3303052191	0.3775795255	-0.1415449119	-0.2134592251	-0.3532344083	-0.3390371569	0.0984766159	-0.2323422796	-0.0003348558	-0.3182340309	0.0184463242	-0.1327617894	0.3598678372	-0.4844641894	-0.1917352622	-0.180427853	-0.0873995112	0.44810684	-0.2167053972	0.0987672996	0.2288475689	-0.0261899776	0.1005434905	0.1370526431	0.0736311429	0.1265216295	-0.082183077	0.0591693929	0.0018037384	0.0049819523	-0.0049046711	-0.0371227115	0.0439027088	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.4614343000763767	-0.3288063546263373	0.1081136188426607	0.2129216132869756	0.3527293085651308	0.1961168508441204	0.0384618191850149	0.1244179651208352	0.1297422148906832	-0.4567573124897565	0.0168330423247402	0.208627242512865	0.014407876557049	-0.0037844134802146	1.4321785389230724e-05	0.0002075869068831	-0.0041880234276336	-0.0014184350113069	2.0119578813012066e-06	1.753954023040789e-05	0.0081592159483929	0.0072639529292187	6.657280489250905e-05	5.276501215790493e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1896.3073515829908	0.5039738428163218	0.2539896342430506	3595981.571667697	2126.488998245407	-0.4866599617421343	0.2368379183628556	4521955.459658754	1956.2915647723337	-28.55327819655122	3827076.686399386	815.2896957696472	2010.8083167533985	1218.2546494181563	3.557291	59.308121	2.152991535490187	0.995798252300902	-0.1457165504	0.1306897761	-0.3229235373	-0.1526005457	-0.0255303351	0.0351107424	-0.0956143672	0.2763496146	-0.0014500533	-0.023926376	-0.0789217423	-0.0236090811	0.2066003504	0.0276623477	0.0655306742	0.082177532	0.3069206704	0.0783910084	-0.1362737842	-0.3935466329	0.0946684964	-0.1800164121	-0.1710977944	0.0248437958	0.1076055345	-0.1695612805	-0.0226726307	0.1714939423	0.0354202881	0.2445691224	0.3072581756	0.0564601951	-0.5362433401	-0.3343914675	0.0408017324	0.0063553417	-0.1019032216	-0.1827224052	0.0576553161	0.0408279321	-0.0453757854	-0.0188989721	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.5467678268897629	-0.0853335268133861	0.0072818107984108	0.2989550565217537	0.2070335938669956	-0.1456957146981352	0.0212272412814004	0.042862908989484	-0.5854829221422477	-0.7152251370329309	0.3427902521202253	0.5115469966437748	-0.0022597183602001	-0.0166675949172491	0.0002778087203255	5.10632706742543e-06	0.0013469788154323	0.0055350022430659	3.063624983074455e-05	1.814351929223402e-06	0.0062270699697932	-0.0019321459785997	3.877640040870028e-05	3.733188082618993e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1900.2768199291995	3.969468346208714	15.756678951552944	3611051.992360232	2115.666961669922	-10.822036575485072	117.11647564113666	4476046.692701639	1963.3415498601432	7.049985087809546	3854710.041407229	49.70228973833697	2008.2410287792304	1218.0181497480812	2.824728	47.094627	3.069082137822948	1.6898809368258618	-0.1000362974	0.1038179031	0.0946467758	0.1807492574	-0.1191313477	0.1550095745	0.0478501013	-0.2387113827	0.120397528	0.0613055884	-0.1404316868	0.2226119174	-0.0834048062	-0.0108483831	0.1639373133	-0.2519565551	-0.081068079	0.0894929014	-0.064902026	0.2658280268	0.2387097062	-0.3562468251	0.1960017182	0.1428755737	-0.1801945119	0.1641750978	0.071147611	0.0510328024	0.1247851508	0.2445441098	0.2636699826	-0.0156608811	0.3171799941	-0.079473544	0.4529535791	-0.0378321096	0.0755429123	-0.0551503081	0.0341362661	0.051379946	0.0750921775	0.1790375347	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0922829151254944	0.6390507420152572	0.4083858508702508	0.0085161364240592	-0.1192994461359262	-0.3263330400029218	0.1064932529975485	0.0142323578483387	0.835013871171796	1.4204967933140438	0.6972481650493088	2.017811139815481	-0.0074104553700506	-0.0051507370098505	2.6530091744643663e-05	5.491484879151178e-05	0.0015940786512718	0.0002470998358395	6.105832887190787e-08	2.541086746440521e-06	-0.0020391244343313	-0.0082661944041244	4.158028458686944e-06	6.832996992677918e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
