global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
1797.88190181241	n/a	3232379.332864608	n/a	2037.5994219611675	n/a	n/a	4151811.404376484	1940.8103793735413	n/a	3766744.928684069	n/a	1948.8307539326147	1247.971837180001	n/a	n/a	n/a	n/a	0.0622368063	-0.1039016704	0.0675391373	-0.0628233743	0.1126580612	-0.0725502783	0.0475140733	-0.1116727036	0.0186595105	-0.0152568745	0.005719102	-0.0664062738	0.0195469619	-0.0009881256	0.0544696282	0.0406276297	-0.0336468867	0.0007131731	-0.0547773583	0.0033180178	-0.1912904582	0.0083596208	-0.0627679392	0.0134786253	-0.0006312319	0.0668192848	-0.0573151682	-0.0412617812	0.0295724601	-0.1616278806	0.1178702319	-0.0032513815	0.0657599221	0.0015074308	-0.0186241977	0.0003070678	-0.0002780815	0.028116024	0.001716372	-0.0332367966	0.030026662	-0.0110595551	0.0112133086	-0.06904652	0.0825470434	-0.0045741452	0.1106086434	-0.0754686062	0.0176853342	-0.0453717028	0.0030800488	0.0132622083	-0.0319892406	0.0208800874	-0.077008434	0.0617719915	-0.0210096978	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0	n/a	n/a	0.0	-0.011829616869619	n/a	n/a	0.0001399398352819	0.0331016709823046	n/a	n/a	0.0010957206218207	-0.0003089999782577	n/a	n/a	9.548098656325909e-08	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1799.9879103118335	2.106008499423524	3239956.477268761	4.435271799644124	2048.310539335363	10.71111737419551	114.72803540379292	4195576.065552326	1942.4370568737183	1.6266775001770384	3773061.719916233	2.6460796895822187	1951.321087040956	1230.1173269515648	1.191364	18.846113	0.090378640682714	0.0480022752628713	0.0300903737	0.1056591744	0.0863771603	0.1217437152	0.1519276152	0.0490550844	0.1161980908	-0.0482526305	0.0071878683	-0.0489017483	-0.0201637011	-0.1286858801	0.0697353961	0.0938236394	0.0249880758	-0.197205221	-0.0512431598	-0.0097416549	0.0407799794	0.0380688443	0.0830984431	0.0719413387	-0.1224025338	-0.1042584195	0.0826776621	-0.0236154439	0.1172894121	0.0587972013	-0.0287643385	-0.0909504155	-0.0098229801	0.0176790655	-0.0133887283	-0.0028397166	-0.0230374744	0.0144148637	-0.0101316611	0.0267909438	0.0067310826	-0.0195618411	0.0048083487	-0.0106913365	0.1436464107	0.0433158806	-0.0496936096	0.0816470584	-0.0132777221	-0.0106979652	0.065885043	0.1005356647	0.0138784222	-0.0382800237	0.0875834202	0.0058261962	-0.1262466992	0.0850366328	-0.0158802864	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0001914418458994	0.0001914418458994	3.6649980361369614e-08	3.6649980361369614e-08	-0.0121881261557348	-0.0003585092861158	1.2852890823126134e-07	0.0001485504191881	0.0094280215343758	-0.0236736494479287	0.0005604416781834	8.888759005265382e-05	0.0001280972435436	0.0004370972218013	1.9105398130641485e-07	1.6408903803468372e-08	0.0004709734119145	0.0004709734119145	2.218159547303853e-07	2.218159547303853e-07	-0.0004150301683396	-0.0004150301683396	1.7225004063199673e-07	1.7225004063199673e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1795.4625986071133	-4.525311704720252	3223685.942997008	20.478446024878117	2042.0979309082031	-6.212608427159921	38.59650346921847	4170163.959419564	1938.803434622234	-3.63362225148444	3758958.75810297	13.203210666482846	1948.5450714084527	1227.223651950521	0.768088	12.150342	0.0919447614042713	0.0552706133038858	0.0075313937	0.0482005995	0.0347173155	0.0531355999	0.043708735	0.0706168043	0.0294007736	0.0165929975	-0.0013275834	-0.1201591603	-0.0668506865	-0.0733446301	0.0001667792	0.0556991891	-0.0188345566	-0.1215783923	-0.0111346086	-0.0262568641	-0.1444780895	0.2148073749	0.0938089994	0.131002687	-0.0782497487	-0.0378610483	0.0645250937	-0.0624180276	0.0874569401	0.0473525338	-0.0359495243	0.0134294797	0.152117983	0.1640683592	-0.0626479037	0.006481898	-0.0052410725	0.0121865789	-0.0183628424	0.0252395056	0.0072739284	-0.010691834	-0.0131711684	0.0188301582	0.1012900557	0.0193912125	-0.0079791695	0.0238586222	-8.38451e-05	-0.0193428797	0.071862688	0.0297922644	0.0339310526	0.0061941774	0.0121445951	0.0189350354	-0.0824819039	0.0021618309	-0.0501963177	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0001204429228494	-7.099892304999999e-05	5.0408470742598205e-09	1.450649766450652e-08	-0.0287598666631367	-0.0165717405074019	0.0002746225834446	0.0008271299304814	0.0547749996185302	0.0453469780841543	0.0020563484213647	0.0030003005832099	-0.0	-0.0001280972435436	1.6408903803468372e-08	0.0	0.0	-0.0004709734119145	2.218159547303853e-07	0.0	-0.0004149999460044	3.022233519998571e-08	9.133895449402954e-16	1.7222495518365497e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1798.3350697736144	2.8724711665011	3234009.0231776703	8.25109060238019	2039.703003647748	-2.3949272604552334	5.735676582871609	4160388.343089645	1941.7584812630355	2.955046640801584	3770425.99955693	8.732300649312723	1949.8246269326548	1216.9961094712853	0.979432	15.493572	0.1229297823220655	0.077205457356901	0.0106162655	0.0703180207	-0.1515322162	0.0404905917	0.1023319268	-0.0093835463	-0.1703452687	-0.0685098008	-0.01015359	0.0623773945	0.0070736112	-0.0644976625	0.0602679048	0.047078529	0.0643083471	0.0558910353	0.1188918617	-0.1717823535	0.0845862725	-0.038187387	0.0795135952	-0.0293793575	-0.06055808	-0.0542753778	0.0023654048	0.0727566525	-0.0836743695	0.0019125678	-0.1966986537	0.0199643316	-0.1113239743	-0.0639129079	-0.0459227176	0.0010499104	-0.0480954582	-0.0038181358	-0.0057080641	0.020691927	0.0346146784	0.0010671776	-0.0320364504	0.0466016215	0.0058176453	0.0765918773	-0.0930786135	-0.0817580608	0.0266326925	0.0374224828	0.0590693056	0.0809322983	0.0211433145	-0.0149349584	0.0617212958	0.1041549628	-0.1660450369	0.125222316	0.0153882861	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-1.3103223608368353e-06	-0.0001217532452102	1.4823852719224062e-08	1.7169446893090176e-12	-0.009762714999951	0.0189971516631857	0.000360891771314	9.531060417026824e-05	0.0074694150321192	-0.047305584586411	0.002237818333062	5.579216092204827e-05	0.0009409996919158	0.0009409996919158	8.854804201856306e-07	8.854804201856306e-07	-1.06333027272143e-07	-1.06333027272143e-07	1.1306712688858308e-14	1.1306712688858308e-14	-0.0002260001144023	0.0001889998316021	3.572093634562217e-08	5.1076051709852686e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1796.328894451885	-2.006175321729416	3226797.4970427314	4.024739421516124	2036.849610452091	-2.853393195656963	8.141852729021457	4148756.335598835	1938.916883235604	-2.8415980274314734	3759398.680096069	8.074679349502441	1947.5436872929413	1253.5469154917207	1.006617	15.923617	0.0182910051208719	0.0082115761774079	0.0511336559	-0.1017567705	-0.1073812855	-0.0924241398	0.0118377578	-0.0151783246	-0.0517320264	0.0065667122	-0.0074675888	0.1250067835	0.0755180415	-0.0489403386	-0.0370312078	0.028418983	0.0674672567	0.1239567583	-0.0219099591	0.0052323466	0.0422344712	-0.0353968054	0.0171545121	0.0597153782	-0.0468204318	0.0283940422	0.0370353571	0.0828984339	-0.0845957437	0.039476964	-0.0035175629	0.0666606464	-0.0549086199	-0.0021017457	0.0505784517	0.0004057879	-0.0468418306	0.0190037765	0.0219282191	0.0203564615	0.006940675	-0.0013361609	-0.0060126276	0.0321564459	-0.0311859683	0.0244880108	0.0119483905	-0.0901165655	0.0820562212	-0.0295916756	0.0623793679	0.0630678495	0.0641696706	0.0268657085	0.0388294767	0.1441895728	-0.1149922495	0.1208996264	0.0065641468	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-6.19463850171087e-06	-4.884316140874034e-06	2.385654416400262e-11	3.837354616687869e-11	-0.0071765215264179	0.002586193473533	6.688396682545199e-06	5.15024612191395e-05	0.0113711768684936	0.0039017618363744	1.5223745427787732e-05	0.0001293036633745	0.0010350097292549	9.401003733910008e-05	8.837887120498991e-09	1.0712451396523015e-06	0.0001059016779068	0.000106008010934	1.1237698382198361e-08	1.1215165383475613e-08	-0.000190054852779	3.594526162329999e-05	1.292061833167483e-09	3.612084706484736e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1793.575597532965	-2.7532969189198866	3216913.4240657324	7.58064392373374	2030.1763266170728	-6.673283835018083	44.53271714271365	4121615.917156392	1938.2761343701395	-0.6407488654645022	3756914.373068851	0.4105591085940467	1945.9618887964104	1249.053006982445	1.074517	16.997721	0.1848011986837125	0.0972369066350714	0.0669260347	-0.0639460467	0.0366267469	-0.0422686226	-0.0218881998	-0.0856727109	0.0798453687	-0.0258072637	-0.0522481103	-0.0308417982	0.0235176225	-0.0315037965	-0.0387296444	0.0117380756	0.0304478102	0.0659882346	0.0105369257	0.0347210179	-0.0226321498	0.0059828088	-0.0746398212	0.0598662239	-0.0274352327	0.0508380372	0.0275846022	0.0359685352	-0.0534113991	-0.0520790664	0.0166283814	-0.0430106308	0.0405838675	0.0044601212	0.0745561068	-0.0091514564	-0.0587281608	0.0069095629	-0.0086545483	0.0032769861	0.0226098159	0.0038559072	0.0119610402	0.0697283119	-0.0489532583	-0.0248169735	0.1269260225	-0.0342581036	0.0383406023	-0.0722094493	-0.086453184	0.0384961566	-0.0476444492	-0.04504234	0.1959564308	-0.0218895281	-0.0243864293	0.1539600975	-0.0690269658	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0041801497953457	0.0041863444338474	1.75254797188052e-05	1.74736523115287e-05	0.0610622661750852	0.0682387877015031	0.0046565321469708	0.0037286003504369	-0.0161417141266184	-0.027512890995112	0.0007569591709089	0.0002605549349454	0.0020829770211596	0.0010479672919046	1.09823544490207e-06	4.33879327067892e-06	0.000454116259551	0.0003482145816442	1.2125339486964521e-07	2.062215771885912e-07	0.0001110267847371	0.0003010816375161	9.065015244937625e-08	1.2326946929058342e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1794.8759669567285	1.3003694237634136	3221579.736758851	1.6909606382587925	2034.8207864200367	4.6444598029638655	21.571006861347147	4140495.6328470567	1939.29996417982	1.023829809680592	3760884.351067852	1.0482274791905972	1947.978548312836	1224.254358736196	1.145379	18.118687	0.3050678604789993	0.1747399262710261	-0.0492842484	0.1047350848	-0.0038915139	0.0224061911	-0.0551566445	0.0022824454	0.054087273	0.0868188782	0.0463053525	0.110752422	0.0011444089	-0.0422604075	0.0730680217	-0.0451997112	-0.1121980034	-0.0267922966	-0.0351855479	0.0795280424	-0.0851955628	-0.0424330703	-0.0010691186	-0.0709876807	-0.0401543564	-0.0685587878	-0.0683219073	-0.0679638438	0.0460629801	-0.005357345	0.0664304152	0.038677633	0.067378024	-0.0566747617	-0.0326056246	0.0204292944	0.0430024937	0.0359509374	0.0055660468	-0.0130028216	-0.0182193572	0.022570522	-0.0255289168	-0.0200007044	0.0621510172	0.0629248324	-0.0255442051	-0.0260727245	-0.0375604467	-0.0138556076	0.0479153098	0.0451862438	0.0641161624	0.0400651398	0.0618951516	-0.0617377997	-0.0087542056	-0.1066442683	-0.0485700359	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0001150797357638	-0.0040650700595819	1.6524794589309192e-05	1.3243345583466029e-08	-0.0078957538103026	-0.0689580199853878	0.0047552085203051	6.234292823290801e-05	0.0578235200005963	0.0739652341272147	0.0054708558594936	0.0033435594652593	-0.0003599875212355	-0.0024429645423951	5.9680757553997e-06	1.2959101544527957e-07	-8.555219967210093e-05	-0.0005396684592231	2.9124204588023575e-07	7.319178868735025e-09	0.0002899845092552	0.0001789577245181	3.2025867164696165e-08	8.409101560797916e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1791.329019722301	-3.5469472344275346	3208859.6568992594	12.580834683813135	2030.139337876264	-4.681448543772603	21.91596046799063	4121465.731192676	1936.1661512279943	-3.133812951825803	3748739.365161025	9.820783617031152	1945.6253938348384	1231.9321087930437	1.116013	17.65415	0.1201011398481136	0.0707474988928517	-0.0121927794	-0.0393294002	-0.1087490824	-0.0770241112	-0.0323211102	-0.0048954327	-0.0715033111	0.045648772	0.0173637343	-0.0083566532	0.0107366025	-0.0039018251	-0.0499237425	-0.0559235626	0.0016533553	0.1147090448	-0.1030572477	0.0644655302	-0.1616434569	-0.1520660568	0.0051588434	-0.0854766235	-0.0172758249	0.0515682454	-0.0225976602	0.0240822871	-0.049338786	0.0618865067	0.1347634896	0.1720530681	0.112802752	-0.053847258	0.0735199284	0.030023814	0.0264611876	0.0138479072	-0.0212449553	0.0453525914	-0.0097479068	0.0127346941	-0.0024865153	-0.125305134	-0.0721740282	-0.0062933197	-0.0509126413	-0.1247237703	0.0458443426	0.0811206904	-0.029554934	-0.0150496995	0.084957751	0.0306040906	-0.0572943966	0.016606674	-0.0677368537	-0.1448749087	-0.0138321828	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-9.28947436307226e-06	-0.0001243692101268	1.5467700427582113e-08	8.629433394217678e-11	-0.0692249026425457	-0.0613291488322431	0.0037612644964874	0.0047920871458699	0.06613743121639	0.0083139112157937	6.912111970410031e-05	0.0043741598079027	-0.0009049660184999	-0.0005449784972644	2.9700156248056364e-07	8.189634946395613e-07	-0.000420073447517	-0.0003345212478448	1.1190446525970841e-07	1.7646170130881777e-07	0.0001628100425655	-0.0001271744666896	1.6173344977809612e-08	2.650710996017992e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1792.6488314029014	1.3198116806004236	3213589.832730188	1.7419028722493146	2033.219345631319	3.080007755054794	9.486447771197671	4133980.907449449	1937.027693804573	0.8615425765785858	3752076.286565862	0.7422556112576684	1945.38909236918	1253.7871840269045	1.142269	18.069479	0.1879585918119539	0.1115167788217609	0.0624847027	-0.0862037966	0.1377035716	-0.0512230228	-0.0253015868	-0.0278499723	0.1053386087	-0.0262552317	-0.0518850196	0.0435411537	0.0289385934	0.0025036164	-0.0371562117	-0.0404339498	0.060449109	-0.0409265227	-0.0531776995	0.0423756969	-0.0007158174	-0.1228165218	-0.1701703932	-0.130517865	0.0075814725	0.05166172	0.0130875068	0.0480263217	0.0507313164	-0.0233283969	0.0917078981	-0.1015372933	0.006838694	-0.1088297967	0.0546103917	0.0060559815	-0.0087007227	0.0466602067	0.011811938	-0.022547407	0.0486802688	-0.0146381677	0.0498108716	-0.0756179567	0.0381411123	-0.0902334884	0.1532641746	-0.0768875261	0.0394238223	-0.0099566384	-0.0533206622	-0.0122132663	0.0541321064	0.0104929827	0.0352856598	-0.0839345775	0.0038619021	-0.0819182944	-0.0291535418	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0131323726674565	0.0131416621418195	0.0001727032838497	0.0001724592118769	-0.0372850152155592	0.0319398874269865	0.0010201564088485	0.0013901723596244	0.0138593986429071	-0.0522780325734829	0.0027329926897541	0.000192082930743	0.0006820522066508	0.0015870182251507	2.5186268469604783e-06	4.651952125972256e-07	-0.0006439450094415	-0.0002238715619245	5.0118476238515265e-08	4.1466517518461365e-07	0.0001617196362474	-1.090406318099993e-06	1.1889859385523834e-12	2.6153240747991376e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1791.7247542514574	-0.924077151443953	3210277.5949974456	0.8539185818207704	2035.8780431410848	2.6586975097659438	7.0686724484356285	4144799.406543973	1935.43882785987	-1.5888659447030022	3745923.456387587	2.524494990236964	1944.31889438378	1207.909302281258	1.145327	18.117857	0.191983866649823	0.091825821548663	-0.0042417453	0.1168358368	0.0461237425	0.1262869525	-0.0314400197	0.0678874299	0.0694362286	0.01942726	0.0283562392	-0.1079493406	-0.0982000096	0.0415090652	-0.0239321265	-0.0016258358	-0.0164562915	-0.1289870137	0.0616586985	0.0230187758	-0.0725786005	0.0478718335	-0.0799349958	-0.0522565957	0.0425965997	0.009582183	0.0049185814	-0.0579072136	0.1228206213	-0.0566325053	-0.0347048632	-0.0397944517	0.0980377238	0.0040029428	-0.0427393052	0.0050062186	-0.000232293	0.0204660582	-0.0098405845	-0.0204064469	-0.0151945685	0.0190595393	-0.0147414769	0.0359889461	0.0563499288	0.0759218931	-0.0267262224	0.096094536	-0.0487355531	-0.0107704658	-0.0333441604	-0.052705448	-0.0164729816	-0.0516544568	-0.0362861456	-0.0751309888	-0.0422639586	-0.1203093422	-0.0580456625	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0308346537073163	0.0177022810398598	0.0003133707540141	0.0009507758692501	0.0270219289085815	0.0643069441241407	0.0041353830625853	0.0007301846419404	0.03531988039839	0.0214604817554829	0.0004605522771774	0.0012474939513565	-4.801597331066998e-05	-0.0007300681799614	5.329995473922534e-07	2.305533692970972e-09	6.49881208030223e-05	0.0007089331302445	5.025861831582968e-07	4.2234558455082196e-09	0.0004930015206482	0.0003312818844008	1.0974768693214501e-07	2.430504993614376e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
