global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
1715.2502834095417	n/a	2942083.534736513	n/a	2212.324133205908	n/a	4894378.070365272	n/a	1770.184664774189	n/a	n/a	3133553.7474017083	1860.9806398090564	1533.9781438580335	n/a	n/a	n/a	n/a	0.0147409185	-0.0141920626	0.055768375	-0.0845439791	0.0427761099	-0.0319655232	0.0356288211	-0.0906346519	0.1521802916	-0.0132972705	0.0469062791	-0.0614543577	0.1411761661	-0.0505239304	0.0793439042	-0.0094414711	0.0503008937	-0.086362565	0.1239960084	-0.037835872	0.0029406546	-0.1610511752	0.056359208	-0.0199617334	0.1448139639	-0.077835391	0.0717487649	-0.05419109	0.0287393768	-0.1428523686	0.0772798906	0.0280321332	-0.2024895472	0.0062111238	-0.0492763059	0.1205091293	-0.0341420489	0.2484382137	-0.1020077293	0.0115271669	-0.095344019	0.047820943	-0.0042476476	0.0073516012	-0.1801272299	0.0615003904	-0.0735809609	0.1349863271	-0.0778424613	0.0556145957	-0.0528847114	0.0487496411	-0.1174026704	0.0660230821	-0.1120987651	0.1487812968	-0.0298875514	0.0943105664	-0.0049915571	-0.0726849441	-0.0705902285	0.1223115505	-0.0509952494	0.0762763275	-0.0972137856	0.0192550832	0.1290883846	0.1290552057	0.1289999139	0.1289225186	6.970157325270065e-05	n/a	n/a	4.858309313901595e-09	-0.0030022357720724	n/a	n/a	9.01341963111116e-06	0.0976347842556748	n/a	0.0095325510966521	n/a	-0.0012217986782987	n/a	1.4927920102924504e-06	n/a	-0.0016006564242416	n/a	2.5621009884659047e-06	n/a	0.0002530224935368	n/a	n/a	6.402038223558e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1720.171636101558	4.921352692016399	2958990.4576483117	24.21971231921705	2212.099329419704	-0.2248037862036653	4893383.443219105	0.0505367422915032	1774.3170710783484	4.132406304159304	17.076781862655555	3148201.0687200488	1864.11997840968	1551.0528618906635	1.147073	17.321018	0.1864691465905846	0.0933849893896073	0.0969608362	-0.0062094712	0.0360676435	0.0834590501	-0.0299529126	0.0258363108	-0.0274567067	-0.0338458971	-0.0135853871	-0.0748492346	0.1029773252	0.0523764332	0.0168434743	-0.0069584853	0.1481808566	0.1204597834	0.0953076237	-0.0328336065	0.1500086666	-0.0238010483	0.109558223	-0.0224379841	0.0366955762	0.0448873293	0.0624727654	-0.0861205236	0.0573891578	0.0395540425	0.084256618	-0.0876988607	-0.0679246333	0.0802527394	-0.128831587	0.1799044897	-0.0725405991	0.0273624307	-0.0414350989	0.1000771445	-0.0307198596	-0.0926531994	-0.0991832596	0.0705088003	-0.0605685329	-0.0613829655	-0.139222307	-0.0396312515	-0.0733976785	0.2168534137	-0.0469538337	0.0049288801	-0.120504805	-0.1480492609	-0.1123398366	-0.1101538535	-0.1505059735	0.1625346101	-0.1413874256	0.1133392928	0.0733360112	-0.0433839147	0.0458833373	-0.0815342003	-0.0716766478	0.0684440321	0.1638073523	-0.0724195988	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0288513338913958	0.0287816323181431	0.0008283823588967	0.0008323994673128	-0.0887689458035367	-0.0857667100314643	0.0073559285496212	0.0078799257390712	0.0974839645955825	-0.0001508196600922	0.0095031233532727	2.274656987035593e-08	-0.0003961768328203	0.0008256218454784	1.5695608286352396e-07	6.816514317311591e-07	-0.0012541077896999	0.0003465486345416	1.5727863481859689e-06	1.2009595610271669e-07	0.0005162517051344	0.0002632292115976	6.928961783829406e-08	2.6651582305417546e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1717.981738235057	-2.189897866501042	2951461.252909148	4.795652665705815	2220.1883656398004	8.089036220096204	4929236.378922328	65.43250697002829	1775.2166750162478	0.8996039378994283	0.8092872450841584	3151394.2432557424	1865.6402404753665	1518.7544207692838	0.877595	13.25185	0.1817079963658098	0.1063795685654536	0.0252220148	0.0422052364	0.115598003	0.0857339885	-0.0615276436	-0.0319814713	-0.0831514257	-0.0041321398	-0.111765574	-0.1235364468	0.168355961	0.0561874558	0.0348855356	-0.0206904054	0.0500235252	0.1087707138	-0.0214770368	-0.1929435147	0.1023724585	0.078395849	0.046487721	-0.0215342153	-0.1370717733	0.0901290328	0.1134410912	0.0527422641	-0.0224440822	0.0632546977	0.1483408312	-0.0266636184	-0.0226537589	0.0338727417	-0.030334291	0.1505933241	-0.1026024334	0.0856772807	-0.0807265875	-0.1172953803	-0.0529226175	-0.0499519229	-0.1332048671	-0.0321204409	-0.0762594517	0.007529273	-0.1087698467	-0.044890326	-0.1180988979	0.0853156332	-0.0520364555	0.0346831397	-0.1383823393	-0.1038361544	-0.0073733382	-0.0738681666	-0.0342894543	0.0177420481	-0.0965018443	0.1120332353	0.0797359606	-0.0250264837	0.1595708731	-0.0468808965	0.003109055	0.0777228268	0.0652560715	-0.0956477937	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0130408605971155	-0.0158104732942803	0.0002499710657891	0.0001700640451133	-0.0807234816846005	0.0080454641189361	6.472949288908978e-05	0.006516280495284	0.1559766627297705	0.058492698134188	0.0243287193163165	0.0034213957350172	-0.0015190038504009	-0.0011228270175806	2.30737269753276e-06	1.2607405114089451e-06	-0.0016000010806764	-0.0003458932909764	2.560003458165648e-06	1.1964216874255366e-07	-2.215202676605932e-06	-0.000518466907811	2.688079344951061e-07	4.907122898442086e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1715.4323813224094	-2.5493569126476814	2942708.254889472	6.499220668064518	2216.5066680908203	-3.6816975489800825	4912901.80969107	13.554896842165949	1772.5919514198238	-2.624723596424019	6.889173957625037	3142082.2262383387	1862.16548859052	1496.8043323568495	0.935507	14.12633	0.2169597201765577	0.1122501799053092	-0.0815364768	0.0614612102	0.1526786222	-0.0324794711	-0.0325256824	-0.0451667634	-0.0884787385	-0.0539364467	-0.0294805917	0.0355825053	0.0961265527	-0.0209783102	0.0864692755	-0.0983535646	-0.0196444221	0.0883602494	-0.0369756792	-0.0698376913	0.0684993508	-0.1126150008	-0.1881171749	-0.0388341045	0.0264971785	-0.0106130737	-0.0760403867	0.0390436042	-0.016065995	0.0188422388	0.0922999501	0.0325010294	0.0440964608	-0.0219978075	-0.1508293223	0.0059199092	-0.0805530247	0.1447792539	-0.0960015994	-0.0915918489	0.1483068505	0.0715976072	-0.0105811217	-0.0744583894	-0.0088488718	0.1195308221	-0.1552495979	0.0570022615	-0.0894267491	-0.0060786895	-0.0411481873	0.1240404185	-0.1511415719	0.0006559859	0.0457927538	0.0577153792	0.1011711052	-0.0275393393	-0.0306457131	0.1289483493	0.033259388	0.0588415745	0.0721353518	0.1296035063	-0.090668563	-0.0093552246	-0.0366409672	-0.0355579734	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0045129520878077	-0.0085279085093078	7.27252235431244e-05	2.036673654684788e-05	0.0301317408213179	0.1108552225059184	0.0122888803568366	0.000907921804923	0.106238820484009	-0.0497378422457615	0.0112866869778334	0.0024738529512642	-0.0024740079781203	-0.0009550041277193	6.120715475802894e-06	9.12032883961092e-07	-0.0015999942670668	6.8136095999257046e-09	2.559981654646627e-06	4.6425275780199715e-17	-3.979199659006434e-06	-1.7639969824005016e-06	3.1116853539180757e-12	1.5834029926236917e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1717.778998530957	2.346617208547741	2950764.687794018	5.5066123234523925	2215.544577959288	-0.9620901315324772	4908637.776924799	0.9256174211921794	1770.9067675823562	-1.685183837467548	2.8398445660618514	3136110.779468989	1863.5026715006009	1533.8133960332816	1.033951	15.612853	0.1311830147794507	0.0831871556554098	0.0163717718	0.0288788717	0.0917789632	-0.1219060389	0.0840879221	-0.0699239109	0.0051662045	-0.0573974909	0.006824975	0.0230002229	0.1339979691	-0.1255138283	0.0983416022	-0.0097453741	-0.0125388962	-0.0212831243	0.0998540825	-0.1699896392	0.0658716128	0.0070034809	-0.0594675854	0.0412608865	0.1964885569	-0.0604934559	-0.0255995554	-0.0606898768	0.0306676035	-0.0900200982	0.1221187516	-0.0932354199	0.0536863427	0.0164203596	-0.0243840336	-0.010093939	-0.1590237843	0.1749190107	-0.0710504671	0.1045241632	0.0344118474	-0.0031081245	-0.0166305936	0.067560681	0.0148868899	0.0299506881	-0.1988814851	0.0817462169	0.0143004679	0.1226467338	-0.0717825697	0.0094208637	-0.0846743181	-0.0082774024	-0.0294013668	0.0536521829	0.0253499493	-0.072536242	-0.1362078455	0.1104679273	-0.0199793561	-0.0744667381	0.0179533717	0.1402830294	-0.031457024	-0.0832611343	-0.1550318669	0.0417716027	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0048791332676927	0.000366181179885	1.3408865650197094e-07	2.380594144390565e-05	0.0085741698307799	-0.021557570990538	0.000464728867012	7.35163882870562e-05	0.0557780699325292	-0.0504607505514798	0.0031111930853981	0.0025462873462186	-0.0015980054659157	0.0008760025122046	2.553621469096453e-06	7.673804013887703e-07	-0.0018990000986389	-0.0002990058315721	3.606201374630552e-06	8.940448731412303e-08	-3.017302284747596e-06	9.618973742588377e-07	9.252465586060464e-13	9.104113077543063e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1718.3255759299568	0.546577398999716	2952642.7848950177	0.2987468530972947	2217.1208948323147	1.5763168730268262	4915625.062302044	2.484774884189072	1769.5924737622877	-1.314293820068542	1.7273682454703614	3131457.523196133	1862.2135488315264	1545.842467700951	0.969474	14.639237	0.2335358562249861	0.1268577891960122	0.090921141	-0.0641750591	0.0361964181	-0.0551506	-0.0268568918	-0.0912078819	0.1135610051	-0.0183596485	-0.024424352	-0.1084323013	0.0731218816	-0.0468851231	0.0658133894	-0.0114057476	-0.0193904057	-0.0923046723	-0.1920395129	-0.0846495364	0.0183497378	0.0570945542	0.0303963966	0.1429826601	-0.1033138021	0.0723802434	0.029099148	0.055246057	0.1023158233	0.0116793578	0.0880412056	-0.0968524991	0.1099306168	0.0216176457	0.0869982257	-0.0601999901	0.1030461805	0.0893885616	-0.0649208137	-0.0471931432	0.0694002141	-0.1264115191	0.0363002705	-0.0532834548	-0.0404973763	-0.0575953442	-0.0334151737	0.0527301172	0.0011976127	-0.026739611	-0.0750492209	-0.0292180325	0.0618933293	-0.1035761432	-0.0749749703	-0.0191121449	0.0382598508	-0.1152664705	-0.1289983417	0.0502261645	0.1205392839	-0.0256170635	-0.023983023	0.0589641565	-0.0324360219	-0.1232764304	-0.2050061475	0.0142700765	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0089012264380272	-0.0137803597057199	0.000189898313619	7.923183210103438e-05	0.0240294379220671	0.0154552680912872	0.0002388653117735	0.0005774138868504	0.1716494360361906	0.1158713661036613	0.0294635288915422	0.0134261734827287	-0.0011082164957971	0.0004897889701185	1.2281438015568038e-06	2.398932352498388e-07	-0.0010352686086256	0.0008637314900133	1.0717810920055858e-06	7.460320868405955e-07	-0.0004180740886392	-0.0004150567863544	1.7227213589888553e-07	1.7478594359149766e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1710.0019572754245	-8.32361865453231	2924106.6938857827	69.28262750607827	2213.315122930497	-3.80577190181748	4898763.833392842	14.483899768663434	1767.51963269318	-2.0728410691076533	4.29667009777936	3124125.651955834	1857.99639980761	1506.9340633045542	1.224108	18.484255	0.1821845240632916	0.1024430866259531	-0.0530694268	-0.0664618767	0.190207475	-0.0651840164	-0.0667783256	-0.0554901199	0.0694409067	-0.0919652525	0.0290003918	-0.0221072642	-0.0225481667	0.0030462502	0.1178223971	-0.0425914725	-0.094185071	-0.1370983245	0.1347142474	-0.0821683939	0.0684611981	-0.0373870213	-0.0156671487	-0.0162241363	-0.0283897371	0.1596217998	-0.1219888592	0.0228016858	-0.0606097075	0.0290261181	-0.0216155131	-0.0055495806	0.1183346443	0.0153401515	0.0242807733	-0.1323312474	-0.1823190193	0.0136426606	-0.0454348685	0.0459432661	-0.0043692521	-0.0279676204	0.1209341576	-0.0502733889	-0.0683844461	0.0712511843	-0.1205268244	0.0319160499	-0.0609616503	-0.1822383463	-0.0677342431	0.0075172277	-0.0196103366	0.0036578823	0.0474437813	0.0473252163	0.1733224052	0.1117177496	0.081858238	-0.149812156	-0.1703530999	0.2319806776	0.0071404827	-0.020255399	0.1665902235	0.0124747389	-0.0513848642	-0.0085483745	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0063846000844591	0.002516626353568	6.333408203473468e-06	4.0763118238475145e-05	0.0560399310915187	0.0320104931694515	0.0010246716729515	0.0031404738767421	0.1656342399557786	-0.0060151960804119	0.0274347014457284	3.6182583885803687e-05	-0.0027962635272604	-0.0016880470314633	7.819089713886774e-06	2.84950278043206e-06	-0.0014219786412936	-0.000386710032668	2.0220232562951926e-06	1.4954464936608566e-07	0.0003400130164267	0.0007580871050658	5.746960588671969e-07	1.1560885133958337e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1709.838510026948	-0.1634472484765865	2923547.730371173	0.026715003034567	2214.630474663769	1.3153517332716549	4904588.13930947	1.730150182220746	1766.1511797450444	-1.3684529481356549	1.8726634712611652	3119289.989714812	1858.669127504646	1515.5885283656462	1.021618	15.426623	0.208469531110963	0.1360471468565885	-0.0169794994	-0.0401864692	0.0251146401	-0.1134417747	-0.0001138797	-0.1078559992	0.0760209466	-0.035602173	0.0323982243	0.0866125787	-0.0999579359	0.0352424043	0.1310905382	-0.1104930622	0.0520225463	-0.0323082611	-0.0347366354	-0.0104048027	-0.1456435493	-0.0548548995	0.0725881375	0.0109458274	0.0759442303	0.0830867768	-0.0053001221	0.0325706069	-0.0283100891	-0.0068803472	-0.0767672295	0.0354890754	0.2014695128	0.052989054	-0.0321269068	0.0050157835	0.0383876443	-0.0349143913	0.081203816	-0.0882347716	-0.0251291751	-0.0299412377	0.0365985677	0.0010602534	0.0038037294	0.0242988182	-0.0964605437	0.0682309779	-0.0392609177	-0.1137652776	-0.044892058	-0.0930739093	0.0513979695	0.0295385057	0.0162230914	0.0362544668	0.0923356249	0.0951024244	0.0857487119	-0.2334289377	-0.3121736221	0.0146882947	-0.1490107631	0.0282475191	0.4065915423	0.0822237781	0.0314225708	0.0239915798	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0046941809824829	0.011078781066942	0.0001227393899292	2.2035335096304124e-05	0.0689983043968993	0.0129583733053806	0.0001679194387216	0.0047607660096471	0.1074653952646969	-0.0581688446910817	0.0115488111793975	0.0033836144926951	-0.0010700006293654	0.001726262897895	1.1449013468423523e-06	2.979983592648844e-06	-0.0009639996546284	0.0004579789866652	9.292953341236744e-07	2.0974475222688347e-07	-1.0157399642739262e-06	-0.0003410287563909	1.1630061268557425e-07	1.031727675023197e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1714.139174940785	4.300664913837181	2938273.1110666757	18.49571870111017	2212.406528453136	-2.2239462106326755	4894742.647142057	4.945936747787437	1770.0908238032457	3.9396440582013375	15.52079530532111	3133221.524512453	1861.41089874992	1529.2788138177457	1.157173	17.473528	0.1058599223036446	0.0594574863197118	-0.0636297853	-0.1074045385	-0.128758738	0.1065208592	-0.0070359475	0.0027077984	-0.03896313	0.1957355673	-0.0277467504	-0.0482434834	-0.054605294	0.10137384	0.0644137679	-0.0397392869	0.01089002	0.2072570364	0.0825145198	0.1059602848	-0.0656391506	-0.0566608198	0.0933345142	0.1729128783	0.0316681102	0.0198579577	-0.0847476091	0.0146002814	0.132809166	0.0370685137	-0.0429994487	0.0226014835	0.0182782252	-0.100580839	-0.0599733846	0.190545606	0.0290985777	-0.1508898094	0.1019843479	-0.0848227484	0.0317840976	-0.1525231394	0.1712522987	0.0016225233	-0.0349229246	-0.0103592488	-0.0283349339	-0.029215743	-0.0210923835	-0.1062684309	0.1003202752	-0.106746729	6.8755e-05	-0.035628477	-0.0461160518	-0.1550115373	0.084183964	-0.0954988627	-0.0076107247	-0.2329109048	0.0687034199	0.0311398764	-0.0768935732	-0.0345720346	-0.0435049724	0.009393886	0.1112807788	0.0168485146	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0303441262899326	0.0256499453074497	0.0006579196942751	0.0009207660002993	0.0261540886273223	-0.042844215769577	0.00183562682491	0.0006840363519258	0.1278717136569582	0.0204063183922613	0.0163511751535671	0.0004164178303263	-0.0012190014119166	-0.0001490007825511	1.485964442254664e-06	2.2201233200869952e-08	-0.0011540001035328	-0.0001900004489044	1.3317162389537133e-06	3.6100170583873535e-08	-1.2033651958066145e-06	-1.876252315326883e-07	3.5203227507694884e-14	1.4480877944786917e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1706.0174726974926	-8.121702243292475	2910495.61714914	65.96204732870203	2216.179143717869	3.772615264732849	4911449.997050067	14.232625935695305	1767.3869142317485	-2.7039095714972063	7.311126970834206	3123656.504597622	1859.02850140236	1502.0180514130875	1.029027	15.538499	0.1095671319842865	0.0805484878651416	-0.1363428495	0.0048936581	-0.0391742489	0.0943624912	-0.055794405	-0.0796138872	-0.1326583158	0.0257715842	0.026573566	-0.0146681528	-0.013868715	0.0396096974	-0.0072746682	-0.0685462297	-0.1259141257	-0.0658516469	-0.0096334709	-0.0038615147	0.0095752921	0.097617024	-0.0114382938	-0.0016818172	0.0181664864	0.0119846783	0.0567489443	-0.0039851579	0.0248907792	0.0447203834	0.0002177876	0.1195921897	0.0682488155	-0.0896837841	0.1075655668	-0.0578318486	-0.0499147167	-0.0468462822	-0.0577017456	-0.0518590599	-0.0107484688	-0.0398023709	0.064810303	-0.0219618723	-0.025318628	0.0775013834	0.0051512764	-0.0706305762	-0.0567845034	-0.0812470204	0.0976200163	-0.0812172648	-0.0689162223	0.0486433791	0.0435030225	-0.0891876243	-0.0364633412	-0.1172526719	0.1046925	-0.2418577741	0.0059011738	0.0305513779	0.057021604	-0.0972063751	-0.016100063	0.0510014366	0.1062624039	-0.0868724946	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0182179700546356	-0.012126156235297	0.0001470436650428	0.0003318944329115	-0.0237547987535862	-0.0499088873809085	0.0024908970396002	0.0005642904638233	0.1280292710973469	0.0001575574403887	0.0163914942577179	2.482434702183886e-08	-0.0021020361476542	-0.0008830347357376	4.418555966044909e-06	7.79750344519173e-07	-0.0011609391923341	-6.939088801299941e-06	1.3477798082973525e-06	4.815095339232625e-11	-5.872015921075456e-05	-5.751679401494794e-05	3.3081815937579517e-09	3.4480570977363633e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
