global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
1003.810689463834	n/a	1007635.9002818578	n/a	1500.139723641532	n/a	n/a	2250419.1904472923	1006.3849653821114	n/a	1012810.6985471536	n/a	1105.559480434863	983.6954537837876	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.7399974626973744e-05	n/a	7.507586095588048e-10	n/a	0.000139985391641	n/a	1.9595909872884158e-08	n/a	-0.1063150008865534	n/a	0.0113028794135078	n/a	-0.0002830125455897	n/a	8.009610096116203e-08	n/a	0.0002039825890036	n/a	n/a	4.16088966166116e-08	0.0001230288659396	n/a	1.5136101854384065e-08	n/a	0.0	0.0	0.0	0.0
984.462741609873	-19.347947853961045	969166.8896180276	374.3430861595958	1388.7481422424316	-111.39158139910046	12408.084406592425	1928621.402581805	1008.4281546098758	2.043189227764401	1016927.3430098796	4.174622220452489	1085.6050974175005	898.4783953745431	2.61569	44.217659	0.2377743630127748	0.1578386795651749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-7.999999979801942e-06	-3.5399974606775686e-05	6.399999967683107e-11	1.2531582021603632e-09	0.1426463984934542	0.1425064131018132	0.0203479950031533	0.0203080777751446	-0.0474823884757285	0.0588326124108249	0.0022545772153599	0.0034612762830823	-0.0006839998411571	-0.0004009872955674	4.678557827029381e-07	1.6079081120645745e-07	0.0	-0.0002039825890036	4.16088966166116e-08	0.0	0.0	-0.0001230288659396	0.0	1.5136101854384065e-08	1.0	0.0	0.0	0.0
979.6656137132078	-4.797127896665188	959744.714692076	23.01243605696337	1362.1727912357876	-26.57535100664404	706.2492811263364	1855514.7131830968	1008.878232860076	0.4500782502001357	1017835.2887388696	0.2025704313032159	1082.9017610086628	906.548450747032	1.318385	22.287003	0.150981059543747	0.0756612555907752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.5234537321571224e-05	4.3234537301373166e-05	1.2414726202651955e-09	1.8692252156638282e-09	0.095075855591503	-0.0475705429019512	0.0090394183164563	0.0022629565519863	0.0084848698371473	0.0559672583128758	7.199301615333205e-05	0.0031323340030601	4.9999998735406775e-06	0.0006889998410306	2.4999998735406788e-11	4.7472078094024826e-07	-6.474998315297851e-10	-6.474998315297851e-10	4.192560318311001e-19	4.192560318311001e-19	-0.0002589999873019	-0.0002589999873019	6.708099342238438e-08	6.708099342238438e-08	0.0	0.0	0.0	0.0
973.85943010039	-5.80618361281779	948402.1895954564	33.711768145753844	1357.590078299386	-4.582712936401549	21.001257857462107	1843050.8206969327	1007.6904005158252	-1.1878323442507508	1015439.9432917442	1.410945678048234	1080.0016066301507	887.226342758272	1.406509	23.776712	0.2534131032322864	0.1374849443282031	-0.1582739591	0.0306218558	-0.039775643	-0.0349454904	0.1925761959	-0.0583084856	0.0567647341	-0.001411862	0.0379300662	-0.0440022702	-0.2189009492	0.1409425676	0.0356012771	-0.0542385655	0.0327107711	-0.079057171	0.0775677719	-0.1386026908	0.021910632	-0.1030282306	0.0301525011	-0.0902954723	0.046960009	-0.0703636377	0.1224048718	-0.0799510485	0.0942350087	-0.0405741594	0.1100857717	-0.1069059358	0.0560964343	-0.0811936318	0.0645894404	-0.0471906784	0.0423176356	-0.1234774915	0.2227236856	-0.0383483525	0.0627452988	0.0338924673	-0.0191481528	0.0219734829	-0.12760589	0.0234983132	-0.0026071048	0.0784438929	-0.0310120988	0.1537485369	-0.0303688726	0.0745805127	-0.0670299655	0.0463978603	-0.0611645706	0.0095129119	-0.0245619048	0.0470473376	-0.1017139599	0.0510242759	-0.0307612215	0.1633729906	-0.0878336964	0.1024022185	-0.0950438994	0.0044765938	-0.1447226384	0.0667189476	-0.0384228115	0.0742671655	-0.168148897	0.025613775	-0.068235217	0.086645346	-0.1347411729	0.0687008962	0.0093874077	-0.0320688021	0.0132416563	-0.1028264041	0.1446889529	-0.2276635284	0.1307323072	0.1306969605	0.1306380564	0.1305556056	0.0	0.0	0.0	0.011510229717885	0.0114749951805634	0.0001324853881584	0.0001316755143939	0.0060343617258382	-0.0890414938656648	3.6413521438260976e-05	0.0079283876298292	0.0893892738699264	0.0809044040327791	0.0079904422829927	0.0065455225918991	-0.0007769996825512	-0.0007819996824247	6.037285066846656e-07	6.115235033123952e-07	-0.0003990001923599	-0.00039899954486	1.5920063679854177e-07	1.5920115350323717e-07	-1.5501152112747758e-07	0.0002588449757807	2.4028571682254427e-14	6.700072148694873e-08	0.0	0.0	0.0	0.0
973.4242760379592	-0.4351540624307972	947554.821180025	0.1893590580500261	1354.8460467202324	-2.7440315791536705	7.529709307392586	1835607.810313442	1006.5892321464344	-1.101168369390848	1013221.8822731484	1.2125717777468992	1080.162764857921	890.0497696786116	1.354701	22.900923	0.1122129464967066	0.0601209327449042	0.1860269672	0.1020340871	-0.0804140105	0.078831532	0.1792926338	0.0064728024	0.1406418379	0.1612065847	0.053798187	0.1853960919	-0.1609771224	0.0279358386	-0.0494686307	0.0131156708	-0.1498962847	0.0192989166	-0.0420925984	-0.0443966593	-0.0513878695	0.0700961309	0.0197833768	-0.0272027713	0.0051474294	-0.1153552118	0.0759161105	-0.1281692685	0.0468395349	0.0114185432	-0.001158162	-0.0526683183	0.0480013211	0.034806406	-0.0230711589	-0.0279356606	-0.0897809091	0.0270387185	0.1810580856	-0.0082644979	-0.0224666082	-0.1886618513	0.0761210025	0.0422660046	0.003536848	0.0720068331	-0.0025446337	0.0681464843	0.0250651817	0.0287044387	-0.09303051	0.1030137724	0.0525464308	0.0118231519	0.1025048646	0.0800962247	-0.1220496726	-0.0381664342	-0.0588981818	-0.0155128954	-0.2365000959	0.1468077634	0.0228788457	0.0807238582	0.0841777557	0.1231909963	-0.1153851747	-0.0921833007	0.111304224	0.1000610874	-0.0207680382	2.7654e-05	0.1577156543	0.0215990504	-0.0270235279	-0.041747175	-0.1012225697	0.1166694388	-0.1082799394	-0.08499708	0.0256550541	-0.2760255018	0.1306380564	0.1303201273	0.1297908185	0.1290509885	0.0	0.0	0.0	6.322079947551629e-05	-0.0114470089184094	3.99686948632344e-09	0.0001310340131781	-0.0406345325932733	-0.0466688943191115	0.0016511652390737	0.0021779856969683	0.0632485721872768	-0.0261407016826496	0.0040003818837291	0.0006833362844612	-0.0005059999711605	0.0002709997113907	2.5603597081442684e-07	7.34408435738427e-08	-0.0001110000007418	0.0002880001916181	8.29441103720623e-08	1.23210001646796e-08	-2.8082999205605863e-08	1.2692852192187174e-07	7.886548443820595e-16	1.611084967727107e-14	0.0	0.0	0.0	0.0
970.110768808541	-3.313507229418178	941114.9037582984	10.979330159406532	1345.866743360247	-8.979303359985352	80.62788883064422	1811357.290883117	1003.3439567057292	-3.2452754407052	1006699.095457908	10.53181268604433	1075.9349054089855	881.1903152874121	1.439995	24.342789	0.0989315637406119	0.0443136169324377	-0.0574264341	-0.1563243334	0.0013093359	-0.1243194353	-0.0336785958	0.0559825547	0.2220636728	-0.0870429098	-0.1030697491	-0.0260382137	0.1005545046	0.0699757266	0.0014619394	0.0941141819	-0.0480139968	-0.0833381395	-0.0080456354	0.0630663163	-0.0438311218	-0.0099985908	0.0846827828	-0.0069145	0.061496242	0.0626153705	-0.0582113499	-0.0721199244	-0.0699978167	-0.0190027952	0.1035540983	0.1476094554	0.1565593719	0.0625900468	0.0183864834	0.0097211099	-0.1516883339	-0.0326311403	-0.0966931558	0.1019396778	0.0220350833	-0.0224728341	0.1041409376	-0.0429169246	-0.1601497543	0.098019479	-0.0616538298	0.0526018139	-0.0768998841	-0.1736760124	-0.078915616	-0.0342201608	0.0139678404	0.0824967358	-0.039385555	0.1198359097	-0.107607477	-0.0226091505	-0.0546400478	-0.0563887195	0.0590984822	0.0502923393	0.0558750134	0.0254304665	-0.1598135109	-0.0569595868	0.0205804751	-0.0717433827	0.0458026219	0.2087259577	-0.0177561819	-0.0213945629	0.0412179426	0.1393475469	0.0889561736	-0.0047654817	-0.1655188244	0.1538355814	0.0620186493	-0.1610960066	0.0708579258	-0.0853078019	0.1304496228	0.1295675475	0.1281018373	0.1260590946	0.0	0.0	0.0	0.0204686258290962	0.0204054050296206	0.0004189646433315	0.0004163805544228	-0.0571914265575514	-0.016556893964278	0.0032708592716877	0.0002741307377443	0.0481278625860284	-0.0151207096012483	0.0023162911570996	0.0002286358588452	4.999999873665957e-06	0.0005109999710341	2.4999998736659585e-11	2.611209703969185e-07	-7.875000651580422e-10	0.0001109992132417	1.2320825340284125e-08	6.201563526239207e-19	-0.0003150000016326	-0.0003149719186333	9.9225001028538e-08	9.920730952760161e-08	0.0	0.0	0.0	0.0
971.6790728953388	1.5683040867977525	944160.2207027453	2.4595777086665325	1353.071693474906	7.204950114658914	51.91130615472349	1830803.00768305	1004.9746423652844	1.6306856595551835	1009974.0317972312	2.659135720278924	1077.2973630502022	886.3755239929992	1.21253	20.497547	0.2496070517208491	0.1310687324798817	-0.0156973922	0.1084853766	-0.0916902406	0.0119908575	0.0458039895	-0.0997098703	0.0773676694	0.0838439384	0.0750674445	-0.1958824236	-0.0375924379	-0.0026950475	-0.0904174807	-0.1194658242	0.0112601634	-0.0685108319	0.1049414271	-0.0218435529	-0.0095414586	0.1134692423	-0.023812374	0.0673121185	0.1458254441	0.0036713475	0.0619758191	-0.064204898	-0.0238811682	0.1077057134	0.0873070837	0.0339250918	-0.022821353	0.1457779151	-0.1189558603	-0.0388688793	0.0295792391	-0.0211504449	0.0305861423	-0.1301549935	-0.0649818337	0.082281391	0.0685815786	0.091676234	-0.146013789	-0.0740138068	0.0193941281	0.0217038364	0.034703636	0.0496820726	-0.0506186352	-0.1304656079	0.1075903047	-0.0128419855	-0.0329522116	0.0819375462	0.0147730525	-0.0358733987	0.0158286226	0.0808629499	-0.1715796507	0.059703023	-0.0180521877	0.1163401236	0.0475813888	-0.0681220638	-0.0483755182	0.0452692323	0.0119595689	0.1230089433	0.041808971	0.1448082332	-0.0560920911	0.0650792755	-0.0123692021	0.088234213	-0.1862059519	-0.0160135921	0.0029806003	0.1616883618	-0.0194271626	-0.0982314566	0.1301671423	0.1284413908	0.1255820665	0.1216144046	0.0	0.0	0.0	4.520362703885894e-05	-0.0204234222020573	2.043367897468259e-09	0.0004171161744434	0.0459415496728183	0.1031329762303697	0.00211062598634	0.010636410786134	-0.0295167270612495	-0.0776445896472779	0.0008712371764082	0.0060286823014941	-0.0009129996490237	-0.0009179996488973	8.335683591173993e-07	8.427233553756871e-07	1.209725255524319e-07	1.2176002561758994e-07	1.482550383839616e-14	1.463435193853379e-14	-0.0002650001377327	4.999986389989997e-05	7.022507299834999e-08	2.4999863900085212e-09	0.0	0.0	0.0	0.0
972.0963317986464	0.4172589033075837	944971.278296384	0.1741049923894475	1348.6134356907437	-4.458257784162242	19.876062470043227	1818758.198925592	1004.1222790840344	-0.85236328124995	1008261.5513529156	0.7265231632231813	1076.0682961448886	889.1126279101824	1.093534	18.485947	0.1772712018927184	0.1056525065507922	0.0953931938	-0.0598104073	0.0204209402	-0.0869048808	-0.0835592938	-0.0765559712	0.0511267263	-0.0255702193	0.0189531737	-0.0754444584	0.0539432296	0.0538802855	0.0018223685	0.035809737	-0.056110548	0.022420225	-0.0296708516	0.0777566077	-0.0558307691	-0.0418397954	-0.0067675017	0.0167021356	0.0736143364	-0.1744458311	0.0662595043	-0.0634245027	-0.1621578699	0.1727227997	-0.0619707944	0.0174857268	-0.0148296261	0.186029227	0.0663536879	0.0047327976	0.051976315	-0.0349842259	-0.0746007127	0.0417584372	-0.0667852283	-0.0635556382	-0.0130212429	-0.0261225057	-0.1327463833	0.0423467236	0.0076624474	-0.099464145	-0.0059910423	0.1196958208	-0.1336875344	-0.0033743965	-0.0285276897	-0.0637483733	-0.0723131146	0.1635231007	-0.089045516	0.1140233881	-0.0210129033	-0.0882700177	-0.0019028285	-0.0204495525	0.1086751575	0.0435989768	-0.0779550481	0.0003101104	0.0234079697	-0.0333872001	0.0968460765	0.1333569162	-0.0143634447	0.0507859618	0.0726323243	0.1255290843	0.0336437072	0.0537653616	-0.0548220675	-0.0563641209	-0.0061887267	0.0508145712	-0.0896780892	0.0769159937	0.1297908185	0.1269449045	0.1222478479	0.1157681424	0.0	0.0	0.0	0.0112184857899393	0.0111732821629004	0.000125854423419	0.0001248422342917	-0.0423943571637721	-0.0883359068365904	0.0017972815193294	0.0078032324366427	0.0294435474522174	0.0589602745134669	0.0008669224865709	0.0034763139707033	-0.0007120006093469	0.0002009990396767	5.06944867710357e-07	4.040061395099579e-08	1.5664021346672996e-07	3.5667687914298065e-08	1.2721839611517637e-15	2.453615647490273e-14	-0.0004400001979632	-0.0001750000602304	1.936001742076552e-07	3.0625021080678626e-08	0.0	0.0	0.0	0.0
973.205887934674	1.1095561360276631	947129.7003107172	1.2311148189966383	1358.0868634905137	9.47342779976998	89.74583427745466	1844399.928785501	1005.8735275190304	1.7512484349960005	1011781.5533635776	3.066871081075941	1079.9332550337638	890.512726110056	1.062064	17.95396	0.1535703910275174	0.0921722316802799	-0.0717537532	0.0208794731	-0.0715905655	0.1058714568	0.130912729	-0.1630284953	-0.0863574206	-0.0463384114	0.0558248806	-0.0042940773	-0.1219720209	-0.0139981927	-0.05038598	-0.0704678304	0.0849675522	-0.0553742192	0.0729228723	-0.0629958153	-0.0645754693	-0.0435129862	-0.0768728062	0.0419957508	0.0086901047	0.0633552536	-0.074798917	-0.0203520136	-0.0227071279	-0.0685822532	-0.0899820109	-0.0349021289	-0.0646822883	0.0492446519	-0.0850677421	-0.0822503558	-0.0810759048	0.0243508751	0.1517676588	-0.0298186921	-0.0042191322	0.126778988	-0.035573866	0.0827973732	0.010124508	0.0442520957	0.1070413899	0.0467147746	-0.0502839676	0.1101472356	0.054376425	-0.0554801199	-0.0054804641	-0.0266181526	0.0844091194	0.0477773812	-0.0767349216	-0.1093986821	-0.019708868	0.084546074	-0.0344039414	0.0143675929	-0.0596546344	-0.042167536	0.0247256561	-0.1045876392	-0.0084095457	-0.0442460075	-0.0759342318	-0.1040824152	-0.0839554351	-0.0157289092	0.0310656535	0.0332481077	-0.1003095339	-0.0145528013	-0.0646059557	0.0055783847	-0.0474955268	0.088119394	-0.0303726488	0.0363339776	0.1293209226	0.125082403	0.118120805	0.1085876845	0.0	0.0	0.0	-0.0034427293771841	-0.0146612151671234	1.1852385564526423e-05	0.0002149512301766	0.040780486308563	0.0831748434723351	0.0016630480635628	0.0069180545866474	0.0296531851264347	0.0002096376742173	0.0008793113881426	4.3947954451239706e-08	-0.0001918778711492	0.0005201227381977	3.6817117436748993e-08	2.705276627902733e-07	0.0003690636273179	0.0003689069871044	1.360923651344705e-07	1.3620796100904577e-07	-0.0006614643669379	-0.0002214641689747	4.375351087285569e-07	4.90463781396545e-08	0.0	0.0	0.0	0.0
973.5562022739166	0.3503143392425727	947811.6789860112	0.1227201362789603	1349.826577758789	-8.260285731724707	68.23232036973478	1822031.790024004	1004.368401504908	-1.5051260141224247	1008755.885941524	2.265404318388057	1078.036463326535	895.5744872370262	1.10425	18.667099	0.1680797883448246	0.1008643739846753	0.1183091735	0.031920545	0.1125443366	0.0563365768	-0.0776458062	-0.0204150196	-0.0203597575	0.0724802863	0.1745150371	0.1657284395	0.005647263	-0.0895620207	0.0724944656	0.0117658395	-0.1267438209	0.0445534024	-0.0390862475	0.050282394	-0.1067651475	0.0325892618	0.0365276123	0.013370967	-0.0659222037	-0.1637322312	-0.095097743	0.125092781	0.0129090037	0.0673389094	-0.0738656162	0.1326926558	-0.1082056915	-0.002591425	-0.0486133048	0.0505817769	-0.0339705819	0.1331160156	-0.0137778754	0.0204731012	-0.0193373789	-0.1347495676	-0.0018615841	0.0022163275	0.0306783914	0.085236037	0.0642135904	-0.0272680194	0.0707712178	0.0071844803	0.0128599267	-0.0187490842	0.0230930736	-0.1272034997	-0.0224358864	0.019274704	0.1023807517	0.041673999	0.0927025379	-0.0811112475	-0.0640381191	-0.0909341068	0.072359148	-0.0173234996	0.0837900449	0.0037612232	0.064463694	0.0677427813	-0.0389874568	-0.0521495443	0.1111829448	-0.0116682163	0.1347590311	0.0088200239	0.0176022785	-0.0322910312	-0.0049953695	-0.038179495	0.0458573602	-0.038513269	-0.129843365	0.0558818807	0.1287577936	0.1228592567	0.1132277034	0.1001557837	0.0	0.0	0.0	-2.2200841272024263e-05	0.003420528535912	4.928773531856159e-10	1.170001546498881e-05	0.0057700925066086	-0.0350103938019544	3.329396753482072e-05	0.0012257276741679	-0.0538820929991885	-0.0835352781256232	0.0029032799459731	0.0069781426915252	-0.0001820355893147	9.842281834499996e-06	3.3136955777150125e-08	9.687051170972863e-11	0.0004679861321699	9.892250485200003e-05	9.785661966193973e-09	2.1901101990334319e-07	0.0001520426040023	0.0008135069709402	2.311695343180021e-08	6.617935917682995e-07	0.0	0.0	0.0	0.0
