global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
1600.5404357465268	n/a	2561729.686459682	n/a	1920.2172393798828	n/a	3687234.246411698	n/a	1673.1371786371617	n/a	n/a	2799388.0185379214	1718.0238442028756	1395.695077780727	n/a	n/a	n/a	n/a	-0.1114407276	-0.0500339981	0.1254682307	0.1094946256	0.1725568186	-0.0934192733	0.0267650866	-0.1279523607	0.0305542743	-0.1338174045	0.02354527	-0.2082038139	0.0319414718	-0.1122279568	0.0481497944	-0.0263869286	0.0163592142	-0.0470677946	0.0713386927	-0.0385787607	0.0159058623	-0.013951214	0.0591947662	-0.1045773656	0.1028749759	-0.1171769071	0.1540332188	-0.0861185325	0.0710846948	-0.0069959615	0.0960469269	-0.1010424855	0.044342053	-0.1285586574	0.2005182174	-0.040883359	0.129708095	-0.0149971127	0.1306408168	-0.0273345339	0.0005800867	-0.0064877702	0.0189512089	-0.01590615	0.1256530367	-0.0576353639	0.0024738928	-0.0667529663	0.0809526649	-0.1676421305	0.0757769008	-0.1395049227	0.0332546889	-0.0147895265	0.0721438293	-0.1196837129	0.0505929829	0.0418827553	-0.2088828253	0.0037914958	-0.0270407104	0.0680636382	-0.2577692355	-0.0793168597	0.0650999422	-0.0538412474	0.059541247	-0.0144584245	0.1102749683	-0.1648765209	0.0325433148	-0.0380556292	0.1675997688	-0.0313563965	0.0006019739	-0.0182311891	0.0705181025	-0.1044488061	0.2333107889	-0.0622193852	0.0604084171	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0380489953106604	n/a	0.0014477260441506	n/a	-0.0356108875610203	n/a	0.0012681353128836	n/a	0.0003640750421141	n/a	1.325506362903837e-07	n/a	-0.0017370040906908	n/a	n/a	3.017183211076573e-06	-0.0023460015265184	n/a	5.503723162426663e-06	n/a	-4.037506241947914e-06	n/a	1.6301456653768364e-11	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1596.8438867946224	-3.696548951904333	2549910.398793357	13.664474153825024	1908.5060032190904	-11.711236160792396	3642395.164323306	137.1530524138514	1670.655978132669	-2.48120050449279	6.156355943495276	2791091.3972704248	1714.617074171014	1395.7425481585844	1.411685	16.602865	0.1054062388162344	0.0665149803039064	0.0201449698	0.099764549	0.1695913591	-0.0171802152	-0.0124785489	-0.1082422088	0.1104036565	0.0401137458	0.152614212	-0.0246207457	-0.0093976239	-0.1174813554	0.0695232137	-0.0411949683	-0.068357646	0.0210765757	0.0635415146	-0.121383789	-0.0041788199	0.0760284076	0.1679605812	0.0534330925	-0.2825289212	0.2350803489	0.0860979856	0.0451789234	-0.0590724902	-0.1218602067	-0.0290515188	0.1361625901	-0.1258952523	-0.0888059257	-0.0371270229	-0.0027511817	0.0994735157	-0.04188431	0.0077931855	0.1976841998	0.0319587484	-0.0550349887	-0.0101458898	-0.0314639165	0.1285125206	0.0074702801	0.2611143822	0.094302697	0.0753428565	0.090262344	-0.1316615701	0.1535289085	-0.1148995953	-0.096618275	-0.2285098362	-0.0164034224	-0.0053452231	-0.0346885123	0.1247777715	0.1343468499	-0.1168214583	-0.1239166758	0.0393786972	0.1771460107	-0.2020120695	-0.0733918818	0.0383130954	-0.0065738912	-0.0252569898	0.1245376688	-0.0126112692	0.1343291836	0.1516302523	-0.1654964731	0.1403390914	0.0702772893	-0.0295316319	0.0344014321	0.0345704762	0.0197342238	0.1891204202	0.1120758335	0.0227432504	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0355712079039847	-0.0024777874066757	0.0012653108317485	6.139430432680701e-06	-0.0560337230510441	-0.0204228354900238	0.0031397781189611	0.0004170922094525	0.057956464826276	0.0575923897841618	0.0033589518151593	0.0033168833610508	-0.0017370727708707	-6.868017990002001e-08	4.7169671110991116e-15	3.017421811300412e-06	-0.0019209365621724	0.0004250649643459	3.689997275890719e-06	1.8068022391446618e-07	-7.716838442350883e-05	-7.313087818156092e-05	5.954959554534441e-09	5.348125343606303e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1595.732625952739	-1.1112608418834498	2546362.613530024	1.2349006587035136	1910.618143831746	2.112140612655594	3650461.6915390654	4.461137967629147	1669.5911015231852	-1.06487660948369	1.1339621934254795	2787534.446285403	1712.9089213229531	1385.8278549710203	1.33933	15.751895	0.095847147925501	0.0588571392569843	0.1200177166	-0.0681031295	0.1273939702	-0.1126282827	0.054415268	-0.1138980978	0.1002077949	0.0978432351	0.0775415983	0.0196072524	-0.0287818949	-0.2149699531	-0.1598760156	0.0681239412	-0.0749411367	-0.1089255191	0.0306651546	0.058759018	-0.0166856424	-0.103431324	-0.0915684855	0.1453987245	-0.0916244279	0.1285230179	-0.0470952469	-0.0889264731	0.0904999066	-0.2687552708	-0.0437278998	5.66485e-05	-0.0509850902	-0.0024419248	0.0247889201	0.0291439325	0.079103528	0.1425131741	0.1531698536	0.1302727433	-0.0609835328	-0.0123660162	-0.067255896	0.1478603921	0.0927796525	0.0012433527	0.0010180944	-0.0377823084	0.1489503964	-0.1560281447	-0.1379970328	0.0096724756	-0.0757890916	0.0028607578	-0.055629592	0.0785241852	0.2000977822	-0.0416283497	0.0323174968	0.0991465229	-0.1817314017	-0.2171599755	-0.0532405519	-0.0667682887	-0.1600605972	-0.0892785776	0.0578009457	0.0676158203	-0.049789134	0.0476423329	-0.004422191	0.1591272571	0.0749348296	0.1383907908	-0.0155365486	-0.0329543217	0.0111161907	-0.0575033016	0.081153205	0.0144166603	0.0353854167	0.0543564819	0.0131508932	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0243767217674815	-0.0111944861365032	0.0005942245641292	0.0001253165198603	-0.0649231150884048	-0.0088893920373607	0.0042150108727822	7.902129079389183e-05	0.0973508758040111	0.0393944109777351	0.0094771930198079	0.0015519196162826	-0.0023920132509942	-0.0006549404801234	4.289470325044006e-07	5.721727392931841e-06	-0.0019210024042155	-6.584204310000792e-08	3.690250237001732e-06	4.335174639583301e-15	-4.797531112067481e-06	7.237085331144135e-05	2.3016304771255443e-11	5.237540409026161e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1595.4365324410046	-0.2960935117343979	2545417.7290473767	0.087671367691208	1904.39732412274	-6.220819709006037	3626729.168125853	38.69859785195795	1672.1166072413178	2.5255057181325355	6.378179132320134	2795973.948212215	1715.9470031650208	1378.2661936070997	1.630816	19.180071	0.1982399602410379	0.1332880855308708	-0.1468666161	-0.010925877	0.0108581547	0.090019558	0.0749299915	-0.0306349831	0.0597769775	-0.0408132229	-0.0757195515	-0.1015444363	-0.0436473408	-0.0894258221	0.0359477526	-0.0626976852	0.0952396805	0.0655009543	0.1100748296	0.0777819061	0.0307879145	-0.0428029983	-0.0344232003	0.0496738844	0.0499155595	0.0004416206	-0.0458627178	-0.0746581325	0.0396607162	-0.0327335816	0.0553699191	-0.0428838021	0.1140652225	0.0738921136	-0.0106618116	-0.0373252711	0.1765632087	-0.0246932198	-0.0218211304	-0.0954085641	0.0438952228	0.0219146512	0.0591770442	0.0551977023	0.0326067532	0.0560772795	0.0097920708	-0.0083651866	0.0733392098	-0.0557973192	0.0247148886	-0.0342123095	-0.0246985269	-0.0329605569	0.033803397	0.1688548433	-0.0236825144	0.0674207566	0.0587022203	-0.0598567718	-0.2007596237	-0.0337521777	-0.1329058914	0.0025052559	-0.0330775949	-0.0112758417	0.1369395784	-0.0245743927	0.0242630924	-0.005668047	0.0749395583	-0.187411592	-0.2248521905	0.129397544	0.1064145655	-0.1560361224	-0.0661165536	0.0404681013	0.0669670185	-0.0402350674	-0.0805333638	-0.111380036	0.1154636397	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0194181501211971	-0.0049585716462843	0.0003770645541293	2.458743277133558e-05	-0.0417829581253528	0.023140156963052	0.0017458155897049	0.0005354668642746	-0.0211214820337488	-0.1184723578377598	0.0004461170033019	0.0140356995716382	-0.0017618937018696	0.0006301195491245	3.970506461889891e-07	3.104269416687763e-06	-0.0019201398590418	8.62545173700149e-07	3.686937078281063e-06	7.439841766734202e-13	-0.0004071929126926	-0.0004023953815805	1.6580606814708338e-07	1.6192204311734237e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1596.2379109554945	0.8013785144898975	2547975.4683715613	0.6422075234860348	1907.369735031985	2.972410909245127	3638059.306115985	8.835226613399444	1670.9305906504333	-1.186016590884492	1.4066353538532723	2792009.038771406	1714.909542089245	1391.1229571006477	1.440097	16.937019	0.0763283891417503	0.0452863918554431	0.0329998631	0.1410726283	0.034876081	0.026295388	-0.1126494382	-0.1086633914	-0.0369810737	-0.1751289478	-0.0614668531	-0.1014048368	-0.0365044352	0.0702416013	0.12602408	0.0123641808	-0.0830473804	-0.0366016678	-0.0303093384	0.0093890251	0.0621229058	0.057340644	0.0174652621	0.0763161228	0.0645548146	0.09552038	0.1566647915	-0.1052271939	-0.0453047055	0.0192198671	-0.0163336502	-0.1466299937	-0.1413761545	0.0206486069	0.0887758068	-0.1001326172	0.0021376548	-0.0714100008	-0.1263646536	0.1049987129	0.020247594	-0.0549317429	-0.0883041694	-0.0738249008	0.020816403	-0.1041586955	0.0342889729	0.0111152395	-0.0141484607	-0.0742087837	0.0608378028	-0.1187996261	-0.1059183565	-0.0967980377	-0.0660457895	-0.0427729259	-0.0627088235	0.2185058478	-0.0513962894	-0.051514688	-0.0411804524	-0.1169866082	-0.0184472047	0.1654103043	-0.0653975117	-0.0189903901	0.1098727674	0.0277274757	0.1852984185	-0.0689650111	-0.036475523	-0.0097478281	-0.0433389674	0.027385426	0.1053837184	-0.0904237273	-0.0846992278	0.1729736508	0.0523001496	0.1078393223	-0.1181559223	-0.0327370708	-0.0356759104	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0188718750307685	-0.0005462750904286	0.0003561476671769	2.9841647442277613e-07	-0.0236187367778342	0.0181642213475186	0.0005578447269806	0.0003299389371616	-0.0375038785434469	-0.0163823965096981	0.0014065409058016	0.0002683829154009	-0.0011551014533206	0.000606792248549	3.681968328991514e-07	1.334259367463362e-06	-0.001920140606352	-7.47310200050269e-10	3.686939948161826e-06	5.584725350991732e-19	-0.0006251098407155	-0.0002179169280229	3.907623129593578e-07	4.7487787518937795e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1593.230340318721	-3.0075706367736075	2538382.917312107	9.045481135182802	1904.525281070324	-2.844453961661202	3627216.546235996	8.090918340010106	1669.6896015872535	-1.240989063179768	1.540053854931798	2787863.365648601	1713.0655925359904	1407.891308876119	1.303445	15.329844	0.0578454502921494	0.0444977964897364	0.1059742749	0.0032480468	-0.0461808207	-0.1366085126	-0.056802277	0.0245571327	0.0592282971	0.0152355511	0.0494738695	-0.0279781279	-0.0400874333	0.1825603981	0.1088066548	-0.0140862402	-0.0270106193	0.0049957127	0.0157509089	-0.146694211	-0.1250274568	0.037031556	0.1127944336	0.0839229675	-0.0103992587	0.0081819132	-0.0328895913	0.0264187309	0.0145276434	0.0126216164	0.0869672503	-0.0622577918	0.1711217331	0.0905804291	0.0768553913	-0.0649699907	-0.0868880128	0.0402855541	-0.0960150461	0.0353280095	-0.0167180787	-0.0172800783	-0.1146849906	-0.1865823668	-0.0484878943	0.0754118208	0.07218191	0.1930609547	0.0039335471	0.0290027359	0.0048731626	-0.0155048942	-0.0090946601	0.0131158276	0.0344705007	0.0948058607	-0.005020964	-0.1951879235	-0.159732393	-0.0059620483	-0.0688583189	-0.0563974525	0.0755253335	0.0338543086	-0.0577200856	-0.0332964895	0.0545750709	0.1385633379	0.034813562	-0.0777963305	-0.0502176302	0.0169626909	-0.0267870107	0.170048723	-0.100657806	-0.1175084426	0.083368718	0.1662555571	-0.015375853	-0.0213412569	0.0114847009	0.2394397468	-0.174188816	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0202866731013813	0.0014147980706128	0.0004115491055223	2.0016535806097074e-06	-0.0234244680874269	0.0001942686904073	0.0005487057051788	3.7740324072568036e-08	0.0059390214899224	0.0434429000333693	3.527197625776008e-05	0.0018872855633093	-0.0011009073827263	5.419407059429997e-05	2.936997287579968e-09	1.211997065341272e-06	-0.0019202640416862	-1.2343533419998873e-07	3.68741398979302e-06	1.5236281729062908e-14	-0.0004235576766888	0.0002015521640267	1.7940110548201407e-07	4.0623274823845785e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1592.8418135984914	-0.3885267202294926	2537145.043147731	0.1509530123322864	1898.3218709538487	-6.203410116475197	3603625.925741721	38.48229707318682	1670.4627105530876	0.7731089658341261	0.597697473053112	2790445.667348369	1713.6746632409474	1367.3867867289914	2.005136	23.582453	0.1280469052421271	0.079429732141655	-0.0559785143	-0.1003997914	-0.3842886993	0.1412299055	-0.0836291134	0.174139744	-0.184002517	0.1052703145	-0.1746770611	-0.0599304818	-0.0589207796	0.0997034028	0.1614878727	-0.2988282718	0.2500772714	-0.0476131677	-0.2059195942	0.1572240548	0.0464709926	-0.0759634341	0.0217958704	-0.0145153578	0.033143149	0.0929306651	0.0851605248	0.2647758003	-0.1456653814	0.1274630184	-0.1107756041	0.0005481825	0.1816603083	-0.0803500311	-0.0408705908	-0.0222010763	0.032791673	-0.1402388803	-0.2378524818	-0.1485238432	0.3833010612	-0.1019974	0.1701106714	0.1079684982	-0.2832739496	0.0204279358	-0.0848170744	0.0123074251	0.0565328321	0.0532044932	0.0896550169	0.2463470291	-0.2168183322	-0.0027132029	0.0548208853	-0.0439748821	-0.0457030861	-0.1126385256	-0.1300222275	-0.0348029683	-0.3170041956	0.2995621522	0.6277191337	-0.0024950085	0.4841044998	-0.181015324	-0.1289115337	-0.0147763889	-0.1287747199	0.1693454959	0.0234266917	0.0237109597	-0.0032468041	-0.0249272404	-0.0166681479	-0.0225765953	-0.0165648139	0.0189533706	0.0145912565	-0.0372094501	-0.0242615772	-0.0330856448	0.0250809889	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0537779947522523	0.033491321650871	0.0028920727195732	0.0011216686259221	-0.0240419528959847	-0.0006174848085578	0.0005780154990527	3.812874887996654e-07	-0.0574377407314159	-0.0633767622213383	0.0032990940603293	0.00401661398966	-0.0007719664090871	0.0003289409736392	1.0820216413870485e-07	5.959321367588319e-07	-0.0022018426342544	-0.0002815785925682	4.848110986020356e-06	7.92865037926885e-08	-0.000422850511669	7.071650198000354e-07	1.788025552187351e-07	5.000823652287844e-13	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1604.2886603213003	11.446846722808914	2573742.1056355126	131.03029989548116	1932.182995056838	33.86112410298938	3733331.126386813	1146.5757255180483	1673.6484523644267	3.185741811339085	10.148950888514031	2801099.1421018406	1719.004031975376	1396.0877265794422	2.387394	28.078194	0.1677425624157084	0.0883334424572507	0.0617068736	-0.119007527	0.2253421784	-0.1020447286	0.2125291949	-0.2726528415	-0.0298566853	-0.0179401016	-0.1967728466	-0.2034371307	-0.1418724626	-0.1441514623	-0.0195713002	-0.1041975877	0.0508105743	0.0986425045	0.025756996	-0.0997999729	-0.1060818292	0.0740853507	-0.0884337597	-0.0347141209	0.1009403467	-0.0092329927	-0.0097182368	-0.022461639	0.1525077124	0.1248150144	0.1511031107	-0.105311222	0.1033475443	0.1060142668	0.0062601382	-0.203329521	0.2044116224	0.1090211087	0.0103147434	0.0845581237	0.0272455042	0.1425997688	0.1378542723	-0.1640344832	0.0041962495	0.1010240942	-0.1337161578	0.0281466819	-0.0512369133	-0.023306273	0.0966256052	-0.0096645999	0.0524796253	-0.0530894539	0.1970659055	-0.0364971494	0.1083539739	0.0397780415	-0.0598284978	0.098028408	-0.0290225614	-0.0401855019	0.0672574817	-0.0598464469	-0.1513205931	0.140072474	-0.0162378929	-0.0284387032	0.110216884	-0.0269317994	0.2423118006	-0.0055336873	0.3953092769	-0.251925212	-0.0459152017	0.0503153693	-0.1758749306	-0.1656039344	-0.1318298296	-0.0154136199	-0.1417057665	-0.1574745369	-0.022791461	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.018834274348265	-0.0349437204039873	0.0003547298902257	0.001221063595672	-0.0467549230415045	-0.0227129701455197	0.002186022828617	0.0005158790128312	-0.0247765745072996	0.0326611662241163	0.0006138786443157	0.0010667517791193	-0.0019443180197221	-0.001172351610635	1.3744082989584785e-06	3.780372561816069e-06	-0.0019201836438633	0.0002816589903911	3.687105226160141e-06	7.93317868681339e-08	-0.0003283669998534	9.448351181559996e-05	1.078248865927228e-07	8.927134005008617e-09	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1595.3946673532766	-8.893992968023667	2545284.144619272	79.10311091525445	1917.9928657446007	-14.190129312237332	3678696.6330471854	201.35976989801716	1671.6926502508388	-1.955802113587879	3.8251619075148144	2794556.3169026733	1715.5010715060764	1400.4460046503468	1.565555	18.412529	0.1804050955663943	0.1456535050551717	-0.0892890557	-0.0900384064	0.1676550124	0.0514393025	0.2188024172	-0.1116943405	0.2040481381	-0.0736146374	0.055681408	-0.1283388931	-0.038043596	-0.1259846697	-0.0200732388	0.0442267589	-0.1604613962	0.0096357131	0.0369307498	0.0280820162	0.3585274239	0.0194511218	0.0318035947	-0.0695997208	-0.0123264485	-0.1728589134	-0.1214119022	0.0281623518	0.028635019	0.1443258085	-0.1905838514	0.0439055067	-0.1052515984	-0.0659749124	0.178613504	-0.0478301451	0.1924819371	0.0413889066	0.0842557428	-0.0325885219	-0.0497346413	0.1374008155	-0.225494588	0.0307990156	-0.0383438581	-0.2995563314	0.0590331093	-0.1273202936	-0.0428408477	0.0807764447	-0.0692249468	-0.0246717475	0.2339828273	0.1721729928	-0.1761843933	-0.255662284	-0.1021403712	0.0011777015	-0.2414153535	0.1301460014	-0.1174314216	0.0060583806	-0.1630619452	-0.064072332	-0.1034307345	0.0441266017	-0.1569608124	0.0879856995	-0.3535795765	0.1338910314	0.0845794567	0.1521443926	-0.2408405036	-0.1576763271	-0.1476070087	0.095769215	0.2770697883	-0.2602332226	-0.2310756238	0.0065716726	-0.079731553	0.1127134385	-0.0794178391	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0198459610338375	0.0010116866855724	0.0003938621693565	1.0235099497646692e-06	-0.043451472149016	0.0033034508924884	0.0018880304319167	1.0912787799083062e-05	0.1221381707204187	0.1469147452277183	0.0149177327469301	0.0215839423653253	-0.0016018556734694	0.0003424623462527	1.1728045860090425e-07	2.565941598626105e-06	-0.0017531797230556	0.0001670039208076	3.0736391413333105e-06	2.7890309565144478e-08	-0.0004024049880053	-7.403798815189998e-05	1.6192977437154565e-07	5.481623689580882e-09	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1589.1309718006946	-6.263695552582021	2525337.2455362203	39.23388197543579	1901.195851186688	-16.79701455791269	3614545.664569475	282.1396980587308	1668.0698757285388	-3.6227745223000056	13.124495239426034	2782457.110313023	1711.601308142812	1374.8221388847378	1.653918	19.451773	0.2140494684652431	0.1277961950618344	-0.0495282997	0.1109063985	-0.0667040017	0.068475381	-0.1093617419	-0.0435103984	0.0817881305	-0.0731618971	0.1789513888	0.0824301148	-0.0795616828	0.0171805378	0.1452122693	0.0553483421	-0.0790359134	-0.088981012	-0.0462321415	0.2010935268	-0.0963886873	0.0271834845	-0.0260182131	0.0076093711	-0.1149933901	-0.0338710845	-0.0613221875	0.0314470186	-0.1109182617	-0.0119818224	-0.0834818618	-0.027489014	-0.0187253201	0.0906479641	-0.0201468939	0.0931970612	-0.004418748	0.0050378881	-0.1224332504	0.0857676689	0.0185611237	-0.1767470441	-0.0688024323	0.0583708707	0.1116917193	-0.0680325606	-0.1347093096	0.0454988651	-0.0114715846	0.0011804226	-0.0366364622	-0.0714454332	-0.0693576602	0.1515889632	-0.0694579171	-0.0092672332	-0.0787313864	-0.0808005221	0.0861553691	-0.0105070722	-0.0332815835	-0.0688116658	-0.1409684121	0.0443623308	0.1338171409	0.1112844472	0.1914564796	0.0359390487	-0.2318391765	-0.0974628042	-0.1191578798	0.0325102822	-0.0126248513	0.1176525708	-0.1082587766	0.1212566546	0.1407949532	0.011860989	0.177795331	0.0156200486	-0.2089258336	-0.2372684574	0.0932968188	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0134336272683128	-0.0064123337655247	0.0001804623415839	4.111802432048818e-05	-0.1092018381494739	-0.0657503660004579	0.0119250414552238	0.0043231106291941	0.0176395072786732	-0.1044986634417454	0.0003111522170343	0.0109199706611111	-0.0014801665129137	0.0001216891605556	1.4808251796750916e-08	2.1908929059511024e-06	-0.0021700503544401	-0.0004168706313844	4.709118540805603e-06	1.737811233109115e-07	-0.0006116073012154	-0.00020920231321	3.74063490899985e-07	4.376560785245677e-08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
