global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82	motion_outlier83	motion_outlier84
1007.2408125131196	n/a	n/a	1014534.0543920894	1385.25319311121	n/a	n/a	1918926.4090248037	1062.5279874293217	n/a	n/a	1128965.724070605	1123.0053933473948	719.0676329297452	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.1666094372575486	n/a	n/a	0.027758704583277	-0.1171330815972595	n/a	0.0137201588044702	n/a	0.022388118604141	n/a	n/a	0.000501227854633	-0.0077597120003539	n/a	n/a	6.021313032843633e-05	-0.0011081068120171	n/a	n/a	1.2279007068387006e-06	-0.0011378163293033	n/a	1.2946259992292355e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
993.9619921435705	-13.27882036954918	176.32707040675422	987960.4418260152	1291.967748788687	-93.28544432252306	8702.17412245055	1669180.663910108	1061.954051275053	-0.573936154268722	0.3294027091767703	1127746.4070194978	1109.9635151305076	700.9201094218104	1.094754	30.079964	0.2578269152334252	0.1486975093158338	-0.0726266713	-0.0360455671	-0.045570335	0.2122169394	-0.2342919036	0.0006805611	-0.1386107816	-0.0122021155	0.0712967669	-0.0526608789	0.0515684791	0.0097823661	-0.0447797735	0.0668230618	-0.0003178713	-0.0166072807	0.0940433653	-0.0428536615	0.0143589471	-0.0534219866	0.0760761945	-0.0198425837	-0.1246349749	0.0431793771	-0.0614370677	0.0152382062	-0.0861732317	0.0493079563	-0.0247317164	0.000462562	0.0287516741	-0.0300115853	0.0963933376	-0.0761704462	-0.1674465832	0.1333619742	-0.0815390928	0.0664846862	-0.0604712446	0.1296294506	0.1295955703	0.1295391098	0.1294600787	0.0	0.1837534996549408	0.0171440623973922	0.0002939188754856	0.0337653486354383	-0.0264587087414724	0.0906743728557871	0.000700063268266	0.0082218418927903	-0.0809569135295049	-0.1033450321336459	0.0106801956667043	0.0065540218482237	-0.0071601572795191	0.0005995547208348	3.594658632752953e-07	5.126785226745036e-05	-0.0009239022234455	0.0001842045885715	3.393133045083242e-08	8.535953184875387e-07	-0.0012873259768289	-0.0001495096475256	1.6572081706184818e-06	2.2353134703229187e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
992.7772568388282	-1.1847353047422755	1.403597742302773	985606.6816964286	1276.6527082841476	-15.315040504539413	234.5504656556828	1629842.137569249	1060.280943542382	-1.673107732671042	2.799289485123635	1124195.6792391236	1106.0612113191191	717.9313391542532	0.654888	17.994005	0.2876448985812098	0.1878701328400973	-0.0597183317	-0.0537592962	0.0424640349	0.0754001568	-0.0443224399	-0.0118276261	-0.1229771867	-0.0324643747	0.0781640461	-0.0338722413	0.0369848142	0.0279982607	-0.0725197202	0.0109801892	0.0365836272	-0.0064142749	0.0930609791	-0.0007987217	0.0003259137	-0.0998313277	0.004627625	-0.0217310165	-0.1674952079	0.004519863	-0.0363897134	-0.0829320248	-0.060967943	0.0310376224	0.017685638	-0.0865595214	0.0386277642	-0.0054053382	0.1231278795	-0.0919306213	-0.0657328338	0.1589103962	-0.0323698625	0.0453814546	-0.0226133073	0.1295391098	0.1292343642	0.128726986	0.1280177706	0.0	0.1973379308417406	0.0135844311867997	0.0001845367706688	0.0389422589488995	-0.0577733656913324	-0.03131465694986	0.0033377617833044	0.0009806077398874	0.1073548330848552	0.1883117466143601	0.0354613139129509	0.0115250601866771	-0.0066637892063299	0.0004963680731892	2.46381264081559e-07	4.440608658639888e-05	-0.0013318406687778	-0.0004079384453322	1.664137751801339e-07	1.7737995670104976e-06	-0.0011029512187466	0.0001843747580823	1.2165013909346103e-06	3.3994051417906653e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
988.9280030030036	-3.849253835824584	14.816755092610272	977978.5951235088	1270.06251173753	-6.5901965466175625	43.430690523050046	1613058.7837210435	1062.0069821655077	1.7260386231257598	2.979209328521869	1127858.830168289	1106.6682282091351	685.9925635335871	0.612056	16.817129	0.091756051803083	0.040210276162462	-0.0658996725	-0.0329115422	0.0577996639	0.0123793763	0.032459533	0.0526818213	-0.1314788354	-0.0017209962	0.061311994	-0.0091649392	0.0421779762	-0.0020523851	-0.0651452311	-0.0161652985	0.0330662068	-0.0059622031	0.0956101077	-0.0139957286	0.0017470892	-0.1088132932	0.0708604829	-0.0828231958	-0.1009560315	0.0023864252	-0.066187552	0.0221963469	-0.0914039183	0.0264204447	0.0084056648	-0.0889800649	0.031978634	-0.0150941461	0.0837999884	-0.1011320942	-0.0409677362	0.1799408875	-0.0298159067	-0.0532184008	-0.0229323566	0.129358491	0.1285129588	0.12710783	0.125149223	0.0	0.1752270915470291	-0.0221108392947115	0.0004888892143165	0.0307045336120309	-0.0433439598724447	0.0144294058188877	0.001878698857424	0.0002082077522861	0.1339511505464941	0.0265963174616388	0.0007073641025202	0.0179429107327295	-0.0066629674677978	8.217385320998666e-07	6.752542151376435e-13	4.439513547693183e-05	-0.0011120109291002	0.0002198297396775	4.832511444672135e-08	1.2365683064382902e-06	-0.0007512129123994	0.0003517383063472	5.643208397555886e-07	1.2371983615199677e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
984.5467128581872	-4.381290144816376	19.195703333065097	969332.2297998618	1264.1871869433055	-5.875324794224525	34.51944143762946	1598169.243631628	1058.1603938828378	-3.846588282669927	14.79624141637358	1119703.4191822824	1104.15757063177	700.0283022338115	0.641522	17.626749	0.2643795584170689	0.1413420658709147	-0.0597358312	-0.0586490938	0.0137527965	-0.0680736151	0.0398092582	0.0365802249	-0.0688778293	-0.0558212129	0.0739101884	-0.0416502533	-0.0266426924	0.0544563265	-0.0592682512	0.0469543529	-0.0040030498	0.0034057793	0.094661459	-0.0109367899	0.0109464525	-0.0486630451	-0.0080362304	-0.0322872184	-0.1170269434	0.038371095	0.0120407229	-0.041873331	-0.0394429141	0.038761008	-0.0115574444	-0.1006074482	0.027809362	0.0565447471	0.1048851471	-0.1055175291	0.0148340984	0.1169810425	0.0376553857	0.0540869223	-0.0322002619	0.1290877201	0.1274333647	0.1246917927	0.1208863942	0.0	0.183917731609128	0.0086906400620989	7.552722468895853e-05	0.0338257320002472	-0.0790687664414235	-0.0357248065689787	0.0062518698265683	0.0012762618043909	0.0363529605258179	-0.0975981900206761	0.009525406695312	0.0013215377389916	-0.0055187945931115	0.0011441728746863	1.3091315671679128e-06	3.045709376095672e-05	-0.0019327786633276	-0.0008207677342273	6.736596735487797e-07	3.735633361414424e-06	-0.0002688350860068	0.0004823778263925	7.227230346828358e-08	2.326883673952493e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
985.293309058982	0.7465962007947837	0.557405887041205	970802.9048763986	1265.201746427096	1.0145594837904357	1.029330946149115	1600735.4591621736	1057.826814666896	-0.3335792159416542	0.1112750933082487	1118997.5698283117	1103.460376090033	680.8476881226965	0.750607	20.624016	0.3275297502320188	0.1926456781450225	-0.0550716764	-0.0586135395	-0.0398656306	-0.0873545156	0.0170326107	0.0032222335	-0.0600554236	-0.0649934364	0.0778544162	-0.0310576248	-0.051150555	0.0735161377	-0.0464959681	0.0643723671	-0.0515355296	0.014400609	0.0900874238	-0.0668105491	0.02981686	0.0068733411	0.047110306	-0.0509438629	-0.0386857017	-0.0023459288	0.074840001	0.0648039712	-0.08403777	0.0557343984	-0.1165145054	-0.0241532372	0.0474657007	0.064854513	0.0613015154	-0.0541261134	-0.0082642958	-0.0322341792	-0.0068946219	-0.0620194936	-0.0417584356	0.128726986	0.1259985909	0.1214940211	0.1152767764	0.0	0.1246834579906703	-0.0592342736184577	0.0035086991711063	0.0155459646965112	-0.0433131181847414	0.035755648256682	0.0018760262068853	0.0012784663822555	-0.1500976283843158	-0.1864505889101337	0.0347638221049356	0.0225292980465961	-0.0061171300662673	-0.0005983354731558	3.580053384365755e-07	3.741928024763138e-05	-0.0017802179556163	0.0001525607077112	2.327476953737267e-08	3.169175969498679e-06	-9.794647793899372e-05	0.0001708886080678	9.593512540653785e-09	2.9202916367352313e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
987.5058295109072	2.2125204519252293	4.895246750187421	975167.7633180248	1266.324111854637	1.1223654275411263	1.2597041529395754	1603576.7562644354	1058.9819277761826	1.1551131092865037	1.3342862952455337	1121442.72335656	1103.9317522590177	699.058100674921	0.8452119999999999	23.223442	0.7093996462124672	0.4809738689315606	-0.067510116	-0.0733395983	-0.0604506524	-0.087922747	0.0444896061	-0.0686622418	0.0481996773	-0.0333522973	0.0775973299	-0.0457324226	-0.0410972216	0.0585740414	-0.039897935	0.1104877032	-0.0780392157	-0.0031730787	0.0946671614	-0.0294578724	0.0584398252	0.1065420121	-0.0077098303	0.0134643166	-0.0150900076	0.172734068	0.2142149354	0.0615083438	0.1327237569	0.0024817987	-0.0673453753	0.0547338505	-0.0239917432	0.0395262969	0.0527740571	0.1921555487	0.0599398676	-0.2039870809	-0.0234052693	0.0834004	0.025015636	0.1282765399	0.1242126365	0.117534563	0.1083828658	0.0	0.1596511822827153	0.034967724292045	0.0012227417421644	0.0254885000042687	-0.0064027166887541	0.0369104014959873	4.0994780996450265e-05	0.0013623777385949	-0.3778372858172361	-0.2277396574329202	0.0518653515676638	0.1427610145537357	0.000585081057451	0.0067022111237183	4.491963394689332e-05	3.423198437879804e-07	-0.0006384254483586	0.0011417925072577	1.3036901296298249e-06	4.0758705311187946e-07	0.0002536871509153	0.0003516336288542	6.43571705395222e-08	1.236462089412392e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
991.002841312772	3.497011801864801	12.2290915423817	982086.6314899873	1270.482424725543	4.158312870906002	17.291565932342515	1614125.5915364951	1062.7758090954412	3.7938813192586167	14.393535464619502	1129492.4203984698	1105.4767368861608	699.8123527620852	1.041715	28.622643	0.8157410998317289	0.6344243631185288	-0.0337196676	-0.0883722351	0.0793728504	-0.052127148	-0.087289327	0.0366445778	-0.0046510271	0.0124854386	0.0890346787	0.0241422197	0.0382216755	-0.0054997617	-0.103101095	-0.0496107787	0.0067031272	0.0398233195	0.0764032931	0.0245488817	0.0366511285	-0.013644297	-0.1178455696	-0.0962943289	-0.0285348656	-0.0433185305	0.1614144578	-0.0138901159	0.0160675546	-0.0344289886	-0.0159249712	-0.1774422022	0.1383137228	0.0406330606	-0.0459084179	-0.0793254163	0.0752402689	-0.2447129227	0.100984525	-0.1120441187	0.018227693	0.1277366958	0.1220804792	0.1128382417	0.1002814672	0.0	0.1657473881879951	0.0060962059052797	3.716372643956817e-05	0.0274721966911419	-0.106615149996287	-0.1002124333075329	0.0113667902087307	0.0100425317894167	0.22957449953239	0.6074117853496261	0.3689490769816203	0.0527044508355473	-0.0003701030725515	-0.0009551841300025	9.12376722208633e-07	1.3697628431206088e-07	-0.0014171040504311	-0.0007786786020725	6.063403653255829e-07	2.008183889748229e-06	0.0005602379242261	0.0003065507733108	3.138665317411694e-07	9.397337661744953e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
989.858900022049	-1.143941290722978	1.308601676620953	979820.6419528608	1274.2392019753927	3.75677724984962	14.113375304987672	1623685.5438508857	1066.0569422510791	3.2811331556379173	10.765834785026437	1136477.4041217207	1109.4629299663984	653.0168426795661	1.173173	32.234634	0.6897759625325106	0.3567534555515809	-0.0540333847	0.0011603608	-0.0180950001	0.0356768238	-0.0245206611	-0.0910732543	0.0179941893	0.0661792798	0.0602856055	-0.010758853	0.1164921221	-0.0571320515	-0.0496844883	0.0407616608	-0.0067819517	-0.0208329307	0.0622609849	0.0297301268	0.068403576	0.0974293413	0.0716122219	-0.0692411229	0.1270540601	0.1034583999	0.021903802	0.1283891205	0.0351074865	-0.06230455	0.1617957779	0.034220495	-0.056716001	0.0397593979	-0.1308102681	0.1729491339	0.0654002647	-0.0283534358	0.0385512761	-0.1499608127	0.0454892061	0.12710783	0.1196080616	0.1074345	0.0910628379	0.0	0.1901920479574528	0.0244446597694577	0.0005975413912445	0.03617301510625	0.0359300602416823	0.1425452102379693	0.0012909692289709	0.0203191369617868	-0.0845088610162037	-0.3140833605485937	0.0986483573734979	0.007141747590256	-0.0016450151735264	-0.0012749121009748	1.6254008652122334e-06	2.706074921132092e-06	-0.0040027179029253	-0.0025856138524942	6.685398994209898e-06	1.602175061039871e-05	0.0002467092381654	-0.0003135286860607	6.086544819615207e-08	9.8300236982949e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
993.8758084251396	4.016908403090497	16.135553118819047	987789.1225727248	1272.8758575104096	-1.363344464983129	1.8587081302001345	1620212.9486328606	1063.68780547159	-2.369136779489054	5.612809079927766	1131431.7475089673	1108.5052840201122	711.3404036253629	1.050049	28.851614	0.6622561669390838	0.3723974121188202	-0.0605833553	-0.0788688058	-0.0280721003	-0.0319852285	-0.0184735114	-0.1083903229	0.0653237715	0.0404374297	0.0644273643	-0.009956925	0.0183192337	-0.0207833817	-0.0439419661	0.0599957395	-0.0639012164	-0.0071014983	0.0630538789	0.0224055181	0.091988025	0.1494844312	-0.0845467875	0.0040424773	0.0119917943	0.1463712993	0.2371215436	0.0531741808	0.1866131942	-0.0808318371	0.0883001374	0.0862254903	-0.0089501353	-0.0262922237	-0.0895259262	0.203295642	0.0390385718	-0.2379987782	-0.0229840257	0.1441181737	0.0680026797	0.1263903806	0.116802275	0.1013572156	0.0808296822	0.0	0.135967114839616	-0.0542249331178368	0.0029403433716338	0.0184870563178093	-0.0448560033343312	-0.0807860635760135	0.0020120610351295	0.0065263880681076	-0.2450236362877973	-0.1605147752715936	0.0257649930804901	0.0600365823396947	0.0031976258770223	0.0048426410505487	2.3451172344459423e-05	1.0224811249402637e-05	-0.0021160775244279	0.0018866403784973	3.5594119177768123e-06	4.47778408938891e-06	-0.0003586172322613	-0.0006053264704267	1.286063192747552e-07	3.664201357992465e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
