global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18
1001.179188430828	n/a	1002359.7673470116	n/a	1422.6549202939298	n/a	2023947.022236528	n/a	1055.3923274093147	n/a	1113852.96475445	n/a	1115.3230328447803	827.2983495461963	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0061429207514436	n/a	n/a	3.77354753585164e-05	-0.0175989842860104	n/a	0.0003097242478992	n/a	0.037328165791564	n/a	0.0013933919613624	n/a	-0.000394999997387	n/a	n/a	1.5602499793573001e-07	0.0001999999922808	n/a	n/a	3.999999691232006e-08	3.9499998916284246e-08	n/a	1.5602499143864566e-15	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
988.22639308802	-12.952795342808033	976591.4039957578	167.77490719266942	1327.0677202914624	-95.5872000024674	1761108.734239579	9136.912804311703	1054.403650925131	-0.9886764841837704	1111767.0590842457	0.977481190377981	1102.9690993672705	793.2423701330385	1.649222	27.145487	0.0616769634770886	0.0314897306798782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-2.903903549622555e-06	0.0061400168478939	3.769980689242189e-05	8.432655825510475e-12	-6.642012010615872e-06	0.0175923422739997	4.4116323549165495e-11	0.0003094905066855	0.0417194401173475	0.0043912743257835	0.0017405116837049	1.928329020428537e-05	-0.0001979999991155	0.0001969999982715	3.880899931897101e-08	3.9203999649738e-08	-0.0002739999840384	-0.0004739999763192	2.2467597755060214e-07	7.507599125304345e-08	-2.7125998612020897e-08	-6.662599752830515e-08	7.358198006993596e-16	4.4390235466417216e-15	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
983.3482240097604	-4.878169078259589	966973.72966315	23.796533556088008	1306.0631346195305	-21.004585671931864	1705800.9116121938	441.1926192495253	1053.9589437955872	-0.4447071295437581	1110829.4552067097	0.1977644310670488	1100.2665863384163	782.8949371944293	0.84219	13.862079	0.0853021295897841	0.0441114196924058	0.0238872577	-0.0347692695	0.0860931359	-0.131837393	-0.0393970456	0.1265884317	-0.0004203867	0.1717679271	-0.1364798497	-0.0282686383	0.0845040258	-0.0493182753	0.0550104793	0.0940197223	-0.0732821966	0.0577913509	-0.019797514	0.0505492198	-0.0375160652	0.0774423667	-0.1050850993	0.1555883514	-0.0818781694	0.1205106721	-0.0455469134	0.0012474422	-0.05811176	0.0624004315	-0.0109256056	0.1127568039	-0.0585002651	0.0886587529	-0.0703007186	0.0552380489	-0.0537672183	0.0011636984	-0.0270303397	0.0512551823	-0.124914267	0.0604632637	-0.0451939477	0.1595709273	-0.1142638913	0.0060643741	-0.1241914635	0.1015515056	-0.0361780369	0.0048530871	-0.0553475294	0.0079690664	0.0018113285	-0.0416579094	0.0134967347	-0.1651005304	0.0830369885	-0.0654316967	0.0605337067	-0.0151895725	0.0887672508	-0.0803287925	0.1272075082	-0.0229209155	0.061097751	-0.087449507	-0.0731578771	0.0710424999	0.0524153145	-0.0914379031	0.1387760026	-0.0394280736	0.1301773761	0.1301427735	0.1300851093	0.1300043937	0.0	0.0	0.0236294206123659	0.0236323245159155	0.0005584867620255	0.0005583495184761	0.0311079200462955	0.0311145620583061	0.0009677026896067	0.0009681159720801	0.0350646474208957	-0.0066547926964518	0.0012295294987517	4.428626583274829e-05	-0.0002659999819132	-6.79999827977e-05	4.623997660487496e-09	7.075599037782273e-08	-1.8087999098526097e-08	0.0002739818960393	7.506607935729062e-08	3.271757113882809e-16	0.0001360000015466	0.0001360271275452	1.8496000420675203e-08	1.8503379428201372e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
979.229412637728	-4.118811372032383	958890.2425748298	16.964607118383277	1294.5079220710916	-11.55521254843893	1675750.7603048154	133.52293703960052	1052.1964794735914	-1.7624643219958216	1107117.4314166198	3.106280486308191	1097.158041074115	775.1323372141051	0.7546	12.420397	0.0689349775513028	0.0537572537738958	0.0692957651	-0.0237958705	0.1412512568	0.0016950565	-0.0862370366	-0.0615450122	0.0709316321	0.1100332479	0.1409743775	0.0295547672	-0.046794568	0.012845412	0.1728711342	-0.0052348139	-0.0524786775	-0.0430322461	0.0584068654	0.1230146469	-0.0032093531	-0.0170436304	-0.0298896637	-0.0002093398	-0.1222388936	0.1307248589	-0.0730864868	0.022411019	-0.0710187763	-0.0210507831	0.0318416204	-0.0522027297	0.0267921951	0.1658023673	0.023775512	0.055054405	0.0646562561	0.0068008795	0.0484653156	-0.0326462527	-0.0191401516	0.0889406918	-0.1699844938	0.0742644	0.1081713259	-0.0091288675	-0.0573709222	0.0460025028	-0.0552977862	0.0490242305	0.0246915849	0.0336956464	-0.0635496782	-0.0739790066	-0.0526195103	-0.1808949752	0.108533277	0.0811377941	0.1029716998	-0.0447694428	-0.0056887702	-0.0516516134	0.0420431803	-0.0187374661	0.1417294274	-0.088786104	-0.0111279833	0.0672618064	0.1407240096	-0.0949132442	0.0536618709	-0.0654265948	0.1300851093	0.1297738696	0.1292556884	0.1285313919	0.0	0.0	0.0287190005183219	0.005089579905956	2.59038236191111e-05	0.0008247809907713	0.030221626943387	-0.0008862931029085	0.0009133467351052	7.855154642631787e-07	0.0868228484318791	0.0517582010109834	0.007538207009825	0.0026789113718933	-0.0003539999629966	-8.799998108340002e-05	7.743996670678762e-09	1.2531597380159417e-07	0.0	1.8087999098526097e-08	3.271757113882809e-16	0.0	0.0	-0.0001360000015466	0.0	1.8496000420675203e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
984.117286731282	4.887874093553933	968486.8340433404	23.89131315443568	1297.8681908465446	3.3602687754530507	1684461.8408112829	11.291406243284746	1054.9482105740783	2.75173110048695	1112915.72699345	7.57202404938712	1099.8311257640732	780.1556306581621	0.835636	13.754201	0.1085702673273597	0.0613089407782353	0.0679002957	0.0419690578	0.0595804689	-0.1941965918	-0.0441457312	0.0497994892	-0.0227197347	0.0316221851	-0.0630050142	-0.0254666402	0.0646600065	0.0874536763	0.0902588825	-0.0354186169	-0.0274050852	0.1233691382	-0.1891078498	0.0651458691	-0.047842057	-0.0592259568	0.093158001	0.044356431	-0.0808793506	-0.1504095387	-0.0241305876	-0.0403233449	-0.1569517701	-0.0393861646	0.0123028478	0.0557914055	0.0583628037	0.0726969167	-0.0465280004	0.0478963972	-0.068426499	0.088004561	-0.2155247328	0.0329261559	0.0128014145	-0.089131471	-0.0516355769	-0.006423048	-0.0296881733	0.1670929098	0.0500750879	0.0096014063	-0.0465663691	0.0416548497	-0.0310506088	0.0512923873	-0.0329677396	-0.0544554307	-0.0779489822	-0.1225009077	0.0613418792	0.1171449582	0.0320188102	0.0215922248	0.046928328	-0.0125493206	0.2008009476	-0.0067700187	-0.0342334199	-0.1179233794	-0.0318091793	0.0601516212	-0.0019850077	0.0432888506	0.0522646651	0.0100082556	0.129900641	0.1290371077	0.1276021352	0.1256020782	0.0	0.0	0.0116803074591302	-0.0170386930591917	0.0002903170611653	0.0001364295823398	8.065182845484742e-05	-0.0301409751149321	6.504717433110136e-09	0.0009084783808789	0.0420824921754672	-0.0447403562564118	0.0017709361476982	0.0020016994779506	-0.0001100000008511	0.0002439999621455	5.953598152700545e-08	1.2100000187242e-08	-8.900000079092862e-05	-8.900000079092862e-05	7.921000140785295e-09	7.921000140785295e-09	-4.895000052655186e-09	-4.895000052655186e-09	2.3961025515494282e-17	2.3961025515494282e-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
980.7445093680236	-3.372777363258365	961859.7926555254	11.375627142108048	1296.4881405931835	-1.3800502533611052	1680881.4986987703	1.9045387018020508	1053.0563551079852	-1.891855466093148	1108927.687033315	3.5791171045865213	1099.1440773039176	777.4287431191605	0.8071469999999998	13.285294	0.1640443211887192	0.098822202847957	-0.0388603986	-0.0093870381	0.0456455455	-0.237521594	0.0243177116	0.0001015652	-0.1302378353	0.0087733827	-0.1181081735	-0.0364779723	0.0266757632	-0.0829703578	0.011225077	0.0273655939	-0.1527727251	-0.009799226	-0.1668124114	0.1156019179	0.0316631462	-0.1769461511	-0.0159656895	-0.1761492383	-0.1422973476	-0.0354385775	0.0136354048	0.0033773891	-0.015278608	0.1182490346	-0.0613509687	0.0618302215	-0.1083296438	0.034115667	-0.0642201859	0.0755884699	-0.0282616956	0.132259979	-0.1748083343	-0.0819642089	0.1834840393	0.0647307466	-0.0254091451	0.0116708758	0.1261558374	0.0755823667	0.0605411802	0.0719033913	0.0044726032	-0.0481362284	-0.0643312069	0.0491799289	-0.0238548063	-0.0342673544	-0.0105909989	-0.1056727412	0.1418293908	-0.1191158303	0.0868345181	0.0185650311	0.015257562	0.0594522001	0.1636889967	-0.0317982165	-0.0245641838	-0.0570432752	-0.106113776	0.2297002994	-0.014454565	-0.0337270958	0.0449474612	0.0097027112	0.1296241021	0.127934576	0.1251349925	0.1212496427	0.0	0.0	0.0417463546020258	0.0300660471428955	0.0009039671907988	0.001742758122558	0.0059038606974866	0.0058232088690317	3.4855571135326964e-05	3.3909761532370065e-05	-0.0515704224450956	-0.0936529146205628	0.0026595084711656	0.0087708684169264	-0.0003110178990361	-0.0002010178981849	4.040819539071502e-08	9.673213352082968e-08	0.0002649790109237	0.0003539790117146	1.253011407344652e-07	7.021387623010233e-08	0.0001350412062249	0.0001350461012249	1.823612737867597e-08	1.8237449456060162e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
978.005555842186	-2.738953525837587	956494.8672581832	7.50186641669815	1292.253774034216	-4.234366558967622	1669919.8165056745	17.9298601557033	1051.9539952988982	-1.10235980908692	1106607.2082253145	1.2151971486901507	1096.775159626137	775.4827480492442	0.844342	13.8975	0.0745216480857224	0.0477183038873191	0.0263205253	-0.022537634	0.1127502789	-0.0996396794	-0.0268827037	-0.029538454	-0.1210348867	0.1342193499	-0.025275594	-0.0075528595	-0.017729605	-0.058875123	0.1140354681	-0.0178020926	-0.073839739	0.0406464438	-0.0420771156	0.050699584	0.0417513945	-0.0779659314	0.1149606687	0.0981538268	-0.0847385604	0.0407886146	-0.0031563089	0.0072290401	-0.1244419459	-0.1275521586	0.0075439663	-0.0083734053	-0.0260081044	0.1335467858	0.0495107831	0.0281944508	-0.061992151	0.0149296176	0.0097910004	-0.0152220277	0.0175434607	0.0046877918	-0.1718891431	0.0369322376	-0.0467020889	0.1397773173	-0.0598414591	-0.0140612715	-0.0255264427	-0.008447519	-0.09793402	0.0555458549	-0.0114343211	-0.0824191671	0.0077349625	-0.052446737	0.0328427575	-0.0153449202	0.0534696778	0.154963422	0.0441566705	0.0061645836	0.1289277755	0.0007284318	0.118623838	0.0202702102	-0.0223910807	0.0646152324	0.0793709626	-0.028161747	0.2042617726	-0.0417828544	0.1292556884	0.1264693999	0.1218699908	0.1155234003	0.0	0.0	0.0431523548601973	0.0014060002581715	1.976836725978332e-06	0.0018621257299803	-0.0008714982985651	-0.0067753589960517	7.595092844018642e-07	4.59054895253787e-05	-0.0064799490746594	0.0450904733704361	4.198974001017921e-05	0.00203315078877	-0.0002929999816668	1.801791736929999e-05	3.2464534632692225e-10	8.584898925674514e-08	-4.0580498961162454e-08	-0.0002650195914226	7.023538383783428e-08	1.6467768959369065e-15	0.0002770000066542	0.0001419588004293	7.672900368642684e-08	2.0152301019325825e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
979.0524308573682	1.046875015182195	958543.6623677218	1.0959472974127211	1290.5274040141005	-1.7263700201153824	1665460.9805113734	2.980353446353186	1050.7995689151337	-1.1544263837645303	1104179.734032231	1.3327002755316506	1095.2881354042036	767.4135704111039	1.04958	17.27564	0.194064121620869	0.1169036761013224	0.0591223398	0.0388232038	-0.0392843085	0.0876913635	-0.0608338145	-0.1155900283	0.0738654215	0.0290346841	-0.0465412665	-0.0007847671	-0.1533247186	0.1258511051	0.1382649544	-0.0373794632	-0.0320176028	0.1518943156	0.1083413323	0.0508896955	-0.1507092726	-0.0325801951	0.071973872	-0.1304496913	-0.0177339645	-0.0023794601	-0.0854948692	0.0387775498	0.0196565181	-0.084013764	0.0169655119	-0.1642013955	0.13952303	0.1036552582	0.074094314	0.1062399833	-0.0140704175	-0.0788873184	-0.0802711028	0.0111250981	-0.1185605474	-0.0225540243	-0.0481149688	-0.0347947734	0.239501429	0.0036047332	0.0479718202	-0.0429206539	-0.0456439963	0.0493343699	0.1017170729	0.0239224751	-0.0692562865	-0.0663050454	-0.1903703819	-0.1034138317	0.0142359346	0.2624759163	0.0087932822	-0.0450690709	-0.092722766	0.0220393432	-0.0088843432	-0.0266934543	0.020170118	-0.0650287134	0.0448817615	-0.0115452302	0.1794077858	-0.1359209257	-0.0632728445	-0.070934527	0.1287956613	0.1246457325	0.1178279478	0.1084882316	0.0	0.0	7.257682290173761e-05	-0.0430797780372955	0.0018558672757426	5.2673952225101855e-09	-0.0008139415571406	5.755674142449998e-05	6.625008584404647e-07	3.3127784834067517e-09	0.105343847617803	0.1118237966924624	0.0110973262309228	0.0125045615067171	0.0003289999903686	0.0006219999720354	3.868839652120384e-07	1.0824099366253892e-07	1.9246500171377082e-08	5.982699913253954e-08	3.579269825204886e-15	3.704277688468179e-16	0.000117000002695	-0.0001600000039591	1.3689000630630006e-08	2.5600001266944013e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
984.5441626183426	5.491731760974403	969327.2081458536	30.15911773449502	1296.7186350720997	6.191231057999175	1681479.2185432492	38.33134201353359	1054.3573525379998	3.5577836228660544	1111669.42685094	12.657824307133907	1098.5427188251488	791.2091724022039	1.304547	21.472288	0.3367192762474825	0.2606979159219748	0.0150642667	-0.0027971158	-0.0223028447	-0.1569583561	0.0023331904	0.0394217779	0.0596450331	0.0117105726	-0.0150934874	-0.004383858	0.0340929263	0.0934053117	0.0490475349	-0.0535404374	-0.0054675253	-0.0710909913	0.0672253047	0.1855297318	0.0111714562	-0.120743353	-0.0584286569	0.1493779226	0.0066657419	0.0188034866	0.0886213383	-0.0376854528	-0.0165256732	-0.0948907961	0.0375913075	0.0189745248	0.0947782133	-0.011606054	0.0529831084	0.0157548735	0.1583472315	0.0612717538	-0.0609595878	-0.1061524178	-0.076321742	0.0475448207	-0.1616557561	0.0539903613	-0.0239204603	-0.0676694829	-0.0845106113	-0.0790458511	0.027697995	-0.044421686	-0.0694170559	0.0362249583	0.0557795273	0.0160957774	-0.0753278098	0.0189140095	-0.0508113411	-0.0318820154	-0.0158391564	0.3283203881	0.1474804181	0.0347927818	0.1795973636	0.0167635333	-0.2207647567	-0.1783901483	0.0338053495	-0.5068577176	0.0071162968	-0.0214729159	-0.0719802139	0.0658557916	0.1282443466	0.1224687433	0.1130346355	0.1002238479	0.0	0.0	-0.0271291992352331	-0.0272017760581348	0.0007399366207169	0.0007359934511449	-0.0040822558129605	-0.0032683142558199	1.6664812522449793e-05	1.0681878074795588e-05	-0.1381653736114998	-0.2435092212293028	0.0190896704652053	0.0592967408237015	0.001141999767733	0.0008129997773644	6.609686379945641e-07	1.3041634695022265e-06	8.186176305713389e-07	7.993711303999618e-07	6.389942041169127e-13	6.70134825082233e-13	0.0005580001482847	0.0004410001455896	3.113641654857472e-07	1.9448112841013652e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
982.138767614042	-2.405395004300658	964596.5588504293	5.785925126714562	1293.7995029205972	-2.919132151502481	1673917.1537575845	8.521332517935504	1051.8569190489195	-2.500433489080251	1106402.978151085	6.252167633314039	1098.1313018451774	779.2284902618464	1.368556	22.525837	0.3590655555663349	0.2195940169688731	-0.20632268	-0.0454583783	0.0436231489	0.106894928	0.2465401089	-0.028775482	-0.0305216097	0.0131358887	-0.0238865658	-0.1006221418	-0.094448835	-0.0786859034	-0.1054597477	0.0540322634	-0.097213181	-0.0831891158	0.0853530508	0.0577622758	0.0843533845	0.0281098477	-0.1005576862	0.1197603513	0.006364649	-0.0109966438	-0.0064936738	0.1341703317	0.2303963566	-0.1290375203	-0.2103410907	-0.0284985651	-0.076681237	-0.0808466446	-0.0340182155	0.021735464	0.1807475599	0.0437979431	-0.0051327344	0.0426150329	0.0751655018	-0.0092816481	0.0982309735	0.1833126315	-0.0110739458	-0.0257518356	-0.0342052488	-0.2069392688	0.1643705894	-0.1099441358	-0.1434388134	0.0248360542	0.1092603501	0.1077007656	0.0715199413	0.3043206179	0.1571442631	-0.2878603175	0.0223072815	0.3121947236	-0.1051493326	0.1147812542	-0.1559134241	-0.00121812	-0.0765213346	-0.0106575618	0.0181516003	0.0118780214	0.1177620258	0.1248580935	-0.0062771323	0.090689259	0.1276021352	0.1199446031	0.1075206159	0.090823888	0.0	0.0	0.0186557843928909	0.045784983628124	0.0020962647258275	0.000348038291314	0.0156435038227016	0.0197257596356621	0.0002447192118508	0.0003891055932039	-0.3199320705914772	-0.1817666969799774	0.1023565297929499	0.0330391321310109	0.0022927020012853	0.0011507022335523	1.3241156303022522e-06	5.256482466697621e-06	0.0010831374756705	0.0010823188580399	1.1714141104688552e-06	1.173186791201863e-06	0.0005552589334255	-2.741214859199991e-06	3.083124831488238e-07	7.514258904298827e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
