global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
1088.2028769616618	n/a	1184185.5014276376	n/a	1436.9033638402036	n/a	2064691.2770152928	n/a	1079.9271489678497	n/a	n/a	1166242.6470778282	1134.0290118584269	925.1474972131116	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0117982403562706	n/a	0.0001391984755043	n/a	0.0518011980036021	n/a	0.0026833641146083	n/a	-0.2300098960169947	n/a	n/a	0.0529045522657487	-0.0004710010328973	n/a	n/a	2.2184197299032346e-07	0.0015940016751112	n/a	2.540841340257312e-06	n/a	8.753882554451086e-07	n/a	n/a	7.663045977712307e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1070.2050592801138	-17.997817681547986	1145338.868908752	323.9214412982413	1354.2145753559314	-82.68878848427221	1833897.1161064457	6837.435740996708	1080.8839452909265	0.9567963230767872	0.91545920385326	1168310.1031876786	1126.2302665123573	891.088014644047	2.293317	37.741726	0.3317926502772307	0.2201853068996857	0.0211414586	-0.0418332043	0.0858058806	-0.089264001	0.1841358604	-0.1761147966	0.4221574066	-0.0612330264	0.098818814	-0.242165191	-0.2170040143	-0.0017423875	0.0688742117	-0.0865679923	-0.0008761272	0.0898870982	-0.0945295552	0.1058071093	-0.1005472713	0.0136862911	-0.0613748388	0.0791955543	-0.0167370405	0.1604220577	-0.0421282382	0.019550659	-0.2336076903	0.0776532368	-0.0103386936	0.1017002962	0.1474195971	-0.1475187353	0.1213459252	-0.0025372069	0.0391859744	-0.2193803075	0.0854361115	-0.0314422002	0.0485029421	-0.0200375134	0.0681494171	-0.0590607004	0.0433033392	-0.1372634467	0.1742558603	-0.0012180457	0.0210616086	-0.1786645266	0.0366309608	-0.0790272255	0.0125523141	-0.0880731356	0.0107948465	-0.0667330422	0.1344931019	-0.1310819642	0.1299516088	-0.1010325609	0.0663963975	-0.0374846601	0.1948579521	-0.0927234964	0.1466280176	-0.0404454814	0.0256200375	0.1296294506	0.1295955703	0.1295391098	0.1294600787	0.0	0.0206376113527682	0.0088393709964976	0.0004259110023479	7.813447961372299e-05	0.0140397133424272	-0.0377614846611749	0.0001971135507375	0.0014259297238161	-0.0314261493400209	0.1985837466769738	0.0394355044442645	0.0009876028623412	-0.0011630058342922	-0.0006920048013949	4.788706451535949e-07	1.352582570597696e-06	0.0026320027066615	0.0010380010315503	6.927438247873463e-06	1.077446141499487e-06	3.030514161934386e-06	2.155125906489277e-06	4.644567672821229e-12	9.184016085684871e-12	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1064.6789393283025	-5.526119951811324	1133541.243849239	30.538001721807195	1337.9364224082544	-16.278152947676972	1790073.870406599	264.9782633879645	1080.2626595363702	-0.6212857545563111	0.3859959888146048	1166967.4135885916	1124.3849062992977	882.199139418692	0.96229	15.836663	0.1416775846217812	0.0708088833529662	-0.0236535154	-0.0951043783	0.0258787204	-0.0873447691	0.0770953815	-0.1125525203	0.1836607158	-0.054700664	0.0734513538	-0.1307914768	-0.2324476814	0.105043267	0.0417285847	-0.0821414548	-0.0102337004	0.1787234586	-0.0862728028	0.0821199916	-0.0420251099	0.0851504006	-0.1482104091	0.0460810074	0.0545045646	0.148300945	0.0378542428	-0.1037281869	-0.2429308202	0.1284867323	0.0336871335	0.0282948921	0.0614311426	-0.1359810264	0.0970806153	0.0699362234	0.0178921709	-0.1629069457	0.0348713432	-0.0168225852	0.0056033589	0.0803053407	0.031119754	-0.0684432052	0.0502616075	-0.0550957573	0.2190773245	-0.0521420229	-0.0985324861	-0.1163241488	0.0308936825	-0.0484467066	0.0330355356	-0.1860371099	-0.0047088364	-0.0772771271	0.203247007	-0.0737927944	0.115360946	-0.0134848686	0.0143284416	-0.0259000521	0.1429017954	-0.1446217406	0.0969974427	-0.0813584507	-0.0017655509	0.1295391098	0.1292343642	0.128726986	0.1280177706	0.0	0.0237421017850323	0.0031044904322641	0.0005636873971708	9.637860844019343e-06	0.0692262567386592	0.055186543396232	0.0047922746220467	0.0030455545720241	-0.0106061643234625	0.0208199850165584	0.0004334717760897	0.0001124907216562	-0.0013720295304909	-0.0002090236961987	4.3690905572566456e-08	1.8824650325390797e-06	0.0020528178462908	-0.0005791848603707	4.214061110049999e-06	3.354551024826273e-07	-0.0004600922448032	-0.0004631227589651	2.14482689871478e-07	2.1168487372804774e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1059.2313700570826	-5.447569271219891	1121971.0953130042	29.67601096473921	1331.1343062551398	-6.802116153114639	1771918.5412893523	46.26878416046309	1074.062463504752	-6.200196031618134	38.44243083049326	1153610.1755098968	1116.619061924861	870.7704909378627	1.006271	16.560467	0.1664097005881375	0.1079980489575977	-0.0558873691	-0.0970387814	-0.049383479	-0.0853749745	-0.0049584785	-0.1552254226	0.0206222574	-0.0035341411	0.0691375062	-0.0842135513	0.0364689067	0.0554068001	0.0131881402	-0.0206827058	0.0926259294	0.180833693	0.0558418173	-0.0686277678	-0.0570914166	0.1280947242	-0.0500602426	-0.0159185569	0.0504698546	0.1791255593	-0.1478323654	0.1124043497	0.018168503	0.0032949973	0.0929541689	-0.0422799839	0.0368693079	-0.0158502879	0.1427281264	0.1513113782	-0.0558433083	-0.0831627007	0.0981688351	0.1559630765	-0.0312748156	0.0289714982	-0.0160639384	-0.0799666519	0.1260896885	-0.0978122099	0.135104943	0.1018866508	-0.0881337953	-0.1177082733	0.0850241255	-0.1473666394	0.0332479141	0.0070210289	0.0339080827	0.0351935642	0.2087867952	-0.099062541	0.0885289726	-0.0232646203	0.119595654	-0.0748573979	0.09799032	0.0815361133	0.1154000108	-0.0604367958	0.072907348	0.129358491	0.1285129588	0.12710783	0.125149223	0.0	0.0230829255158369	-0.0006591762691953	0.0005328214503696	4.345133538703658e-07	-0.034385662054035	-0.1036119187926942	0.0011823737548943	0.0107354297159038	0.0076243830486504	0.0182305473721129	0.0003323528574868	5.8131216872547566e-05	-0.0010863355672215	0.0002856939632694	8.162104064857732e-08	1.180124964610458e-06	0.0025912835915691	0.0005384657452782	6.714750651935253e-06	2.899453588381147e-07	-0.0005140936993382	-5.400145453499994e-05	2.916157091895666e-09	2.642923316992355e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1061.6010913231933	2.369721266110673	1126996.877098595	5.615578879057172	1328.1661340010794	-2.9681722540603914	1764025.2795073732	8.810046529773945	1071.4626138543872	-2.599849650364831	6.759218204502135	1148032.1328876757	1114.3910279494066	868.1307780643679	1.31879	21.703672	0.4167416954049024	0.2256757284786224	-0.0223237837	0.0050873782	-0.0726068608	-0.0272622208	0.041760451	0.1110039204	-0.1010095696	-0.0880910267	0.0516010004	-0.0766115012	0.0699972409	0.1295827608	-0.0794492822	-0.0617871429	-0.0614294679	-0.2741993562	0.0538500679	-0.2388543441	-0.3039137557	-0.1584709687	0.1277631625	-0.0362135738	-0.0004660674	0.0211094914	-0.0087762512	0.1426803174	0.0777576989	0.0168412349	-0.0320325069	-0.0797275239	-0.2861047375	0.0127806258	0.0414260051	-0.2758698269	-0.0969924434	0.0351290552	-0.0732037623	0.1873718046	0.2328199649	-0.1375882988	-0.0004493207	-0.0711416462	-0.0956545871	-0.0804594893	0.1012769578	-0.0693236987	-0.1001452364	-0.1166389428	-0.0271124415	0.145022182	0.1300591652	0.2213889445	0.3082383739	-0.0323151774	-0.0861413183	0.0342131496	0.2191045291	-0.1150933992	0.0525846856	0.0945341653	-0.2204092823	0.1563966834	0.1963940362	0.1462444959	0.1532409202	0.1290877201	0.1274333647	0.1246917927	0.1208863942	0.0	0.0400004866360461	0.0169175611202091	0.0016000389311205	0.000286203874256	0.0271347766650933	0.0615204387191283	0.0007362961046644	0.003784764380194	-0.1726245430818096	-0.18024892613046	0.032489675371184	0.0297992328742035	-0.0003820665923935	0.0007042689748279	4.95994788905282e-07	1.4597488102318088e-07	0.0007602183589752	-0.0018310652325938	5.779319533229461e-07	3.3527998860141528e-06	-0.0011398548806184	-0.0006257611812802	3.915770559971915e-07	1.299269148869587e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1066.5444051790348	4.943313855841552	1137516.9682187012	24.436351877355072	1332.4905390689248	4.324405067845419	1775531.0367081938	18.70047919080714	1078.155034870041	6.692421015653736	44.788499050763775	1162418.2792156192	1121.2407214238094	894.3564005437887	1.326949	21.83795	0.294452108473534	0.1376732454942469	0.0607079585	0.0066853152	0.1048674925	-0.0719977817	-0.0220220684	0.1462046168	0.1264871706	-0.1176044861	-0.1182142478	0.0652272568	-0.0296522485	-0.1130928791	-0.0539471834	-0.2377673459	0.0019701861	0.0494440498	-0.0878211515	0.0301034006	0.1607477772	-0.0391709915	-0.0966988045	0.0108137494	0.0368420154	-0.0617165277	-0.0287331389	0.0553782025	-0.0225469389	0.0897355694	-0.2260484911	0.138804672	0.0936053167	-0.0890093483	0.077703821	0.0360582144	0.0122552708	0.1007611388	0.101508045	-0.0769277185	-0.1083849483	-0.0011242626	-0.0772062351	-0.1099582228	-0.1259396794	-0.0615484307	0.0911790448	-0.0921821457	-0.0594364672	-0.0836338078	-0.0824616677	0.1077254375	-0.1187347151	-0.1460375221	0.0795048592	-0.02450747	-0.2059282899	0.0252225264	-0.1058844928	0.0433802713	-0.0223583346	0.1995463985	0.0416134249	0.1277324263	-0.0585686869	0.1893392027	-0.0519472181	0.128726986	0.1259985909	0.1214940211	0.1152767764	0.0	0.0006769610163814	-0.0393235256196647	4.582762177001382e-07	0.0015463396671604	0.1203446257586335	0.0932098490935402	0.0144828289489855	0.0086880759680405	-0.2421849145892025	-0.0695603715073928	0.0048386452842465	0.0586535328545793	-0.0002040118684305	0.000178054723963	3.170348472554013e-08	4.1620842460503645e-08	0.0003079921386737	-0.0004522262203015	9.485915748479965e-08	2.0450855432818087e-07	7.703142017582428e-05	0.0012168863007942	1.4808122690606514e-06	5.933839694304389e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1068.3599634208545	1.8155582418196443	1141393.0114406096	3.296251729439239	1336.6815310829563	4.190992014031508	1786717.5155382764	17.564414061675876	1080.396293359231	2.241258489190159	5.023239615366953	1167256.1507043657	1122.0091472332294	905.7238576349224	1.404559	23.115202	0.4368604884466216	0.2131689244645085	0.1119996317	-0.0920012809	-0.0797667732	-0.0525444732	0.1679183046	-0.0640316529	-0.0912395516	-0.0289846073	0.0216898488	0.0505311991	-0.1849441806	-0.0548188934	-0.015367921	-0.079716047	-0.0383441137	-0.0575639719	0.0725967608	-0.0954263061	0.0077533414	-0.0205541093	-0.1410533277	-0.0511650186	-0.1839792719	-0.0808966865	0.2330971943	-0.1949889895	-0.1618911472	-0.1264541117	-0.0313379193	-0.0089281957	-0.1019785837	-0.0298931757	0.0730790692	-0.0862408943	-0.1371379031	0.0253413231	0.0159388258	-0.026470418	-0.0975257971	0.1017365564	-0.2283399336	-0.0230997196	0.0027576124	-0.1009143477	-0.0329948135	-0.1030331182	0.0306518467	-0.2002024184	0.0029817234	-0.0655625063	0.0792688343	0.0810838867	0.0197681225	0.0835864891	0.0194187057	0.1218378712	-0.1753905586	-0.0394273546	-0.0464390891	-0.0488294632	-0.0691738455	0.0078049668	-0.045806026	-0.192898947	-0.0042883705	0.1282765399	0.1242126365	0.117534563	0.1083828658	0.0	0.0005557585821378	-0.0001212024342436	3.0886760161981786e-07	1.4690030066574185e-08	0.0372093324151592	-0.0831352933434743	0.0013845344187818	0.0069114769993055	-0.0501816820467126	0.1920032325424899	0.0368652413067654	0.0025182012130373	0.0019082237638436	0.0021122356322741	4.461539366248366e-06	3.641317932897436e-06	0.000856619346498	0.0005486272078243	7.337967047946606e-07	3.009918131650877e-07	0.0006481837826057	0.0005711523624298	3.2621502110922814e-07	4.201422160330333e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1061.60266152358	-6.757301897274374	1127000.210953949	45.66112893090785	1329.472118980006	-7.2094121029504095	1767496.115145187	51.97562287016785	1077.6156379800832	-2.780655379147902	7.732044337584162	1161255.4632192217	1118.71188184298	895.3192785155098	1.156718	19.036411	0.2044785009090961	0.1274471116037802	0.042761996	0.0413292802	-0.1625085959	0.0237186499	0.0634648542	0.0176706477	-0.1550735729	0.0170503302	-0.0576927902	-0.0468079102	-0.1203265468	0.0345638096	-0.0391484972	-0.0614656566	0.0529693285	-0.0894308121	-0.0072449979	-0.1549876036	-0.0555767808	0.1416925333	-0.0737826993	0.085197139	-0.0369851504	-0.0136872802	-0.0611132063	-0.1071328819	-0.0935782025	-0.0580569509	-0.0138040875	-0.0549406603	-0.1591369489	0.0240357279	0.0373255934	-0.0326399769	-0.1615594523	-0.0314758692	-0.0435074558	-0.0879420851	-0.0003846732	0.0260681795	-0.1468386871	-0.0218349315	-0.0492265008	0.0051158239	-0.0268471006	-0.1803817384	-0.1240444952	-0.0725456306	0.0773681869	0.0042109381	0.1048386862	-0.0156110197	0.0284489982	-0.0520951645	-0.0137006933	0.1378320837	-0.1166151988	0.1518695597	-0.0626755675	0.0676002937	-0.1802887081	-0.076308421	-0.1923320758	-0.0946335425	-0.0298910788	0.1277366958	0.1220804792	0.1128382417	0.1002814672	0.0	0.0231572533902237	0.0226014948080859	0.000536258384579	0.0005108275675599	0.1609447229880061	0.1237353905728469	0.025903203857686	0.0153104468802149	-0.0711371754484559	-0.0209554934017432	0.0004391327037105	0.0050604977307843	0.0015613488471992	-0.0003468749166444	1.2032220779705945e-07	2.437810222650271e-06	0.0005829100717895	-0.0002737092747085	3.3978415179364e-07	7.491676706145311e-08	0.0005250455314302	-0.0001231382511754	1.5163028902560517e-08	2.756728100748212e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1061.0504037128694	-0.552257810710671	1125827.9592192431	0.3049886894909434	1325.0181915283204	-4.453927451685559	1755673.2078809806	19.837469744878213	1073.3029248064854	-4.3127131735977855	18.599494917723884	1151979.168398156	1115.8495199643648	884.4720166620218	1.173647	19.315027	0.230233386795371	0.1388427637190807	-0.0147716616	0.1157123481	-0.009991212	0.0043258569	-0.0697071584	0.0714595536	0.0167346774	0.0409902156	-0.0677963744	-0.0358569284	0.0624200734	0.0505857977	-0.054459374	0.0136136537	-0.0115697826	0.0915255936	-0.0080999612	-0.0051901702	0.0810844138	0.1022832305	0.0344231683	-0.1518311218	-0.0631129628	0.1278249793	0.0614017797	-0.051338743	0.0641328898	0.0667224902	-0.0338955547	-0.0428025186	0.0108139431	-0.0388027023	-0.0842116183	0.1138047666	0.0033992429	-0.0132568278	0.0745000784	0.1609604365	0.0009109145	0.0145174867	-0.0336410567	-0.0468816175	-0.0081449664	0.027632623	-0.0043478935	0.0113238727	0.0721672619	0.002741162	0.0774625084	-7.47377e-05	-0.0852383604	0.0215886795	0.0203355689	0.0522086709	-0.0652465694	0.0121998916	-0.1214204491	0.113310341	0.0498534989	0.0031283434	-0.0269938	-0.0586513741	-0.198859873	0.0623468804	-0.000608504	0.12710783	0.1196080616	0.1074345	0.0910628379	0.0	0.021543999046159	-0.0016132543440646	0.0004641438949008	2.60258957864362e-06	0.034468215409035	-0.1264765075789711	0.0011880578734836	0.0159963069693735	-0.0943609867034211	-0.0232238112549652	0.0005393454092062	0.0089039958116432	0.0008839961163607	-0.0006773527308385	4.588067219743736e-07	7.814491337408003e-07	0.0010069435449298	0.0004240334731403	1.0139353026757922e-06	1.7980438634342557e-07	0.0010020555997988	0.0004770100683686	2.2753860532501645e-07	1.0041154250881327e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1060.2832734662522	-0.767130246617171	1124200.619992311	0.5884888152749216	1320.8951905903064	-4.123000938014002	1744764.1045246015	16.99913673486434	1072.977766079123	-0.3251587273623499	0.105728197979903	1151281.2865001452	1113.40427876986	870.3684596583529	1.072961	17.65801	0.1394051412592662	0.0835685590196907	-0.0260638839	0.1049915303	0.1069020069	0.1749100112	-0.0963411477	0.1232272107	-0.0440675978	0.0173091279	-0.0129460687	0.1141623355	0.1659064883	-0.1263731519	-0.0457434385	-0.0755913713	-0.1247855905	0.0501567062	-0.0582204941	-0.1299690033	0.1632901787	-0.0549251543	-0.0263962353	-0.084644259	-0.1268629078	0.0019119463	-0.1314002227	0.1073705581	0.182480599	-0.0580715662	-0.1055564116	0.0545641797	0.0007682758	-0.0719130856	-0.1121027812	0.0545200472	-0.0878289215	0.192493107	0.085790667	0.1194352495	0.0559593812	0.0898487583	-0.1977629593	-0.0045069974	-0.0817367702	0.0230410874	-0.0910148	-0.0242516984	-0.0194989965	-0.0309814939	0.0234644493	0.1884498371	-0.058559907	0.021290644	0.1030529523	-0.1102841734	-0.0681402147	0.065112481	-0.0391754914	0.1212082531	0.0676401951	-0.0289462475	0.0355879911	-0.042239568	-0.2364828288	0.098786638	0.0409503433	0.1263903806	0.116802275	0.1013572156	0.0808296822	0.0	0.0386822606932355	0.0171382616470765	0.0014963172923394	0.0002937200122836	0.0557729449924124	0.0213047295833774	0.0031106213931266	0.0004538915026208	-0.1676726572844984	-0.0733116705810773	0.0053746010433883	0.0281141200008448	0.0008902696421426	6.273525781900005e-06	3.935712573616407e-11	7.925800357207131e-07	0.0004609467967442	-0.0005459967481856	2.1247194942873885e-07	2.981124490292496e-07	0.001002794914786	7.393149871999863e-07	5.46586650298516e-13	1.0055976411206609e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
