global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42
1619.0742533804012	n/a	2621401.437959304	n/a	2024.2926913016183	n/a	4097760.900057149	n/a	1741.2164552673812	n/a	n/a	3031834.7440939043	1799.8565654451884	1276.12199251665	n/a	n/a	n/a	n/a	-0.0440597106	-0.1159748402	0.0772068046	0.0479928865	0.1086129079	-0.0279398724	0.0847545288	-0.0090798133	-0.0348351592	-0.1376625245	0.0477408144	-0.0213623604	-0.0406694377	0.0126079968	-0.0040108333	0.0076541606	-0.0161953565	0.0497594788	-0.0202591293	0.1392583843	-0.0127246736	0.0309188863	-0.0737835234	-0.0560175394	0.1075252147	-0.0222466686	0.0186231876	-0.0455473708	-0.0153056621	-0.1035567077	0.0946083313	-0.0336502904	0.050773565	0.027155194	-0.0802912969	0.0244934457	-0.1062772273	0.0118174231	-0.0195593682	0.0372188036	-0.0764049305	0.0909417774	-0.0007198401	0.0327467254	-0.0627532606	-0.1521704495	0.0071506438	0.0696536497	-0.0880372884	0.0017189054	-0.0923294164	0.0507397629	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0427020275745775	n/a	n/a	0.0018234631589799	0.1936382841675055	n/a	n/a	0.0374957850953356	-0.0487933622355569	n/a	0.0023807921982502	n/a	0.000496909939782	n/a	n/a	2.4691948825415085e-07	0.0016640237080318	n/a	2.768974900891901e-06	n/a	0.0001080867568425	n/a	1.1682747004729721e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1611.5339872701677	-7.54026611023346	2597041.792126885	56.85561301313524	2017.57833984375	-6.714351457868361	4070622.3574066623	45.08251549977898	1735.3722799927073	-5.844175274673944	34.15438464111027	3011516.9501670874	1795.6521778678557	1263.8839678808413	0.674142	11.428805	0.0949403980224593	0.0437143387187977	-0.0654411882	-0.1050525945	0.0466014167	-0.0035658419	0.0329599039	0.0112583099	0.0417892418	-0.038066127	0.0013421688	-0.0949407446	0.204492126	-0.0524008976	-0.00762019	0.0563440501	-0.1365876374	-0.1326844398	-0.1562406843	0.021025423	0.0023948621	0.1005072484	-0.1712963643	0.1191918331	0.0150738152	-0.1277127405	-0.0426404941	0.1177320221	0.0554720514	-0.1578370442	-0.0167335891	-0.073923777	0.1373404212	-0.0150057521	0.0250617504	0.00629805	-0.1256013079	0.0830316657	-0.0901413613	-0.0338028852	0.0070351005	0.070734424	-0.0071855857	0.0459398667	-0.1517457581	0.0450583477	-0.0754099644	-0.176062577	-0.0009751172	0.0972428785	0.0133315286	-0.0344968952	0.0209614195	0.1115304226	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0151320901444762	-0.0275699374301013	0.0007601014498997	0.0002289801521405	0.1730345679300597	-0.0206037162374458	0.0004245131227931	0.0299409616987424	-0.026821470673795	0.0219718915617619	0.0007193912891052	0.0004827640188018	0.0004280012475879	-6.890869219409996e-05	4.748407859901212e-09	1.831850679367989e-07	0.0019820011652571	0.0003179774572252	3.928328619080502e-06	1.0110966330346741e-07	-9.241496011074012e-07	-0.0001090109064436	8.54052485226969e-13	1.1883377723656926e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1609.2714162194775	-2.2625710506902124	2589754.4910610425	5.119227759421412	2007.5513298688616	-10.027009974888417	4030262.3420582335	100.54092903651176	1736.9689983200349	1.5967183273276078	2.5495094168238737	3017061.301124905	1794.7414541631358	1254.5634747009842	0.720518	12.21502	0.240800677980746	0.1227502844563123	-0.0031837695	-0.0763290201	0.0572088134	-0.0435821341	0.0615203531	0.0718307791	-0.0928622076	0.010032617	0.0126353679	-0.0633235087	0.0963277618	0.0352326491	-0.0640792621	-0.0120396447	0.0399759516	0.1030086955	-0.1416467859	0.0705206346	0.0228993109	0.0536346045	-0.027632195	0.1182206149	-0.0161930948	-0.050145017	0.1106145228	0.0306430262	0.1070636631	-0.0159905071	0.0247766534	-0.0856642068	0.0731574725	0.0504171282	0.1013002582	-0.0150489041	-0.1868435644	0.0075610676	-0.1844857876	0.0072547503	-0.0474989265	-0.0482321103	-0.1070893449	-0.0161452141	-0.1576189534	0.0005752277	-0.0539290773	-0.0214082032	0.1098059087	0.1541246142	-0.0465567382	0.083154793	0.0029525535	0.1183859848	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0275519794816005	0.0124198893371243	0.0001542536511464	0.0007591115733545	0.1392788727881821	-0.0337556951418775	0.0011394469545113	0.0193986044051466	0.0663962662877537	0.0932177369615487	0.0044084641769542	0.0086895464842324	-0.0006891729066976	-0.0011171741542855	1.2480780910035222e-06	4.749592953260189e-07	0.0013309113436796	-0.0006510898215774	1.7713250047350382e-06	4.239179557618207e-07	0.0002589590053398	0.0002598831549409	6.705976644657856e-08	6.753925422203968e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1607.902885708227	-1.368530511250583	2585351.689868843	1.872875760223782	2007.5840471540173	0.0327172851557406	4030393.706387304	0.001070420747962	1731.7839720575691	-5.185026262465726	26.884497342459294	2999075.7258754917	1788.9748596245229	1280.5800553408214	1.152028	19.530468	0.3863862304860564	0.2003304498023503	0.1507701464	-0.0022960631	0.0922537107	-0.1305098037	0.0253744159	0.114518483	-0.0105848855	0.0469212957	0.1503770911	0.2169666387	0.0217504465	-0.0354022417	0.0136223145	-0.0688255186	0.1034647902	-0.0119805284	-0.0310075245	0.1728346103	0.1245632354	-0.2310494409	0.0200326838	0.0496642329	-0.0965429066	0.0497397168	0.0849181059	-0.0294542374	0.1072167539	-0.0431908792	0.1076147195	-0.0024246594	-0.0615120558	0.1530462259	0.0101421333	0.0279139706	-0.1284482443	-0.0130868946	0.0862056084	-0.0828099573	-0.0420578295	-0.1323031537	0.1533727377	0.0537882345	-0.0199570429	0.0345955134	-0.0891346956	0.1156859216	0.104125164	0.1137650149	-0.0944590437	-0.0237519612	-0.0509597833	-0.0357391674	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0422783304285445	0.014726350946944	0.0002168654122125	0.0017874572238251	0.0070336564890141	-0.132245216299168	0.0174887972340137	4.947232360545016e-05	0.1776016399932132	0.1112053737054595	0.0315423425282789	0.0123666351409709	0.0010460554427898	0.0017352283494874	3.0110174248647666e-06	1.0942319893901645e-06	0.0010729347834967	-0.0002579765601828	1.1511890496371103e-06	6.655190560380137e-08	0.0008299398863592	0.0005709808810194	6.888002149699219e-07	3.260191664896903e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1618.9148682962857	11.0119825880588	2620885.35079078	121.26376051971016	2022.093368094308	14.509320940290763	4088861.589290983	210.52039414836003	1742.399503091817	10.615531034247851	112.68949913907926	3035956.028374611	1801.5176162854284	1272.0315557680815	1.348171	22.855696	0.4851653919779455	0.3476911251394858	-0.0179681194	0.044066332	0.0740106008	0.0442000329	-0.0651150744	0.099044145	0.1616105156	-0.0827270442	0.0610274233	-0.0076251552	-0.2362741271	-0.1913038041	0.1810575161	-0.095619614	0.1444066194	0.051507025	0.0292529714	-0.0574625261	0.0332568664	0.0186621287	-0.0151573826	-0.3133898258	-0.1924399156	0.1202125355	0.1137683108	-0.0977548902	0.0101667371	0.0034035412	-0.0109491663	-0.1842074065	-0.0410519545	-0.0567208228	-0.1162591476	0.0099304498	0.0890723855	0.0742113333	0.1016665523	-0.1416377769	0.236573481	0.062319999	-0.0052397138	0.1195446569	-0.0735276304	0.1574238601	-0.1819237137	0.2706123173	0.0465057679	-0.1016724654	-0.0990281163	-0.069428333	0.1313268762	0.0699525921	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0832079881398755	0.0409296577113309	0.0016752368803667	0.0069235692902856	0.0644283894729085	0.0573947329838944	0.0032941553742925	0.0041510173700727	-0.1609234341917869	-0.3385250741850001	0.0258963516720783	0.1145992258519598	0.0012200684969414	0.0001740130541516	3.02805430151677e-08	1.488567137228847e-06	0.0015823355545061	0.0005094007710093	2.5037858070541266e-06	2.5948914550497105e-07	0.0005470351695658	-0.0002829047167934	2.992474767418836e-07	8.003507878395392e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1618.975547006817	0.0606787105311923	2621081.821806022	0.0036819059117282	2026.2527866908483	4.159418596540263	4105700.355572429	17.30076306124497	1739.2387668501192	-3.160736241697805	9.990253589581965	3024951.4881143235	1798.500077666429	1275.3646971901771	1.175432	19.927231	0.6395995799963335	0.485260724281845	-0.1640997525	0.0457321774	0.0761958297	0.1472385082	-0.1025278178	-0.0248541528	0.1690106015	-0.0324520001	-0.1123954809	0.0205199758	-0.0769618347	-0.169638372	0.1004739425	0.014729033	-0.0178412575	0.0483906741	-0.1308252935	-0.1134199268	-0.1332171589	-0.0033537714	-0.0597259839	-0.1424333387	-0.0857825353	0.0071457793	-0.1125226094	0.0650760738	-0.025365365	0.043365777	-0.170889638	-0.0609727394	0.0230475351	-0.2347708507	-0.0343456671	-0.1008473659	-0.0740691383	0.1314543643	0.2417964659	-0.097945685	-0.0579038363	0.1309545291	-0.0580591446	-0.0140438063	0.0924858812	0.1015029872	0.0298049592	0.1442923484	0.076880715	0.1024940349	-0.0566455487	0.121089039	-0.0284581201	-0.2577752691	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0634501676556169	-0.0197578204842586	0.0003903714702881	0.0040259237755258	0.5373334895462136	0.4729051000733051	0.2236392336753427	0.2887272789879109	-0.2716111796845268	-0.1106877454927399	0.0737726329296203	0.0122517770022655	0.001639256445203	0.0004191879482616	1.7571853596776986e-07	2.6871616931395763e-06	0.0016402469152456	5.791136073950002e-05	2.6904099429727063e-06	3.353725702700504e-09	0.0002991561996463	-0.0002478789699194	8.949443178681692e-08	6.144398372835236e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1622.6784856092363	3.702938602419408	2633085.4676590846	13.7117542932878	2029.705797467913	3.453010777064719	4119705.624274857	11.923283426525096	1743.0105744591056	3.771807608986365	14.226532639207434	3038085.862676261	1798.990630565287	1271.9710660725557	1.173577	19.895788	0.5283526434708459	0.3307927109034062	-0.0264991186	0.0640042049	0.0634542091	0.1384579773	0.1919723903	0.0236424749	-0.0130322396	0.0102446439	-0.0703157514	-0.0769861857	-0.1367863726	-0.0325422232	-0.1636880842	0.0242764548	0.1387973803	-0.0007560479	-0.0881930893	0.0227753029	-0.0333693635	0.0787774786	0.2137924439	0.0041203173	-0.0500410454	0.0568719046	-0.1727497862	0.0101223616	0.0241622814	0.0444479187	-0.038293018	0.0878207259	0.1291154419	-0.0601626143	0.0789892271	0.0239971049	-0.0222549627	-0.0534713381	0.1222862002	-0.1058790984	0.0600857282	-0.0340680114	-0.0318306701	0.1487716479	0.0675768366	0.1465867019	0.0165554275	-0.1794672783	0.1155874949	0.0620402803	0.0695488898	-0.1024021147	0.0021198748	-0.1510165032	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0352933359460934	-0.0281568317095234	0.0007928071719184	0.0012456195622038	0.3241514185456395	-0.2131820710005741	0.0454465953960938	0.1050741421451503	-0.0233376132350286	0.2482735664494982	0.0005446441915077	0.0616397637975534	0.0009427804549013	-0.0006964759903017	4.850788050667339e-07	8.88834986143902e-07	0.0016816254122116	4.137849696600016e-05	2.827864026995834e-06	1.7121800111652839e-09	0.000262207200689	-3.694899895729999e-05	6.875261609316153e-08	1.3652285239465555e-09	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1617.878538466265	-4.799947142971405	2617530.9652297376	23.039492575319358	2016.7108152553008	-12.994982212612284	4067122.5123677	168.8695627061097	1739.8429816194282	-3.1675928396773543	10.033644397975245	3027053.600690382	1797.5476630747423	1264.684513451652	0.885922	15.019135	0.3518817592320813	0.2844052151050735	-0.0088591045	0.0380935382	0.0498275888	-0.0031991231	0.0511872857	0.10575742	0.064879218	-0.024902845	0.0264990476	-0.113250404	-0.0166457996	-0.1057277726	-0.1083650552	0.0606328446	-0.0124500886	-0.1138975146	0.0151348619	0.0124309914	0.0495688613	0.1067367808	0.046575498	0.017533481	-0.1048207126	-0.0138763305	-0.1126732066	-0.0256652238	0.0252691897	-0.0559793107	0.0380049087	-0.0648508789	0.1341324843	0.0326126533	0.0106785852	0.0634226709	0.008722364	-0.0180580632	0.0550607213	-0.0333579739	0.0620895016	0.0864746751	-0.1348285043	0.2336580866	-0.0725230583	0.022243634	-0.003635087	-0.0241316323	0.0357344133	-0.1378241006	0.1130601345	-0.1686527459	0.1390754214	0.0311644912	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0352696461305868	-2.3689815506600095e-05	5.612073587367503e-10	0.0012439479381768	0.0399891544274737	-0.2841622641181658	0.0807481923487622	0.0015991324718243	0.0013791857389122	0.0247167989739408	1.9021533024187915e-06	0.0006109201515182	0.0007100098735235	-0.0002327705813777	5.418214355495898e-08	5.041140205008565e-07	0.001330995599432	-0.0003506298127796	1.7715492857073492e-06	1.2294126560985734e-07	-1.3972531642961054e-05	-0.0002761797323319	1.9523164051354792e-10	7.627524455095366e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1612.3671382410714	-5.511400225193484	2599727.788479702	30.37553244226278	2010.951527273996	-5.759287981304851	4043926.0450456166	33.169398051602506	1737.2839563650678	-2.5590252543604493	6.548610252454562	3018155.5450434624	1795.434882269965	1248.9754157886048	0.821152	13.921092	0.319059560536951	0.1656256215848164	-0.0122282931	0.1043884233	0.0099996683	0.0098073244	-0.0219306543	0.1122243069	-0.0416978742	-0.106363612	0.0121063449	-0.0893367497	0.055933155	-0.1035274812	-0.1667576329	0.0303596216	-0.0714227526	0.068692279	-0.0878547705	0.0310709104	0.0213836841	0.0748087958	-0.0243572251	0.0686416412	-0.0803589155	-0.008737396	-0.1682610611	0.0960568683	0.0134143723	-0.0376748321	0.0188217191	-0.0385442431	0.0542081158	0.0244269236	0.1033186347	-0.0203903331	-0.0821122431	-0.1171928431	-0.0279374129	-0.0401075321	-0.0273484549	0.004253994	-0.1021001306	0.025697933	-0.1448114062	-0.0099767495	0.1091455533	-0.0278396845	0.0895093929	-0.0809672498	0.1120933762	0.009594174	-0.0099713022	0.0911924213	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0591196347487823	0.0238499886181954	0.000568821957088	0.0034951312128294	0.1738507456368552	0.1338615912093815	0.0179189256011075	0.0302240817584905	0.0728735960547481	0.0714944103158359	0.0053105610019505	0.0051114507064091	0.0001258328407095	-0.000584177032814	3.412628056673692e-07	1.58339038010224e-08	0.0006480327611346	-0.0006829628382974	4.1994645950373353e-07	4.664382384952407e-07	0.0005159590051164	0.0005299315367593	2.662136949607053e-07	2.808274336521381e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1607.0744910415056	-5.292647199565863	2582688.4197563143	28.01211437907237	2020.468971296038	9.517444022042127	4082294.86397007	90.58174071270544	1732.2250680060963	-5.058888358971444	25.59235142853679	3000603.686228725	1790.029286271891	1263.835519984557	1.517396	25.724602	0.6872968316477118	0.4092064746295532	0.2170583599	0.122020056	-0.0553521488	-0.1631211327	0.0671691766	-0.0358429751	-0.1398417047	-0.0155319538	0.1877963573	0.1919751647	0.0320542458	-0.0383693377	-0.1279952497	0.0566416341	0.1592299196	-0.2501816417	0.0960373013	0.1055819448	0.1786160493	-0.2163712081	0.0837058877	0.0863663548	-0.0187446432	-0.0652522395	-0.2161662574	-0.2208077857	0.0969357712	-0.1629811952	0.1735050125	0.1691282277	-0.1910073709	0.2772330147	0.0533246551	0.0717827472	-0.0499352065	-0.2147112326	0.0973128289	0.0020223602	-0.3656816397	-0.2009664011	0.0941993409	0.1155240729	0.0724829498	-0.0570602926	0.1287201396	0.1117779869	-0.0563485701	-0.0084190927	-0.1527025693	0.087426688	0.0788027075	-0.1679260681	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0895525631929672	0.0304329284441849	0.0009261631336888	0.0080196615744303	-0.0625643146155425	-0.2364150602523977	0.0558920807141448	0.0039142934633125	0.4019120123333124	0.3290384162785643	0.1615332656578126	0.1082662793871058	0.0004681519227411	0.0003423190820316	1.171823539229573e-07	2.1916622276618887e-07	-0.0002837496061103	-0.0009317823672449	8.05138389677504e-08	8.682183799085097e-07	0.0010700660892912	0.0005541070841748	1.1450414354509626e-06	3.0703466073269894e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
