global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
1536.647314533426	n/a	2361284.96926279	n/a	2193.562189898153	n/a	n/a	4811715.080950781	1663.5403048348207	n/a	2767366.345809928	n/a	1807.081705463116	1538.9107840730196	n/a	n/a	n/a	n/a	-0.1551607379	0.0944092922	0.1569230056	-0.2189828729	0.4393978972	-0.0819239035	0.1208014982	-0.0360981076	0.1360287073	-0.3407176569	0.0602047726	-0.0469033694	0.2177966053	-0.0830921887	0.1299134298	-0.1719976326	0.0005152674	-0.0306417041	0.1675755773	-0.0264848918	0.1511476047	-0.1128158818	-0.0847943278	0.1665662248	-0.0815574292	0.0224402592	-0.1728219885	0.0194623846	-0.0505584213	0.0008800782	-0.1960214069	0.2419586355	0.0912629639	-0.1730933085	0.143515513	-0.1647744204	0.3287890424	-0.0730940117	0.1075846502	-0.1904194097	0.0246789377	0.0304692959	-0.0289238392	0.2299725205	-0.2099883239	-0.0113246785	0.0925498652	-0.2481113329	0.0367592285	0.1159910505	-0.0982703428	0.0216444502	-0.0780921412	0.0845688024	-0.1211078012	0.0064767408	-0.1210670221	0.0540746962	-0.2088921586	0.1921100693	-0.0376893686	0.1397706399	-0.166314009	-0.2192172888	0.1999833682	0.0099773503	-0.1226593614	0.0500864378	-0.2475683788	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0075603926962344	n/a	5.715953772127446e-05	n/a	0.024928167036009	n/a	0.0006214135117751	n/a	0.0005695861947856	n/a	n/a	3.244284332903396e-07	0.0025818639647036	n/a	6.666021532234993e-06	n/a	0.0008879071588772	n/a	n/a	7.883791227853812e-07	0.0003133548330818	n/a	n/a	9.819125141572274e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1534.6339547612852	-2.0133597721408023	2355101.375106262	4.053617572074863	2182.2965594914954	-11.265630406657692	126.91442845941036	4762418.273568418	1662.2533811385767	-1.2869236962440027	2763086.3031066307	1.6561725999543262	1804.1845335036053	1551.0731899455443	1.2916	14.537013	0.15434773416143	0.1120695709663937	-0.1449119123	0.0403543021	0.0358606748	-0.124272597	0.2139145901	-0.1834085342	0.0448023326	-0.0263971631	-0.0774408098	-0.03544295	0.0684478688	-0.0165786392	0.1728911306	0.0223120794	-0.0499465613	-0.0801132456	-0.1224415986	0.0996489756	-0.0068543272	-0.0099233646	0.0292127719	0.0420045875	0.1617063456	-0.0888888025	0.1052920992	-0.0984575013	-0.1558871747	0.0381161662	-0.0225740998	0.1168203536	-0.070299151	0.2103524131	0.0120139212	-0.0163929028	0.2080784623	0.0112079905	0.1171027155	-0.0477228055	-0.0305969276	0.0262570612	0.0248261735	0.1585503516	-0.062068625	-0.2002444978	-0.0252943536	-0.0177543198	0.1558091702	-0.0635246116	0.0006425617	0.2543379181	-0.1294883817	0.0820950164	0.080372209	0.1140927831	-0.1522357347	-0.0579825316	0.0548775547	-0.0472559058	-0.1816816134	-0.0494615113	-0.3408714545	0.0100401601	0.0731310953	0.1334336387	0.1501146108	0.0841986104	-0.12550508	-0.0459526083	-0.0836902909	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-8.342590550114437e-05	-0.0076438186017355	6.9598817086858715e-09	5.842796281623833e-05	0.0394029634079515	0.0144747963719425	0.0015525935253283	0.0002095197300091	0.1124637928512726	0.111894206656487	0.0125203134832846	0.0126481047024939	0.002676394840303	9.453087559939964e-05	7.16308934120052e-06	8.936086441589168e-09	0.0010857680049802	0.000197860846103	3.914891442059507e-08	1.1788921606386838e-06	0.0001990483041589	-0.0001143065289229	1.3065982554401772e-08	3.9620227388533976e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1531.0873320459475	-3.546622715337662	2344228.4183515776	12.578532684949092	2172.602683960922	-9.693875530573225	93.97122280224627	4720202.422354203	1661.5951990019505	-0.6581821366262375	2760898.6053463314	0.4332037249738791	1804.3753398249696	1532.3121906000342	1.182314	13.306995	0.1533675275658013	0.0803862877958939	-0.1544491266	-0.018047556	0.095702065	-0.036793425	-0.0446462772	0.0065510421	0.1390927935	-0.1546713493	-0.0903403377	-0.0129384193	-0.1564516697	-0.0289047965	0.1867533375	-0.0933426386	0.1324805234	-0.1284785777	-0.0861522998	0.0760504448	-0.1351645212	0.0286382831	-0.0894216117	0.1422462707	-0.1811631717	-0.1079733711	-0.0130136051	-0.0846851839	-0.0628245407	-0.0039888075	-0.0307442164	-0.1171596911	-0.063996268	0.1991637478	-0.1988906093	-0.009508894	0.0880460273	0.0259703468	-0.0970647275	0.0593021092	-0.023577123	0.1259635611	-0.0257837455	-0.1144735448	-0.000321622	-0.0484351487	0.0023857459	-0.0097984039	0.237490401	-0.1146246798	0.0281890806	0.1207684458	-0.009333461	-0.0601397104	0.0148417873	-0.0033091945	0.0083298097	-0.0979448072	0.0551806739	-0.0590209012	-0.0960693302	-0.0496608743	0.0285317427	0.0108941978	-0.031822838	-0.1404019532	0.0056271779	0.121635967	-0.0946472245	-0.0103537565	0.0120587544	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0029458916448561	0.0030293175503572	8.678277583232977e-06	9.176764820902416e-06	0.0026133431607462	-0.0367896202472053	6.829562475818939e-06	0.0013534761579335	0.0729859617340338	-0.0394778311172388	0.0015584991497212	0.0053269506102418	0.0013948930401289	-0.0012815018001741	1.945726593400045e-06	1.6422468638494588e-06	0.000921664066344	-0.0001641039386361	2.6930102675913693e-08	8.494646511897574e-07	0.0002348577383686	3.58094342097e-05	1.2823155784188322e-09	5.515815727161378e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1530.054150943305	-1.033181102642402	2341065.7048188383	1.0674631908573695	2171.500691571573	-1.1019923893491068	1.2143872261833537	4715415.25349582	1660.1631554966702	-1.4320435052802625	2756141.7028686614	2.0507486010153806	1801.183987896259	1537.9083431552808	1.161648	13.074406	0.1475913454659969	0.0893975239234978	-0.1037093749	-0.0579826442	-0.0865689712	-0.0398568211	-0.0123040526	-0.0814888105	-0.0858756576	-0.110948254	0.0634697143	-0.0028945246	0.0131171102	0.006896293	0.0043787279	-0.1065970255	-0.0968546366	-0.1120759666	0.0245018796	-0.0842827014	-0.0941990899	0.0744455228	0.1453199705	-0.039683581	0.0130006509	0.0658036486	0.0150877611	-0.1064085523	-0.0154746365	0.0048306618	0.0089149083	0.0561107701	-0.0903451349	-0.069097217	-0.0884166734	0.0105316645	0.0955951102	0.0224991595	0.0354002887	0.0491456447	0.0038556165	-0.1154463657	0.0926559238	-0.040852352	0.0633135276	0.0918246152	0.2127099965	-0.0087906799	0.1528953298	-0.0832190489	-0.0257430992	0.0222630253	-0.0499246167	0.17746065	-0.0704524653	0.1218981755	-0.1150080268	0.0145892126	0.1062945425	-0.0434554646	-0.0812781916	-0.0090674921	-0.0761360897	0.0658855896	0.0364748633	-0.0111765912	-0.0703642842	-0.2087266378	-0.0221732984	-0.0544952976	-0.0396799403	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0203362674013192	0.0173903757564631	0.0004135637718179	0.0003024251689509	0.0315701502016452	0.028956807040899	0.0009966743837544	0.0008384966740038	0.0029028394431378	-0.070083122290896	0.0049116440300406	8.426476832636571e-06	0.0018489635301836	0.0004540704900547	3.4186661359490005e-06	2.0618000993851562e-07	0.0009450829188968	2.341885255279993e-05	5.48442654889784e-10	8.931817235904954e-07	8.912627342132359e-05	-0.0001457314649472	2.1237659875679256e-08	7.943492613972532e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1530.6041459183125	0.5499949750073938	2342749.051502327	0.3024944725333837	2171.0724316694605	-0.4282599021125861	0.1834065437574818	4713555.503555144	1659.8864419607935	-0.2767135358767518	2755223.0002052626	0.0765703809374144	1801.6006986177888	1526.2500936217227	1.234857	13.898369	0.3012600113229839	0.1885526817780422	-0.0614263186	-0.1301845885	-0.0092390417	0.0144744617	0.0343023563	-0.0990163254	-0.0037109237	0.0033272156	-0.124219292	0.1780195675	-0.0783351787	-0.0042180525	-0.0546386362	-0.2416509401	0.2203437575	-0.1059447705	0.001945815	-0.0863567791	-0.0090901791	0.0040857582	0.1628871135	0.0168759645	0.0295530888	-0.0216608932	-0.115412168	-0.0311843074	0.045907807	-0.0263574477	-0.0083456258	-0.0143383398	-0.1734563768	0.0278969057	-0.1392682963	-0.2427198161	-0.1005134292	0.0086198513	-0.0556705111	0.0298678178	-0.1605114906	-0.1940119712	0.0386141439	-0.113273557	-0.1064454579	-0.0142903166	0.0071948729	-0.009187819	0.295692851	0.0601042613	-0.0252888533	0.0090493193	0.1185037453	-0.1037813645	-0.0556223874	-0.129524356	0.0259275446	-0.0853314307	0.2341591029	0.0253967872	0.1510322621	-0.172548777	0.2634967366	-0.0686699925	0.0489342931	-0.087567701	-0.0323204802	0.0646428974	0.025426588	0.0583530632	0.1298303263	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0028157875807437	-0.0175204798205755	7.928659699870458e-06	0.0003069672131431	-0.033482883402641	-0.0650530336042862	0.0011211034809548	0.0042318971811203	0.1021333572137308	0.099230517770593	0.0098466956570199	0.0104312226557475	-0.0001539977405198	-0.0020029612707034	2.371530408520365e-08	4.011853851937779e-06	0.0006550004269656	-0.0002900824919312	8.41478521250147e-08	4.290255593251183e-07	-6.949566494661243e-06	-9.607583991598484e-05	9.230567015561943e-09	4.829647446371816e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1532.020448185584	1.416302267271476	2347086.653658757	2.0059121122783234	2171.961399709146	0.888968039685551	0.7902641755823715	4717416.321826513	1660.4734463295918	0.5870043687982616	2757172.065965672	0.3445741289882454	1802.533029127855	1515.479406525635	1.245946	14.02318	0.1238141437028997	0.072193003463217	-0.0057942236	-0.1077432654	0.0045127015	-0.0313052003	0.0569989579	-0.0107988644	-0.1610803655	0.080115753	0.0463790381	-0.0005071368	-0.0770387809	0.0263004769	0.0007617966	-0.0472726932	-0.0860819344	-0.0274776377	0.1721859169	0.1327700629	-0.0018247284	-0.0244082862	-0.081689424	0.0472555382	-0.0095392748	0.1181311945	0.1064155918	-0.1739442085	0.1331301086	-0.1379402707	0.0223516322	0.0330744815	-0.0946607745	-0.0592775926	0.1118200125	-0.0639038431	0.1014608846	-0.0235748276	-0.1796316259	-0.053944472	0.1837328525	0.0434596846	0.0666605238	-0.0834999687	-0.0008964622	-0.0268296378	0.0534087294	0.0039681274	0.1981039414	0.1058526477	0.0037641937	-0.0010679663	-0.0268362154	0.0382473311	-0.0193687644	0.0219769935	-0.1022437907	0.0304338611	0.0733543045	0.1656924779	0.1739816635	-0.0885437374	0.0207851941	-0.1481866123	0.0489608668	0.2241488438	-0.0615915376	-0.0554300811	-0.1567026791	-0.124675551	0.1030288419	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0078212140362268	0.005005426455483	6.11713890004711e-05	2.5054294001250104e-05	0.0236040384939286	0.0570869218965696	0.0005571506332228	0.003258916651625	0.0780539677691649	-0.0240793894445659	0.000579816996023	0.0060924218845098	0.0001880016949651	0.0003419994354849	3.5344637309750516e-08	1.1696361387199034e-07	0.0010619993726781	0.0004069989457125	1.6564814181108657e-07	1.127842667568678e-06	-3.0998295664395545e-06	3.849736928221689e-06	1.4820474416513762e-11	9.608943340972836e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1531.2410872574662	-0.7793609281177396	2344699.267305427	0.6074034562765445	2172.305523609552	0.3441239004059753	0.1184212588306216	4718911.28790457	1660.4472451191175	-0.0262012104742552	2757085.053823666	0.0006865034303162	1802.2016384652943	1529.0739669512443	1.231674	13.86255	0.0633444910923274	0.0347105211765541	0.0819174867	-0.0693196305	0.1175917661	0.0263816943	0.0971045843	0.0726573447	0.0887812204	0.1366230974	-0.1911589699	0.0937013844	0.0594453288	0.0204189968	-0.0198317992	0.0687842272	0.0957097118	-0.0365445576	0.1093130402	-0.005453513	0.1217983484	0.2813959424	-0.0349700183	0.1659226039	-0.0633602206	-0.0437235661	0.1241348939	0.2460578641	-0.0513025046	-0.0532906021	0.0215078489	-0.0397909689	-0.0174415921	0.0766277673	0.1497048668	-0.0859400456	-0.1436960754	0.2408642077	0.1520516993	0.2076931195	0.0949305173	0.1391540129	-0.0179418262	0.0183533897	-0.1261579279	-0.1446247567	-0.0302555099	0.030022488	0.1000022709	0.1227009378	0.0639055606	0.0257731907	4.27529e-05	-0.1558750399	0.0642344395	-0.1460584959	-0.0799109451	-0.0729016796	-0.0236337832	0.1588405652	0.0704278607	-0.1634372003	0.0190356647	-0.138152766	0.0208844696	0.0252889142	-0.0188717721	0.1628975879	0.0923030538	-0.2210358681	0.16595174	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0001392592452589	-0.0079604732814856	1.9393137390078463e-08	6.336913486524768e-05	0.0235376546120988	-6.638388182979987e-05	0.0005540211846384	4.406819766792834e-09	0.1082483874208577	0.0301944196516927	0.0009117029781025	0.0117177133792161	0.0002999825075869	0.0001119808126217	8.998950485812451e-08	1.2539702395438678e-08	0.0007230073165187	-0.0003389920561594	1.1491561413917783e-07	5.227395797395717e-07	4.839158719874287e-05	5.149141676518242e-05	2.651366000485709e-09	2.3417457116135347e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1531.4316166677916	0.1905294103253254	2345282.7965297257	0.0363014561989162	2167.696394191952	-4.609129417599888	21.244073988184685	4698907.657392791	1659.3297190710175	-1.1175260480999896	2753375.116592302	1.2488644681819805	1802.9561001821664	1530.372308964559	1.245461	14.01772	0.2796650966012814	0.1717032575644939	0.1103795024	-0.0453830491	0.1173608417	0.1013783565	-0.0404117895	0.1509181723	0.0318291326	0.0674096694	0.0498595601	0.0004527306	-0.0398116092	0.054174489	0.0433135208	0.0206232933	0.0961185153	0.1319685016	0.0034147758	0.1442737474	-0.1300606231	0.085598923	-0.0652736862	-0.1271961061	0.2215091385	-0.0253477438	-0.0254296057	-0.0056641761	0.0183656379	-0.073229543	0.0657505461	-0.2524878617	0.0403331625	-0.0366658821	-0.0196232046	0.090297446	0.1608468193	0.019374979	-0.1903609595	0.0015727284	0.1053680415	-0.0402140686	-0.1240525909	0.1066040161	0.1613748451	-0.0376951688	0.0744474398	0.0182760426	0.0679087431	-0.045485342	-0.0570239421	-0.2003781402	0.1475468909	-0.1280245392	-0.0233578075	0.1704703698	-0.028445047	-0.0129775208	-0.0938403072	0.0131878645	-0.1023996075	0.0293027538	0.1473035451	0.0809142736	0.0734124678	-0.0701834282	-0.2467835602	0.0432020554	0.1597892619	0.1152431524	-0.1191702245	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0219545820994255	0.0220938413446844	0.0004820036751604	0.000488137825364	-0.0487333627667823	-0.0722710173788811	0.0023749406465588	0.0052230999529785	-0.0258417982027481	-0.1340901856236058	0.017980177880573	0.0006677985343515	0.0011629864876231	0.0008630039800362	1.352537570393915e-06	7.447758695583221e-07	0.0005620286334835	-0.0001609786830352	2.5914136391747388e-08	3.158761848553304e-07	4.817320518793911e-05	-2.183820108037581e-07	4.7690702642692726e-14	2.3206576980792835e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1530.316066434246	-1.1155502335454912	2341867.263186784	1.2444523235634	2165.738720871332	-1.9576733206199608	3.832484830267183	4690424.207081394	1656.6992107888927	-2.630508282124765	2744652.2750285403	6.919573822326983	1798.5189905254658	1559.0418192401894	1.62365	18.274254	0.2823458080866723	0.2184985478348381	0.1423108738	0.0737890653	-0.0912666215	0.0831264491	-0.1337875797	-0.0250568316	-0.0343377632	0.0757100296	0.1098546599	-0.066883378	0.0272691632	0.0416691456	-0.0252175606	0.129345332	-0.0743696065	0.2242939026	-0.2588882485	0.0438167942	0.0758123106	-0.126233174	-0.1184479724	-0.1739516639	-0.0886235422	0.0828616884	-0.0262938632	-0.0079821927	-0.0594115962	0.3087080863	0.0578829679	0.0161154573	0.1636590455	-0.0933493083	0.0733075791	0.1257424042	0.1082534843	-0.2517243714	0.1147111009	0.0382547112	-0.1992930832	0.0779116687	-0.0741486297	0.0467403588	0.1374723942	0.1439714362	0.029653702	0.0854558276	-0.1907481748	0.0128667349	0.0617521503	-0.0016066418	-0.3606804982	0.1116258828	-0.0816256491	0.0117593217	-0.0057430225	0.0584258785	0.0847380364	-0.0717299232	0.061349764	0.1275899888	0.0343301531	0.067688975	0.0019395855	0.1462056627	0.11962317	-0.2507389623	0.2634400011	-0.3165723028	0.2148111361	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0219040945647748	-5.048753465070055e-05	0.0004797893587025	2.5489911551056886e-09	0.1626658275986869	0.2113991903654692	0.0264601714683657	0.0446896176871758	0.016668392239211	0.0425101904419591	0.0018071162914116	0.0002778352998401	0.0016369853380007	0.0004739988503775	2.679720996829266e-06	2.246749101592864e-07	0.0006550392131134	9.30105796299e-05	8.650967923089966e-09	4.290763707162223e-07	4.746384030357214e-05	-7.093648843669665e-07	5.031985391729597e-13	2.252816136362999e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1532.0089226014784	1.6928561672323212	2347051.3389305426	2.865762002936505	2166.570235365019	0.8315144936868819	0.6914163532113515	4694026.584769634	1659.1740064859705	2.4747956970777523	2752858.3837987077	6.1246137422745575	1799.8792687988282	1563.615079689385	1.310154	14.745841	0.1747895555349901	0.1258322329092271	0.1187877045	0.0920703758	-0.0423335556	0.1065899572	-0.0958899334	0.0090360786	0.1385043696	0.0146663912	-0.0304235755	0.0237978812	-0.093326413	0.080456775	-0.0117324255	0.0735253932	0.1339591593	-0.1556964611	-0.0515592889	-0.0345189884	0.1008779346	-0.014291676	-0.0910375815	-0.1382437563	0.0115093852	-0.0274441318	-0.0404003227	0.0837357482	0.0152529495	0.0118418998	0.0755705276	-0.0141591067	0.1001092291	0.0771049641	-0.0750918062	-0.1708971324	-0.1343456688	0.0358856875	-0.010641116	0.0272769952	0.016963891	0.0079985918	-0.1467035819	0.0023368393	0.127853221	-0.0134223204	0.0696390953	0.052775253	0.0404254152	0.0262277109	-0.1174442076	-0.068393641	-0.0474754115	-0.0785752066	-0.028640419	0.0961662503	0.0766223145	-0.0181439145	-0.0006126703	-0.1686185716	0.1346073315	0.1435136122	0.063565321	-0.0185793434	-0.2385564219	-0.1394698676	-0.0982624564	0.1101366437	0.0569845728	0.1496432565	0.1569212953	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0177052874285266	-0.0041988071362481	0.0003134772029267	1.76299813674088e-05	0.0484192299896619	-0.1142465976090249	0.0023444218327917	0.0130522850652384	0.0342718911785766	0.0176034989393655	0.0003098831749082	0.0011745625249561	0.0010079363317796	-0.0006290490062211	1.015935648921316e-06	3.957026522277536e-07	0.0006550971601526	5.7947039200020873e-08	3.357859352048755e-15	4.291522892400013e-07	0.0001931699240503	0.0001457060837467	2.1230262840808472e-08	3.7314619557598674e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
