global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
1795.0658233720394	n/a	3222261.3102383376	n/a	1976.6249196698589	n/a	n/a	3907046.073059876	1944.876374142669	n/a	3782544.110698335	n/a	1985.9421793619792	1300.704828581487	n/a	n/a	n/a	n/a	-0.0344972994	0.0011489467	0.0744933762	-0.0359453981	0.044970415	-0.009313468	0.0443388818	-0.0647798042	0.0094398055	-0.0899642299	0.064638509	-0.0632718027	-0.0369331051	0.0160151672	-0.0423180026	0.084309929	-0.0455937572	-0.0643768535	0.0089265333	-0.0883074563	0.0416663367	-0.0522526985	0.0065548847	-0.0407380345	0.0567807988	-0.1209475717	0.1134576186	-0.0166686696	-0.0414482863	0.0428735075	-0.0403822516	0.1104473999	-0.0486165463	0.045403907	-0.1147865748	0.0001367787	-0.2054509187	0.0518550645	-0.1002131828	0.0072390083	-0.0444915997	0.0968840874	-0.1526470919	0.0831834288	-0.0401025463	0.1385023945	0.2032630438	-0.05529776	0.0317960704	-0.0700109853	0.1624783148	0.1290883846	0.1290552057	0.1289999139	0.1289225186	7.284664097539917e-05	n/a	5.306633101398705e-09	n/a	0.0405360534894612	n/a	n/a	0.0016431716325004	0.0008220767546021	n/a	n/a	6.758101904571214e-07	-0.002554376296373	n/a	6.524838263472245e-06	n/a	-0.001339747692681	n/a	1.7949238800440637e-06	n/a	0.0001917897953703	n/a	3.6783325608181555e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1793.68732106252	-1.3785023095194902	3217314.2057404392	1.9002686173505683	1988.9346675749748	12.309747905115955	151.52989348750663	3955861.111881576	1946.3588516590207	1.4824775163517645	3788312.779431422	2.1977395864884954	1988.8188392773684	1313.1135055876348	0.657199	12.260319	0.0498600353329319	0.0306785603229053	-0.0134611712	0.0087231661	0.0085945466	-0.077298773	0.0464368207	-0.0373151384	0.0728415362	-0.139002505	-0.0384319682	-0.1448915852	-0.1562966242	0.1078979154	0.0197897076	-0.0530742294	0.0587780103	0.1576671048	0.0138692293	-0.1262939651	-0.0701330926	-0.1046564607	-0.1819467881	0.1181111688	0.0487378602	-0.0617524888	0.1104846945	-0.0655905162	0.0856349678	-0.0148058515	-0.0313474033	0.0355361245	-0.0575946934	0.1148687297	-0.0408787394	0.0322352381	-0.090734757	0.0112276133	-0.1811858521	-0.0075545899	-0.0027979351	0.0015587097	-0.0160524921	0.047977188	-0.1022389259	0.0115998692	-0.0325725904	0.0031775947	0.041107118	-0.0970141104	-0.004879102	-0.1168824702	0.0187831356	0.1289999139	0.1287014744	0.1282045865	0.1275100165	5.7462285980136585e-05	-1.5384354995262584e-05	3.301914310063001e-09	2.366783786202608e-10	0.0584097094634756	0.0178736559740144	0.0003194675778774	0.0034116941596076	0.000575206767408	-0.0002468699871941	6.094479057721514e-08	3.30862825271961e-07	-0.002202006364372	0.000352369932001	4.848832028734792e-06	1.241645689783895e-07	-0.0014269993399833	-8.725164730229986e-05	2.0363271163127737e-06	7.612849956964931e-09	-3.0711256609630786e-06	-0.0001948609210312	9.431812825425906e-12	3.7970778545152144e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1790.8283887462903	-2.858932316229584	3207066.3179396344	8.173493988781855	1977.4369904548887	-11.49767712008611	132.1965791577516	3910257.051219288	1941.1709442848385	-5.1879073741822594	3768144.634935692	26.914382923094667	1983.9551426193275	1306.661990762232	0.640281	11.944693	0.0458842310746903	0.0226004260664594	-0.0143738925	0.0264533123	0.0318428792	-0.0768620165	-0.0369223484	0.0124760344	0.0719375652	-0.0142843277	0.0076996012	-0.063019276	-0.0692875565	0.1141041337	0.030813175	0.0376032196	0.0066708726	0.0272824399	0.035843784	-0.0167472963	-0.0138533266	-0.0362534487	-0.0943573847	0.1154514515	0.0293230698	-0.0393556171	-0.0649204694	0.0091875583	0.0358338202	-0.012880729	-0.0375863556	0.0168107025	-0.0528748843	0.1117507795	-0.0274767825	0.0423458231	-0.0918631121	-0.0026096724	-0.2179881392	0.0170418499	-0.0138748579	-0.0463443292	0.0320868066	0.1076603752	0.0547931647	0.0218145895	-0.0733889933	-0.0827062397	0.0453577973	0.0113044455	-0.1054985554	-0.0354715202	-0.0107933633	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0001796684721995	0.0001222061862193	3.2280759902502503e-08	1.493435195028173e-08	0.0508751554771578	-0.0075345539863178	5.676950377273752e-05	0.0025882814448249	-0.015980429854622	-0.01655563662203	0.0002740891039607	0.0002553741383384	-0.0023738416928511	-0.0001718353284791	5.6351243827181766e-06	2.9527380113520268e-08	-0.001463766160775	-3.676682079169994e-05	2.142611373429983e-06	1.3517991111289791e-09	0.0002217634106707	0.0002248345363316	4.9179010312301554e-08	5.055056872747394e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1794.1399603410189	3.311571594728548	3218938.1972924727	10.96650642701298	1974.5203247070312	-2.9166657478574507	8.506939084724863	3898730.51268116	1937.7041080918425	-3.46683619299597	3754697.210516003	12.018953189066792	1978.966571618888	1319.3046374074015	0.582939	10.874968	0.041453509141518	0.0200388439968339	-0.014072222	0.0105796456	0.0448719988	-0.001745649	-0.0283623333	-0.0775103507	-0.011647543	0.065591618	0.0076867806	0.1036315517	-0.0224642768	-0.0291924275	0.0240237526	-0.0985632	-0.0891088417	-0.1777781633	-0.1837330232	0.0623793948	0.0226845723	0.0969500287	0.0039185641	-0.0210789962	0.0451970252	0.0921399575	-0.0836230245	0.0434587049	0.0887171432	-0.0133119175	-0.0326659596	0.0358701927	-0.0540474593	0.1196486451	-0.0320180377	0.036710637	-0.0999717934	0.0144949954	-0.1551939206	-0.011182267	0.0101563916	-0.0120655333	0.0049288796	0.0730726616	0.0330126	-0.0114286293	-0.0402361218	-0.0421108225	0.0445350367	-0.0061122434	-0.0178726924	-0.0418043142	0.0395206368	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-3.521509019321911e-05	-0.0002148835623927	1.2401025773165566e-09	4.6174945386585606e-08	0.0406069684410539	-0.0102681870361038	0.0001054356650084	0.0016489258859727	-0.0238074849122398	-0.0078270550576178	6.126279087498042e-05	0.0005667963378465	-0.0024910058883681	-0.000117164195517	6.205110335884548e-06	1.3727448711145816e-08	-0.0013429987998434	0.0001207673609315	1.803645776380813e-06	1.4584755466383311e-08	-3.172702588771737e-06	-0.0002249361132594	1.006604171679888e-11	5.0596255048277904e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1791.8775713433593	-2.2623889976596274	3210825.230683376	5.118403976731334	1967.9163369455648	-6.603987761466442	43.61265435359855	3872694.70921725	1937.2548044603925	-0.4493036314499932	3752956.1774048735	0.2018737532341513	1978.640064332387	1313.6468400309286	0.549282	10.247074	0.0847389754201394	0.0452633362746335	-0.0107533726	0.0307559212	0.0429409476	-0.0069446131	-0.1020872752	0.0369097126	0.0229295646	0.0865594799	0.0623254909	0.0499573616	0.036293978	-0.0258153658	0.056753274	0.027052793	-0.0148682499	-0.0056322023	-0.014489705	0.074485338	0.0562802722	0.0648924009	0.0380814887	0.0100556506	0.0265571631	-0.0864452976	-0.0544403005	0.0241222117	-0.0115527207	-0.0071097929	-0.030469944	0.0263587591	-0.0437368142	0.1074018185	-0.0465304359	0.0235623538	-0.0836931208	-0.0248425221	-0.0846599187	-0.0040134802	0.0189278186	-0.0293939872	0.0445635139	0.0459959005	0.1045778734	-0.0561024002	-0.0532263128	-0.0420422448	-0.0114371603	0.0335746268	-0.0331546469	0.0412327801	0.0353614692	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0001385043394748	0.000173719429668	1.9183452053350644e-08	3.017844024418184e-08	0.0158078164019315	-0.0247991520391224	0.0006149979418595	0.0002498870593971	-0.0241576226338224	-0.0003501377215825	1.2259642407505405e-07	0.0005835907313181	-0.0017960924517052	0.0006949134366629	3.225948095072396e-06	4.829046844546426e-07	-0.0010248408403032	0.0003181579595402	1.0502987479533692e-06	1.0122448721878357e-07	-0.000178420630981	-0.0001752479283922	3.1833921559658184e-08	3.0711836405767565e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1799.8706626654232	7.993091322063947	3239534.4023236698	63.88950888285397	1985.6074738533264	17.691136907761575	312.97632508916377	3942637.040222188	1943.593399402707	6.338594942314558	3777555.3022017702	40.17778584273569	1983.944617821528	1338.364262660661	0.707047	13.190248	0.0494771693019972	0.028899581031234	-0.0063851866	-0.0210676384	-0.014646663	0.0399476674	-0.0292863838	0.1351594133	0.0058738912	-0.0490977069	-0.0161815703	-0.0643233496	-0.0160275198	-0.0351458244	-0.0022315604	-0.0520024227	0.0456538525	-0.0883888528	-0.1164347149	-0.0387985466	-0.0070157755	-0.0498167024	-0.0260618085	-0.0145989751	0.0138364203	0.0089643159	-0.0098348062	0.0393614907	0.0062961585	-0.0068453197	-0.0290668739	0.045458734	-0.0527441579	0.1160738683	-0.0368075016	0.0233594335	-0.1110838316	-0.0111834815	-0.0934679702	-0.0520288062	0.0590719549	3.56255e-05	0.0414270208	0.0246377873	0.0103941113	0.0549512413	-0.0160410924	-0.0813309811	0.071461407	0.1396714969	0.008151007	0.0890814376	0.0989259513	0.1277634447	0.1237830955	0.1172407796	0.1082719048	5.317078677080645e-05	-8.533355270399357e-05	2.827132565826566e-09	7.281815217085248e-09	0.0405630332246005	0.024755216822669	0.0006128207599373	0.00164535966438	-0.0241924538057816	-3.483117195919941e-05	1.213210540051319e-09	0.0005852748211448	-0.0020277255825105	-0.0002316331308053	4.111671037967547e-06	5.3653907286665296e-08	-0.001024056549149	7.842911542001261e-07	1.048691815854958e-06	6.15112614556566e-13	-0.0004380389641148	-0.0002596183331338	1.9187813408276706e-07	6.740167889917278e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1797.4585714371176	-2.412091228305598	3230857.316032764	5.818184093668812	1989.247867707284	3.640393853957676	13.25246741193282	3957107.079177976	1940.5632346929503	-3.0301647097567184	3765785.667841967	9.181898168255016	1982.9778004221112	1349.9706904346724	0.714937	13.337443	0.0315514551591138	0.0187182585355145	-0.0142915566	-0.0205571476	-0.0094907492	-0.02095091	0.0616924155	-0.027406982	0.0211832766	0.0068313154	0.0068989099	-0.0336217427	-0.0079843585	0.0722758178	0.0025885996	0.0154216343	0.0074216561	0.0253476703	-0.1037123368	0.0022324451	-0.0041005746	-0.0286610992	-0.0269316891	0.0685900831	0.0003936978	-0.05444786	-0.0215709234	-0.0421758636	0.0588750964	-0.0089009056	-0.0212021854	0.063035588	-0.042340096	0.1134120202	-0.0547070732	6.90132e-05	-0.0856914953	-0.0407953422	0.0359372434	-0.0217303542	0.0461747751	0.1072144444	-0.050550797	-0.0991573986	-0.063856907	0.027494445	0.0610417231	0.0198193382	-0.0240521921	0.0010701259	0.0935677473	0.0240285478	-0.0308831941	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0001433779179933	9.020713122249356e-05	2.0557227368093463e-08	8.137326523392173e-09	0.024198485401996	-0.0163645478226045	0.0002677984254383	0.0005855666957506	-0.0243659060003835	-0.0001734521946018	3.0085663812214735e-08	0.0005936973752195	-0.0018883081138872	0.0001394174686233	3.565707532972235e-06	1.943723055732886e-08	-0.0010239375997405	1.1894940849985736e-07	1.0484482081623364e-06	1.4148961782465934e-14	-0.0005969675062967	-0.0001589285421818	3.5637020357410056e-07	2.5258281520063963e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1792.4510804823828	-5.007490954734749	3212880.875922461	25.074965661750326	1964.742418252268	-24.505449455016105	600.5170529923491	3860212.7700797697	1937.6666492550871	-2.896585437863223	3754552.043635437	8.39020719884128	1978.555286295368	1317.51166738077	0.823476	15.362275	0.1179163197254317	0.0538541878085713	-0.0428783623	-0.007870123	0.0861709244	0.0299260029	-0.0517383284	-0.1150419019	0.0198625992	0.0742783984	0.0461624821	0.0667428368	0.0391391901	0.0660384772	0.1233405819	0.0475583567	-0.0003382704	-0.1446613412	0.0202730929	0.0646191397	0.0549285033	0.0612226162	0.0419542327	0.0285449105	0.0954042832	0.0174440167	-0.1041248785	0.0853712226	0.0209171172	-0.016369827	-0.0142726945	0.0644555502	-0.0404605402	0.1248448172	-0.0327935207	0.0015568686	-0.0235140665	-0.0283043961	0.0936580779	0.0629030821	-0.0256743049	-0.0266394205	0.0221752048	-0.0233247082	-0.0369070925	-0.1026279625	0.0321958169	0.0160369345	-0.1399239928	-0.0140385983	-0.0265219565	0.0445661146	-0.0783033938	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0275878202640456	-0.0277311981820389	0.0007610878269212	0.0007690193526115	0.0097992978534762	-0.0143991875485198	0.0002073366020574	9.602623842114324e-05	-0.017843632046663	0.0065222739537204	4.25400575273808e-05	0.0003183952046166	-0.0011000006855196	0.0007883074283676	1.2100015081435897e-06	6.214286016195389e-07	-0.0010249996153712	-1.0620156306998842e-06	1.0506242115111075e-06	1.1278771998508729e-12	-1.0637494719497112e-06	0.0005959037568247	1.1315629390732894e-12	3.551012873978511e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1795.7976313991903	3.346550916807473	3224889.1329389424	11.19940303878494	1963.84446312689	-0.8979551253778482	0.806323407192347	3856685.075354143	1937.491641448265	-0.1750078068221228	3753873.860681893	0.0306277324486894	1978.2374059515373	1316.9510559750745	0.69486	12.962885	0.0693228953135003	0.0392276552030506	-0.0309942301	-0.0040718697	0.0761486305	0.0886171861	-0.098290621	0.0740762022	0.0505948534	0.0866427547	0.0700499649	0.0703201074	0.1068121428	-0.0173106038	0.1420448091	0.116949766	-0.0681876664	-0.1091009369	0.0122280552	0.0744358818	0.0753203657	0.0596887214	0.1087117147	-0.0209755161	0.0712834167	-0.0128717358	-0.1664783434	0.0386605305	-0.0841641762	-0.0110475067	-0.0057961912	0.0557251134	-0.0381978916	0.1203144097	-0.0283426024	0.001961008	-0.0055129758	-0.0329817107	0.1423161353	-0.0061419184	0.0480522854	-0.0168388629	0.064566052	-0.0974773298	0.073341284	-0.0079684089	0.0533370079	-0.0962366228	-0.0555540581	0.0519320318	-0.0389726653	0.0555392618	-0.0766327791	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0277100740354541	-0.0001222537714084	0.0007678482030503	1.494598462360149e-08	0.0306241077435913	0.0208248098901151	0.0004336727069594	0.000937835975091	-0.0398564463074109	-0.0220128142607478	0.0004845639916781	0.0015885363122555	-0.0011350002765939	-3.499959107430015e-05	1.2882256278682296e-06	1.2249713753682304e-09	-0.0005330001308196	0.0004919994845515	2.840891394537107e-07	2.4206349279904e-07	-8.024772732732541e-07	2.612721986764571e-07	6.439697741200769e-13	6.82631618012301e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1798.0170636603193	2.2194322611289863	3232865.3612136766	4.925879561740125	1995.3557487241685	31.5112855972784	992.9611199932452	3981444.563966587	1940.89111455873	3.3994731104648963	3767058.318573029	11.556417428773877	1983.5577741570075	1340.0837782749618	0.692311	12.915345	0.1074421129700586	0.0614772441643817	-0.0067686491	-0.0087266715	-0.0475742231	0.0136717625	-0.0263414608	0.0707012503	-0.0098611865	0.008328869	0.0342828951	0.0118718519	0.0138055106	0.0463335632	0.0064782612	-0.030728679	0.0679737248	-0.0908660856	-0.0400647962	0.0044494484	0.0087301822	0.0171771342	0.023259634	0.0620444143	-0.0203944782	-0.0328601384	0.0120789833	0.0415263219	-0.1204129367	0.0014366679	-0.0041946829	0.0355015829	-0.0065603422	0.0235547636	0.0029014864	0.0099224111	6.04569e-05	-0.022623453	0.1418767789	-0.0628266055	0.0568855366	0.0419479073	-0.0135901619	-0.1288198321	-0.000520448	0.0408751237	0.0499795244	-0.0358136559	-0.0832374912	-0.0611561806	0.015573373	-0.0141909511	-0.1637998083	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.010721322282805	0.0169887517526491	0.0001149467514917	0.0002886176861131	0.0243102134623853	-0.006313894281206	3.9865260994245833e-05	0.0005909864785867	-0.0893589871869409	-0.0495025408795299	0.0024505015535295	0.0079850285910758	-0.0008179996675303	0.0003170006090636	6.691234560796814e-07	1.0048938614669337e-07	-0.0001580000740153	0.0003750000568043	2.4964023388840283e-08	1.4062504260322822e-07	-6.462200770183295e-08	7.378552655714211e-07	4.176003879415757e-15	5.444303929314724e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
