global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
988.823384848011	n/a	n/a	977771.6864222776	1359.4137969698224	n/a	n/a	1848005.8713919097	1031.3171775615322	n/a	n/a	1063615.1207334849	1116.839924542409	781.948336495698	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0425992119320284	n/a	0.0018146928572298	n/a	0.0167235517647981	n/a	n/a	0.0002796771836298	-0.122789643439404	n/a	n/a	0.0150772965359759	0.0005040007239823	n/a	2.5401672977468256e-07	n/a	-0.0014300001679357	n/a	2.04490048029613e-06	n/a	8.603607897538011e-07	n/a	7.402206885457843e-13	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
970.6583127468284	-18.165072101182545	329.96984444116043	942177.5601045196	1264.6362939562116	-94.77750301361084	8982.775077495011	1599304.9559913017	1030.5465105174917	-0.770667044040465	0.5939276927700681	1062026.1103397787	1097.5487716962707	735.0396041651718	2.315409	33.820225	0.2571311135926627	0.1503087833196013	-0.0325038547	-0.000531814	0.0954609005	0.4441480367	-0.0692158261	0.2405273021	-0.3107342765	0.0128686521	-0.00695178	0.0130713976	-0.082988415	0.1721530956	-0.1157611823	0.1045759881	-0.0357064767	0.2393844773	-0.0305129732	0.0816049711	-0.0733115624	0.0188624968	-0.1454864596	0.0557870695	-0.0488793981	0.0067210248	-0.0178156215	-0.0265659886	0.029722311	-0.2531793689	0.2265936801	-0.0765452928	0.3263537319	-0.1367205105	0.1920903864	-0.1826489094	0.0737675936	-0.3183794815	0.2063015076	-0.0793929851	0.0381989603	-0.0231936348	0.0499724815	-0.0533321367	0.1071274268	-0.0612870913	0.1005685695	0.0004699969	-0.1187969866	0.1617459948	-0.0698623143	0.089115707	-0.1236903896	0.1636738278	-0.1166735255	0.0202792247	-0.0365548711	0.1195279858	-0.1374738461	0.1069362165	0.2271948796	-0.1367737707	-0.1811141095	0.1205924582	-0.0612972286	0.1296294506	0.1295955703	0.1295391098	0.1294600787	0.0	0.0534486829703411	0.0108494710383127	0.002856761711264	0.0001177110218111	0.0899152398622646	0.0731916880974665	0.0053570232065568	0.0080847503594885	-0.0194659204817782	0.1033237229576258	0.0106757917258242	0.0003789220602029	-0.0003886583676432	-0.0008926590916255	1.5105532673907681e-07	7.968402538616628e-07	-0.0017509647837297	-0.000320964615794	3.0658776738615955e-06	1.0301828459179014e-07	-0.0001808405617759	-0.0001817009225656	3.2703308783423106e-08	3.3015225261209725e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
967.971259927686	-2.6870528191424228	7.2202528528612415	936968.3600459918	1253.3128162111557	-11.323477745055923	128.22114824277682	1570793.015279138	1030.5243740925746	-0.0221364249171074	0.0004900213081107	1061980.485598893	1094.86703458822	736.5312091084837	1.106774	16.166189	0.1402333203464203	0.0885632896698718	-0.0682369385	-0.0234067821	-0.1025472522	0.2464438061	-0.0549015658	0.1424964659	-0.1567086695	0.040616945	-0.1294606322	0.0611450639	-0.1898671347	0.1682682974	-0.032500313	0.1688924336	0.0874424446	0.1207457219	0.1526489499	0.0534498178	-0.1251985849	0.1389429949	-0.0030498028	-0.1913084379	0.0176349453	0.0240998703	0.142104382	-0.0097172182	-0.0791926575	-0.2327609561	0.2216092694	-0.0659227276	0.1176733834	-0.127397458	-0.0439503058	-0.0483827696	0.0693080395	-0.1250078305	0.0692726052	-0.048505721	0.0378167107	0.0178324515	0.1236405311	-0.0673134346	0.1726661195	-0.1139396109	0.1963878138	0.0218428852	-0.1439678187	-0.0237166305	-0.0751102041	0.2428842776	-0.1416268521	0.1155846888	-0.0994479845	-0.0152198051	-0.0222646164	0.0267942043	-0.0405590141	0.1715984148	0.1436675271	0.1073746625	-0.0240155669	0.0034337207	-0.1062749187	0.1295391098	0.1292343642	0.128726986	0.1280177706	0.0	0.0462715649547647	-0.0071771180155764	0.002141057723363	5.1511023009511385e-05	0.1009630256181424	0.0110477857558777	0.0001220535701077	0.0101935325419696	0.0580043958837279	0.0774703163655061	0.0060016499177716	0.0033645099418362	-0.0006962206544954	-0.0003075622868522	4.847231997460032e-07	9.459456029375497e-08	-0.0013208843269181	0.0004300804568116	1.7447354050978825e-06	1.8496919933127459e-07	-0.0003339598223013	-0.0001531192605254	1.115291629115159e-07	2.344550794384532e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
958.2624287822518	-9.708831145434146	94.26140221055212	918266.8824156604	1238.6327561650958	-14.680060046059909	215.5041629559244	1534211.1046451416	1026.4133785821696	-4.110995510405019	16.90028408657022	1053524.4237324642	1090.0400989100615	712.4986237278422	1.339145	19.560343	0.2518658443315754	0.1333252172428616	0.0721716966	0.0369086412	-0.1631271186	-0.0960957738	-0.1174173188	0.1206961511	0.0061695746	0.105709644	-0.0684838246	0.1012743339	-0.2211217119	-0.0220697161	0.2118409827	0.3128772158	0.1734470975	-0.0503303918	0.087123191	0.0550437194	-0.0171905246	-0.0601136933	0.1077312901	-0.0155090878	0.184687777	-0.0191129796	0.0190497952	-0.0133348825	-0.203226743	-0.2164113834	0.0165390808	-0.219822287	0.0128818389	0.0148360365	-0.2404590635	0.1428164873	-0.0769843986	0.1298493762	-0.2099659311	0.0778450827	-0.0712362226	0.0706161653	0.1428840328	-0.0561805786	0.20344226	-0.1223329788	0.0744339566	-0.0538792224	0.0064609669	-0.1631016124	-0.1790789635	0.2342729776	0.0311367392	0.0013133508	-0.1618195052	0.0157010666	-0.0950357682	-0.1137187341	0.1664264743	0.0859472244	0.0179851412	0.0955270207	0.0826164449	-0.1630168455	-0.0234625338	0.129358491	0.1285129588	0.12710783	0.125149223	0.0	0.0306325580192918	-0.0156390069354728	0.0009383536108052	0.0002445785379277	0.0163287714819659	-0.0846342541361764	0.0071629569731869	0.0002666287781102	0.1427232913847689	0.084718895501041	0.0071772912549163	0.0203699379037016	-0.0012221326971896	-0.0005259120426942	1.4936083295399266e-06	2.76583476650786e-07	-0.0006092353805906	0.0007116489463275	3.7116774896337323e-07	5.06444222809041e-07	-0.0004338725884573	-9.9912766156e-05	1.882454230146376e-07	9.982560840943536e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
953.1370467180144	-5.125382064237442	26.269541304406864	908470.2298263384	1230.384605680193	-8.24815048490268	68.03198642160032	1513846.2778948045	1022.7490117706028	-3.664366811566765	13.42758412971198	1046015.5410777448	1085.7067778785274	678.299812413354	1.184426	17.300419	0.1556606659803443	0.0914223381731402	0.2382231391	0.081514582	-0.1730278313	-0.2029086351	-0.0938453879	-0.0251397288	-0.1146975355	0.0796589737	-0.0400677534	0.1357477277	-0.083486373	-0.2176029357	0.1731422699	0.2187248888	0.0089484893	0.0717357899	0.0010923381	0.017383745	0.0362070996	-0.0170002669	0.0855421499	-0.0060828943	-0.0710484301	-0.0376661003	-0.0094078212	-0.0754331724	-0.1793079295	0.0158394802	-0.0971714465	-0.2420494826	0.1233667581	-0.014419133	-0.183314171	-0.0029131868	-0.0378919749	0.1828453704	-0.1361493764	-0.0024416927	-0.0418048543	0.0063909321	0.1387371518	-0.0511188715	0.2770975661	-0.0168521538	-0.074560386	-0.0041548962	0.0919561148	-0.112435862	-0.0790585543	0.1133831817	0.0140275648	-0.0209275954	0.0346740565	0.0129812484	-0.0626664734	-0.1097334703	0.141225586	-0.1014460436	-0.0641835148	-0.0951109562	-0.0818811377	-0.25579172	0.0955237127	0.1290877201	0.1274333647	0.1246917927	0.1208863942	0.0	0.0194359332689089	-0.0111966247503829	0.0003777555020334	0.0001253644058008	0.0103563762053511	-0.0059723952766148	3.5669505340130784e-05	0.0001072545281067	0.0478500023583023	-0.0948732890264666	0.0090009409706994	0.0022896227256895	-0.0018391461271934	-0.0006170134300038	3.3824584771704817e-06	3.807055728050542e-07	-0.0004989683176745	0.0001102670629161	2.489693820429208e-07	1.2158825164143157e-08	-0.000578959234075	-0.0001450866456177	3.3519379472071066e-07	2.105013473659608e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
955.4957887184636	2.3587420004491837	5.563663824683015	912972.2022587188	1229.612009934017	-0.7725957461761936	0.5969041870095494	1511945.6949739729	1023.0695898005392	0.3205780299364278	0.1027702732779212	1046671.3855746436	1085.0174857085606	684.7800914094648	0.995	14.533557	0.243226252576436	0.1541854183066181	0.2169932993	0.0709893578	-0.0660869811	-0.1917092889	0.0123187323	-0.0163966222	-0.1428078743	0.1722617905	-0.0244970977	-0.0144134677	-0.0040665225	-0.3078642093	0.0183054649	-0.0200373835	0.0575554507	0.0111882771	-0.1273088514	0.069130492	-0.0030044631	-0.011162066	-0.0840860077	0.0946039616	-0.0424325318	0.0684299847	0.0887747905	-0.0379583764	-0.0176445433	0.1939406142	-0.0995032735	-0.2684514209	-0.0671789375	-0.0200011004	0.0128824641	-0.0586456879	-0.0806127266	0.1001257194	0.0463942368	0.0894781058	-0.1257365653	-0.009578143	0.1300474999	-0.0441913576	0.1613162401	-0.0905215405	-0.2125821832	0.0540552087	0.247031525	-0.0440735038	-0.0256000867	-0.0242731521	0.1219528854	-0.0680921325	0.0046568203	-0.139785429	0.0426458363	0.0836763975	0.0459810126	-0.0834631202	-0.045647641	-0.2270566356	0.2126144942	0.1054802242	0.0846181207	0.128726986	0.1259985909	0.1214940211	0.1152767764	0.0	0.0070643796696572	-0.0123715535992517	4.990546011706597e-05	0.0001530553384591	-0.095329785066454	-0.105686161271805	0.0111695646843699	0.0090877679208163	-0.0569167130303469	-0.1047667153886492	0.0109760646533262	0.0032395122221788	-0.0015671861014287	0.0002719600257646	2.456072276511288e-06	7.396225561393628e-08	-0.0006090263522851	-0.0001100580346105	3.709130977776947e-07	1.2112770982348024e-08	-0.0006049776200343	-2.601838595929994e-05	3.659979207423658e-07	6.769564079270963e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
960.0936057379796	4.597817019516015	21.139921344951127	921779.731778955	1231.1339541162763	1.5219441822594035	2.3163140939132445	1515690.8129779776	1025.0998969424088	2.030307141869571	4.122147090326585	1050829.7987113371	1086.445264474401	698.564929161363	0.987392	14.422433	0.110840485737697	0.0768404416046909	0.1538541312	0.0301513729	0.0595852118	-0.1471302504	-0.045854465	-0.061733234	-0.1407724403	0.119335212	0.0332903863	-0.0187444567	0.031235141	-0.1881826607	-0.074246677	-0.068769932	-0.0932191342	0.0995948426	-0.0872167646	-0.0111743493	-0.0842774907	0.0641650517	-0.0103944976	-0.1109516601	0.0029453475	0.015151439	-0.0125283031	0.0177216109	-0.0117097321	0.2092690663	-0.0605942107	-0.0863948148	0.0396137835	0.010325702	0.1123984843	-0.0747856053	0.0411646821	0.0383783424	0.1155285066	-0.0138756829	-0.0457067183	-0.0217109927	0.0612299634	0.0191820672	0.0810980332	0.0205130785	-0.1838977722	-0.0027670632	0.1401865164	-0.0014120854	0.0098008069	-0.0815968448	0.0810945846	0.043389429	0.0179172799	-0.0314642204	0.0514766012	0.0026544468	-0.0664327334	-0.2199900183	-0.0176732465	-0.1427350852	0.0620825626	0.0330056495	0.0102244144	0.1282765399	0.1242126365	0.117534563	0.1083828658	0.0	0.0073655822766056	0.0003012026069483	5.4251802273446535e-05	9.07230104325123e-08	-0.0202868378032405	0.0750429472632134	0.0056314439339494	0.0004115557880549	-0.0460708884593117	0.0108458245710352	0.0001176319106256	0.0021225267634303	-0.0013802735394041	0.0001869125620246	1.9051550435791212e-06	3.4936305842599965e-08	-0.0006088721238093	1.5422847579995086e-07	3.707252631520476e-07	2.378642274757602e-14	-0.0009109210554639	-0.0003059434354296	8.297771692874657e-07	9.360138568246589e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
962.4618432160888	2.368237478109222	5.608548752721129	926332.7996469112	1235.8305429731097	4.696588856833387	22.05794689013154	1527277.130945211	1026.215220223486	1.1153232810772806	1.2439460213129907	1053117.678218338	1088.2159508579182	713.2707726837115	0.8390309999999999	12.255386	0.1892376280978488	0.1248559850465608	0.0849344348	-0.0533959495	0.0636136977	-0.0548110323	0.0260724696	-0.1059372637	-0.1391567319	-0.0360110248	0.0251271548	-0.0036840294	-0.0027186743	-0.0783904863	-0.0555891303	-0.0536644945	-0.0073936625	0.0574304468	-0.0975566118	-0.0123327846	-0.0462938082	-0.0826945217	0.0438110962	0.0204547551	0.0404254227	-0.077789768	0.0372512681	-0.0049994492	-0.0048592794	0.1168606681	0.0216201822	-0.0154873089	0.0355017182	-0.0144444136	0.1278909168	-0.0131347045	-0.0467648186	0.0187553582	-0.0396361985	0.0146547367	-0.0081402315	-0.0362485437	0.0574568725	-0.0021591825	0.0583931331	-0.0171928215	-0.0868119495	-0.0008095237	-0.130467437	0.0521814436	0.0736961996	-0.0651874645	-0.0189197862	0.1751374312	0.0313026816	-0.029630158	0.0707320951	0.02044487	-0.1797655981	-0.1253465643	-0.0319251883	-0.0720659475	-0.0401981123	0.051144977	0.0877487343	0.1277366958	0.1220804792	0.1128382417	0.1002814672	0.0	0.0472132687280577	0.0398476864514521	0.0022290927439877	0.0015878381155332	0.0929449116854499	0.1132317494886904	0.0128214290922695	0.008638756608216	-0.0460676362817054	3.252177606299922e-06	1.0576659182918689e-11	0.0021222271125834	-0.001135132116539	0.000245141422865	1.2885249219983102e-06	6.00943172043257e-08	-0.000609254332619	-3.822088096999427e-07	3.7119084181502316e-07	1.4608357421224702e-13	-0.0004333458875367	0.0004775751679272	1.8778865824497026e-07	2.280780410206933e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
965.016557082769	2.554713866680231	6.526562940608258	931256.9554438812	1238.8677092960902	3.037166322980511	9.224379273446957	1534793.2011365418	1025.549475961871	-0.6657442616151457	0.4432154218734955	1051751.7276456682	1087.264778137207	728.5376035666648	0.850141	12.417667	0.082366074075923	0.0675929863565518	0.0072240972	-0.1151933658	0.0349239218	0.0151393346	0.0114747025	-0.101252454	0.0007148618	-0.1163287159	-0.0190044898	-0.0323232975	0.0314444379	-0.0624383761	-0.0524556938	-0.1309006976	0.0305007886	0.0157695595	-0.0169979883	-0.0287067589	-0.0550539341	-0.0770552916	0.0683217167	0.0444740449	-0.1003255349	-0.0210166776	-0.018521037	0.0411338848	0.0061046206	0.1333879724	-0.0041517006	0.0778807664	-0.02698882	-0.0633002907	0.0855317597	0.0550426597	-0.0266211087	0.0143825743	-0.1126413814	-0.0683581519	-0.0178193721	-0.0148845882	0.0150273811	0.0366153177	-0.0183811042	0.0301378679	-0.0604605517	0.0353828826	-0.0609525449	0.0753503553	0.091159067	-0.0312470881	0.081313866	0.0386828238	0.0417689592	-0.0123091869	0.0286181981	0.1161428899	0.0424022317	-0.025266237	-0.0686520401	0.0722363372	-0.0698198897	0.0830377829	-0.0438479173	0.12710783	0.1196080616	0.1074345	0.0910628379	0.0	0.0486212421870249	0.0014079734589671	0.0023640251918093	1.9823892611560546e-06	0.0266031167515023	-0.0663417949339476	0.0044012337550579	0.000707725820894	-0.0338025533592372	0.0122650829224681	0.000150432259095	0.001142612613604	-0.0010881321334009	4.699998313810005e-05	1.1840315397395942e-06	2.208998414981689e-09	-0.0006092644788164	-1.0146197400046771e-08	3.7120320514741954e-07	1.0294532168071582e-16	-0.0004333315616614	1.4325875300001244e-08	1.877762423319077e-07	2.0523070311118572e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
965.5422963392614	0.5257392564923293	0.2764017658171072	932271.926020094	1239.6158371652875	0.748127869197333	0.5596953086697418	1536647.4237509966	1026.3280202139797	0.7785442521087589	0.6061311524915867	1053349.205076347	1088.0324881571644	737.6904476034732	0.8281469999999999	12.096402	0.1150798921206671	0.0656252228847325	-0.0399183685	-0.0956084611	-0.0764687475	0.0103813178	0.0539010643	-0.1012970046	0.0578742722	-0.037598278	-0.0376684699	-0.0627603172	-0.0409717214	-0.0677352728	-0.0388346286	-0.0246867036	0.1030341684	-0.0137591203	0.048316363	-0.0006413011	0.115987281	0.1025532117	-0.0429982333	0.0176817277	-0.1013320126	0.0276450787	-0.0129480827	0.0412453425	0.0259835717	0.0959652691	0.0493186725	-0.0305766552	-0.0758641799	-0.0810325749	-0.0864050381	0.056514071	-0.0291896178	0.0879033295	0.0200449668	-0.0143366918	-0.0017082724	-0.0128292883	0.0241382109	0.0397829314	-0.0041843145	-0.0202353904	-0.0066451323	0.1103149685	0.0292529807	-0.003840788	0.1430916498	0.0077546819	0.0411551637	-0.0439277525	0.0506708921	-0.0945024799	0.0016025903	0.0704322479	0.0975413814	0.0258721247	0.0250433718	0.1268653618	-0.0441958953	0.1853898074	-0.1000617011	0.1263903806	0.116802275	0.1013572156	0.0808296822	0.0	0.0388871085950341	-0.0097341335919907	0.0015122072148819	9.475335678672362e-05	-0.0106957786564834	-0.0372988954079857	0.0013912075986558	0.0001143996810684	-0.0569831337708279	-0.0231805804115906	0.0005373393082182	0.003247077534344	-0.0004162006653805	0.0006719314680204	1.7322299386317098e-07	4.514918977160498e-07	-0.0006098631718602	-5.986930437999576e-07	3.7193308839138396e-07	3.5843336069445793e-13	-0.0006581270547792	-0.0002247954931178	4.331312202323442e-07	5.053301372607488e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
